epoch,step,train/cross_trace_sum,train/loss,val/closure_defect_frobenius,val/cross_trace_sum,val/loss,val_score
0,174,89.82829284667969,-89.82829284667969,,,,
1,349,132.4152374267578,-132.4152374267578,,,,
2,524,158.70997619628906,-158.70997619628906,,,,
3,699,172.3506317138672,-172.3506317138672,,,,
4,874,181.41087341308594,-181.41087341308594,,,,
5,1049,188.4510955810547,-188.4510955810547,,,,
6,1224,194.39028930664062,-194.39028930664062,,,,
7,1399,199.13055419921875,-199.13055419921875,,,,
8,1574,203.50360107421875,-203.50360107421875,,,,
9,1749,,,5.556614875793457,205.9895477294922,-205.9895477294922,205.9895477294922
9,1749,206.98915100097656,-206.98915100097656,,,,
10,1924,210.74769592285156,-210.74769592285156,,,,
11,2099,214.3861541748047,-214.3861541748047,,,,
12,2274,218.01443481445312,-218.01443481445312,,,,
13,2449,221.4811553955078,-221.4811553955078,,,,
14,2624,224.36795043945312,-224.36795043945312,,,,
15,2799,227.09771728515625,-227.09771728515625,,,,
16,2974,230.2233428955078,-230.2233428955078,,,,
17,3149,233.05679321289062,-233.05679321289062,,,,
18,3324,235.75051879882812,-235.75051879882812,,,,
19,3499,,,4.74655294418335,235.9304962158203,-235.9304962158203,235.9304962158203
19,3499,238.7911834716797,-238.7911834716797,,,,
20,3674,240.8429718017578,-240.8429718017578,,,,
21,3849,242.92086791992188,-242.92086791992188,,,,
22,4024,244.7400665283203,-244.7400665283203,,,,
23,4199,246.41783142089844,-246.41783142089844,,,,
24,4374,248.28466796875,-248.28466796875,,,,
25,4549,249.758544921875,-249.758544921875,,,,
26,4724,251.19703674316406,-251.19703674316406,,,,
27,4899,252.379638671875,-252.379638671875,,,,
28,5074,253.5435333251953,-253.5435333251953,,,,
29,5249,,,4.443824768066406,251.69329833984375,-251.69329833984375,251.69329833984375
29,5249,254.36984252929688,-254.36984252929688,,,,
30,5424,255.3354034423828,-255.3354034423828,,,,
31,5599,256.28033447265625,-256.28033447265625,,,,
32,5774,257.629150390625,-257.629150390625,,,,
33,5949,257.7418212890625,-257.7418212890625,,,,
34,6124,258.67822265625,-258.67822265625,,,,
35,6299,259.5675354003906,-259.5675354003906,,,,
36,6474,260.2822570800781,-260.2822570800781,,,,
37,6649,260.97503662109375,-260.97503662109375,,,,
38,6824,261.90771484375,-261.90771484375,,,,
39,6999,,,4.275354385375977,257.7221984863281,-257.7221984863281,257.7221984863281
39,6999,262.0823669433594,-262.0823669433594,,,,
40,7174,262.7593078613281,-262.7593078613281,,,,
41,7349,263.4678955078125,-263.4678955078125,,,,
42,7524,264.1730041503906,-264.1730041503906,,,,
43,7699,265.005615234375,-265.005615234375,,,,
44,7874,265.1229553222656,-265.1229553222656,,,,
45,8049,265.6064147949219,-265.6064147949219,,,,
46,8224,266.2775573730469,-266.2775573730469,,,,
47,8399,266.5485534667969,-266.5485534667969,,,,
48,8574,267.2001953125,-267.2001953125,,,,
49,8749,,,4.2194929122924805,261.9392395019531,-261.9392395019531,261.9392395019531
49,8749,267.8385009765625,-267.8385009765625,,,,
50,8924,267.97760009765625,-267.97760009765625,,,,
51,9099,268.8003234863281,-268.8003234863281,,,,
52,9274,269.36669921875,-269.36669921875,,,,
53,9449,269.4230041503906,-269.4230041503906,,,,
54,9624,269.849609375,-269.849609375,,,,
55,9799,269.7225646972656,-269.7225646972656,,,,
56,9974,271.2024841308594,-271.2024841308594,,,,
57,10149,270.8831787109375,-270.8831787109375,,,,
58,10324,270.816650390625,-270.816650390625,,,,
59,10499,,,4.198790073394775,265.4466857910156,-265.4466857910156,265.4466857910156
59,10499,271.3368835449219,-271.3368835449219,,,,
60,10674,272.05657958984375,-272.05657958984375,,,,
61,10849,272.33563232421875,-272.33563232421875,,,,
62,11024,272.48065185546875,-272.48065185546875,,,,
63,11199,272.76318359375,-272.76318359375,,,,
64,11374,273.54681396484375,-273.54681396484375,,,,
65,11549,273.516845703125,-273.516845703125,,,,
66,11724,273.64971923828125,-273.64971923828125,,,,
67,11899,274.11859130859375,-274.11859130859375,,,,
68,12074,274.2627258300781,-274.2627258300781,,,,
69,12249,,,4.175196647644043,268.18048095703125,-268.18048095703125,268.18048095703125
69,12249,274.673828125,-274.673828125,,,,
70,12424,274.88836669921875,-274.88836669921875,,,,
71,12599,275.4033508300781,-275.4033508300781,,,,
72,12774,275.69451904296875,-275.69451904296875,,,,
73,12949,275.67041015625,-275.67041015625,,,,
74,13124,276.33343505859375,-276.33343505859375,,,,
75,13299,276.5463562011719,-276.5463562011719,,,,
76,13474,276.4928894042969,-276.4928894042969,,,,
77,13649,276.68829345703125,-276.68829345703125,,,,
78,13824,277.06475830078125,-277.06475830078125,,,,
79,13999,,,4.104885578155518,271.4380187988281,-271.4380187988281,271.4380187988281
79,13999,277.3694152832031,-277.3694152832031,,,,
80,14174,277.4132995605469,-277.4132995605469,,,,
81,14349,277.88427734375,-277.88427734375,,,,
82,14524,277.7081298828125,-277.7081298828125,,,,
83,14699,278.17431640625,-278.17431640625,,,,
84,14874,278.4718933105469,-278.4718933105469,,,,
85,15049,278.9251708984375,-278.9251708984375,,,,
