epoch,step,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/invalid_batch,train/leaf_trace,train/loss,train/retained_min,train/whitening,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/invalid_batch,val/leaf_trace,val/loss,val/retained_min,val/whitening,val_score
0,116,0.7643351554870605,5.25263786315918,26.688262939453125,0.0,18.270858764648438,-28.837984085083008,39.05982971191406,0.023166490718722343,,,,,,,,,,
1,233,0.5148440599441528,7.935234069824219,35.83953094482422,0.0,25.17306137084961,-40.25234603881836,29.230770111083984,0.0238619577139616,,,,,,,,,,
2,350,0.37733709812164307,11.292799949645996,48.25041580200195,0.0,36.752220153808594,-57.66659164428711,29.991453170776367,0.028518931940197945,,,,,,,,,,
3,467,0.428587406873703,14.363825798034668,57.27326965332031,0.0,44.907676696777344,-70.69805145263672,31.239316940307617,0.028108688071370125,,,,,,,,,,
4,584,0.4744836091995239,16.710683822631836,63.87409591674805,0.0,49.81650161743164,-79.27581024169922,32.53845977783203,0.02624245546758175,,,,,,,,,,
5,701,0.47258859872817993,18.791887283325195,68.87120819091797,0.0,53.49109649658203,-86.03196716308594,34.5470085144043,0.02527380920946598,,,,,,,,,,
6,818,0.45415371656417847,20.747407913208008,73.747314453125,0.0,56.355770111083984,-91.82830810546875,37.10256576538086,0.02434251457452774,,,,,,,,,,
7,935,0.4205085039138794,22.814924240112305,79.40876770019531,0.0,58.96156692504883,-97.63406372070312,40.13675308227539,0.024210115894675255,,,,,,,,,,
8,1052,0.39373233914375305,25.246124267578125,85.6849136352539,0.0,60.95478057861328,-103.3134536743164,44.08546829223633,0.024431956931948662,,,,,,,,,,
9,1169,,,,,,,,,3.4091343879699707,0.39916935563087463,29.200828552246094,93.88923645019531,0.0,62.21061706542969,-110.16535949707031,51.556800842285156,0.023930639028549194,110.16535949707031
9,1169,0.37525174021720886,28.07476043701172,92.37354278564453,0.0,62.7126579284668,-109.23771667480469,48.67521286010742,0.02441391721367836,,,,,,,,,,
10,1286,0.36417463421821594,31.62706184387207,100.43611907958984,0.0,64.19893646240234,-115.8884048461914,54.93162536621094,0.02481929585337639,,,,,,,,,,
11,1403,0.3477541506290436,34.96604537963867,107.44453430175781,0.0,65.91908264160156,-122.34884643554688,60.31623840332031,0.025191685184836388,,,,,,,,,,
12,1520,0.33648934960365295,38.625396728515625,114.34528350830078,0.0,67.34093475341797,-128.81048583984375,66.52991485595703,0.024900436401367188,,,,,,,,,,
13,1637,0.32437798380851746,42.264549255371094,121.06877899169922,0.0,68.76359558105469,-135.21702575683594,72.62393188476562,0.02487553283572197,,,,,,,,,,
14,1754,0.3183351457118988,45.69110107421875,127.52702331542969,0.0,69.88972473144531,-141.06166076660156,78.64102935791016,0.02455291338264942,,,,,,,,,,
15,1871,0.30947428941726685,48.569480895996094,133.10227966308594,0.0,70.85160064697266,-146.01742553710938,83.35897064208984,0.024108320474624634,,,,,,,,,,
16,1988,0.30397453904151917,51.23167037963867,138.1003875732422,0.0,71.72148895263672,-150.5489501953125,87.68376159667969,0.02428564801812172,,,,,,,,,,
17,2105,0.29560160636901855,53.580318450927734,142.7349090576172,0.0,72.61274719238281,-154.7164764404297,91.30769348144531,0.02362547628581524,,,,,,,,,,
18,2222,0.2865389585494995,55.6385498046875,147.0056610107422,0.0,73.49919891357422,-158.5154266357422,94.28205108642578,0.023434201255440712,,,,,,,,,,
19,2339,,,,,,,,,4.213907241821289,0.30944716930389404,57.66670608520508,151.76914978027344,0.0,72.8497085571289,-160.84683227539062,102.60320281982422,0.02341613359749317,160.84683227539062
