epoch,step,train/alpha_effective,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/loss,train/whitening,val/alpha_effective,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/loss,val/whitening,val_score
0,174,0.2000003457069397,1.4138391017913818,11.175475120544434,51.99442672729492,159.4202423095703,0.02318860962986946,,,,,,,,
1,349,0.2000003457069397,1.5789188146591187,9.47780704498291,42.8640022277832,184.07444763183594,0.02332877926528454,,,,,,,,
2,524,0.2000003457069397,1.6308698654174805,8.309037208557129,37.729732513427734,192.91973876953125,0.02336433343589306,,,,,,,,
3,699,0.2000003457069397,1.5597511529922485,7.517307281494141,35.114315032958984,185.1313018798828,0.02336861938238144,,,,,,,,
4,874,0.2000003457069397,1.4145625829696655,6.953963279724121,33.33053970336914,167.4672393798828,0.023363783955574036,,,,,,,,
5,1049,0.2000003457069397,1.0852147340774536,6.370316505432129,29.13407325744629,126.73370361328125,0.023319445550441742,,,,,,,,
6,1224,0.2000003457069397,0.5127931237220764,5.5338215827941895,18.510116577148438,56.42530822753906,0.023610148578882217,,,,,,,,
7,1399,0.2000003457069397,0.27750059962272644,4.4262213706970215,13.705855369567871,28.37813949584961,0.025466913357377052,,,,,,,,
8,1574,0.2000003457069397,0.20686444640159607,4.288972854614258,14.374303817749023,19.33914566040039,0.02432982064783573,,,,,,,,
9,1749,,,,,,,0.20000001788139343,0.8429229259490967,0.1532452553510666,4.251076698303223,16.02267074584961,12.183106422424316,0.023324746638536453,-12.183106422424316
9,1749,0.2000003457069397,0.16610285639762878,4.398346424102783,15.841975212097168,13.717816352844238,0.023394295945763588,,,,,,,,
10,1924,0.2000003457069397,0.14211665093898773,4.63922643661499,17.14631462097168,10.145782470703125,0.023342521861195564,,,,,,,,
11,2099,0.2000003457069397,0.12085255980491638,4.934930324554443,18.034488677978516,6.9505295753479,0.023233691230416298,,,,,,,,
12,2274,0.2000003457069397,0.10885970294475555,5.257007122039795,18.597007751464844,4.980855941772461,0.023224888369441032,,,,,,,,
13,2449,0.2000003457069397,0.09819327294826508,5.616313457489014,19.2437686920166,3.1269779205322266,0.023305905982851982,,,,,,,,
14,2624,0.2000003457069397,0.09323181211948395,6.059915065765381,20.014556884765625,1.8943437337875366,0.0234968438744545,,,,,,,,
15,2799,0.2000003457069397,0.08416121453046799,6.566074371337891,20.96638298034668,0.03748167306184769,0.024196596816182137,,,,,,,,
