epoch,step,train/edge_trace_sum,train/loss,val/closure_defect_frobenius,val/edge_trace_sum,val/loss,val_score
0,116,82.41584014892578,-82.41584014892578,,,,
1,233,102.38732147216797,-102.38732147216797,,,,
2,350,120.07197570800781,-120.07197570800781,,,,
3,467,128.9180145263672,-128.9180145263672,,,,
4,584,134.15029907226562,-134.15029907226562,,,,
5,701,137.99195861816406,-137.99195861816406,,,,
6,818,140.13937377929688,-140.13937377929688,,,,
7,935,142.3019561767578,-142.3019561767578,,,,
8,1052,144.21783447265625,-144.21783447265625,,,,
9,1169,,,5.600832939147949,144.19241333007812,-144.19241333007812,144.19241333007812
9,1169,145.29115295410156,-145.29115295410156,,,,
10,1286,147.21151733398438,-147.21151733398438,,,,
11,1403,148.6922149658203,-148.6922149658203,,,,
12,1520,150.20448303222656,-150.20448303222656,,,,
13,1637,151.13352966308594,-151.13352966308594,,,,
14,1754,152.95254516601562,-152.95254516601562,,,,
15,1871,153.92689514160156,-153.92689514160156,,,,
16,1988,155.07374572753906,-155.07374572753906,,,,
17,2105,156.57992553710938,-156.57992553710938,,,,
18,2222,157.16653442382812,-157.16653442382812,,,,
19,2339,,,5.514139175415039,156.83758544921875,-156.83758544921875,156.83758544921875
19,2339,157.80458068847656,-157.80458068847656,,,,
20,2456,159.4400177001953,-159.4400177001953,,,,
21,2573,160.359375,-160.359375,,,,
22,2690,161.41693115234375,-161.41693115234375,,,,
23,2807,162.63119506835938,-162.63119506835938,,,,
24,2924,163.99057006835938,-163.99057006835938,,,,
25,3041,165.0606689453125,-165.0606689453125,,,,
26,3158,166.061279296875,-166.061279296875,,,,
27,3275,166.90977478027344,-166.90977478027344,,,,
28,3392,167.94857788085938,-167.94857788085938,,,,
29,3509,,,5.029656410217285,167.40841674804688,-167.40841674804688,167.40841674804688
29,3509,169.35736083984375,-169.35736083984375,,,,
30,3626,170.35919189453125,-170.35919189453125,,,,
31,3743,171.45101928710938,-171.45101928710938,,,,
32,3860,171.92120361328125,-171.92120361328125,,,,
33,3977,172.73196411132812,-172.73196411132812,,,,
34,4094,173.7744903564453,-173.7744903564453,,,,
35,4211,174.70883178710938,-174.70883178710938,,,,
36,4328,176.12075805664062,-176.12075805664062,,,,
37,4445,175.80491638183594,-175.80491638183594,,,,
38,4562,177.2417755126953,-177.2417755126953,,,,
39,4679,,,4.669036865234375,175.50318908691406,-175.50318908691406,175.50318908691406
39,4679,177.7974395751953,-177.7974395751953,,,,
40,4796,178.01840209960938,-178.01840209960938,,,,
41,4913,178.8931427001953,-178.8931427001953,,,,
42,5030,179.68392944335938,-179.68392944335938,,,,
43,5147,179.82254028320312,-179.82254028320312,,,,
44,5264,180.813232421875,-180.813232421875,,,,
45,5381,180.56158447265625,-180.56158447265625,,,,
46,5498,181.3592529296875,-181.3592529296875,,,,
47,5615,181.8693084716797,-181.8693084716797,,,,
48,5732,182.13963317871094,-182.13963317871094,,,,
49,5849,,,4.467459201812744,180.0135955810547,-180.0135955810547,180.0135955810547
49,5849,182.7059783935547,-182.7059783935547,,,,
50,5966,183.2270965576172,-183.2270965576172,,,,
51,6083,183.7121124267578,-183.7121124267578,,,,
52,6200,184.0133514404297,-184.0133514404297,,,,
53,6317,184.4569549560547,-184.4569549560547,,,,
54,6434,185.08128356933594,-185.08128356933594,,,,
55,6551,185.31350708007812,-185.31350708007812,,,,
56,6668,185.44744873046875,-185.44744873046875,,,,
57,6785,185.6370849609375,-185.6370849609375,,,,
58,6902,186.10191345214844,-186.10191345214844,,,,
59,7019,,,4.408524990081787,182.74554443359375,-182.74554443359375,182.74554443359375
59,7019,186.281005859375,-186.281005859375,,,,
60,7136,186.37355041503906,-186.37355041503906,,,,
61,7253,186.49871826171875,-186.49871826171875,,,,
62,7370,187.44549560546875,-187.44549560546875,,,,
63,7487,187.3153533935547,-187.3153533935547,,,,
64,7604,187.97389221191406,-187.97389221191406,,,,
65,7721,188.04246520996094,-188.04246520996094,,,,
66,7838,188.3585662841797,-188.3585662841797,,,,
67,7955,188.43875122070312,-188.43875122070312,,,,
68,8072,188.53196716308594,-188.53196716308594,,,,
69,8189,,,4.36575174331665,186.1372528076172,-186.1372528076172,186.1372528076172
69,8189,188.8712921142578,-188.8712921142578,,,,
70,8306,189.19943237304688,-189.19943237304688,,,,
71,8423,189.14474487304688,-189.14474487304688,,,,
72,8540,189.5843505859375,-189.5843505859375,,,,
73,8657,189.87269592285156,-189.87269592285156,,,,
74,8774,189.92672729492188,-189.92672729492188,,,,
75,8891,190.03179931640625,-190.03179931640625,,,,
76,9008,190.3471221923828,-190.3471221923828,,,,
77,9125,190.49703979492188,-190.49703979492188,,,,
78,9242,190.83750915527344,-190.83750915527344,,,,
79,9359,,,4.28571891784668,187.7237091064453,-187.7237091064453,187.7237091064453
79,9359,191.0037841796875,-191.0037841796875,,,,
80,9476,191.03469848632812,-191.03469848632812,,,,
81,9593,191.6037139892578,-191.6037139892578,,,,
82,9710,191.47491455078125,-191.47491455078125,,,,
83,9827,191.6538848876953,-191.6538848876953,,,,
84,9944,191.63461303710938,-191.63461303710938,,,,
85,10061,191.9049072265625,-191.9049072265625,,,,
86,10178,192.0865936279297,-192.0865936279297,,,,
87,10295,192.4611053466797,-192.4611053466797,,,,
88,10412,192.4528045654297,-192.4528045654297,,,,
89,10529,,,4.26080846786499,189.10462951660156,-189.10462951660156,189.10462951660156
89,10529,192.5347900390625,-192.5347900390625,,,,
90,10646,192.87342834472656,-192.87342834472656,,,,
91,10763,193.1659393310547,-193.1659393310547,,,,
92,10880,193.0740966796875,-193.0740966796875,,,,
93,10997,193.17214965820312,-193.17214965820312,,,,
94,11114,193.4870147705078,-193.4870147705078,,,,
95,11231,193.45263671875,-193.45263671875,,,,
96,11348,193.67991638183594,-193.67991638183594,,,,
97,11465,193.83346557617188,-193.83346557617188,,,,
98,11582,193.79025268554688,-193.79025268554688,,,,
99,11699,,,4.243498802185059,190.52346801757812,-190.52346801757812,190.52346801757812
99,11699,194.15011596679688,-194.15011596679688,,,,
100,11816,194.15557861328125,-194.15557861328125,,,,
101,11933,194.10748291015625,-194.10748291015625,,,,
102,12050,194.23739624023438,-194.23739624023438,,,,
