epoch,step,train/edge_trace_sum,train/loss,val/closure_defect_frobenius,val/edge_trace_sum,val/loss,val_score
0,116,111.20763397216797,-111.20763397216797,,,,
1,233,154.83172607421875,-154.83172607421875,,,,
2,350,187.54197692871094,-187.54197692871094,,,,
3,467,206.0877227783203,-206.0877227783203,,,,
4,584,218.10707092285156,-218.10707092285156,,,,
5,701,225.29859924316406,-225.29859924316406,,,,
6,818,230.6691131591797,-230.6691131591797,,,,
7,935,234.87936401367188,-234.87936401367188,,,,
8,1052,238.22557067871094,-238.22557067871094,,,,
9,1169,,,4.953129291534424,239.97093200683594,-239.97093200683594,239.97093200683594
9,1169,241.20030212402344,-241.20030212402344,,,,
10,1286,244.3505096435547,-244.3505096435547,,,,
11,1403,247.0744171142578,-247.0744171142578,,,,
12,1520,249.73150634765625,-249.73150634765625,,,,
13,1637,251.76409912109375,-251.76409912109375,,,,
14,1754,254.1448974609375,-254.1448974609375,,,,
15,1871,255.98617553710938,-255.98617553710938,,,,
16,1988,257.510009765625,-257.510009765625,,,,
17,2105,259.3720703125,-259.3720703125,,,,
18,2222,261.062255859375,-261.062255859375,,,,
19,2339,,,5.034285068511963,260.11944580078125,-260.11944580078125,260.11944580078125
19,2339,262.6481018066406,-262.6481018066406,,,,
20,2456,263.966796875,-263.966796875,,,,
21,2573,265.4748229980469,-265.4748229980469,,,,
22,2690,266.5351257324219,-266.5351257324219,,,,
23,2807,267.8343811035156,-267.8343811035156,,,,
24,2924,268.7304992675781,-268.7304992675781,,,,
25,3041,269.3309631347656,-269.3309631347656,,,,
26,3158,270.36566162109375,-270.36566162109375,,,,
27,3275,271.31585693359375,-271.31585693359375,,,,
28,3392,272.20391845703125,-272.20391845703125,,,,
29,3509,,,5.057167053222656,270.2976989746094,-270.2976989746094,270.2976989746094
29,3509,273.0818176269531,-273.0818176269531,,,,
30,3626,273.5995788574219,-273.5995788574219,,,,
31,3743,274.1051330566406,-274.1051330566406,,,,
32,3860,274.6357421875,-274.6357421875,,,,
33,3977,275.3983154296875,-275.3983154296875,,,,
34,4094,275.5858459472656,-275.5858459472656,,,,
35,4211,276.4168701171875,-276.4168701171875,,,,
36,4328,276.9468994140625,-276.9468994140625,,,,
37,4445,277.575439453125,-277.575439453125,,,,
38,4562,278.0743408203125,-278.0743408203125,,,,
39,4679,,,5.062369346618652,273.4751281738281,-273.4751281738281,273.4751281738281
39,4679,278.6813659667969,-278.6813659667969,,,,
40,4796,278.805908203125,-278.805908203125,,,,
41,4913,279.4118347167969,-279.4118347167969,,,,
42,5030,279.5833740234375,-279.5833740234375,,,,
43,5147,280.2091979980469,-280.2091979980469,,,,
44,5264,280.5374450683594,-280.5374450683594,,,,
45,5381,280.8379821777344,-280.8379821777344,,,,
46,5498,281.2430114746094,-281.2430114746094,,,,
47,5615,281.5638427734375,-281.5638427734375,,,,
48,5732,281.56915283203125,-281.56915283203125,,,,
49,5849,,,5.026146411895752,278.02777099609375,-278.02777099609375,278.02777099609375
49,5849,282.0671691894531,-282.0671691894531,,,,
50,5966,282.6054382324219,-282.6054382324219,,,,
51,6083,282.89739990234375,-282.89739990234375,,,,
52,6200,282.91400146484375,-282.91400146484375,,,,
53,6317,283.4978942871094,-283.4978942871094,,,,
54,6434,283.8496398925781,-283.8496398925781,,,,
55,6551,284.09906005859375,-284.09906005859375,,,,
56,6668,284.0469665527344,-284.0469665527344,,,,
57,6785,284.4024963378906,-284.4024963378906,,,,
58,6902,284.8663330078125,-284.8663330078125,,,,
59,7019,,,5.0599212646484375,280.92498779296875,-280.92498779296875,280.92498779296875
59,7019,284.96630859375,-284.96630859375,,,,
60,7136,285.0995178222656,-285.0995178222656,,,,
61,7253,285.7019958496094,-285.7019958496094,,,,
62,7370,285.7529296875,-285.7529296875,,,,
63,7487,285.7821960449219,-285.7821960449219,,,,
64,7604,285.8818054199219,-285.8818054199219,,,,
65,7721,286.1749267578125,-286.1749267578125,,,,
66,7838,286.6774597167969,-286.6774597167969,,,,
67,7955,286.7828674316406,-286.7828674316406,,,,
68,8072,286.8747253417969,-286.8747253417969,,,,
69,8189,,,5.024173259735107,282.1162414550781,-282.1162414550781,282.1162414550781
69,8189,287.5160217285156,-287.5160217285156,,,,
70,8306,287.285888671875,-287.285888671875,,,,
71,8423,287.7767639160156,-287.7767639160156,,,,
72,8540,287.85064697265625,-287.85064697265625,,,,
73,8657,287.563720703125,-287.563720703125,,,,
74,8774,287.8880615234375,-287.8880615234375,,,,
75,8891,288.4840087890625,-288.4840087890625,,,,
76,9008,288.8775939941406,-288.8775939941406,,,,
77,9125,288.84149169921875,-288.84149169921875,,,,
78,9242,288.80914306640625,-288.80914306640625,,,,
79,9359,,,5.044073581695557,284.7010803222656,-284.7010803222656,284.7010803222656
79,9359,289.50787353515625,-289.50787353515625,,,,
80,9476,289.4938659667969,-289.4938659667969,,,,
81,9593,289.46697998046875,-289.46697998046875,,,,
82,9710,289.400634765625,-289.400634765625,,,,
83,9827,289.3504943847656,-289.3504943847656,,,,
84,9944,289.9375,-289.9375,,,,
85,10061,289.62066650390625,-289.62066650390625,,,,
86,10178,290.1698303222656,-290.1698303222656,,,,
87,10295,290.3516845703125,-290.3516845703125,,,,
88,10412,290.443603515625,-290.443603515625,,,,
89,10529,,,5.0400919914245605,285.43780517578125,-285.43780517578125,285.43780517578125
89,10529,290.7518615722656,-290.7518615722656,,,,
90,10646,290.2513427734375,-290.2513427734375,,,,
91,10763,290.7952575683594,-290.7952575683594,,,,
92,10880,291.13629150390625,-291.13629150390625,,,,
93,10997,290.9306945800781,-290.9306945800781,,,,
94,11114,291.3410339355469,-291.3410339355469,,,,
95,11231,291.4376525878906,-291.4376525878906,,,,
