epoch,step,test/accuracy,test/loss,test/top5_accuracy,train/accuracy,train/loss,train/top5_accuracy,val/accuracy,val/loss,val/top5_accuracy,val_accuracy
0,175,,,,,,,0.8226000070571899,0.5027706027030945,0.9937999844551086,0.8226000070571899
0,175,,,,0.78775554895401,0.6127902865409851,0.9839777946472168,,,,
1,351,,,,,,,0.8321999907493591,0.4869498908519745,0.9929999709129333,0.8321999907493591
1,351,,,,0.8137555718421936,0.5203180909156799,0.9914000034332275,,,,
2,527,,,,,,,0.8327999711036682,0.482663631439209,0.9932000041007996,0.8327999711036682
2,527,,,,0.8209778070449829,0.504279613494873,0.9921555519104004,,,,
3,703,,,,,,,0.8263999819755554,0.47899964451789856,0.9947999715805054,0.8263999819755554
3,703,,,,0.8223111033439636,0.4962430000305176,0.9928444623947144,,,,
4,879,,,,,,,0.8270000219345093,0.477535218000412,0.9945999979972839,0.8270000219345093
4,879,,,,0.8254888653755188,0.48926258087158203,0.9928222298622131,,,,
5,1055,,,,,,,0.8374000191688538,0.46734100580215454,0.9954000115394592,0.8374000191688538
5,1055,,,,0.826022207736969,0.4846164584159851,0.992888867855072,,,,
6,1231,,,,,,,0.8429999947547913,0.46513280272483826,0.9937999844551086,0.8429999947547913
6,1231,,,,0.8273333311080933,0.48524513840675354,0.992888867855072,,,,
7,1407,,,,,,,0.8417999744415283,0.45881688594818115,0.9950000047683716,0.8417999744415283
7,1407,,,,0.828844428062439,0.4757583439350128,0.9934889078140259,,,,
8,1583,,,,,,,0.8356000185012817,0.45776548981666565,0.9954000115394592,0.8356000185012817
8,1583,,,,0.8312222361564636,0.47018933296203613,0.9937333464622498,,,,
9,1759,,,,,,,0.8375999927520752,0.46087929606437683,0.9941999912261963,0.8375999927520752
9,1759,,,,0.8319110870361328,0.47027477622032166,0.993577778339386,,,,
10,1935,,,,,,,0.8357999920845032,0.458957701921463,0.9940000176429749,0.8357999920845032
10,1935,,,,0.8324000239372253,0.4680137038230896,0.9941333532333374,,,,
11,2111,,,,,,,0.8338000178337097,0.461794376373291,0.9937999844551086,0.8338000178337097
11,2111,,,,0.8340666890144348,0.46584418416023254,0.9934666752815247,,,,
12,2287,,,,,,,0.8353999853134155,0.4609368145465851,0.9941999912261963,0.8353999853134155
12,2287,,,,0.8323333263397217,0.4650057256221771,0.9940666556358337,,,,
13,2463,,,,,,,0.8410000205039978,0.45478129386901855,0.9955999851226807,0.8410000205039978
13,2463,,,,0.8377110958099365,0.45848068594932556,0.9943555593490601,,,,
14,2639,,,,,,,0.8331999778747559,0.4751189947128296,0.9941999912261963,0.8331999778747559
14,2639,,,,0.834244430065155,0.46283528208732605,0.9938444495201111,,,,
15,2815,,,,,,,0.8447999954223633,0.45593926310539246,0.9945999979972839,0.8447999954223633
15,2815,,,,0.8342000246047974,0.4609737992286682,0.9939555525779724,,,,
16,2991,,,,,,,0.8414000272750854,0.44800835847854614,0.9947999715805054,0.8414000272750854
16,2991,,,,0.8352222442626953,0.4602013826370239,0.9944444298744202,,,,
17,3167,,,,,,,0.8432000279426575,0.45403853058815,0.9941999912261963,0.8432000279426575
17,3167,,,,0.8370222449302673,0.4565970003604889,0.9941333532333374,,,,
18,3343,,,,,,,0.843999981880188,0.45608359575271606,0.9944000244140625,0.843999981880188
18,3343,,,,0.836222231388092,0.4561225175857544,0.9935333132743835,,,,
19,3519,,,,,,,0.8464000225067139,0.4493955969810486,0.9947999715805054,0.8464000225067139
19,3519,,,,0.8388222455978394,0.45069408416748047,0.9943777918815613,,,,
20,3695,,,,,,,0.8453999757766724,0.44134244322776794,0.995199978351593,0.8453999757766724
20,3695,,,,0.8361333608627319,0.45394444465637207,0.9948222041130066,,,,
21,3871,,,,,,,0.8461999893188477,0.4438856542110443,0.9947999715805054,0.8461999893188477
21,3871,,,,0.8383111357688904,0.4519611597061157,0.9944888949394226,,,,
22,4047,,,,,,,0.8407999873161316,0.44617772102355957,0.9945999979972839,0.8407999873161316
22,4047,,,,0.8387555480003357,0.451977401971817,0.994533360004425,,,,
23,4223,,,,,,,0.8429999947547913,0.4503127932548523,0.9947999715805054,0.8429999947547913
23,4223,,,,0.839733362197876,0.44978082180023193,0.9945111274719238,,,,
24,4399,,,,,,,0.8443999886512756,0.44598203897476196,0.9955999851226807,0.8443999886512756
24,4399,,,,0.8399111032485962,0.44818875193595886,0.9942888617515564,,,,
25,4575,,,,,,,0.8385999798774719,0.4489489793777466,0.9945999979972839,0.8385999798774719
25,4575,,,,0.8386444449424744,0.4497971832752228,0.9949333071708679,,,,
26,4751,,,,,,,0.8460000157356262,0.4451674818992615,0.9945999979972839,0.8460000157356262
26,4751,,,,0.8410000205039978,0.4475729167461395,0.9943777918815613,,,,
27,4927,,,,,,,0.8420000076293945,0.44523584842681885,0.9945999979972839,0.8420000076293945
27,4927,,,,0.8401111364364624,0.44593846797943115,0.9944888949394226,,,,
28,5103,,,,,,,0.8407999873161316,0.4572821855545044,0.9944000244140625,0.8407999873161316
28,5103,,,,0.8423333168029785,0.44276368618011475,0.9945111274719238,,,,
29,5279,,,,,,,0.8442000150680542,0.44578856229782104,0.9945999979972839,0.8442000150680542
29,5279,,,,0.8403333425521851,0.44398966431617737,0.9944888949394226,,,,
30,5455,,,,,,,0.84579998254776,0.4477398991584778,0.9941999912261963,0.84579998254776
30,5455,,,,0.8407333493232727,0.44476309418678284,0.9949555397033691,,,,
31,5631,,,,,,,0.8460000157356262,0.44379857182502747,0.9945999979972839,0.8460000157356262
31,5631,,,,0.8417555689811707,0.4438258111476898,0.994866669178009,,,,
32,5807,,,,,,,0.842199981212616,0.4488401412963867,0.9941999912261963,0.842199981212616
32,5807,,,,0.8419777750968933,0.4402635097503662,0.9947777986526489,,,,
33,5983,,,,,,,0.847599983215332,0.43761128187179565,0.9947999715805054,0.847599983215332
33,5983,,,,0.8429999947547913,0.44094204902648926,0.9947555661201477,,,,
34,6159,,,,,,,0.84579998254776,0.43941470980644226,0.9947999715805054,0.84579998254776
34,6159,,,,0.8433777689933777,0.43744176626205444,0.9951778054237366,,,,
35,6335,,,,,,,0.8443999886512756,0.43881353735923767,0.995199978351593,0.8443999886512756
35,6335,,,,0.8413110971450806,0.44064080715179443,0.9947555661201477,,,,
36,6511,,,,,,,0.8442000150680542,0.446185439825058,0.9945999979972839,0.8442000150680542
36,6511,,,,0.8425999879837036,0.43908071517944336,0.9950888752937317,,,,
37,6687,,,,,,,0.8432000279426575,0.4424665868282318,0.9937999844551086,0.8432000279426575
37,6687,,,,0.84297776222229,0.43967369198799133,0.9943777918815613,,,,
38,6863,,,,,,,0.8446000218391418,0.44530054926872253,0.9945999979972839,0.8446000218391418
38,6863,,,,0.843844473361969,0.4354151487350464,0.9948889017105103,,,,
39,7039,,,,,,,0.8474000096321106,0.4431535601615906,0.9936000108718872,0.8474000096321106
39,7039,,,,0.841866672039032,0.43837326765060425,0.9945555329322815,,,,
40,7215,,,,,,,0.84579998254776,0.4406556189060211,0.9945999979972839,0.84579998254776
40,7215,,,,0.8445333242416382,0.4342232644557953,0.995199978351593,,,,
41,7391,,,,,,,0.8478000164031982,0.4364394545555115,0.9947999715805054,0.8478000164031982
41,7391,,,,0.8425333499908447,0.43692755699157715,0.9950000047683716,,,,
42,7567,,,,,,,0.8392000198364258,0.4465979039669037,0.9947999715805054,0.8392000198364258
42,7567,,,,0.843666672706604,0.43453577160835266,0.9952666759490967,,,,
43,7743,,,,,,,0.84579998254776,0.4404432475566864,0.9945999979972839,0.84579998254776
43,7743,,,,0.8444222211837769,0.4347626268863678,0.9946222305297852,,,,
44,7919,,,,,,,0.8478000164031982,0.4367919862270355,0.9944000244140625,0.8478000164031982
44,7919,,,,0.8455111384391785,0.4318973422050476,0.9950000047683716,,,,
45,8095,,,,,,,0.8501999974250793,0.43505239486694336,0.9941999912261963,0.8501999974250793
