epoch,step,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/invalid_batch,train/leaf_trace,train/loss,train/mv_retained_min,train/retained_min,train/whitening,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/invalid_batch,val/leaf_trace,val/loss,val/mv_retained_min,val/retained_min,val/whitening,val_score
0,116,0.771111786365509,5.5472283363342285,27.719242095947266,0.0,8.584842681884766,84.59339141845703,35.29914474487305,47.871795654296875,0.023172881454229355,,,,,,,,,,,
1,233,0.41829565167427063,6.679879188537598,32.99149703979492,0.0,8.572000503540039,38.32184982299805,23.22222137451172,37.71794891357422,0.03189205378293991,,,,,,,,,,,
2,350,0.1390470266342163,6.402786731719971,29.54589080810547,0.0,8.146669387817383,4.966700077056885,17.05128288269043,18.794872283935547,1.7181364297866821,,,,,,,,,,,
3,467,0.10948876291513443,7.14277458190918,30.22514533996582,0.0,8.720059394836426,4.69279146194458,17.0,18.9743595123291,6.54106330871582,,,,,,,,,,,
4,584,0.08534079790115356,7.954341411590576,30.723134994506836,0.0,9.420080184936523,2.3042078018188477,17.0,19.0,8.755006790161133,,,,,,,,,,,
5,701,0.07148028910160065,8.77562141418457,31.718090057373047,0.0,10.058260917663574,-0.049730218946933746,17.0,19.19658088684082,9.634674072265625,,,,,,,,,,,
6,818,0.06714940816164017,9.512168884277344,32.89353561401367,0.0,10.491718292236328,-1.117529273033142,17.0,20.0,10.29123306274414,,,,,,,,,,,
7,935,0.060520485043525696,10.17489242553711,34.08331298828125,0.0,10.857555389404297,-2.595418930053711,17.0,20.0,10.690409660339355,,,,,,,,,,,
8,1052,0.05477617308497429,10.72062873840332,34.735233306884766,0.0,11.165006637573242,-3.8330721855163574,17.0,20.0,11.041213989257812,,,,,,,,,,,
9,1169,,,,,,,,,,0.8091396689414978,0.05970723181962967,11.095394134521484,35.2921142578125,0.0,11.46481704711914,-3.8869078159332275,16.99519920349121,19.992000579833984,11.030778884887695,3.8869078159332275
9,1169,0.05041709169745445,11.126696586608887,35.051937103271484,0.0,11.422643661499023,-4.762516021728516,17.0,20.0,11.333433151245117,,,,,,,,,,,
10,1286,0.04788170009851456,11.442069053649902,35.455867767333984,0.0,11.608011245727539,-5.409180641174316,17.0,20.0,11.51203727722168,,,,,,,,,,,
11,1403,0.04461625963449478,11.784279823303223,35.819454193115234,0.0,11.837967872619629,-6.1524176597595215,17.0,20.0,11.75894832611084,,,,,,,,,,,
12,1520,0.04254456236958504,12.067004203796387,36.010372161865234,0.0,12.010608673095703,-6.7168121337890625,17.0,20.0,11.915087699890137,,,,,,,,,,,
13,1637,0.039606768637895584,12.361169815063477,36.18519592285156,0.0,12.185535430908203,-7.367851257324219,17.0,20.0,12.109187126159668,,,,,,,,,,,
14,1754,0.03745945543050766,12.59647274017334,36.45171356201172,0.0,12.33909797668457,-7.891567707061768,17.0,20.0,12.249188423156738,,,,,,,,,,,
15,1871,0.0359564945101738,12.765899658203125,36.565086364746094,0.0,12.450002670288086,-8.247864723205566,17.0,20.0,12.36560344696045,,,,,,,,,,,
16,1988,0.03469260782003403,12.928560256958008,36.69820022583008,0.0,12.56534481048584,-8.583194732666016,17.0,20.0,12.47005558013916,,,,,,,,,,,
17,2105,0.03268897533416748,13.145953178405762,36.84883499145508,0.0,12.709376335144043,-9.051305770874023,17.0,20.0,12.61982536315918,,,,,,,,,,,
18,2222,0.031486328691244125,13.327747344970703,36.96650314331055,0.0,12.833600044250488,-9.393365859985352,17.0,20.0,12.737733840942383,,,,,,,,,,,
19,2339,,,,,,,,,,0.7362863421440125,0.041763920336961746,13.216392517089844,36.99752426147461,0.0,12.86178207397461,-7.548648357391357,16.993600845336914,19.992000579833984,13.18374252319336,7.548648357391357
19,2339,0.030149921774864197,13.475411415100098,37.05492401123047,0.0,12.926359176635742,-9.713094711303711,17.0,20.0,12.829486846923828,,,,,,,,,,,
20,2456,0.029093114659190178,13.603605270385742,37.12436294555664,0.0,13.038749694824219,-9.987966537475586,17.0,20.0,12.930474281311035,,,,,,,,,,,
21,2573,0.028059067204594612,13.751792907714844,37.17879867553711,0.0,13.141338348388672,-10.2422513961792,17.0,20.0,13.059313774108887,,,,,,,,,,,
22,2690,0.027489684522151947,13.832015991210938,37.278587341308594,0.0,13.195921897888184,-10.419700622558594,17.0,20.0,13.089556694030762,,,,,,,,,,,
23,2807,0.026565035805106163,13.998209953308105,37.316017150878906,0.0,13.314664840698242,-10.685734748840332,17.0,20.0,13.226816177368164,,,,,,,,,,,
24,2924,0.02516205422580242,14.134522438049316,37.3460578918457,0.0,13.401616096496582,-11.020119667053223,17.0,20.0,13.295283317565918,,,,,,,,,,,
25,3041,0.024823717772960663,14.192801475524902,37.31995391845703,0.0,13.457414627075195,-11.118183135986328,17.0,20.0,13.354596138000488,,,,,,,,,,,
26,3158,0.023536914959549904,14.308268547058105,37.36586380004883,0.0,13.525491714477539,-11.405244827270508,17.0,20.0,13.415793418884277,,,,,,,,,,,
27,3275,0.023167479783296585,14.34925365447998,37.273475646972656,0.0,13.558335304260254,-11.49348258972168,17.0,20.0,13.448673248291016,,,,,,,,,,,
28,3392,0.02195701189339161,14.483642578125,37.22296142578125,0.0,13.653641700744629,-11.78069019317627,17.0,20.0,13.546099662780762,,,,,,,,,,,
29,3509,,,,,,,,,,0.7077908515930176,0.03640218451619148,14.171018600463867,36.94593048095703,0.0,13.570690155029297,-5.107108116149902,16.993600845336914,19.992000579833984,17.975122451782227,5.107108116149902
29,3509,0.020891565829515457,14.574203491210938,37.11945724487305,0.0,13.707162857055664,-11.99483585357666,17.0,20.0,13.612411499023438,,,,,,,,,,,
30,3626,0.020079126581549644,14.660360336303711,36.99788284301758,0.0,13.760964393615723,-12.208126068115234,17.0,20.0,13.643078804016113,,,,,,,,,,,
31,3743,0.01975618675351143,14.727385520935059,37.002193450927734,0.0,13.815760612487793,-12.30545425415039,17.0,20.0,13.70889949798584,,,,,,,,,,,
32,3860,0.01937703602015972,14.754307746887207,36.86347198486328,0.0,13.823901176452637,-12.39040756225586,17.0,20.0,13.707551002502441,,,,,,,,,,,
33,3977,0.018813222646713257,14.802461624145508,36.80873489379883,0.0,13.867401123046875,-12.508567810058594,17.0,20.0,13.753198623657227,,,,,,,,,,,
34,4094,0.018284616991877556,14.858585357666016,36.74565887451172,0.0,13.903277397155762,-12.612630844116211,17.0,20.0,13.80880355834961,,,,,,,,,,,
35,4211,0.01760619692504406,14.933571815490723,36.79098129272461,0.0,13.949461936950684,-12.793187141418457,17.0,20.0,13.83625316619873,,,,,,,,,,,
36,4328,0.016801869496703148,14.987569808959961,36.73478317260742,0.0,13.990252494812012,-12.951347351074219,17.0,20.0,13.875829696655273,,,,,,,,,,,
37,4445,0.01647341623902321,15.082878112792969,36.70730972290039,0.0,14.045622825622559,-13.087713241577148,17.0,20.0,13.9321870803833,,,,,,,,,,,
38,4562,0.016275905072689056,15.114827156066895,36.698585510253906,0.0,14.064870834350586,-13.157830238342285,17.0,20.0,13.938562393188477,,,,,,,,,,,
39,4679,,,,,,,,,,0.6990379691123962,0.034081291407346725,14.814531326293945,36.687416076660156,0.0,14.0339937210083,-9.338987350463867,16.992000579833984,19.992000579833984,15.147125244140625,9.338987350463867
39,4679,0.01575518026947975,15.165549278259277,36.63994216918945,0.0,14.105371475219727,-13.267470359802246,17.0,20.0,13.986776351928711,,,,,,,,,,,
40,4796,0.0155878821387887,15.1820650100708,36.59222412109375,0.0,14.10916805267334,-13.302618980407715,17.0,20.0,13.993367195129395,,,,,,,,,,,
41,4913,0.01496022380888462,15.252177238464355,36.586769104003906,0.0,14.163291931152344,-13.460734367370605,17.0,20.0,14.03982162475586,,,,,,,,,,,
42,5030,0.014475812204182148,15.283881187438965,36.588653564453125,0.0,14.19316577911377,-13.551199913024902,17.0,20.0,14.07294750213623,,,,,,,,,,,
43,5147,0.014569895341992378,15.320097923278809,36.6225471496582,0.0,14.220154762268066,-13.561153411865234,17.0,20.0,14.114151000976562,,,,,,,,,,,
44,5264,0.013889256864786148,15.344115257263184,36.579795837402344,0.0,14.22939682006836,-13.697176933288574,17.0,20.0,14.098514556884766,,,,,,,,,,,
45,5381,0.01388460025191307,15.417521476745605,36.539520263671875,0.0,14.276681900024414,-13.757244110107422,17.0,20.0,14.1597261428833,,,,,,,,,,,
