epoch,step,train/edge_trace_sum,train/loss,val/closure_defect_frobenius,val/edge_trace_sum,val/loss,val_score
0,370,69.81181335449219,-69.81181335449219,,,,
1,741,107.72313690185547,-107.72313690185547,,,,
2,1112,127.1776351928711,-127.1776351928711,,,,
3,1483,138.8211212158203,-138.8211212158203,,,,
4,1854,147.88197326660156,-147.88197326660156,,,,
5,2225,154.43862915039062,-154.43862915039062,,,,
6,2596,159.7059326171875,-159.7059326171875,,,,
7,2967,164.0116424560547,-164.0116424560547,,,,
8,3338,167.6187744140625,-167.6187744140625,,,,
9,3709,,,4.529439926147461,168.41305541992188,-168.41305541992188,168.41305541992188
9,3709,170.70535278320312,-170.70535278320312,,,,
10,4080,173.61215209960938,-173.61215209960938,,,,
11,4451,176.04054260253906,-176.04054260253906,,,,
12,4822,178.11473083496094,-178.11473083496094,,,,
13,5193,179.923095703125,-179.923095703125,,,,
14,5564,181.35337829589844,-181.35337829589844,,,,
15,5935,182.58584594726562,-182.58584594726562,,,,
16,6306,183.78143310546875,-183.78143310546875,,,,
17,6677,184.8311004638672,-184.8311004638672,,,,
18,7048,185.7265167236328,-185.7265167236328,,,,
19,7419,,,4.292610168457031,182.8101043701172,-182.8101043701172,182.8101043701172
19,7419,186.38711547851562,-186.38711547851562,,,,
20,7790,187.1740264892578,-187.1740264892578,,,,
21,8161,187.87539672851562,-187.87539672851562,,,,
22,8532,188.4081268310547,-188.4081268310547,,,,
23,8903,189.0702667236328,-189.0702667236328,,,,
24,9274,189.68246459960938,-189.68246459960938,,,,
25,9645,189.92005920410156,-189.92005920410156,,,,
26,10016,190.59359741210938,-190.59359741210938,,,,
27,10387,190.97161865234375,-190.97161865234375,,,,
28,10758,191.32135009765625,-191.32135009765625,,,,
29,11129,,,4.281471252441406,186.66163635253906,-186.66163635253906,186.66163635253906
29,11129,191.87283325195312,-191.87283325195312,,,,
30,11500,192.1592254638672,-192.1592254638672,,,,
31,11871,192.425537109375,-192.425537109375,,,,
32,12242,192.70294189453125,-192.70294189453125,,,,
33,12613,193.11630249023438,-193.11630249023438,,,,
34,12984,193.51808166503906,-193.51808166503906,,,,
35,13355,193.64942932128906,-193.64942932128906,,,,
36,13726,193.965087890625,-193.965087890625,,,,
37,14097,194.1974639892578,-194.1974639892578,,,,
38,14468,194.54519653320312,-194.54519653320312,,,,
39,14839,,,4.1672821044921875,191.7458953857422,-191.7458953857422,191.7458953857422
39,14839,194.7641143798828,-194.7641143798828,,,,
40,15210,195.1080322265625,-195.1080322265625,,,,
41,15581,195.4392547607422,-195.4392547607422,,,,
42,15952,195.61575317382812,-195.61575317382812,,,,
43,16323,195.95162963867188,-195.95162963867188,,,,
44,16694,196.01263427734375,-196.01263427734375,,,,
45,17065,196.2634735107422,-196.2634735107422,,,,
46,17436,196.58592224121094,-196.58592224121094,,,,
47,17807,196.7920379638672,-196.7920379638672,,,,
48,18178,196.89834594726562,-196.89834594726562,,,,
49,18549,,,4.13906192779541,192.69570922851562,-192.69570922851562,192.69570922851562
49,18549,197.1729736328125,-197.1729736328125,,,,
50,18920,197.3917999267578,-197.3917999267578,,,,
51,19291,197.5523223876953,-197.5523223876953,,,,
52,19662,197.8076629638672,-197.8076629638672,,,,
53,20033,198.0147247314453,-198.0147247314453,,,,
54,20404,198.1740264892578,-198.1740264892578,,,,
55,20775,198.3570556640625,-198.3570556640625,,,,
56,21146,198.50021362304688,-198.50021362304688,,,,
57,21517,198.63790893554688,-198.63790893554688,,,,
58,21888,198.8429718017578,-198.8429718017578,,,,
59,22259,,,4.137895107269287,194.1133575439453,-194.1133575439453,194.1133575439453
59,22259,199.13165283203125,-199.13165283203125,,,,
60,22630,199.2816925048828,-199.2816925048828,,,,
61,23001,199.456298828125,-199.456298828125,,,,
62,23372,199.68507385253906,-199.68507385253906,,,,
63,23743,199.72386169433594,-199.72386169433594,,,,
64,24114,199.83494567871094,-199.83494567871094,,,,
65,24485,199.92359924316406,-199.92359924316406,,,,
66,24856,200.21893310546875,-200.21893310546875,,,,
67,25227,200.46255493164062,-200.46255493164062,,,,
68,25598,200.72142028808594,-200.72142028808594,,,,
69,25969,,,4.093632698059082,195.81466674804688,-195.81466674804688,195.81466674804688
69,25969,200.7659149169922,-200.7659149169922,,,,
70,26340,200.9742431640625,-200.9742431640625,,,,
71,26711,201.20150756835938,-201.20150756835938,,,,
72,27082,201.25869750976562,-201.25869750976562,,,,
73,27453,201.33831787109375,-201.33831787109375,,,,
74,27824,201.54559326171875,-201.54559326171875,,,,
75,28195,201.67837524414062,-201.67837524414062,,,,
76,28566,201.8570556640625,-201.8570556640625,,,,
77,28937,202.04441833496094,-202.04441833496094,,,,
78,29308,202.10076904296875,-202.10076904296875,,,,
79,29679,,,4.031311988830566,197.31207275390625,-197.31207275390625,197.31207275390625
79,29679,202.2184600830078,-202.2184600830078,,,,
80,30050,202.358154296875,-202.358154296875,,,,
81,30421,202.4475860595703,-202.4475860595703,,,,
82,30792,202.62025451660156,-202.62025451660156,,,,
83,31163,202.85501098632812,-202.85501098632812,,,,
84,31534,202.88917541503906,-202.88917541503906,,,,
85,31905,203.00543212890625,-203.00543212890625,,,,
86,32276,203.0296630859375,-203.0296630859375,,,,
87,32647,203.10520935058594,-203.10520935058594,,,,
88,33018,203.21876525878906,-203.21876525878906,,,,
89,33389,,,4.0143232345581055,198.22679138183594,-198.22679138183594,198.22679138183594
89,33389,203.25579833984375,-203.25579833984375,,,,
90,33760,203.3967742919922,-203.3967742919922,,,,
91,34131,203.38218688964844,-203.38218688964844,,,,
92,34502,203.5270233154297,-203.5270233154297,,,,
93,34873,203.60488891601562,-203.60488891601562,,,,
94,35244,203.71847534179688,-203.71847534179688,,,,
95,35615,203.54417419433594,-203.54417419433594,,,,
96,35986,203.70150756835938,-203.70150756835938,,,,
97,36357,203.659423828125,-203.659423828125,,,,
98,36728,203.69435119628906,-203.69435119628906,,,,
99,37099,,,4.014508247375488,198.71580505371094,-198.71580505371094,198.71580505371094
99,37099,203.7452392578125,-203.7452392578125,,,,
