epoch,step,train/cross_trace_sum,train/loss,val/closure_defect_frobenius,val/cross_trace_sum,val/loss,val_score
81,14349,278.8902587890625,-278.8902587890625,,,,
82,14524,278.796875,-278.796875,,,,
83,14699,279.1986389160156,-279.1986389160156,,,,
84,14874,279.3638916015625,-279.3638916015625,,,,
85,15049,279.97332763671875,-279.97332763671875,,,,
86,15224,280.1502990722656,-280.1502990722656,,,,
87,15399,279.9468994140625,-279.9468994140625,,,,
88,15574,280.4764404296875,-280.4764404296875,,,,
89,15749,,,4.067461013793945,274.01239013671875,-274.01239013671875,274.01239013671875
89,15749,280.209228515625,-280.209228515625,,,,
90,15924,280.63018798828125,-280.63018798828125,,,,
91,16099,280.6727600097656,-280.6727600097656,,,,
92,16274,281.3695068359375,-281.3695068359375,,,,
93,16449,281.32696533203125,-281.32696533203125,,,,
94,16624,281.8464660644531,-281.8464660644531,,,,
95,16799,282.2252502441406,-282.2252502441406,,,,
96,16974,282.2455139160156,-282.2455139160156,,,,
97,17149,282.69329833984375,-282.69329833984375,,,,
98,17324,282.6357727050781,-282.6357727050781,,,,
99,17499,,,4.038708686828613,275.98602294921875,-275.98602294921875,275.98602294921875
99,17499,282.9368896484375,-282.9368896484375,,,,
100,17674,282.92962646484375,-282.92962646484375,,,,
101,17849,283.6142272949219,-283.6142272949219,,,,
102,18024,283.9678039550781,-283.9678039550781,,,,
103,18199,283.6965026855469,-283.6965026855469,,,,
104,18374,283.6936340332031,-283.6936340332031,,,,
105,18549,284.2243347167969,-284.2243347167969,,,,
106,18724,284.3436584472656,-284.3436584472656,,,,
107,18899,285.01116943359375,-285.01116943359375,,,,
108,19074,284.4037780761719,-284.4037780761719,,,,
109,19249,,,4.0132575035095215,277.7071533203125,-277.7071533203125,277.7071533203125
109,19249,284.9453430175781,-284.9453430175781,,,,
110,19424,284.8055725097656,-284.8055725097656,,,,
111,19599,285.18988037109375,-285.18988037109375,,,,
112,19774,285.477783203125,-285.477783203125,,,,
113,19949,286.11444091796875,-286.11444091796875,,,,
114,20124,285.54345703125,-285.54345703125,,,,
115,20299,286.1897888183594,-286.1897888183594,,,,
116,20474,286.3061218261719,-286.3061218261719,,,,
117,20649,286.5238952636719,-286.5238952636719,,,,
118,20824,286.754638671875,-286.754638671875,,,,
119,20999,,,3.98525071144104,278.6783447265625,-278.6783447265625,278.6783447265625
119,20999,286.79833984375,-286.79833984375,,,,
120,21174,286.58856201171875,-286.58856201171875,,,,
121,21349,287.16656494140625,-287.16656494140625,,,,
122,21524,287.1123352050781,-287.1123352050781,,,,
123,21699,287.5491943359375,-287.5491943359375,,,,
124,21874,287.5177917480469,-287.5177917480469,,,,
125,22049,287.73974609375,-287.73974609375,,,,
126,22224,287.4825744628906,-287.4825744628906,,,,
127,22399,288.07318115234375,-288.07318115234375,,,,
128,22574,288.01531982421875,-288.01531982421875,,,,
129,22749,,,3.9728024005889893,280.0564880371094,-280.0564880371094,280.0564880371094
129,22749,288.4182434082031,-288.4182434082031,,,,
130,22924,288.7520446777344,-288.7520446777344,,,,
131,23099,288.995849609375,-288.995849609375,,,,
132,23274,288.93939208984375,-288.93939208984375,,,,
133,23449,288.98687744140625,-288.98687744140625,,,,
134,23624,289.35009765625,-289.35009765625,,,,
135,23799,289.1000671386719,-289.1000671386719,,,,
136,23974,289.59527587890625,-289.59527587890625,,,,
137,24149,289.8369445800781,-289.8369445800781,,,,
138,24324,289.6606750488281,-289.6606750488281,,,,
139,24499,,,3.9369983673095703,281.9222106933594,-281.9222106933594,281.9222106933594
139,24499,290.26458740234375,-290.26458740234375,,,,
140,24674,290.1211853027344,-290.1211853027344,,,,
141,24849,289.96722412109375,-289.96722412109375,,,,
142,25024,290.5221862792969,-290.5221862792969,,,,
143,25199,290.6866149902344,-290.6866149902344,,,,
144,25374,290.8822937011719,-290.8822937011719,,,,
145,25549,290.80712890625,-290.80712890625,,,,
146,25724,290.9019775390625,-290.9019775390625,,,,
147,25899,291.3646545410156,-291.3646545410156,,,,
148,26074,291.36224365234375,-291.36224365234375,,,,
149,26249,,,3.9348409175872803,282.2167053222656,-282.2167053222656,282.2167053222656
149,26249,291.8204040527344,-291.8204040527344,,,,
150,26424,291.4504699707031,-291.4504699707031,,,,
151,26599,291.6707458496094,-291.6707458496094,,,,
152,26774,292.0071105957031,-292.0071105957031,,,,
153,26949,291.8197021484375,-291.8197021484375,,,,
154,27124,291.8118591308594,-291.8118591308594,,,,
155,27299,292.2200012207031,-292.2200012207031,,,,
156,27474,292.0132141113281,-292.0132141113281,,,,
157,27649,292.577880859375,-292.577880859375,,,,
158,27824,292.3414611816406,-292.3414611816406,,,,
159,27999,,,3.8993546962738037,283.6097106933594,-283.6097106933594,283.6097106933594
159,27999,292.77349853515625,-292.77349853515625,,,,
160,28174,293.0751037597656,-293.0751037597656,,,,
161,28349,292.9206848144531,-292.9206848144531,,,,
162,28524,293.29766845703125,-293.29766845703125,,,,
163,28699,293.4732360839844,-293.4732360839844,,,,
164,28874,293.0829772949219,-293.0829772949219,,,,
165,29049,293.490478515625,-293.490478515625,,,,
166,29224,293.7687683105469,-293.7687683105469,,,,
167,29399,293.7569580078125,-293.7569580078125,,,,
168,29574,293.4540100097656,-293.4540100097656,,,,
169,29749,,,3.8804242610931396,284.10162353515625,-284.10162353515625,284.10162353515625
169,29749,293.75933837890625,-293.75933837890625,,,,
170,29924,293.7769775390625,-293.7769775390625,,,,
171,30099,293.7953186035156,-293.7953186035156,,,,
172,30274,293.9586486816406,-293.9586486816406,,,,
173,30449,294.26708984375,-294.26708984375,,,,
174,30624,294.0268249511719,-294.0268249511719,,,,
175,30799,294.5868225097656,-294.5868225097656,,,,
176,30974,294.4409484863281,-294.4409484863281,,,,
177,31149,294.523681640625,-294.523681640625,,,,
178,31324,294.7058410644531,-294.7058410644531,,,,
179,31499,,,3.863440990447998,284.67816162109375,-284.67816162109375,284.67816162109375
179,31499,294.7293395996094,-294.7293395996094,,,,
180,31674,294.7324523925781,-294.7324523925781,,,,
181,31849,294.7481994628906,-294.7481994628906,,,,
182,32024,294.9412536621094,-294.9412536621094,,,,
183,32199,294.8930969238281,-294.8930969238281,,,,
184,32374,294.7982482910156,-294.7982482910156,,,,
185,32549,295.1799011230469,-295.1799011230469,,,,
186,32724,295.0400085449219,-295.0400085449219,,,,
187,32899,294.8206787109375,-294.8206787109375,,,,
188,33074,294.8623962402344,-294.8623962402344,,,,
189,33249,,,3.8658101558685303,284.8376159667969,-284.8376159667969,284.8376159667969
189,33249,295.0531921386719,-295.0531921386719,,,,
190,33424,295.61798095703125,-295.61798095703125,,,,
191,33599,295.10577392578125,-295.10577392578125,,,,
192,33774,295.01641845703125,-295.01641845703125,,,,
193,33949,295.10675048828125,-295.10675048828125,,,,
194,34124,294.9641418457031,-294.9641418457031,,,,
195,34299,295.576171875,-295.576171875,,,,
196,34474,295.2149963378906,-295.2149963378906,,,,
197,34649,295.3565368652344,-295.3565368652344,,,,
198,34824,294.95465087890625,-294.95465087890625,,,,
199,34999,,,3.861854314804077,285.021728515625,-285.021728515625,285.021728515625
199,34999,295.33251953125,-295.33251953125,,,,
