epoch,step,train/flat_trace_score,train/loss,val/closure_defect_frobenius,val/flat_trace_score,val/loss,val_score
0,174,22.138315200805664,-22.138315200805664,,,,
1,349,43.303958892822266,-43.303958892822266,,,,
2,524,55.098812103271484,-55.098812103271484,,,,
3,699,59.996490478515625,-59.996490478515625,,,,
4,874,63.609642028808594,-63.609642028808594,,,,
5,1049,67.07221984863281,-67.07221984863281,,,,
6,1224,69.70516967773438,-69.70516967773438,,,,
7,1399,71.75599670410156,-71.75599670410156,,,,
8,1574,73.43580627441406,-73.43580627441406,,,,
9,1749,,,1.842361330986023,73.73710632324219,-73.73710632324219,73.73710632324219
9,1749,74.53211212158203,-74.53211212158203,,,,
10,1924,75.7933349609375,-75.7933349609375,,,,
11,2099,76.98748016357422,-76.98748016357422,,,,
12,2274,77.97268676757812,-77.97268676757812,,,,
13,2449,78.65568542480469,-78.65568542480469,,,,
14,2624,79.56477355957031,-79.56477355957031,,,,
15,2799,80.09088134765625,-80.09088134765625,,,,
16,2974,80.57716369628906,-80.57716369628906,,,,
17,3149,81.13389587402344,-81.13389587402344,,,,
18,3324,81.51158142089844,-81.51158142089844,,,,
19,3499,,,1.8644793033599854,80.79850769042969,-80.79850769042969,80.79850769042969
19,3499,82.07630920410156,-82.07630920410156,,,,
20,3674,82.42383575439453,-82.42383575439453,,,,
21,3849,82.65731048583984,-82.65731048583984,,,,
22,4024,82.93525695800781,-82.93525695800781,,,,
23,4199,83.50386810302734,-83.50386810302734,,,,
24,4374,83.46533203125,-83.46533203125,,,,
25,4549,83.93892669677734,-83.93892669677734,,,,
26,4724,84.12903594970703,-84.12903594970703,,,,
27,4899,84.47420501708984,-84.47420501708984,,,,
28,5074,84.6462631225586,-84.6462631225586,,,,
29,5249,,,1.8733359575271606,83.42396545410156,-83.42396545410156,83.42396545410156
29,5249,84.97257995605469,-84.97257995605469,,,,
30,5424,85.15817260742188,-85.15817260742188,,,,
31,5599,85.3337631225586,-85.3337631225586,,,,
32,5774,85.86290740966797,-85.86290740966797,,,,
33,5949,86.1806869506836,-86.1806869506836,,,,
34,6124,86.45106506347656,-86.45106506347656,,,,
35,6299,86.62674713134766,-86.62674713134766,,,,
36,6474,86.83380889892578,-86.83380889892578,,,,
37,6649,86.97306823730469,-86.97306823730469,,,,
38,6824,87.33248901367188,-87.33248901367188,,,,
39,6999,,,1.8882410526275635,85.1050033569336,-85.1050033569336,85.1050033569336
39,6999,87.55058288574219,-87.55058288574219,,,,
