epoch,step,train/edge_trace_sum,train/loss,val/closure_defect_frobenius,val/edge_trace_sum,val/loss,val_score
0,370,71.59542083740234,-71.59542083740234,,,,
1,741,108.35012817382812,-108.35012817382812,,,,
2,1112,127.6174545288086,-127.6174545288086,,,,
3,1483,138.82652282714844,-138.82652282714844,,,,
4,1854,147.5082550048828,-147.5082550048828,,,,
5,2225,153.89186096191406,-153.89186096191406,,,,
6,2596,159.06114196777344,-159.06114196777344,,,,
7,2967,163.28245544433594,-163.28245544433594,,,,
8,3338,167.0363006591797,-167.0363006591797,,,,
9,3709,,,4.638600826263428,164.53636169433594,-164.53636169433594,164.53636169433594
9,3709,169.9519805908203,-169.9519805908203,,,,
10,4080,172.858642578125,-172.858642578125,,,,
11,4451,175.28822326660156,-175.28822326660156,,,,
12,4822,177.57717895507812,-177.57717895507812,,,,
13,5193,179.3390350341797,-179.3390350341797,,,,
14,5564,180.7316436767578,-180.7316436767578,,,,
15,5935,182.10545349121094,-182.10545349121094,,,,
16,6306,183.1401824951172,-183.1401824951172,,,,
17,6677,184.27731323242188,-184.27731323242188,,,,
18,7048,185.17388916015625,-185.17388916015625,,,,
19,7419,,,4.340857982635498,180.62461853027344,-180.62461853027344,180.62461853027344
19,7419,185.89959716796875,-185.89959716796875,,,,
20,7790,186.7451934814453,-186.7451934814453,,,,
21,8161,187.4962921142578,-187.4962921142578,,,,
22,8532,188.05242919921875,-188.05242919921875,,,,
23,8903,188.73048400878906,-188.73048400878906,,,,
24,9274,189.2596893310547,-189.2596893310547,,,,
25,9645,189.65640258789062,-189.65640258789062,,,,
26,10016,190.2462158203125,-190.2462158203125,,,,
27,10387,190.77122497558594,-190.77122497558594,,,,
28,10758,191.10272216796875,-191.10272216796875,,,,
29,11129,,,4.259654521942139,187.37484741210938,-187.37484741210938,187.37484741210938
29,11129,191.59471130371094,-191.59471130371094,,,,
30,11500,191.8933563232422,-191.8933563232422,,,,
31,11871,192.19979858398438,-192.19979858398438,,,,
32,12242,192.5258331298828,-192.5258331298828,,,,
33,12613,192.81822204589844,-192.81822204589844,,,,
34,12984,193.18748474121094,-193.18748474121094,,,,
35,13355,193.4427032470703,-193.4427032470703,,,,
36,13726,193.78341674804688,-193.78341674804688,,,,
37,14097,194.06146240234375,-194.06146240234375,,,,
38,14468,194.29193115234375,-194.29193115234375,,,,
39,14839,,,4.221493244171143,189.37188720703125,-189.37188720703125,189.37188720703125
39,14839,194.5476531982422,-194.5476531982422,,,,
40,15210,194.9102783203125,-194.9102783203125,,,,
41,15581,195.1371307373047,-195.1371307373047,,,,
42,15952,195.4528045654297,-195.4528045654297,,,,
43,16323,195.6539306640625,-195.6539306640625,,,,
44,16694,195.87318420410156,-195.87318420410156,,,,
45,17065,196.10630798339844,-196.10630798339844,,,,
46,17436,196.46531677246094,-196.46531677246094,,,,
47,17807,196.64923095703125,-196.64923095703125,,,,
48,18178,196.80728149414062,-196.80728149414062,,,,
49,18549,,,4.181492805480957,191.1859588623047,-191.1859588623047,191.1859588623047
49,18549,197.06593322753906,-197.06593322753906,,,,
50,18920,197.37631225585938,-197.37631225585938,,,,
51,19291,197.5263671875,-197.5263671875,,,,
52,19662,197.65802001953125,-197.65802001953125,,,,
53,20033,197.89987182617188,-197.89987182617188,,,,
54,20404,198.07833862304688,-198.07833862304688,,,,
55,20775,198.19973754882812,-198.19973754882812,,,,
56,21146,198.4308624267578,-198.4308624267578,,,,
57,21517,198.60137939453125,-198.60137939453125,,,,
58,21888,198.80392456054688,-198.80392456054688,,,,
59,22259,,,4.14201545715332,193.1587677001953,-193.1587677001953,193.1587677001953
59,22259,198.9805908203125,-198.9805908203125,,,,
60,22630,199.1527557373047,-199.1527557373047,,,,
61,23001,199.1974334716797,-199.1974334716797,,,,
62,23372,199.55783081054688,-199.55783081054688,,,,
63,23743,199.59475708007812,-199.59475708007812,,,,
64,24114,199.9464111328125,-199.9464111328125,,,,
65,24485,199.9727783203125,-199.9727783203125,,,,
66,24856,200.23377990722656,-200.23377990722656,,,,
67,25227,200.4038543701172,-200.4038543701172,,,,
68,25598,200.5809326171875,-200.5809326171875,,,,
69,25969,,,4.097442626953125,195.22227478027344,-195.22227478027344,195.22227478027344
69,25969,200.71607971191406,-200.71607971191406,,,,
70,26340,200.95480346679688,-200.95480346679688,,,,
71,26711,201.06883239746094,-201.06883239746094,,,,
72,27082,201.20362854003906,-201.20362854003906,,,,
73,27453,201.23001098632812,-201.23001098632812,,,,
74,27824,201.52886962890625,-201.52886962890625,,,,
75,28195,201.63055419921875,-201.63055419921875,,,,
76,28566,201.83908081054688,-201.83908081054688,,,,
