epoch,step,train/base_loss,train/closure_ratio,train/edge_trace_sum,train/loss,train/whitening,val/base_loss,val/closure_ratio,val/edge_trace_sum,val/loss,val/whitening,val_score
0,174,149.3188018798828,1.5384401082992554,50.337364196777344,336.1949462890625,0.02320968545973301,,,,,,
1,349,112.17351531982422,1.6626555919647217,43.317169189453125,316.35333251953125,0.023307913914322853,,,,,,
2,524,90.83409881591797,1.535605788230896,38.30424118041992,279.75408935546875,0.02333672158420086,,,,,,
3,699,82.57674407958984,1.2882338762283325,35.311561584472656,240.43167114257812,0.023338429629802704,,,,,,
4,874,74.89720153808594,0.9807494282722473,31.300010681152344,194.19638061523438,0.023314423859119415,,,,,,
5,1049,64.72959899902344,0.5377432107925415,23.25436782836914,128.93324279785156,0.023397862911224365,,,,,,
6,1224,51.375640869140625,0.2964548170566559,17.69368553161621,85.80701446533203,0.023878203704953194,,,,,,
7,1399,43.86461639404297,0.21337288618087769,17.429365158081055,67.7141342163086,0.023662026971578598,,,,,,
8,1574,39.55647659301758,0.1527426540851593,18.702119827270508,55.39076614379883,0.02364467829465866,,,,,,
9,1749,,,,,,35.70543670654297,0.11868178844451904,20.997905731201172,46.72176742553711,0.024646606296300888,-46.72176742553711
9,1749,36.44328308105469,0.12693865597248077,20.08131217956543,48.69977569580078,0.024593492969870567,,,,,,
10,1924,33.70882034301758,0.11204700171947479,20.8477783203125,43.90806198120117,0.026788033545017242,,,,,,
11,2099,30.909696578979492,0.09751413762569427,21.38264274597168,39.144901275634766,0.02992759458720684,,,,,,
12,2274,28.86343002319336,0.08747091889381409,21.894023895263672,35.71151351928711,0.03062361292541027,,,,,,
13,2449,26.999006271362305,0.08017398416996002,22.192420959472656,32.8557243347168,0.032922521233558655,,,,,,
14,2624,25.623811721801758,0.07362666726112366,22.459516525268555,30.590452194213867,0.034323401749134064,,,,,,
15,2799,24.341066360473633,0.06734184175729752,22.579530715942383,28.481813430786133,0.036900635808706284,,,,,,
16,2974,23.19254493713379,0.06298945844173431,22.611602783203125,26.77347183227539,0.04059349745512009,,,,,,
17,3149,22.245933532714844,0.05812380835413933,22.81666374206543,25.16448974609375,0.04204997047781944,,,,,,
18,3324,21.465829849243164,0.05432194843888283,22.87632179260254,23.887859344482422,0.04407403618097305,,,,,,
19,3499,,,,,,21.36711311340332,0.07674127072095871,23.513933181762695,26.527822494506836,0.0406130813062191,-26.527822494506836
19,3499,20.61666488647461,0.05256226286292076,23.07097625732422,22.7762393951416,0.04579542577266693,,,,,,
20,3674,19.96900177001953,0.049344830214977264,23.17889976501465,21.695871353149414,0.04650608450174332,,,,,,
21,3849,19.357158660888672,0.04844735935330391,23.427066802978516,20.92377281188965,0.05075764283537865,,,,,,
22,4024,18.771018981933594,0.046077366918325424,23.511014938354492,20.019664764404297,0.05294538289308548,,,,,,
23,4199,18.353548049926758,0.04415722191333771,23.650341033935547,19.327463150024414,0.05186345800757408,,,,,,
24,4374,17.748567581176758,0.04282999411225319,23.907238006591797,18.50341033935547,0.05404924228787422,,,,,,
25,4549,17.332969665527344,0.04211517423391342,24.178932189941406,17.940109252929688,0.052176665514707565,,,,,,
26,4724,16.890819549560547,0.04085602983832359,24.448326110839844,17.281919479370117,0.05119359865784645,,,,,,
27,4899,16.539260864257812,0.03926600143313408,24.78948402404785,16.65821075439453,0.05080125108361244,,,,,,
28,5074,16.207508087158203,0.03943429887294769,25.276607513427734,16.252159118652344,0.05238372087478638,,,,,,
29,5249,,,,,,16.750797271728516,0.05078074336051941,25.876386642456055,18.133686065673828,0.058232422918081284,-18.133686065673828
29,5249,15.860840797424316,0.03862912207841873,25.685077667236328,15.719719886779785,0.051363807171583176,,,,,,
30,5424,15.60172176361084,0.03793932870030403,25.98680877685547,15.311371803283691,0.05077808350324631,,,,,,
31,5599,15.278214454650879,0.03680386394262314,26.161983489990234,14.805601119995117,0.04888344183564186,,,,,,
32,5774,14.993006706237793,0.03641927242279053,26.367904663085938,14.43012523651123,0.04903595522046089,,,,,,
33,5949,14.800700187683105,0.03537106513977051,26.554285049438477,14.066722869873047,0.049387846142053604,,,,,,
34,6124,14.591432571411133,0.0341666117310524,26.7183895111084,13.668801307678223,0.04771839827299118,,,,,,
