epoch,step,train/edge_trace_sum,train/loss,val/closure_defect_frobenius,val/edge_trace_sum,val/loss,val_score
0,370,87.67103576660156,-87.67103576660156,,,,
1,741,120.47684478759766,-120.47684478759766,,,,
2,1112,136.4979248046875,-136.4979248046875,,,,
3,1483,142.72720336914062,-142.72720336914062,,,,
4,1854,147.33154296875,-147.33154296875,,,,
5,2225,150.4728546142578,-150.4728546142578,,,,
6,2596,153.94302368164062,-153.94302368164062,,,,
7,2967,156.9476776123047,-156.9476776123047,,,,
8,3338,160.55828857421875,-160.55828857421875,,,,
9,3709,,,5.119078636169434,161.1227264404297,-161.1227264404297,161.1227264404297
9,3709,163.897216796875,-163.897216796875,,,,
10,4080,167.83384704589844,-167.83384704589844,,,,
11,4451,172.17138671875,-172.17138671875,,,,
12,4822,175.9922332763672,-175.9922332763672,,,,
13,5193,178.8017578125,-178.8017578125,,,,
14,5564,181.06521606445312,-181.06521606445312,,,,
15,5935,182.68942260742188,-182.68942260742188,,,,
16,6306,184.23475646972656,-184.23475646972656,,,,
17,6677,185.70654296875,-185.70654296875,,,,
18,7048,186.8335723876953,-186.8335723876953,,,,
19,7419,,,4.45797061920166,184.9435272216797,-184.9435272216797,184.9435272216797
19,7419,187.7193145751953,-187.7193145751953,,,,
20,7790,188.69610595703125,-188.69610595703125,,,,
21,8161,189.5646514892578,-189.5646514892578,,,,
22,8532,190.1704864501953,-190.1704864501953,,,,
23,8903,190.9632110595703,-190.9632110595703,,,,
24,9274,191.64892578125,-191.64892578125,,,,
25,9645,192.14373779296875,-192.14373779296875,,,,
26,10016,192.84214782714844,-192.84214782714844,,,,
27,10387,193.32797241210938,-193.32797241210938,,,,
28,10758,193.6800079345703,-193.6800079345703,,,,
29,11129,,,4.36913537979126,190.24192810058594,-190.24192810058594,190.24192810058594
29,11129,194.2331085205078,-194.2331085205078,,,,
30,11500,194.572021484375,-194.572021484375,,,,
31,11871,194.92941284179688,-194.92941284179688,,,,
32,12242,195.36940002441406,-195.36940002441406,,,,
33,12613,195.56910705566406,-195.56910705566406,,,,
34,12984,196.0704803466797,-196.0704803466797,,,,
35,13355,196.2573699951172,-196.2573699951172,,,,
36,13726,196.6580047607422,-196.6580047607422,,,,
37,14097,196.9044647216797,-196.9044647216797,,,,
38,14468,197.21475219726562,-197.21475219726562,,,,
39,14839,,,4.318172454833984,193.89488220214844,-193.89488220214844,193.89488220214844
39,14839,197.35162353515625,-197.35162353515625,,,,
40,15210,197.7462921142578,-197.7462921142578,,,,
41,15581,198.01779174804688,-198.01779174804688,,,,
42,15952,198.29747009277344,-198.29747009277344,,,,
43,16323,198.51380920410156,-198.51380920410156,,,,
44,16694,198.642333984375,-198.642333984375,,,,
45,17065,198.93003845214844,-198.93003845214844,,,,
46,17436,199.1608123779297,-199.1608123779297,,,,
47,17807,199.5273895263672,-199.5273895263672,,,,
48,18178,199.6790771484375,-199.6790771484375,,,,
49,18549,,,4.279320240020752,195.4390411376953,-195.4390411376953,195.4390411376953
49,18549,199.8878631591797,-199.8878631591797,,,,
50,18920,200.2837371826172,-200.2837371826172,,,,
51,19291,200.36459350585938,-200.36459350585938,,,,
52,19662,200.49649047851562,-200.49649047851562,,,,
53,20033,200.76992797851562,-200.76992797851562,,,,
54,20404,200.9859619140625,-200.9859619140625,,,,
55,20775,201.0863800048828,-201.0863800048828,,,,
56,21146,201.38751220703125,-201.38751220703125,,,,
57,21517,201.36288452148438,-201.36288452148438,,,,
58,21888,201.63897705078125,-201.63897705078125,,,,
59,22259,,,4.222495079040527,197.02194213867188,-197.02194213867188,197.02194213867188
59,22259,201.93222045898438,-201.93222045898438,,,,
60,22630,202.10409545898438,-202.10409545898438,,,,
61,23001,202.0832977294922,-202.0832977294922,,,,
62,23372,202.37843322753906,-202.37843322753906,,,,
63,23743,202.4667510986328,-202.4667510986328,,,,
64,24114,202.82025146484375,-202.82025146484375,,,,
65,24485,202.80999755859375,-202.80999755859375,,,,
66,24856,203.10133361816406,-203.10133361816406,,,,
67,25227,203.2454071044922,-203.2454071044922,,,,
68,25598,203.45223999023438,-203.45223999023438,,,,
69,25969,,,4.197047710418701,199.49038696289062,-199.49038696289062,199.49038696289062
69,25969,203.6215057373047,-203.6215057373047,,,,
70,26340,203.8070831298828,-203.8070831298828,,,,
71,26711,204.01187133789062,-204.01187133789062,,,,
72,27082,204.1720428466797,-204.1720428466797,,,,
73,27453,204.08660888671875,-204.08660888671875,,,,
74,27824,204.36463928222656,-204.36463928222656,,,,
75,28195,204.47312927246094,-204.47312927246094,,,,
76,28566,204.65884399414062,-204.65884399414062,,,,
77,28937,204.82066345214844,-204.82066345214844,,,,
78,29308,205.03514099121094,-205.03514099121094,,,,
79,29679,,,4.126639366149902,201.3034210205078,-201.3034210205078,201.3034210205078
79,29679,205.04331970214844,-205.04331970214844,,,,
80,30050,205.2456817626953,-205.2456817626953,,,,
81,30421,205.2835693359375,-205.2835693359375,,,,
82,30792,205.50537109375,-205.50537109375,,,,
83,31163,205.728759765625,-205.728759765625,,,,
84,31534,205.7679901123047,-205.7679901123047,,,,
85,31905,205.8555145263672,-205.8555145263672,,,,
86,32276,205.94430541992188,-205.94430541992188,,,,
87,32647,205.95860290527344,-205.95860290527344,,,,
88,33018,206.09231567382812,-206.09231567382812,,,,
89,33389,,,4.112372875213623,202.08731079101562,-202.08731079101562,202.08731079101562
89,33389,206.11526489257812,-206.11526489257812,,,,
90,33760,206.09490966796875,-206.09490966796875,,,,
91,34131,206.26536560058594,-206.26536560058594,,,,
92,34502,206.36692810058594,-206.36692810058594,,,,
93,34873,206.40150451660156,-206.40150451660156,,,,
94,35244,206.62278747558594,-206.62278747558594,,,,
95,35615,206.27508544921875,-206.27508544921875,,,,
96,35986,206.5360565185547,-206.5360565185547,,,,
97,36357,206.56382751464844,-206.56382751464844,,,,
98,36728,206.5146942138672,-206.5146942138672,,,,
99,37099,,,4.106048583984375,202.2834930419922,-202.2834930419922,202.2834930419922
99,37099,206.5807647705078,-206.5807647705078,,,,
