epoch,step,train/edge_trace_sum,train/loss,val/closure_defect_frobenius,val/edge_trace_sum,val/loss,val_score
0,174,80.8318099975586,-80.8318099975586,,,,
1,349,103.1047134399414,-103.1047134399414,,,,
2,524,121.12957763671875,-121.12957763671875,,,,
3,699,130.85897827148438,-130.85897827148438,,,,
4,874,137.04031372070312,-137.04031372070312,,,,
5,1049,141.62081909179688,-141.62081909179688,,,,
6,1224,144.40594482421875,-144.40594482421875,,,,
7,1399,146.73841857910156,-146.73841857910156,,,,
8,1574,148.77133178710938,-148.77133178710938,,,,
9,1749,,,5.902835369110107,149.05624389648438,-149.05624389648438,149.05624389648438
9,1749,150.2999267578125,-150.2999267578125,,,,
10,1924,151.94419860839844,-151.94419860839844,,,,
11,2099,153.59898376464844,-153.59898376464844,,,,
12,2274,155.13284301757812,-155.13284301757812,,,,
13,2449,156.21119689941406,-156.21119689941406,,,,
14,2624,157.61903381347656,-157.61903381347656,,,,
15,2799,158.5316925048828,-158.5316925048828,,,,
16,2974,159.886962890625,-159.886962890625,,,,
17,3149,160.69100952148438,-160.69100952148438,,,,
18,3324,161.5963592529297,-161.5963592529297,,,,
19,3499,,,5.812635898590088,161.60879516601562,-161.60879516601562,161.60879516601562
19,3499,162.4797821044922,-162.4797821044922,,,,
20,3674,163.23973083496094,-163.23973083496094,,,,
21,3849,163.7190704345703,-163.7190704345703,,,,
22,4024,164.4324493408203,-164.4324493408203,,,,
23,4199,165.1224822998047,-165.1224822998047,,,,
24,4374,165.68858337402344,-165.68858337402344,,,,
25,4549,166.45440673828125,-166.45440673828125,,,,
26,4724,167.61709594726562,-167.61709594726562,,,,
27,4899,167.5973663330078,-167.5973663330078,,,,
28,5074,168.51419067382812,-168.51419067382812,,,,
29,5249,,,5.804113864898682,167.6376190185547,-167.6376190185547,167.6376190185547
29,5249,169.07110595703125,-169.07110595703125,,,,
30,5424,169.14588928222656,-169.14588928222656,,,,
31,5599,169.94615173339844,-169.94615173339844,,,,
32,5774,170.71371459960938,-170.71371459960938,,,,
33,5949,171.0414581298828,-171.0414581298828,,,,
34,6124,171.94271850585938,-171.94271850585938,,,,
35,6299,172.45352172851562,-172.45352172851562,,,,
36,6474,172.829345703125,-172.829345703125,,,,
