epoch,step,train/alpha_effective,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/loss,train/whitening,val/alpha_effective,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/loss,val/whitening,val_score
0,174,0.2000003457069397,1.025228500366211,12.9039945602417,57.277931213378906,106.892822265625,0.02314503863453865,,,,,,,,
1,349,0.2000003457069397,0.774738609790802,19.035823822021484,72.24730682373047,65.7042236328125,0.02298261970281601,,,,,,,,
2,524,0.2000003457069397,0.5350611209869385,28.569515228271484,96.26660919189453,20.68752098083496,0.02255280874669552,,,,,,,,
3,699,0.2000003457069397,0.43330615758895874,35.1622200012207,113.7082290649414,-2.4183502197265625,0.02233949303627014,,,,,,,,
4,874,0.2000003457069397,0.3796835243701935,40.87797546386719,127.27912139892578,-17.712173461914062,0.02212928794324398,,,,,,,,
5,1049,0.2000003457069397,0.34187933802604675,45.60203552246094,137.36795043945312,-29.293193817138672,0.02189168706536293,,,,,,,,
6,1224,0.2000003457069397,0.3168903589248657,49.439369201660156,144.92950439453125,-37.84162521362305,0.02167821116745472,,,,,,,,
7,1399,0.2000003457069397,0.2962585985660553,52.94755554199219,151.71664428710938,-45.34832763671875,0.021447686478495598,,,,,,,,
8,1574,0.2000003457069397,0.2804175317287445,55.800010681152344,156.87339782714844,-51.260005950927734,0.021243099123239517,,,,,,,,
9,1749,,,,,,,0.20000001788139343,4.124426364898682,0.2896308898925781,57.03291320800781,160.1329803466797,-51.96526336669922,0.0215006060898304,51.96526336669922
9,1749,0.2000003457069397,0.2655937373638153,58.007598876953125,161.2462158203125,-56.239784240722656,0.021056294441223145,,,,,,,,
10,1924,0.2000003457069397,0.2549639940261841,60.00764465332031,164.71827697753906,-60.29511642456055,0.02081621065735817,,,,,,,,
11,2099,0.2000003457069397,0.2449101060628891,61.91523361206055,167.9740753173828,-64.14102935791016,0.020517315715551376,,,,,,,,
