epoch,step,train/edge_trace_sum,train/loss,val/closure_defect_frobenius,val/edge_trace_sum,val/loss,val_score
0,370,85.76493835449219,-85.76493835449219,,,,
1,741,119.88636779785156,-119.88636779785156,,,,
2,1112,135.88436889648438,-135.88436889648438,,,,
3,1483,142.59896850585938,-142.59896850585938,,,,
4,1854,147.10256958007812,-147.10256958007812,,,,
5,2225,150.5160675048828,-150.5160675048828,,,,
6,2596,153.97056579589844,-153.97056579589844,,,,
7,2967,157.05654907226562,-157.05654907226562,,,,
8,3338,160.7111053466797,-160.7111053466797,,,,
9,3709,,,5.122818946838379,163.998046875,-163.998046875,163.998046875
9,3709,164.33924865722656,-164.33924865722656,,,,
10,4080,168.423583984375,-168.423583984375,,,,
11,4451,172.6585235595703,-172.6585235595703,,,,
12,4822,176.09886169433594,-176.09886169433594,,,,
13,5193,178.86764526367188,-178.86764526367188,,,,
14,5564,181.13291931152344,-181.13291931152344,,,,
15,5935,182.6088104248047,-182.6088104248047,,,,
16,6306,184.41421508789062,-184.41421508789062,,,,
17,6677,185.75904846191406,-185.75904846191406,,,,
18,7048,186.96881103515625,-186.96881103515625,,,,
19,7419,,,4.412477970123291,185.7990264892578,-185.7990264892578,185.7990264892578
19,7419,187.82733154296875,-187.82733154296875,,,,
20,7790,188.7449188232422,-188.7449188232422,,,,
21,8161,189.6995849609375,-189.6995849609375,,,,
22,8532,190.34730529785156,-190.34730529785156,,,,
23,8903,191.1969757080078,-191.1969757080078,,,,
24,9274,192.0053253173828,-192.0053253173828,,,,
25,9645,192.42848205566406,-192.42848205566406,,,,
26,10016,192.9684295654297,-192.9684295654297,,,,
27,10387,193.48252868652344,-193.48252868652344,,,,
28,10758,193.9943389892578,-193.9943389892578,,,,
29,11129,,,4.324296951293945,192.52723693847656,-192.52723693847656,192.52723693847656
29,11129,194.47994995117188,-194.47994995117188,,,,
30,11500,194.8537139892578,-194.8537139892578,,,,
31,11871,195.32101440429688,-195.32101440429688,,,,
32,12242,195.53810119628906,-195.53810119628906,,,,
33,12613,195.89878845214844,-195.89878845214844,,,,
34,12984,196.4332733154297,-196.4332733154297,,,,
35,13355,196.66136169433594,-196.66136169433594,,,,
36,13726,196.93368530273438,-196.93368530273438,,,,
37,14097,197.1831817626953,-197.1831817626953,,,,
38,14468,197.51258850097656,-197.51258850097656,,,,
39,14839,,,4.291361331939697,195.38108825683594,-195.38108825683594,195.38108825683594
39,14839,197.7711639404297,-197.7711639404297,,,,
40,15210,198.0907440185547,-198.0907440185547,,,,
41,15581,198.31178283691406,-198.31178283691406,,,,
42,15952,198.52976989746094,-198.52976989746094,,,,
43,16323,198.89019775390625,-198.89019775390625,,,,
44,16694,198.93992614746094,-198.93992614746094,,,,
45,17065,199.21856689453125,-199.21856689453125,,,,
46,17436,199.52284240722656,-199.52284240722656,,,,
47,17807,199.7518310546875,-199.7518310546875,,,,
48,18178,199.92208862304688,-199.92208862304688,,,,
49,18549,,,4.222438812255859,196.94793701171875,-196.94793701171875,196.94793701171875
49,18549,200.20449829101562,-200.20449829101562,,,,
50,18920,200.452392578125,-200.452392578125,,,,
51,19291,200.61886596679688,-200.61886596679688,,,,
52,19662,200.78392028808594,-200.78392028808594,,,,
53,20033,201.03135681152344,-201.03135681152344,,,,
54,20404,201.3041534423828,-201.3041534423828,,,,
55,20775,201.42108154296875,-201.42108154296875,,,,
56,21146,201.5274200439453,-201.5274200439453,,,,
57,21517,201.7257843017578,-201.7257843017578,,,,
58,21888,201.91732788085938,-201.91732788085938,,,,
59,22259,,,4.220155715942383,198.52810668945312,-198.52810668945312,198.52810668945312
59,22259,202.15463256835938,-202.15463256835938,,,,
60,22630,202.3004608154297,-202.3004608154297,,,,
61,23001,202.53651428222656,-202.53651428222656,,,,
62,23372,202.7711639404297,-202.7711639404297,,,,
63,23743,202.86752319335938,-202.86752319335938,,,,
64,24114,202.87049865722656,-202.87049865722656,,,,
65,24485,203.03512573242188,-203.03512573242188,,,,
66,24856,203.3265838623047,-203.3265838623047,,,,
67,25227,203.49818420410156,-203.49818420410156,,,,
68,25598,203.8375244140625,-203.8375244140625,,,,
69,25969,,,4.19094705581665,199.993896484375,-199.993896484375,199.993896484375
69,25969,203.85693359375,-203.85693359375,,,,
70,26340,204.1291961669922,-204.1291961669922,,,,
71,26711,204.2681884765625,-204.2681884765625,,,,
72,27082,204.41632080078125,-204.41632080078125,,,,
73,27453,204.41748046875,-204.41748046875,,,,
74,27824,204.69215393066406,-204.69215393066406,,,,
75,28195,204.7974853515625,-204.7974853515625,,,,
76,28566,204.9079132080078,-204.9079132080078,,,,
77,28937,205.18707275390625,-205.18707275390625,,,,
78,29308,205.24618530273438,-205.24618530273438,,,,
79,29679,,,4.127755641937256,201.7483367919922,-201.7483367919922,201.7483367919922
79,29679,205.37759399414062,-205.37759399414062,,,,
80,30050,205.5035858154297,-205.5035858154297,,,,
81,30421,205.55076599121094,-205.55076599121094,,,,
82,30792,205.66397094726562,-205.66397094726562,,,,
83,31163,205.9661407470703,-205.9661407470703,,,,
84,31534,206.01112365722656,-206.01112365722656,,,,
85,31905,206.14291381835938,-206.14291381835938,,,,
86,32276,206.22850036621094,-206.22850036621094,,,,
87,32647,206.21023559570312,-206.21023559570312,,,,
88,33018,206.28018188476562,-206.28018188476562,,,,
89,33389,,,4.101371765136719,202.72711181640625,-202.72711181640625,202.72711181640625
89,33389,206.3677215576172,-206.3677215576172,,,,
90,33760,206.4333038330078,-206.4333038330078,,,,
91,34131,206.4752960205078,-206.4752960205078,,,,
