epoch,step,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/loss,train/whitening,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/loss,val/whitening,val_score
0,174,1.0122138261795044,56.03315734863281,58.56985092163086,61.83937454223633,0.023103123530745506,,,,,,,
1,349,0.9618656039237976,60.40622329711914,78.19407653808594,47.09653854370117,0.022781366482377052,,,,,,,
2,524,0.8553285598754883,64.25277709960938,99.63153076171875,25.325237274169922,0.02227858453989029,,,,,,,
3,699,0.7765864729881287,67.15629577636719,115.30081176757812,9.208632469177246,0.022043952718377113,,,,,,,
4,874,0.7250422239303589,70.0388412475586,126.62816619873047,-2.5369746685028076,0.022084832191467285,,,,,,,
5,1049,0.6857917308807373,72.4655532836914,134.61080932617188,-11.58403205871582,0.022355325520038605,,,,,,,
6,1224,0.6565532684326172,74.2938461303711,140.71145629882812,-18.374605178833008,0.022739388048648834,,,,,,,
7,1399,0.6292561292648315,75.77157592773438,146.22833251953125,-24.449350357055664,0.02307463251054287,,,,,,,
8,1574,0.6037680506706238,77.09064483642578,151.406982421875,-30.066205978393555,0.02354414574801922,,,,,,,
9,1749,,,,,,7.598559379577637,0.5987886786460876,79.13072204589844,156.8123321533203,-33.82335662841797,0.02488912269473076,33.82335662841797
9,1749,0.5798996686935425,78.48632049560547,155.9276885986328,-35.421043395996094,0.02365351840853691,,,,,,,
10,1924,0.5663443803787231,79.31808471679688,159.05845642089844,-38.61354446411133,0.02416895516216755,,,,,,,
11,2099,0.5509521961212158,80.19640350341797,162.82464599609375,-42.21537399291992,0.024062950164079666,,,,,,,
12,2274,0.5323250889778137,81.13554382324219,165.95343017578125,-46.16497039794922,0.023633411154150963,,,,,,,
13,2449,0.5252259373664856,81.6543197631836,167.87356567382812,-47.97700500488281,0.023069674149155617,,,,,,,
14,2624,0.5155513882637024,82.25264739990234,169.84031677246094,-50.20746612548828,0.02267705835402012,,,,,,,
15,2799,0.500832200050354,83.18220520019531,171.99208068847656,-53.45174789428711,0.02234582044184208,,,,,,,
16,2974,0.5012056231498718,82.974853515625,173.0394287109375,-53.40650177001953,0.021900439634919167,,,,,,,
17,3149,0.4925861358642578,83.65558624267578,174.54934692382812,-55.492828369140625,0.021577507257461548,,,,,,,
18,3324,0.4855031371116638,84.09687805175781,175.8649139404297,-57.10454177856445,0.020913371816277504,,,,,,,
19,3499,,,,,,7.243936538696289,0.5139654874801636,83.8232421875,176.07351684570312,-53.22830581665039,0.02205556631088257,53.22830581665039
19,3499,0.4835273027420044,83.97730255126953,176.92210388183594,-57.44957733154297,0.020635586231946945,,,,,,,
20,3674,0.4783245325088501,84.49481964111328,177.9277801513672,-58.83463668823242,0.020180338993668556,,,,,,,
21,3849,0.4704452455043793,85.0074462890625,178.7922821044922,-60.52901077270508,0.01986222341656685,,,,,,,
22,4024,0.4664764106273651,85.15542602539062,179.6607208251953,-61.35901641845703,0.01955113187432289,,,,,,,
23,4199,0.46015825867652893,85.52613067626953,180.57415771484375,-62.721473693847656,0.019221831113100052,,,,,,,
24,4374,0.45700475573539734,85.57540893554688,181.43922424316406,-63.347652435302734,0.018978562206029892,,,,,,,
25,4549,0.45593205094337463,85.82298278808594,181.57943725585938,-63.761016845703125,0.01855957880616188,,,,,,,
26,4724,0.44928279519081116,86.01976776123047,182.18272399902344,-64.92972564697266,0.018397515639662743,,,,,,,
27,4899,0.44618213176727295,86.40509033203125,182.86346435546875,-65.84832000732422,0.01813192293047905,,,,,,,
28,5074,0.4468320906162262,86.33736419677734,183.283935546875,-65.78157806396484,0.018054015934467316,,,,,,,
29,5249,,,,,,7.038656234741211,0.4777662456035614,85.91553497314453,182.5928192138672,-61.261505126953125,0.01850716769695282,61.261505126953125
29,5249,0.4395280182361603,86.7602310180664,183.98008728027344,-67.27875518798828,0.017884191125631332,,,,,,,
30,5424,0.4411618411540985,86.70413970947266,184.32957458496094,-67.08360290527344,0.017763672396540642,,,,,,,
31,5599,0.4343431293964386,87.17235565185547,184.70645141601562,-68.5000991821289,0.01766205206513405,,,,,,,
32,5774,0.43301379680633545,87.1003189086914,185.0789337158203,-68.6727523803711,0.017566703259944916,,,,,,,
33,5949,0.4288981556892395,87.4106674194336,185.7081756591797,-69.63600158691406,0.01734164170920849,,,,,,,
34,6124,0.4286746680736542,87.33403778076172,186.00955200195312,-69.64826202392578,0.017314717173576355,,,,,,,
35,6299,0.42766517400741577,87.51273345947266,185.81118774414062,-69.91661071777344,0.01720707304775715,,,,,,,
36,6474,0.4255698621273041,87.56319427490234,186.4432830810547,-70.36190795898438,0.01704881526529789,,,,,,,
37,6649,0.42145878076553345,87.84880065917969,186.8993682861328,-71.264892578125,0.01706600934267044,,,,,,,
38,6824,0.42318642139434814,87.77019500732422,186.8660125732422,-70.9585189819336,0.017023373395204544,,,,,,,
39,6999,,,,,,6.922667026519775,0.46549493074417114,86.50458526611328,184.5552215576172,-63.814788818359375,0.017510225996375084,63.814788818359375
39,6999,0.4252815842628479,87.49803924560547,187.15797424316406,-70.47660064697266,0.016951432451605797,,,,,,,
40,7174,0.415332555770874,88.27740478515625,187.42359924316406,-72.58270263671875,0.016884667798876762,,,,,,,
41,7349,0.41806846857070923,88.08476257324219,188.2706756591797,-72.20933532714844,0.0168415829539299,,,,,,,
42,7524,0.41631534695625305,88.04521942138672,188.15524291992188,-72.37108612060547,0.01680244691669941,,,,,,,
43,7699,0.4120449721813202,88.62090301513672,188.4940185546875,-73.56110382080078,0.016826115548610687,,,,,,,
44,7874,0.4164494574069977,88.02147674560547,188.53799438476562,-72.40672302246094,0.016827324405312538,,,,,,,
45,8049,0.40830710530281067,88.71945190429688,188.74111938476562,-74.18753814697266,0.016838688403367996,,,,,,,
46,8224,0.4096021354198456,88.53791046142578,188.49107360839844,-73.79025268554688,0.01683196611702442,,,,,,,
47,8399,0.41052883863449097,88.50689697265625,189.00363159179688,-73.74315643310547,0.016785966232419014,,,,,,,
48,8574,0.40914878249168396,88.75312805175781,189.44151306152344,-74.25363159179688,0.016791798174381256,,,,,,,
49,8749,,,,,,6.856102466583252,0.44805777072906494,87.76382446289062,186.82730102539062,-67.76033020019531,0.01756628043949604,67.76033020019531
49,8749,0.4067242443561554,88.62631225585938,189.55555725097656,-74.45992279052734,0.016813768073916435,,,,,,,
50,8924,0.4021039307117462,88.94200897216797,189.95716857910156,-75.44734191894531,0.01679597981274128,,,,,,,
51,9099,0.40235474705696106,89.02731323242188,189.96011352539062,-75.50115203857422,0.016793664544820786,,,,,,,
52,9274,0.39865848422050476,89.31473541259766,190.22254943847656,-76.31415557861328,0.016797613352537155,,,,,,,
53,9449,0.3980783522129059,89.35404205322266,190.22174072265625,-76.4275131225586,0.016808245331048965,,,,,,,
54,9624,0.4012029469013214,89.03640747070312,190.40809631347656,-75.7472152709961,0.01685422845184803,,,,,,,
55,9799,0.3973430097103119,89.25653076171875,190.90353393554688,-76.5605239868164,0.01682763174176216,,,,,,,
56,9974,0.3936159014701843,89.57162475585938,191.02696228027344,-77.37733459472656,0.016862358897924423,,,,,,,
57,10149,0.3978186547756195,89.16876220703125,190.9622802734375,-76.42353820800781,0.016901414841413498,,,,,,,
58,10324,0.39273756742477417,89.64077758789062,191.26971435546875,-77.60739135742188,0.016901513561606407,,,,,,,
59,10499,,,,,,6.724349021911621,0.43116915225982666,88.76964569091797,189.17236328125,-71.3970947265625,0.017371049150824547,71.3970947265625
59,10499,0.39325734972953796,89.60256958007812,191.1936798095703,-77.48743438720703,0.016939213499426842,,,,,,,
60,10674,0.392630398273468,89.66236114501953,191.38429260253906,-77.66556549072266,0.01696007512509823,,,,,,,
61,10849,0.3916265368461609,89.71990966796875,191.51763916015625,-77.87831115722656,0.016940103843808174,,,,,,,
62,11024,0.39226239919662476,89.51537322998047,191.78973388671875,-77.6467056274414,0.01699388027191162,,,,,,,
63,11199,0.3883352279663086,89.9834213256836,191.75247192382812,-78.61001586914062,0.017020203173160553,,,,,,,
