epoch,step,train/cross_trace_sum,train/loss,val/closure_defect_frobenius,val/cross_trace_sum,val/loss,val_score
0,174,96.00515747070312,-96.00515747070312,,,,
1,349,139.52442932128906,-139.52442932128906,,,,
2,524,164.29808044433594,-164.29808044433594,,,,
3,699,176.58468627929688,-176.58468627929688,,,,
4,874,184.28036499023438,-184.28036499023438,,,,
5,1049,189.85691833496094,-189.85691833496094,,,,
6,1224,194.32546997070312,-194.32546997070312,,,,
7,1399,198.6450653076172,-198.6450653076172,,,,
8,1574,202.66287231445312,-202.66287231445312,,,,
9,1749,,,5.313539028167725,203.121826171875,-203.121826171875,203.121826171875
9,1749,206.10214233398438,-206.10214233398438,,,,
10,1924,210.80555725097656,-210.80555725097656,,,,
11,2099,215.18809509277344,-215.18809509277344,,,,
12,2274,220.3720703125,-220.3720703125,,,,
13,2449,224.3306427001953,-224.3306427001953,,,,
14,2624,228.67434692382812,-228.67434692382812,,,,
15,2799,231.82379150390625,-231.82379150390625,,,,
16,2974,235.45913696289062,-235.45913696289062,,,,
17,3149,238.2202606201172,-238.2202606201172,,,,
18,3324,240.5362548828125,-240.5362548828125,,,,
19,3499,,,4.604056358337402,240.36312866210938,-240.36312866210938,240.36312866210938
19,3499,242.97622680664062,-242.97622680664062,,,,
20,3674,244.81642150878906,-244.81642150878906,,,,
21,3849,247.28839111328125,-247.28839111328125,,,,
22,4024,248.5026397705078,-248.5026397705078,,,,
23,4199,250.0107421875,-250.0107421875,,,,
24,4374,251.41998291015625,-251.41998291015625,,,,
25,4549,252.58714294433594,-252.58714294433594,,,,
26,4724,254.1696014404297,-254.1696014404297,,,,
27,4899,255.22496032714844,-255.22496032714844,,,,
28,5074,255.6578826904297,-255.6578826904297,,,,
29,5249,,,4.434971332550049,251.73260498046875,-251.73260498046875,251.73260498046875
29,5249,256.95758056640625,-256.95758056640625,,,,
30,5424,257.22735595703125,-257.22735595703125,,,,
31,5599,258.207275390625,-258.207275390625,,,,
32,5774,259.0199890136719,-259.0199890136719,,,,
33,5949,259.3138732910156,-259.3138732910156,,,,
34,6124,260.4516296386719,-260.4516296386719,,,,
35,6299,260.8511962890625,-260.8511962890625,,,,
36,6474,262.03411865234375,-262.03411865234375,,,,
37,6649,262.11175537109375,-262.11175537109375,,,,
38,6824,262.8450622558594,-262.8450622558594,,,,
39,6999,,,4.294758319854736,258.28680419921875,-258.28680419921875,258.28680419921875
39,6999,263.2004089355469,-263.2004089355469,,,,
40,7174,263.7757263183594,-263.7757263183594,,,,
41,7349,264.34613037109375,-264.34613037109375,,,,
42,7524,265.05224609375,-265.05224609375,,,,
43,7699,265.49029541015625,-265.49029541015625,,,,
44,7874,265.9786071777344,-265.9786071777344,,,,
45,8049,266.103271484375,-266.103271484375,,,,
46,8224,267.019287109375,-267.019287109375,,,,
47,8399,266.9797668457031,-266.9797668457031,,,,
48,8574,267.8370361328125,-267.8370361328125,,,,
