epoch,step,train/cross_trace_sum,train/loss,val/closure_defect_frobenius,val/cross_trace_sum,val/loss,val_score
0,116,92.17561340332031,-92.17561340332031,,,,
1,233,131.70046997070312,-131.70046997070312,,,,
2,350,158.08966064453125,-158.08966064453125,,,,
3,467,170.7021026611328,-170.7021026611328,,,,
4,584,178.46424865722656,-178.46424865722656,,,,
5,701,184.25411987304688,-184.25411987304688,,,,
6,818,188.2161102294922,-188.2161102294922,,,,
7,935,192.598388671875,-192.598388671875,,,,
8,1052,195.96673583984375,-195.96673583984375,,,,
9,1169,,,5.426430702209473,198.41419982910156,-198.41419982910156,198.41419982910156
9,1169,198.61434936523438,-198.61434936523438,,,,
10,1286,202.94032287597656,-202.94032287597656,,,,
11,1403,205.793212890625,-205.793212890625,,,,
12,1520,209.68301391601562,-209.68301391601562,,,,
13,1637,212.99822998046875,-212.99822998046875,,,,
14,1754,216.53004455566406,-216.53004455566406,,,,
15,1871,219.7034149169922,-219.7034149169922,,,,
16,1988,222.42701721191406,-222.42701721191406,,,,
17,2105,226.17465209960938,-226.17465209960938,,,,
18,2222,229.3482666015625,-229.3482666015625,,,,
19,2339,,,4.70729398727417,230.26300048828125,-230.26300048828125,230.26300048828125
19,2339,232.1065673828125,-232.1065673828125,,,,
20,2456,234.7574920654297,-234.7574920654297,,,,
21,2573,236.79148864746094,-236.79148864746094,,,,
22,2690,238.42381286621094,-238.42381286621094,,,,
23,2807,240.0130157470703,-240.0130157470703,,,,
24,2924,242.8851318359375,-242.8851318359375,,,,
25,3041,244.42816162109375,-244.42816162109375,,,,
26,3158,245.37127685546875,-245.37127685546875,,,,
27,3275,246.99807739257812,-246.99807739257812,,,,
28,3392,248.20986938476562,-248.20986938476562,,,,
29,3509,,,4.49311637878418,245.09841918945312,-245.09841918945312,245.09841918945312
29,3509,249.51760864257812,-249.51760864257812,,,,
30,3626,250.84193420410156,-250.84193420410156,,,,
31,3743,251.43270874023438,-251.43270874023438,,,,
32,3860,252.8421173095703,-252.8421173095703,,,,
33,3977,253.33937072753906,-253.33937072753906,,,,
34,4094,253.7117919921875,-253.7117919921875,,,,
35,4211,254.9394989013672,-254.9394989013672,,,,
36,4328,256.6291198730469,-256.6291198730469,,,,
37,4445,256.49298095703125,-256.49298095703125,,,,
38,4562,257.3856506347656,-257.3856506347656,,,,
39,4679,,,4.412554740905762,253.01551818847656,-253.01551818847656,253.01551818847656
39,4679,258.0137634277344,-258.0137634277344,,,,
40,4796,258.9457092285156,-258.9457092285156,,,,
41,4913,259.348876953125,-259.348876953125,,,,
42,5030,259.8620300292969,-259.8620300292969,,,,
43,5147,260.8941650390625,-260.8941650390625,,,,
44,5264,260.97467041015625,-260.97467041015625,,,,
45,5381,261.8294372558594,-261.8294372558594,,,,
46,5498,261.7787170410156,-261.7787170410156,,,,
47,5615,262.8072509765625,-262.8072509765625,,,,
48,5732,263.1383972167969,-263.1383972167969,,,,
49,5849,,,4.281944751739502,257.729248046875,-257.729248046875,257.729248046875
49,5849,263.231689453125,-263.231689453125,,,,
50,5966,263.9003601074219,-263.9003601074219,,,,
51,6083,264.0730285644531,-264.0730285644531,,,,
52,6200,264.6727294921875,-264.6727294921875,,,,
53,6317,265.271484375,-265.271484375,,,,
54,6434,265.7880554199219,-265.7880554199219,,,,
