epoch,step,test/accuracy,test/loss,test/top5_accuracy,train/accuracy,train/loss,train/top5_accuracy,val/accuracy,val/loss,val/top5_accuracy,val_accuracy
0,371,,,,,,,0.33640000224113464,2.800968885421753,0.6137999892234802,0.33640000224113464
0,371,,,,0.30640000104904175,3.0513556003570557,0.5674737095832825,,,,
1,743,,,,,,,0.34279999136924744,2.7520041465759277,0.6262000203132629,0.34279999136924744
1,743,,,,0.3599473536014557,2.7011969089508057,0.6346210241317749,,,,
2,1115,,,,,,,0.36239999532699585,2.6832172870635986,0.6335999965667725,0.36239999532699585
2,1115,,,,0.373831570148468,2.623000383377075,0.650884211063385,,,,
3,1487,,,,,,,0.36959999799728394,2.671761989593506,0.6394000053405762,0.36959999799728394
3,1487,,,,0.3842526376247406,2.5709917545318604,0.6599368453025818,,,,
4,1859,,,,,,,0.37439998984336853,2.6605417728424072,0.6416000127792358,0.37439998984336853
4,1859,,,,0.3914526402950287,2.531165599822998,0.6679157614707947,,,,
5,2231,,,,,,,0.36660000681877136,2.677391529083252,0.6355999708175659,0.36660000681877136
5,2231,,,,0.39761051535606384,2.4988276958465576,0.6747473478317261,,,,
6,2603,,,,,,,0.37959998846054077,2.6333811283111572,0.6503999829292297,0.37959998846054077
6,2603,,,,0.3998842239379883,2.4798648357391357,0.6782420873641968,,,,
7,2975,,,,,,,0.3822000026702881,2.6351664066314697,0.6466000080108643,0.3822000026702881
7,2975,,,,0.4050000011920929,2.4536285400390625,0.6815578937530518,,,,
8,3347,,,,,,,0.37880000472068787,2.6373255252838135,0.6474000215530396,0.37880000472068787
8,3347,,,,0.40912631154060364,2.434194803237915,0.6866105198860168,,,,
9,3719,,,,,,,0.3779999911785126,2.6376705169677734,0.6452000141143799,0.3779999911785126
9,3719,,,,0.41185262799263,2.4171435832977295,0.6899999976158142,,,,
10,4091,,,,,,,0.3792000114917755,2.629560708999634,0.646399974822998,0.3792000114917755
10,4091,,,,0.415642112493515,2.4011337757110596,0.6920421123504639,,,,
11,4463,,,,,,,0.38499999046325684,2.616340398788452,0.6516000032424927,0.38499999046325684
11,4463,,,,0.41883158683776855,2.384852886199951,0.694726288318634,,,,
12,4835,,,,,,,0.3856000006198883,2.609513282775879,0.65420001745224,0.3856000006198883
12,4835,,,,0.42052632570266724,2.372368097305298,0.6989579200744629,,,,
13,5207,,,,,,,0.38659998774528503,2.594938278198242,0.6552000045776367,0.38659998774528503
13,5207,,,,0.4234526455402374,2.3602523803710938,0.699715793132782,,,,
14,5579,,,,,,,0.38420000672340393,2.597942352294922,0.6583999991416931,0.38420000672340393
14,5579,,,,0.42396843433380127,2.3511884212493896,0.7027263045310974,,,,
