epoch,step,train/cross_trace_sum,train/loss,val/closure_defect_frobenius,val/cross_trace_sum,val/loss,val_score
0,370,102.9815673828125,-102.9815673828125,,,,
1,741,158.3467254638672,-158.3467254638672,,,,
2,1112,181.07058715820312,-181.07058715820312,,,,
3,1483,192.1180877685547,-192.1180877685547,,,,
4,1854,200.8074951171875,-200.8074951171875,,,,
5,2225,208.09169006347656,-208.09169006347656,,,,
6,2596,215.92613220214844,-215.92613220214844,,,,
7,2967,222.91627502441406,-222.91627502441406,,,,
8,3338,230.26119995117188,-230.26119995117188,,,,
9,3709,,,4.631662368774414,237.51422119140625,-237.51422119140625,237.51422119140625
9,3709,236.04672241210938,-236.04672241210938,,,,
10,4080,241.8094940185547,-241.8094940185547,,,,
11,4451,246.55517578125,-246.55517578125,,,,
12,4822,250.69862365722656,-250.69862365722656,,,,
13,5193,253.78900146484375,-253.78900146484375,,,,
14,5564,256.4074401855469,-256.4074401855469,,,,
15,5935,258.8455810546875,-258.8455810546875,,,,
16,6306,261.1241455078125,-261.1241455078125,,,,
17,6677,262.97235107421875,-262.97235107421875,,,,
18,7048,264.74560546875,-264.74560546875,,,,
19,7419,,,4.356135845184326,259.9936828613281,-259.9936828613281,259.9936828613281
19,7419,266.11749267578125,-266.11749267578125,,,,
20,7790,267.4471740722656,-267.4471740722656,,,,
21,8161,268.6863098144531,-268.6863098144531,,,,
22,8532,269.74560546875,-269.74560546875,,,,
23,8903,270.901611328125,-270.901611328125,,,,
24,9274,272.1051025390625,-272.1051025390625,,,,
25,9645,272.590576171875,-272.590576171875,,,,
26,10016,273.6864013671875,-273.6864013671875,,,,
27,10387,274.28057861328125,-274.28057861328125,,,,
28,10758,275.0923767089844,-275.0923767089844,,,,
29,11129,,,4.33066463470459,267.6842346191406,-267.6842346191406,267.6842346191406
29,11129,275.99200439453125,-275.99200439453125,,,,
30,11500,276.6918029785156,-276.6918029785156,,,,
31,11871,277.1618347167969,-277.1618347167969,,,,
32,12242,277.61383056640625,-277.61383056640625,,,,
33,12613,278.07122802734375,-278.07122802734375,,,,
34,12984,278.8716735839844,-278.8716735839844,,,,
35,13355,279.1880798339844,-279.1880798339844,,,,
36,13726,279.6045227050781,-279.6045227050781,,,,
37,14097,280.2355041503906,-280.2355041503906,,,,
38,14468,280.6525573730469,-280.6525573730469,,,,
39,14839,,,4.248749256134033,274.400634765625,-274.400634765625,274.400634765625
39,14839,281.0928649902344,-281.0928649902344,,,,
40,15210,281.5746765136719,-281.5746765136719,,,,
41,15581,281.9958801269531,-281.9958801269531,,,,
42,15952,282.2244873046875,-282.2244873046875,,,,
43,16323,282.810302734375,-282.810302734375,,,,
44,16694,282.9659423828125,-282.9659423828125,,,,
45,17065,283.3379821777344,-283.3379821777344,,,,
46,17436,283.89593505859375,-283.89593505859375,,,,
47,17807,284.1715087890625,-284.1715087890625,,,,
48,18178,284.396240234375,-284.396240234375,,,,
49,18549,,,4.2044267654418945,276.5439147949219,-276.5439147949219,276.5439147949219
49,18549,284.9576110839844,-284.9576110839844,,,,
50,18920,285.1099548339844,-285.1099548339844,,,,
51,19291,285.39190673828125,-285.39190673828125,,,,
52,19662,285.83740234375,-285.83740234375,,,,
53,20033,286.2972717285156,-286.2972717285156,,,,
