epoch,step,train/edge_trace_sum,train/loss,val/closure_defect_frobenius,val/edge_trace_sum,val/loss,val_score
0,174,84.07649230957031,-84.07649230957031,,,,
1,349,107.78013610839844,-107.78013610839844,,,,
2,524,124.7817153930664,-124.7817153930664,,,,
3,699,133.20538330078125,-133.20538330078125,,,,
4,874,137.98257446289062,-137.98257446289062,,,,
5,1049,141.23789978027344,-141.23789978027344,,,,
6,1224,143.79949951171875,-143.79949951171875,,,,
7,1399,145.96456909179688,-145.96456909179688,,,,
8,1574,147.51148986816406,-147.51148986816406,,,,
9,1749,,,5.534246921539307,147.52664184570312,-147.52664184570312,147.52664184570312
9,1749,149.02821350097656,-149.02821350097656,,,,
10,1924,150.83892822265625,-150.83892822265625,,,,
11,2099,152.54249572753906,-152.54249572753906,,,,
12,2274,154.72476196289062,-154.72476196289062,,,,
13,2449,156.29872131347656,-156.29872131347656,,,,
14,2624,157.9030303955078,-157.9030303955078,,,,
15,2799,159.53590393066406,-159.53590393066406,,,,
16,2974,161.53814697265625,-161.53814697265625,,,,
17,3149,163.33531188964844,-163.33531188964844,,,,
18,3324,164.72747802734375,-164.72747802734375,,,,
19,3499,,,5.08064603805542,164.38560485839844,-164.38560485839844,164.38560485839844
19,3499,166.37265014648438,-166.37265014648438,,,,
20,3674,167.85304260253906,-167.85304260253906,,,,
21,3849,169.9055938720703,-169.9055938720703,,,,
22,4024,171.1656494140625,-171.1656494140625,,,,
23,4199,172.8626251220703,-172.8626251220703,,,,
24,4374,174.05067443847656,-174.05067443847656,,,,
25,4549,175.30735778808594,-175.30735778808594,,,,
26,4724,176.8026123046875,-176.8026123046875,,,,
27,4899,177.76016235351562,-177.76016235351562,,,,
28,5074,178.66360473632812,-178.66360473632812,,,,
29,5249,,,4.573965549468994,177.2727813720703,-177.2727813720703,177.2727813720703
29,5249,179.8247833251953,-179.8247833251953,,,,
30,5424,180.02935791015625,-180.02935791015625,,,,
31,5599,180.81427001953125,-180.81427001953125,,,,
32,5774,181.85458374023438,-181.85458374023438,,,,
33,5949,182.3514862060547,-182.3514862060547,,,,
34,6124,183.2891082763672,-183.2891082763672,,,,
35,6299,183.49789428710938,-183.49789428710938,,,,
36,6474,184.58978271484375,-184.58978271484375,,,,
37,6649,184.65037536621094,-184.65037536621094,,,,
38,6824,185.03909301757812,-185.03909301757812,,,,
39,6999,,,4.388214111328125,183.30078125,-183.30078125,183.30078125
39,6999,185.540283203125,-185.540283203125,,,,
40,7174,186.10670471191406,-186.10670471191406,,,,
41,7349,186.5062713623047,-186.5062713623047,,,,
42,7524,186.86056518554688,-186.86056518554688,,,,
43,7699,187.348876953125,-187.348876953125,,,,
44,7874,187.72097778320312,-187.72097778320312,,,,
45,8049,188.12258911132812,-188.12258911132812,,,,
46,8224,188.4698028564453,-188.4698028564453,,,,
47,8399,188.54730224609375,-188.54730224609375,,,,
48,8574,189.0174560546875,-189.0174560546875,,,,
49,8749,,,4.337970733642578,186.99893188476562,-186.99893188476562,186.99893188476562
49,8749,189.34535217285156,-189.34535217285156,,,,
50,8924,189.5923614501953,-189.5923614501953,,,,
51,9099,190.07179260253906,-190.07179260253906,,,,
52,9274,190.28543090820312,-190.28543090820312,,,,
53,9449,190.55108642578125,-190.55108642578125,,,,
54,9624,190.8403778076172,-190.8403778076172,,,,
55,9799,191.12075805664062,-191.12075805664062,,,,
56,9974,191.75758361816406,-191.75758361816406,,,,
57,10149,191.60569763183594,-191.60569763183594,,,,
58,10324,191.7252197265625,-191.7252197265625,,,,
59,10499,,,4.243716716766357,189.0923614501953,-189.0923614501953,189.0923614501953
59,10499,191.95997619628906,-191.95997619628906,,,,
60,10674,192.44154357910156,-192.44154357910156,,,,
61,10849,192.55047607421875,-192.55047607421875,,,,
62,11024,192.82846069335938,-192.82846069335938,,,,
63,11199,192.7875213623047,-192.7875213623047,,,,
64,11374,193.1593017578125,-193.1593017578125,,,,
65,11549,193.40972900390625,-193.40972900390625,,,,
66,11724,193.35585021972656,-193.35585021972656,,,,
67,11899,193.60777282714844,-193.60777282714844,,,,
68,12074,193.6890411376953,-193.6890411376953,,,,
69,12249,,,4.210982799530029,190.7889404296875,-190.7889404296875,190.7889404296875
69,12249,193.84373474121094,-193.84373474121094,,,,
70,12424,194.1896209716797,-194.1896209716797,,,,
71,12599,194.34202575683594,-194.34202575683594,,,,
72,12774,194.66030883789062,-194.66030883789062,,,,
73,12949,194.5498809814453,-194.5498809814453,,,,
74,13124,194.865966796875,-194.865966796875,,,,
75,13299,195.03810119628906,-195.03810119628906,,,,
76,13474,195.17526245117188,-195.17526245117188,,,,
77,13649,195.1112518310547,-195.1112518310547,,,,
78,13824,195.61424255371094,-195.61424255371094,,,,
79,13999,,,4.207962989807129,192.30906677246094,-192.30906677246094,192.30906677246094
79,13999,195.8024139404297,-195.8024139404297,,,,
80,14174,195.5307159423828,-195.5307159423828,,,,
81,14349,196.059814453125,-196.059814453125,,,,
82,14524,195.97454833984375,-195.97454833984375,,,,
83,14699,196.1396026611328,-196.1396026611328,,,,
84,14874,196.41188049316406,-196.41188049316406,,,,
85,15049,196.3727264404297,-196.3727264404297,,,,
86,15224,196.74571228027344,-196.74571228027344,,,,
87,15399,196.77801513671875,-196.77801513671875,,,,
