epoch,step,train/cross_trace_sum,train/loss,val/closure_defect_frobenius,val/cross_trace_sum,val/loss,val_score
0,370,105.95207977294922,-105.95207977294922,,,,
1,741,159.4693145751953,-159.4693145751953,,,,
2,1112,181.81704711914062,-181.81704711914062,,,,
3,1483,192.49252319335938,-192.49252319335938,,,,
4,1854,201.154296875,-201.154296875,,,,
5,2225,208.40599060058594,-208.40599060058594,,,,
6,2596,216.05613708496094,-216.05613708496094,,,,
7,2967,223.00140380859375,-223.00140380859375,,,,
8,3338,230.05889892578125,-230.05889892578125,,,,
9,3709,,,4.717318534851074,232.20022583007812,-232.20022583007812,232.20022583007812
9,3709,236.2707977294922,-236.2707977294922,,,,
10,4080,242.03707885742188,-242.03707885742188,,,,
11,4451,247.0710906982422,-247.0710906982422,,,,
12,4822,251.2449951171875,-251.2449951171875,,,,
13,5193,254.6656494140625,-254.6656494140625,,,,
14,5564,257.53448486328125,-257.53448486328125,,,,
15,5935,259.9853820800781,-259.9853820800781,,,,
16,6306,261.7301940917969,-261.7301940917969,,,,
17,6677,263.6510009765625,-263.6510009765625,,,,
18,7048,265.05474853515625,-265.05474853515625,,,,
19,7419,,,4.385760307312012,259.75555419921875,-259.75555419921875,259.75555419921875
19,7419,266.3949890136719,-266.3949890136719,,,,
20,7790,267.9327392578125,-267.9327392578125,,,,
21,8161,269.2011413574219,-269.2011413574219,,,,
22,8532,270.291015625,-270.291015625,,,,
23,8903,271.31573486328125,-271.31573486328125,,,,
24,9274,272.40838623046875,-272.40838623046875,,,,
25,9645,273.11334228515625,-273.11334228515625,,,,
26,10016,274.1316833496094,-274.1316833496094,,,,
27,10387,274.8389892578125,-274.8389892578125,,,,
28,10758,275.324951171875,-275.324951171875,,,,
29,11129,,,4.361754894256592,267.57110595703125,-267.57110595703125,267.57110595703125
29,11129,276.2163391113281,-276.2163391113281,,,,
30,11500,276.9571533203125,-276.9571533203125,,,,
31,11871,277.2753601074219,-277.2753601074219,,,,
32,12242,277.9447937011719,-277.9447937011719,,,,
33,12613,278.2786560058594,-278.2786560058594,,,,
34,12984,279.0657958984375,-279.0657958984375,,,,
35,13355,279.3380126953125,-279.3380126953125,,,,
36,13726,280.0173645019531,-280.0173645019531,,,,
37,14097,280.47027587890625,-280.47027587890625,,,,
38,14468,280.83209228515625,-280.83209228515625,,,,
39,14839,,,4.325881481170654,273.33306884765625,-273.33306884765625,273.33306884765625
39,14839,281.0852355957031,-281.0852355957031,,,,
40,15210,281.6142883300781,-281.6142883300781,,,,
41,15581,282.0700988769531,-282.0700988769531,,,,
42,15952,282.5075378417969,-282.5075378417969,,,,
43,16323,282.7546081542969,-282.7546081542969,,,,
44,16694,283.09820556640625,-283.09820556640625,,,,
45,17065,283.474365234375,-283.474365234375,,,,
46,17436,284.0313415527344,-284.0313415527344,,,,
47,17807,284.39715576171875,-284.39715576171875,,,,
48,18178,284.4710388183594,-284.4710388183594,,,,
49,18549,,,4.275442123413086,276.2611999511719,-276.2611999511719,276.2611999511719
49,18549,284.96600341796875,-284.96600341796875,,,,
50,18920,285.4069519042969,-285.4069519042969,,,,
51,19291,285.67608642578125,-285.67608642578125,,,,
52,19662,285.9666748046875,-285.9666748046875,,,,
53,20033,286.2355041503906,-286.2355041503906,,,,
54,20404,286.49072265625,-286.49072265625,,,,
55,20775,286.6724853515625,-286.6724853515625,,,,
56,21146,287.1108093261719,-287.1108093261719,,,,
57,21517,287.2501220703125,-287.2501220703125,,,,
58,21888,287.6863708496094,-287.6863708496094,,,,
59,22259,,,4.2032084465026855,278.4648742675781,-278.4648742675781,278.4648742675781
59,22259,288.0771179199219,-288.0771179199219,,,,
60,22630,288.1978454589844,-288.1978454589844,,,,
61,23001,288.4053039550781,-288.4053039550781,,,,
62,23372,288.87322998046875,-288.87322998046875,,,,
63,23743,288.991455078125,-288.991455078125,,,,
64,24114,289.5082092285156,-289.5082092285156,,,,
65,24485,289.4049987792969,-289.4049987792969,,,,
66,24856,289.9648742675781,-289.9648742675781,,,,
67,25227,290.250732421875,-290.250732421875,,,,
68,25598,290.4681091308594,-290.4681091308594,,,,
69,25969,,,4.191384792327881,280.8660888671875,-280.8660888671875,280.8660888671875
69,25969,290.8277282714844,-290.8277282714844,,,,
70,26340,291.0966491699219,-291.0966491699219,,,,
71,26711,291.27410888671875,-291.27410888671875,,,,
72,27082,291.4962158203125,-291.4962158203125,,,,
73,27453,291.6387634277344,-291.6387634277344,,,,
74,27824,292.0547790527344,-292.0547790527344,,,,
75,28195,292.2475891113281,-292.2475891113281,,,,
76,28566,292.5835876464844,-292.5835876464844,,,,
77,28937,292.7777404785156,-292.7777404785156,,,,
78,29308,293.081298828125,-293.081298828125,,,,
79,29679,,,4.142131805419922,283.1142883300781,-283.1142883300781,283.1142883300781
79,29679,293.0347595214844,-293.0347595214844,,,,
80,30050,293.4188537597656,-293.4188537597656,,,,
81,30421,293.44415283203125,-293.44415283203125,,,,
82,30792,293.7635498046875,-293.7635498046875,,,,
83,31163,294.2406311035156,-294.2406311035156,,,,
84,31534,294.31695556640625,-294.31695556640625,,,,
85,31905,294.5505676269531,-294.5505676269531,,,,
86,32276,294.5270690917969,-294.5270690917969,,,,
87,32647,294.5995178222656,-294.5995178222656,,,,
88,33018,294.8734130859375,-294.8734130859375,,,,
89,33389,,,4.116387367248535,285.2011413574219,-285.2011413574219,285.2011413574219
89,33389,294.86053466796875,-294.86053466796875,,,,
90,33760,294.98052978515625,-294.98052978515625,,,,
91,34131,295.067138671875,-295.067138671875,,,,
92,34502,295.2481689453125,-295.2481689453125,,,,
93,34873,295.50689697265625,-295.50689697265625,,,,
94,35244,295.57196044921875,-295.57196044921875,,,,
95,35615,295.2275390625,-295.2275390625,,,,
96,35986,295.5558776855469,-295.5558776855469,,,,
97,36357,295.5564270019531,-295.5564270019531,,,,
98,36728,295.5428466796875,-295.5428466796875,,,,
99,37099,,,4.1010942459106445,285.60009765625,-285.60009765625,285.60009765625
99,37099,295.58447265625,-295.58447265625,,,,
