design,gradient_bias_l2,gradient_cosine_to_reference_mean,gradient_cosine_to_reference_std,gradient_mse_to_reference,gradient_variance,gradient_variance_ratio,gradient_variance_ratio_ci95_high,gradient_variance_ratio_ci95_low,parents,repetitions,score_bias,score_mean,score_reference,score_variance,score_variance_ratio,score_variance_ratio_ci95_high,score_variance_ratio_ci95_low,total_views,views
fixed_parent,3.0809988631661676,0.010149853713261223,0.0065975112740898016,9.65103487169217,0.15848087686095547,1.0,1.1918220857308797,0.8390514087400507,64,500,10.96320680618286,62.35383991241455,51.39063310623169,0.0031758510388195035,1.0,1.1918220857308797,0.8390514087400507,64,1
fixed_parent,3.136840468897203,0.005731700905728016,0.00846491298853791,25.23583990901716,15.396071781705883,97.14782052356864,115.78291808060874,81.51201566632588,64,500,8.237859592437744,59.62849269866943,51.39063310623169,0.1323747758413917,41.68167027462244,49.67713520344733,34.973064162560256,128,2
fixed_parent,3.27111593293635,0.02128524811710813,0.00853821348307912,22.231075631617706,11.530876184907717,72.75878587562605,86.7155279375351,61.048361787159735,64,500,0.12922548294067582,51.519858589172365,51.39063310623169,0.5104761272164916,160.73679809813777,191.56966596302584,134.8664368806076,256,4
fixed_parent,3.4410024766832414,0.03805760946741042,0.007779356275586794,17.253412063706577,5.41291401916633,34.154997917606146,40.70668085629521,28.657799118280934,64,500,-4.3796154212951635,47.011017684936526,51.39063310623169,0.4426823845590448,139.39016003836073,166.1282712672802,116.9555101446877,512,8
fixed_parent,3.537717003083729,0.05063995622186771,0.006196103660044668,15.109120192974054,2.5936785990664037,16.365877388109038,19.505214123511955,13.73181247775983,64,500,-6.525319698333739,44.86531340789795,51.39063310623169,0.23313613195846675,73.40902615039711,87.49049865803897,61.59394680572591,1024,16
fixed_total_views,0.6437570390209768,0.4785157359847819,0.017242569510631873,23.990837427052426,23.576414301763336,1.0,1.1918220857308797,0.8390514087400507,512,500,9.326815128326416,60.717448234558105,51.39063310623169,1.2899192896053822,1.0,1.1918220857308797,0.8390514087400507,512,1
fixed_total_views,3.338978887195135,0.2816380483470309,0.01160441355441896,37.546192832460214,26.39741282332536,1.1196534165651744,1.3344276702264115,0.9394467764696204,256,500,12.436287120819095,63.826920227050785,51.39063310623169,0.9822223935456376,0.7614603498534575,0.907525262363713,0.6389043792442354,512,2
fixed_total_views,9.575019584108897,0.01967440940687817,0.00453223300638954,109.98850443844101,18.307504402372885,0.7765177591489654,0.9254710153159887,0.6515383197256068,128,500,17.398193538665765,68.78882664489745,51.39063310623169,1.0834899692486353,0.8399672584011837,1.0010915298533476,0.7047757114570313,512,4
fixed_total_views,3.4377752835143918,0.03843955431977768,0.007952953250221185,17.225613355072547,5.407314455130017,0.22935270757969292,0.2733476223156541,0.19243871239308624,64,500,-4.310955631256107,47.07967747497558,51.39063310623169,0.3881480721495523,0.3009088051302003,0.3586297597450621,0.2524779568467799,512,8
fixed_total_views,3.104157321743744,0.020318854730542804,0.007755392093498496,10.522956544672235,0.8871638665369602,0.03762929575217921,0.044847425747946354,0.03157291361076197,32,500,-24.754188026428224,26.636445079803465,51.39063310623169,0.05942664890576206,0.04607005212236351,0.05490730561020562,0.038655142133996664,512,16
