epoch,step,train/loss,train/product_score,train/whitening,val/closure_defect_frobenius,val/loss,val/product_score,val/whitening,val_score
0,174,-0.06039164960384369,0.08348169922828674,0.023090003058314323,,,,,
1,349,-0.11018113046884537,0.13317929208278656,0.022998107597231865,,,,,
2,524,-0.15268473327159882,0.17510126531124115,0.022416483610868454,,,,,
3,699,-0.1825576275587082,0.2046128213405609,0.022055169567465782,,,,,
4,874,-0.20767194032669067,0.22955985367298126,0.02188790962100029,,,,,
5,1049,-0.20996177196502686,0.2316904067993164,0.021728696301579475,,,,,
6,1224,-0.24279837310314178,0.2644036114215851,0.021605204790830612,,,,,
7,1399,-0.2591477632522583,0.2806493639945984,0.02150164172053337,,,,,
8,1574,-0.26246321201324463,0.28398752212524414,0.021524304524064064,,,,,
9,1749,,,,5.556550025939941,-0.22572453320026398,0.24687205255031586,0.021147506311535835,0.22572453320026398
9,1749,-0.255113422870636,0.2764463722705841,0.021332886070013046,,,,,
10,1924,-0.27028706669807434,0.2912878096103668,0.021000785753130913,,,,,
11,2099,-0.2837587296962738,0.30477941036224365,0.0210206788033247,,,,,
12,2274,-0.3049348294734955,0.32590487599372864,0.020969945937395096,,,,,
13,2449,-0.25151073932647705,0.2725801169872284,0.021069223061203957,,,,,
14,2624,-0.2931276261806488,0.3140616714954376,0.02093398943543434,,,,,
15,2799,-0.26154181361198425,0.28247544169425964,0.020933788269758224,,,,,
16,2974,-0.28965649008750916,0.3104754388332367,0.02081882953643799,,,,,
17,3149,-0.31132277846336365,0.3319820165634155,0.020659249275922775,,,,,
18,3324,-0.2743203341960907,0.29537510871887207,0.02105475217103958,,,,,
19,3499,,,,5.190708637237549,-0.22811312973499298,0.24926848709583282,0.021155351772904396,0.22811312973499298
19,3499,-0.26350805163383484,0.2843121588230133,0.020804112777113914,,,,,
20,3674,-0.30947571992874146,0.3303159177303314,0.02084035985171795,,,,,
21,3849,-0.3056980073451996,0.32626625895500183,0.020568212494254112,,,,,
22,4024,-0.33445242047309875,0.35501426458358765,0.02056179940700531,,,,,
23,4199,-0.3347027897834778,0.3551347553730011,0.02043185941874981,,,,,
24,4374,-0.3272656798362732,0.34785208106040955,0.020586416125297546,,,,,
25,4549,-0.3590296804904938,0.37972474098205566,0.02069506235420704,,,,,
26,4724,-0.32854992151260376,0.3492410480976105,0.02069099433720112,,,,,
27,4899,-0.34093931317329407,0.36134520173072815,0.020406009629368782,,,,,
28,5074,-0.3718103766441345,0.3922317624092102,0.02042139507830143,,,,,
29,5249,,,,5.241027355194092,-0.24917487800121307,0.2720639705657959,0.02288905717432499,0.24917487800121307
29,5249,-0.3599388599395752,0.380828320980072,0.020889626815915108,,,,,
30,5424,-0.42362523078918457,0.44390344619750977,0.020278234034776688,,,,,
31,5599,-0.45832881331443787,0.47853538393974304,0.020206689834594727,,,,,
32,5774,-0.46120527386665344,0.48148366808891296,0.02027842588722706,,,,,
33,5949,-0.34369444847106934,0.36427041888237,0.02057594247162342,,,,,
34,6124,-0.5175032615661621,0.5377435088157654,0.020240269601345062,,,,,
35,6299,-0.44995275139808655,0.47075530886650085,0.02080276422202587,,,,,
36,6474,-0.3993525803089142,0.4202297627925873,0.020877130329608917,,,,,
37,6649,-0.31259310245513916,0.3331648111343384,0.020571744069457054,,,,,
38,6824,-0.3463858366012573,0.36716264486312866,0.020776716992259026,,,,,
39,6999,,,,5.196130275726318,-0.29644718766212463,0.31866487860679626,0.022217709571123123,0.29644718766212463
39,6999,-0.6207667589187622,0.6413070559501648,0.020539969205856323,,,,,
40,7174,-0.36100733280181885,0.38175612688064575,0.020748475566506386,,,,,
41,7349,-0.42553144693374634,0.4462728798389435,0.020741507411003113,,,,,
42,7524,-0.657389760017395,0.6781083941459656,0.020718175917863846,,,,,
43,7699,-0.5500161051750183,0.5707625150680542,0.020746339112520218,,,,,
44,7874,-0.3861420154571533,0.40687552094459534,0.020733293145895004,,,,,
