epoch,step,test/accuracy,test/loss,test/top5_accuracy,train/accuracy,train/loss,train/top5_accuracy,val/accuracy,val/loss,val/top5_accuracy,val_accuracy
0,175,,,,,,,0.22599999606609344,2.0247602462768555,0.7753999829292297,0.22599999606609344
0,175,,,,0.2181333303451538,2.0546083450317383,0.7599999904632568,,,,
1,351,,,,,,,0.25060001015663147,1.9984146356582642,0.7734000086784363,0.25060001015663147
1,351,,,,0.22937777638435364,2.022477149963379,0.7718444466590881,,,,
2,527,,,,,,,0.2515999972820282,1.9978550672531128,0.7825999855995178,0.2515999972820282
2,527,,,,0.23828889429569244,2.009168863296509,0.7749999761581421,,,,
3,703,,,,,,,0.25839999318122864,1.9984327554702759,0.7706000208854675,0.25839999318122864
3,703,,,,0.24788889288902283,1.998107671737671,0.7773110866546631,,,,
4,879,,,,,,,0.26260000467300415,1.9827179908752441,0.7821999788284302,0.26260000467300415
4,879,,,,0.2487555593252182,1.998631238937378,0.779355525970459,,,,
5,1055,,,,,,,0.26420000195503235,1.97581148147583,0.775600016117096,0.26420000195503235
5,1055,,,,0.253377765417099,1.9853140115737915,0.7851555347442627,,,,
6,1231,,,,,,,0.266400009393692,1.9588491916656494,0.79339998960495,0.266400009393692
6,1231,,,,0.2586444318294525,1.9783612489700317,0.7863777875900269,,,,
7,1407,,,,,,,0.2712000012397766,1.954451560974121,0.7892000079154968,0.2712000012397766
7,1407,,,,0.2600666582584381,1.9746309518814087,0.7872889041900635,,,,
8,1583,,,,,,,0.27140000462532043,1.9524646997451782,0.7982000112533569,0.27140000462532043
8,1583,,,,0.2606889009475708,1.9735060930252075,0.7871111035346985,,,,
9,1759,,,,,,,0.26179999113082886,1.957841396331787,0.777400016784668,0.26179999113082886
9,1759,,,,0.2613333463668823,1.9679758548736572,0.7905111312866211,,,,
10,1935,,,,,,,0.2727999985218048,1.9531819820404053,0.7896000146865845,0.2727999985218048
10,1935,,,,0.26473334431648254,1.9640886783599854,0.7924222350120544,,,,
11,2111,,,,,,,0.27900001406669617,1.9375054836273193,0.7991999983787537,0.27900001406669617
11,2111,,,,0.2671999931335449,1.9619524478912354,0.7911333441734314,,,,
12,2287,,,,,,,0.2802000045776367,1.9381617307662964,0.8001999855041504,0.2802000045776367
12,2287,,,,0.26651111245155334,1.9579347372055054,0.7925999760627747,,,,
13,2463,,,,,,,0.27720001339912415,1.9422680139541626,0.7943999767303467,0.27720001339912415
13,2463,,,,0.26866665482521057,1.951592206954956,0.7957333326339722,,,,
14,2639,,,,,,,0.2741999924182892,1.9461289644241333,0.7878000140190125,0.2741999924182892
14,2639,,,,0.27033331990242004,1.949948787689209,0.7981777787208557,,,,
15,2815,,,,,,,0.2782000005245209,1.9409332275390625,0.801800012588501,0.2782000005245209
15,2815,,,,0.2700222134590149,1.9520026445388794,0.7954666614532471,,,,
16,2991,,,,,,,0.2669999897480011,1.9451767206192017,0.8004000186920166,0.2669999897480011
16,2991,,,,0.2722666561603546,1.9448041915893555,0.7986222505569458,,,,
17,3167,,,,,,,0.2768000066280365,1.9461159706115723,0.8050000071525574,0.2768000066280365
17,3167,,,,0.27346667647361755,1.9405760765075684,0.800266683101654,,,,
18,3343,,,,,,,0.27799999713897705,1.9189293384552002,0.8068000078201294,0.27799999713897705
18,3343,,,,0.27239999175071716,1.9416394233703613,0.7983555793762207,,,,
19,3519,,,,,,,0.27379998564720154,1.9351599216461182,0.8040000200271606,0.27379998564720154
19,3519,,,,0.2798444330692291,1.9377048015594482,0.8006888628005981,,,,
20,3695,,,,,,,0.29120001196861267,1.916393518447876,0.8047999739646912,0.29120001196861267
20,3695,,,,0.27844443917274475,1.9342302083969116,0.8023777604103088,,,,
21,3871,,,,,,,0.2955999970436096,1.9074348211288452,0.8100000023841858,0.2955999970436096
21,3871,,,,0.27542221546173096,1.9390753507614136,0.8032444715499878,,,,
22,4047,,,,,,,0.28940001130104065,1.9091118574142456,0.8123999834060669,0.28940001130104065
22,4047,,,,0.2808888852596283,1.9305909872055054,0.8041333556175232,,,,
23,4223,,,,,,,0.28940001130104065,1.911800742149353,0.8090000152587891,0.28940001130104065
23,4223,,,,0.27942222356796265,1.930759072303772,0.8039777874946594,,,,
24,4399,,,,,,,0.28780001401901245,1.9178345203399658,0.7960000038146973,0.28780001401901245
24,4399,,,,0.2777111232280731,1.9340723752975464,0.8042666912078857,,,,
25,4575,,,,,,,0.29280000925064087,1.901092767715454,0.8113999962806702,0.29280000925064087
25,4575,,,,0.27988889813423157,1.928966999053955,0.8066889047622681,,,,
26,4751,,,,,,,0.2865999937057495,1.9030978679656982,0.8119999766349792,0.2865999937057495
26,4751,,,,0.28540000319480896,1.9200810194015503,0.804888904094696,,,,
27,4927,,,,,,,0.2962000072002411,1.9169542789459229,0.8022000193595886,0.2962000072002411
27,4927,,,,0.2833999991416931,1.9228965044021606,0.807200014591217,,,,
28,5103,,,,,,,0.2971999943256378,1.9050683975219727,0.8101999759674072,0.2971999943256378
28,5103,,,,0.28220000863075256,1.9242687225341797,0.808222234249115,,,,
29,5279,,,,,,,0.2935999929904938,1.901915192604065,0.8094000220298767,0.2935999929904938
29,5279,,,,0.2871555685997009,1.919726014137268,0.8068000078201294,,,,
30,5455,,,,,,,0.30219998955726624,1.8938337564468384,0.8113999962806702,0.30219998955726624
30,5455,,,,0.28528890013694763,1.9200379848480225,0.8094888925552368,,,,
31,5631,,,,,,,0.2985999882221222,1.8956623077392578,0.8169999718666077,0.2985999882221222
31,5631,,,,0.28566667437553406,1.9164432287216187,0.8087555766105652,,,,
32,5807,,,,,,,0.29319998621940613,1.8995153903961182,0.8086000084877014,0.29319998621940613
32,5807,,,,0.2862222194671631,1.9150859117507935,0.8089110851287842,,,,
33,5983,,,,,,,0.2874000072479248,1.8931396007537842,0.8119999766349792,0.2874000072479248
33,5983,,,,0.2874888777732849,1.917533278465271,0.8074889183044434,,,,
34,6159,,,,,,,0.29120001196861267,1.899686336517334,0.8109999895095825,0.29120001196861267
34,6159,,,,0.28751111030578613,1.9146990776062012,0.8106889128684998,,,,
35,6335,,,,,,,0.30079999566078186,1.8880308866500854,0.8144000172615051,0.30079999566078186
35,6335,,,,0.28688889741897583,1.9157782793045044,0.8121333122253418,,,,
36,6511,,,,,,,0.29919999837875366,1.8938605785369873,0.8137999773025513,0.29919999837875366
36,6511,,,,0.28839999437332153,1.909693956375122,0.8121777772903442,,,,
37,6687,,,,,,,0.2919999957084656,1.8932909965515137,0.8149999976158142,0.2919999957084656
37,6687,,,,0.28691110014915466,1.9120159149169922,0.8110222220420837,,,,
38,6863,,,,,,,0.2971999943256378,1.893224835395813,0.8205999732017517,0.2971999943256378
38,6863,,,,0.2894666790962219,1.9097236394882202,0.8122666478157043,,,,
39,7039,,,,,,,0.303600013256073,1.890074372291565,0.8118000030517578,0.303600013256073
39,7039,,,,0.28733333945274353,1.907365083694458,0.8137999773025513,,,,
40,7215,,,,,,,0.3003999888896942,1.8867191076278687,0.8184000253677368,0.3003999888896942
40,7215,,,,0.2917333245277405,1.9069252014160156,0.8140666484832764,,,,
41,7391,,,,,,,0.29739999771118164,1.8767945766448975,0.8194000124931335,0.29739999771118164
41,7391,,,,0.29082220792770386,1.907560110092163,0.8120889067649841,,,,
42,7567,,,,,,,0.30399999022483826,1.8932956457138062,0.8112000226974487,0.30399999022483826
42,7567,,,,0.2917777895927429,1.9072258472442627,0.8136444687843323,,,,
43,7743,,,,,,,0.29280000925064087,1.886580228805542,0.8144000172615051,0.29280000925064087
43,7743,,,,0.2911333441734314,1.9031952619552612,0.8136444687843323,,,,
44,7919,,,,,,,0.3059999942779541,1.8795419931411743,0.8194000124931335,0.3059999942779541
44,7919,,,,0.2927333414554596,1.9033310413360596,0.8125777840614319,,,,
45,8095,,,,,,,0.3052000105381012,1.886000156402588,0.8148000240325928,0.3052000105381012
45,8095,,,,0.29037776589393616,1.9025321006774902,0.8140444159507751,,,,
46,8271,,,,,,,0.305400013923645,1.8785219192504883,0.8202000260353088,0.305400013923645
46,8271,,,,0.29413333535194397,1.8996431827545166,0.8150666952133179,,,,
47,8447,,,,,,,0.29600000381469727,1.8847432136535645,0.8159999847412109,0.29600000381469727
47,8447,,,,0.2954888939857483,1.901633381843567,0.8141999840736389,,,,
48,8623,,,,,,,0.30320000648498535,1.8846606016159058,0.8162000179290771,0.30320000648498535
48,8623,,,,0.29348888993263245,1.9003888368606567,0.8160666823387146,,,,
49,8799,,,,,,,0.3046000003814697,1.8733409643173218,0.8209999799728394,0.3046000003814697
49,8799,,,,0.2966666519641876,1.8991862535476685,0.8130000233650208,,,,
50,8975,,,,,,,0.30640000104904175,1.8797904253005981,0.8212000131607056,0.30640000104904175
50,8975,,,,0.2973555624485016,1.9004963636398315,0.8140888810157776,,,,
51,9151,,,,,,,0.30559998750686646,1.8726317882537842,0.8167999982833862,0.30559998750686646
51,9151,,,,0.2956666648387909,1.8963849544525146,0.8157333135604858,,,,
52,9327,,,,,,,0.30880001187324524,1.8747384548187256,0.819599986076355,0.30880001187324524
52,9327,,,,0.29679998755455017,1.8999561071395874,0.8147555589675903,,,,
53,9503,,,,,,,0.30820000171661377,1.8728339672088623,0.8208000063896179,0.30820000171661377
53,9503,,,,0.29357779026031494,1.8963345289230347,0.8163999915122986,,,,
54,9679,,,,,,,0.30660000443458557,1.8738150596618652,0.8205999732017517,0.30660000443458557
54,9679,,,,0.29286667704582214,1.8982716798782349,0.8160222172737122,,,,
55,9855,,,,,,,0.30379998683929443,1.875488042831421,0.8216000199317932,0.30379998683929443
55,9855,,,,0.2958666682243347,1.893680214881897,0.8170444369316101,,,,
56,10031,,,,,,,0.30379998683929443,1.8687281608581543,0.8252000212669373,0.30379998683929443
56,10031,,,,0.29704445600509644,1.8958255052566528,0.8155778050422668,,,,
57,10207,,,,,,,0.2903999984264374,1.885472059249878,0.8241999745368958,0.2903999984264374
57,10207,,,,0.29760000109672546,1.8934558629989624,0.8171555399894714,,,,
58,10383,,,,,,,0.313400000333786,1.8656529188156128,0.826200008392334,0.313400000333786
58,10383,,,,0.2975333333015442,1.8917993307113647,0.8175333142280579,,,,
59,10559,,,,,,,0.3034000098705292,1.8700525760650635,0.8252000212669373,0.3034000098705292
59,10559,,,,0.30113333463668823,1.8928996324539185,0.818244457244873,,,,
60,10735,,,,,,,0.3034000098705292,1.8687989711761475,0.8226000070571899,0.3034000098705292
60,10735,,,,0.2989555597305298,1.8918991088867188,0.8200222253799438,,,,
61,10911,,,,,,,0.3034000098705292,1.8651474714279175,0.8220000267028809,0.3034000098705292
61,10911,,,,0.2998444437980652,1.890873908996582,0.8182888627052307,,,,
62,11087,,,,,,,0.31299999356269836,1.8709806203842163,0.8222000002861023,0.31299999356269836
