design,gradient_bias_l2,gradient_cosine_to_reference_mean,gradient_cosine_to_reference_std,gradient_mse_to_reference,gradient_variance,gradient_variance_ratio,gradient_variance_ratio_ci95_high,gradient_variance_ratio_ci95_low,parents,repetitions,score_bias,score_mean,score_reference,score_variance,score_variance_ratio,score_variance_ratio_ci95_high,score_variance_ratio_ci95_low,total_views,views
fixed_parent,2.0852870867253217,-0.015205606739220875,0.009250972744409986,4.402784856544809,0.05436262248145618,1.0,1.1918220857308797,0.8390514087400507,64,500,-22.320790939331054,62.53055507659912,84.85134601593018,0.0020541491669104368,1.0,1.1918220857308797,0.8390514087400507,64,1
fixed_parent,2.137981736017965,-0.002226990493120695,0.017617745946143088,9.12434959599884,4.553383692452465,83.75945612273738,99.82636969588496,70.27848965508326,64,500,-23.79018437957764,61.06116163635254,84.85134601593018,0.09093659609007483,44.26971397936446,52.76162284959563,37.144565878904864,128,2
fixed_parent,2.2165019940190587,0.013916940728445917,0.014918748824926293,8.905818246418304,3.9929371569278547,73.45004664353526,87.53938778772859,61.62836510828069,64,500,-28.09888271331787,56.752463302612306,84.85134601593018,0.38509381528549974,187.47120291400446,223.43232007144576,157.29797690318733,256,4
fixed_parent,2.3108743498713986,0.02763039197044843,0.012423638689055586,7.3362642971373235,1.9961240362437982,36.71868547042047,43.76214030265267,30.808864771039126,64,500,-30.80276583099365,54.048580184936526,84.85134601593018,0.3502067328647212,170.4874886917064,203.19075436356928,143.0477675593297,512,8
fixed_parent,2.3738411970927484,0.03567693236014874,0.009459757040904475,6.641517523787152,1.0063954947723874,18.512636970662747,22.06376960675387,15.533054129727722,64,500,-32.220160316467286,52.63118569946289,84.85134601593018,0.2063555744222789,100.45793058575684,119.72798035892465,84.2893681770895,1024,16
fixed_total_views,0.33523078563256425,0.6155085807349119,0.024017947941773258,5.39745621356455,5.285076533928727,1.0,1.1918220857308797,0.8390514087400507,512,500,3.694259498596196,88.54560551452637,84.85134601593018,2.1833738538806133,1.0,1.1918220857308797,0.8390514087400507,512,1
fixed_total_views,2.405702208783924,0.34279105521185,0.01626761364201101,12.377017398208196,6.589614280860341,1.2468342205750178,1.4860045613263535,1.0461580092387717,256,500,2.134636589050288,86.98598260498046,84.85134601593018,1.4692808125496568,0.6729405547924076,0.8020254155855825,0.5646317204968808,512,2
fixed_total_views,6.605571015146236,0.05309199823714151,0.007680197296134965,53.04727333039248,9.413704894252305,1.7811861065433827,2.1228569405753994,1.4945067119234312,128,500,-0.4189731521606461,84.43237286376953,84.85134601593018,1.1863072254491562,0.5433367370139917,0.647560723162226,0.4558874546118121,512,4
fixed_total_views,2.307756048722533,0.028379886081669595,0.012161271901774883,7.31192134223093,1.986183361815468,0.37580976340923755,0.4478983760644259,0.31532371140678594,64,500,-30.799203392028808,54.05214262390137,84.85134601593018,0.36899882343593976,0.1690039581540746,0.2014226499039635,0.14180300917182087,512,8
fixed_total_views,2.028587055850831,0.014963281264403286,0.014492910056243664,4.449800923289106,0.3346354801235926,0.06331705472481346,0.07546266422446342,0.05312626396412561,32,500,-56.36219120788574,28.489154808044432,84.85134601593018,0.05006701996053507,0.02293103394617857,0.027329712705700147,0.019240316336407052,512,16
