epoch,step,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/invalid_batch,train/loss,train/retained_min,train/whitening,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/invalid_batch,val/loss,val/retained_min,val/whitening,val_score
0,116,0.7899602055549622,5.61727237701416,31.004268646240234,0.0,89.31997680664062,40.64102554321289,0.023197242990136147,,,,,,,,,
1,233,0.7149999141693115,8.096837997436523,42.532169342041016,0.0,74.93992614746094,45.401710510253906,0.023196954280138016,,,,,,,,,
2,350,0.5591594576835632,10.198782920837402,45.60604476928711,0.0,52.27546310424805,45.410255432128906,0.023056285455822945,,,,,,,,,
3,467,0.4019654393196106,11.49971866607666,46.44407272338867,0.0,30.6859188079834,41.03418731689453,0.022872522473335266,,,,,,,,,
4,584,0.313014954328537,13.06926441192627,49.78986740112305,0.0,17.061418533325195,39.880340576171875,0.022738179191946983,,,,,,,,,
5,701,0.2666636109352112,14.827054977416992,53.21199035644531,0.0,8.686137199401855,39.837608337402344,0.022650303319096565,,,,,,,,,
6,818,0.2406836450099945,16.17793846130371,56.157745361328125,0.0,3.4206175804138184,39.982906341552734,0.02259911224246025,,,,,,,,,
7,935,0.21600556373596191,17.339338302612305,58.212432861328125,0.0,-1.3104063272476196,40.0,0.022697387263178825,,,,,,,,,
8,1052,0.19168084859848022,18.101299285888672,59.78368377685547,0.0,-5.500094890594482,40.0,0.022792229428887367,,,,,,,,,
9,1169,,,,,,,,1.7661508321762085,0.16816231608390808,18.667724609375,61.58757400512695,0.0,-9.437726974487305,39.95840072631836,0.022737925872206688,9.437726974487305
9,1169,0.16843822598457336,18.69655418395996,60.94525146484375,0.0,-9.30222225189209,40.0,0.02328597940504551,,,,,,,,,
10,1286,0.14189162850379944,18.900333404541016,61.669219970703125,0.0,-13.04739761352539,40.0,0.02464754693210125,,,,,,,,,
11,1403,0.12597407400608063,19.606964111328125,63.47140884399414,0.0,-16.151958465576172,40.0,0.024613745510578156,,,,,,,,,
12,1520,0.11402929574251175,20.040668487548828,65.5071792602539,0.0,-18.52256202697754,40.0,0.023801008239388466,,,,,,,,,
13,1637,0.10391181707382202,20.551706314086914,66.74559783935547,0.0,-20.576557159423828,40.0,0.023553820326924324,,,,,,,,,
14,1754,0.09700774401426315,20.992210388183594,66.46886444091797,0.0,-21.84537124633789,40.0,0.02362011931836605,,,,,,,,,
15,1871,0.0923672616481781,21.408092498779297,65.87958526611328,0.0,-22.738239288330078,40.0,0.022755378857254982,,,,,,,,,
16,1988,0.08702695369720459,21.83823585510254,64.99449920654297,0.0,-23.674930572509766,40.0,0.02275683917105198,,,,,,,,,
17,2105,0.0850749984383583,22.074222564697266,64.73067474365234,0.0,-24.107370376586914,40.0,0.023396402597427368,,,,,,,,,
18,2222,0.08116210252046585,22.758712768554688,66.72211456298828,0.0,-25.691160202026367,40.0,0.02322891727089882,,,,,,,,,
19,2339,,,,,,,,1.616745114326477,0.1245998814702034,22.092296600341797,59.149208068847656,0.0,-17.851858139038086,40.85599899291992,0.12149564176797867,17.851858139038086
19,2339,0.08009418845176697,23.209228515625,65.6986312866211,0.0,-26.073307037353516,40.837608337402344,0.02359476312994957,,,,,,,,,
20,2456,0.0797443762421608,23.75581169128418,66.81246948242188,0.0,-26.88661766052246,42.991451263427734,0.024410651996731758,,,,,,,,,
21,2573,0.07667706906795502,24.994199752807617,68.61610412597656,0.0,-28.878015518188477,42.96581268310547,0.024739641696214676,,,,,,,,,
22,2690,0.07800805568695068,25.138154983520508,68.63492584228516,0.0,-28.854961395263672,42.89743423461914,0.025145817548036575,,,,,,,,,
