epoch,step,train/cross_trace_sum,train/loss,val/closure_defect_frobenius,val/cross_trace_sum,val/loss,val_score
0,116,85.8011245727539,-85.8011245727539,,,,
1,233,124.53746032714844,-124.53746032714844,,,,
2,350,151.5303955078125,-151.5303955078125,,,,
3,467,165.20672607421875,-165.20672607421875,,,,
4,584,173.9892120361328,-173.9892120361328,,,,
5,701,180.42510986328125,-180.42510986328125,,,,
6,818,185.15554809570312,-185.15554809570312,,,,
7,935,190.57688903808594,-190.57688903808594,,,,
8,1052,194.67076110839844,-194.67076110839844,,,,
9,1169,,,5.58503532409668,198.6746063232422,-198.6746063232422,198.6746063232422
9,1169,198.74501037597656,-198.74501037597656,,,,
10,1286,202.79934692382812,-202.79934692382812,,,,
11,1403,207.22311401367188,-207.22311401367188,,,,
12,1520,210.5018768310547,-210.5018768310547,,,,
13,1637,214.03529357910156,-214.03529357910156,,,,
14,1754,217.2814483642578,-217.2814483642578,,,,
15,1871,220.2034912109375,-220.2034912109375,,,,
16,1988,223.02740478515625,-223.02740478515625,,,,
17,2105,225.75497436523438,-225.75497436523438,,,,
18,2222,228.1123504638672,-228.1123504638672,,,,
19,2339,,,4.969825267791748,228.02764892578125,-228.02764892578125,228.02764892578125
19,2339,230.59487915039062,-230.59487915039062,,,,
20,2456,232.8826141357422,-232.8826141357422,,,,
21,2573,234.58340454101562,-234.58340454101562,,,,
22,2690,236.65194702148438,-236.65194702148438,,,,
23,2807,237.77818298339844,-237.77818298339844,,,,
24,2924,240.77496337890625,-240.77496337890625,,,,
25,3041,242.59469604492188,-242.59469604492188,,,,
26,3158,243.25392150878906,-243.25392150878906,,,,
27,3275,244.89601135253906,-244.89601135253906,,,,
28,3392,246.1544952392578,-246.1544952392578,,,,
29,3509,,,4.566876411437988,240.14157104492188,-240.14157104492188,240.14157104492188
29,3509,247.6989288330078,-247.6989288330078,,,,
30,3626,248.59103393554688,-248.59103393554688,,,,
31,3743,250.00108337402344,-250.00108337402344,,,,
32,3860,250.91946411132812,-250.91946411132812,,,,
33,3977,251.79576110839844,-251.79576110839844,,,,
34,4094,252.16427612304688,-252.16427612304688,,,,
35,4211,253.47210693359375,-253.47210693359375,,,,
36,4328,254.80421447753906,-254.80421447753906,,,,
37,4445,255.64620971679688,-255.64620971679688,,,,
38,4562,256.45001220703125,-256.45001220703125,,,,
39,4679,,,4.382040023803711,251.03309631347656,-251.03309631347656,251.03309631347656
39,4679,257.11669921875,-257.11669921875,,,,
40,4796,257.99462890625,-257.99462890625,,,,
41,4913,258.2899169921875,-258.2899169921875,,,,
42,5030,259.09002685546875,-259.09002685546875,,,,
43,5147,259.751708984375,-259.751708984375,,,,
44,5264,260.32550048828125,-260.32550048828125,,,,
45,5381,260.35504150390625,-260.35504150390625,,,,
46,5498,261.10919189453125,-261.10919189453125,,,,
47,5615,261.402099609375,-261.402099609375,,,,
48,5732,262.1509094238281,-262.1509094238281,,,,
49,5849,,,4.3486151695251465,255.29124450683594,-255.29124450683594,255.29124450683594
49,5849,262.3045349121094,-262.3045349121094,,,,
50,5966,263.37628173828125,-263.37628173828125,,,,
51,6083,263.7538146972656,-263.7538146972656,,,,
52,6200,264.2381286621094,-264.2381286621094,,,,
53,6317,264.7681884765625,-264.7681884765625,,,,
54,6434,265.123779296875,-265.123779296875,,,,
55,6551,265.8509826660156,-265.8509826660156,,,,
56,6668,265.9247741699219,-265.9247741699219,,,,
57,6785,265.8768005371094,-265.8768005371094,,,,
58,6902,267.26873779296875,-267.26873779296875,,,,
59,7019,,,4.240802764892578,259.43994140625,-259.43994140625,259.43994140625
59,7019,266.8045654296875,-266.8045654296875,,,,
60,7136,267.7562255859375,-267.7562255859375,,,,
61,7253,267.29254150390625,-267.29254150390625,,,,
62,7370,267.979248046875,-267.979248046875,,,,
63,7487,268.3260498046875,-268.3260498046875,,,,
64,7604,269.0552978515625,-269.0552978515625,,,,
65,7721,269.1738586425781,-269.1738586425781,,,,
66,7838,269.7102966308594,-269.7102966308594,,,,
67,7955,270.1646423339844,-270.1646423339844,,,,
68,8072,269.8182373046875,-269.8182373046875,,,,
69,8189,,,4.2314133644104,262.42193603515625,-262.42193603515625,262.42193603515625
69,8189,270.13360595703125,-270.13360595703125,,,,
70,8306,270.7194519042969,-270.7194519042969,,,,
71,8423,271.0722351074219,-271.0722351074219,,,,
72,8540,271.2937927246094,-271.2937927246094,,,,
73,8657,271.8769226074219,-271.8769226074219,,,,
74,8774,271.59881591796875,-271.59881591796875,,,,
75,8891,272.5377197265625,-272.5377197265625,,,,
76,9008,272.8944091796875,-272.8944091796875,,,,
77,9125,272.9590759277344,-272.9590759277344,,,,
78,9242,272.91876220703125,-272.91876220703125,,,,
79,9359,,,4.1569905281066895,265.60296630859375,-265.60296630859375,265.60296630859375
79,9359,273.4535217285156,-273.4535217285156,,,,
80,9476,273.450439453125,-273.450439453125,,,,
81,9593,273.5929260253906,-273.5929260253906,,,,
82,9710,274.0674133300781,-274.0674133300781,,,,
83,9827,274.4234924316406,-274.4234924316406,,,,
84,9944,274.4446716308594,-274.4446716308594,,,,
85,10061,274.76214599609375,-274.76214599609375,,,,
86,10178,274.8749084472656,-274.8749084472656,,,,
87,10295,275.2091979980469,-275.2091979980469,,,,
88,10412,275.2584228515625,-275.2584228515625,,,,
89,10529,,,4.1280388832092285,267.9960021972656,-267.9960021972656,267.9960021972656
89,10529,275.5855407714844,-275.5855407714844,,,,
90,10646,276.0906066894531,-276.0906066894531,,,,
91,10763,276.5248718261719,-276.5248718261719,,,,
92,10880,276.6976013183594,-276.6976013183594,,,,
