run_id,dataset,channel,selection,k,factor_index,factor_name,accuracy_mean,accuracy_std,repeats
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,1,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,1,1,shape,0.4515,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,1,2,scale,0.3605,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,1,3,orientation,0.0265,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,1,4,position_x,0.042,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,1,5,position_y,0.036,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,1,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,1,1,shape,0.3285,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,1,2,scale,0.1815,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,1,3,orientation,0.026,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,1,4,position_x,0.038,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,1,5,position_y,0.0555,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,1,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,1,1,shape,0.457,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,1,2,scale,0.3265,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,1,3,orientation,0.0255,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,1,4,position_x,0.0345,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,1,5,position_y,0.043,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,1,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,1,1,shape,0.4475,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,1,2,scale,0.3245,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,1,3,orientation,0.0285,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,1,4,position_x,0.0405,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,1,5,position_y,0.0545,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,1,0,color,1.0,0.0,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,1,1,shape,0.36219999999999997,0.020244134953116666,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,1,2,scale,0.2071,0.02208336477985183,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,1,3,orientation,0.0253,0.0013509256086106293,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,1,4,position_x,0.040100000000000004,0.003697972417420118,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,1,5,position_y,0.0498,0.006006246748178102,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,1,0,color,1.0,0.0,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,1,1,shape,0.35150000000000003,0.012727922061357828,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,1,2,scale,0.19074999999999998,0.020152543263816602,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,1,3,orientation,0.027,0.0007071067811865482,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,1,4,position_x,0.04875,0.0017677669529663704,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,1,5,position_y,0.04575,0.006010407640085654,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,2,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,2,1,shape,0.462,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,2,2,scale,0.3425,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,2,3,orientation,0.032,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,2,4,position_x,0.0375,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,2,5,position_y,0.066,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,2,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,2,1,shape,0.352,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,2,2,scale,0.201,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,2,3,orientation,0.027,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,2,4,position_x,0.054,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,2,5,position_y,0.056,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,2,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,2,1,shape,0.4615,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,2,2,scale,0.327,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,2,3,orientation,0.0345,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,2,4,position_x,0.046,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,2,5,position_y,0.0595,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,2,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,2,1,shape,0.4505,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,2,2,scale,0.3255,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,2,3,orientation,0.025,0.0,1
