run_id,dataset,channel,selection,k,factor_index,factor_name,accuracy_mean,accuracy_std,repeats
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,2,4,position_x,0.0415,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,2,5,position_y,0.05,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,2,0,color,1.0,0.0,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,2,1,shape,0.42699999999999994,0.023892990603940734,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,2,2,scale,0.2934,0.02759846010196946,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,2,3,orientation,0.028100000000000003,0.003435112807463533,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,2,4,position_x,0.0495,0.007615773105863907,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,2,5,position_y,0.05489999999999999,0.009819623210693981,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,2,0,color,1.0,0.0,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,2,1,shape,0.38649999999999995,0.060104076400856556,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,2,2,scale,0.2465,0.08768124086713189,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,2,3,orientation,0.0215,0.0007071067811865457,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,2,4,position_x,0.04525,0.005303300858899106,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,2,5,position_y,0.04725,0.007424621202458746,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,4,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,4,1,shape,0.4615,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,4,2,scale,0.345,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,4,3,orientation,0.0285,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,4,4,position_x,0.046,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,4,5,position_y,0.08,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,4,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,4,1,shape,0.4105,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,4,2,scale,0.311,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,4,3,orientation,0.028,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,4,4,position_x,0.0545,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,4,5,position_y,0.0835,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,4,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,4,1,shape,0.4685,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,4,2,scale,0.3515,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,4,3,orientation,0.039,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,4,4,position_x,0.0895,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,4,5,position_y,0.082,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,4,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,4,1,shape,0.469,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,4,2,scale,0.3425,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,4,3,orientation,0.029,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,4,4,position_x,0.0605,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,4,5,position_y,0.052,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,4,0,color,1.0,0.0,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,4,1,shape,0.4343,0.02188207028596702,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,4,2,scale,0.301,0.03593048844644336,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,4,3,orientation,0.029599999999999998,0.00533151010502653,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,4,4,position_x,0.06799999999999999,0.00825378700960959,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,4,5,position_y,0.0636,0.005212964607591344,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,4,0,color,1.0,0.0,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,4,1,shape,0.44475,0.01308147545195114,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,4,2,scale,0.32875,0.008838834764831853,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,4,3,orientation,0.0275,0.0021213203435596446,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,4,4,position_x,0.0635,0.0021213203435596446,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,4,5,position_y,0.056999999999999995,0.00565685424949238,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,8,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,8,1,shape,0.466,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,8,2,scale,0.35,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,8,3,orientation,0.0415,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,8,4,position_x,0.083,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,8,5,position_y,0.101,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,8,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,8,1,shape,0.453,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,8,2,scale,0.34,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,8,3,orientation,0.04,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,8,4,position_x,0.077,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,8,5,position_y,0.0805,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,8,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,8,1,shape,0.4655,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,8,2,scale,0.3725,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,8,3,orientation,0.048,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,8,4,position_x,0.1095,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,8,5,position_y,0.102,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,8,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,8,1,shape,0.47,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,8,2,scale,0.3415,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,8,3,orientation,0.032,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,8,4,position_x,0.085,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,8,5,position_y,0.086,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,8,0,color,1.0,0.0,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,8,1,shape,0.45280000000000004,0.018643363430454283,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,8,2,scale,0.3434,0.023273912434311508,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,8,3,orientation,0.0328,0.0027748873851023217,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,8,4,position_x,0.0893,0.006657702306351644,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,8,5,position_y,0.091,0.009893179468704686,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,8,0,color,1.0,0.0,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,8,1,shape,0.46125000000000005,0.010253048327204948,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,8,2,scale,0.34450000000000003,0.004949747468305798,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,8,3,orientation,0.03,0.00282842712474619,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,8,4,position_x,0.089,0.004242640687119289,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,8,5,position_y,0.08549999999999999,0.003535533905932731,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,16,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,16,1,shape,0.4785,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,16,2,scale,0.3735,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,16,3,orientation,0.0475,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,16,4,position_x,0.132,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,16,5,position_y,0.13,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,16,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,16,1,shape,0.469,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,16,2,scale,0.3755,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,16,3,orientation,0.039,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,16,4,position_x,0.112,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,16,5,position_y,0.1235,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,16,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,16,1,shape,0.466,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,16,2,scale,0.3825,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,16,3,orientation,0.0555,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,16,4,position_x,0.1555,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,16,5,position_y,0.1215,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,16,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,16,1,shape,0.4615,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,16,2,scale,0.3695,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,16,3,orientation,0.0435,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,16,4,position_x,0.116,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,16,5,position_y,0.122,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,16,0,color,1.0,0.0,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,16,1,shape,0.46630000000000005,0.00405585995813463,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,16,2,scale,0.3733,0.010293201639917494,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,16,3,orientation,0.0378,0.0019235384061671362,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,16,4,position_x,0.1242,0.012809176398192037,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,16,5,position_y,0.118,0.007219764539096825,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,16,0,color,1.0,0.0,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,16,1,shape,0.46799999999999997,0.004242640687119249,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,16,2,scale,0.37675000000000003,0.007424621202458756,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,16,3,orientation,0.0325,0.0007071067811865482,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,16,4,position_x,0.12575,0.0017677669529663704,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,16,5,position_y,0.112,0.0014142135623730963,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,32,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,32,1,shape,0.478,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,32,2,scale,0.3865,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,32,3,orientation,0.053,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,32,4,position_x,0.185,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,32,5,position_y,0.1325,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,32,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,32,1,shape,0.4815,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,32,2,scale,0.373,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,32,3,orientation,0.049,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,32,4,position_x,0.1655,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,32,5,position_y,0.1505,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,32,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,32,1,shape,0.4885,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,32,2,scale,0.406,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,32,3,orientation,0.054,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,32,4,position_x,0.188,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,32,5,position_y,0.1605,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,32,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,32,1,shape,0.466,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,32,2,scale,0.386,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,32,3,orientation,0.0465,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,32,4,position_x,0.153,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,32,5,position_y,0.143,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,32,0,color,1.0,0.0,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,32,1,shape,0.4795999999999999,0.005079370039680122,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,32,2,scale,0.3886,0.008495587089777852,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,32,3,orientation,0.047,0.0014577379737113264,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,32,4,position_x,0.1668,0.006408978077665735,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random,32,5,position_y,0.1507,0.006601136265825761,5
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,32,0,color,1.0,0.0,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,32,1,shape,0.47624999999999995,0.007424621202458756,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,32,2,scale,0.382,0.005656854249492385,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,32,3,orientation,0.0455,0.0028284271247461927,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,32,4,position_x,0.16125,0.0017677669529663704,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,random_rotation_first,32,5,position_y,0.1495,0.012020815280171319,2
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,64,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,64,1,shape,0.49,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,64,2,scale,0.41,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,64,3,orientation,0.056,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,64,4,position_x,0.218,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_top,64,5,position_y,0.1825,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,64,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,64,1,shape,0.4895,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,64,2,scale,0.4,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,64,3,orientation,0.0635,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,64,4,position_x,0.219,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,eigen_bottom,64,5,position_y,0.2015,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,64,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,64,1,shape,0.498,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,64,2,scale,0.411,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,64,3,orientation,0.067,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,64,4,position_x,0.2275,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,pca_top,64,5,position_y,0.203,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,64,0,color,1.0,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,64,1,shape,0.4765,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,64,2,scale,0.407,0.0,1
20260807-063700_dsprites-spectral-factor-probe-smoke,dsprites,default,unranked_first,64,3,orientation,0.0605,0.0,1
