dataset,arm,variant,seed,source_file,mode,calibration_N,calibration_pool,calibration_samples_actual,evaluation_set,images_optimized,epochs,absolute_error,endpoint_norm,relative_error,delta_operator,surrogate_relative_error,retained_ranks,tau_relative,measurement_ridge,dimension,backbone_fingerprint_recorded,backbone_fingerprint_recomputed,fingerprint_match,checkpoint,checkpoint_mtime,analysis_mtime,train_commit,train_start,heads,note
cifar10,hierarchical,product_endpoint,1,results/validity/bigcal_c10_convergence_product_endpoint.json,convergence,20000,calibration 10000 + val 10000 of the seed-1 split (pool_val_into_calibration=True); sha256 64ec9e81e31966ca,20000,"CIFAR test set, 10000 images, chain views seeded seed+300000",30000,200,1.4892818895120503,9.249549096666183,0.16101129622078902,0.41349852877124094,0.1595767772661951,"[128, 128, 128]",0.001,0.001,128,112136.81733358698,112136.81733358698,True,results/gate1/gate1_20260824_v8_bigcal/units/product_endpoint__seed1/checkpoints/last.ckpt,2026-08-24 20:08,2026-08-25 17:58,8c556cd,2026-08-24 15:29,trained jointly; loaded from checkpoint (weights_loaded=true); fingerprint covers backbone parameters only,single model point estimate; not a mean
cifar10,adjacent-only,additive_mview,1,results/validity/bigcal_c10_convergence_additive_mview.json,convergence,20000,calibration 10000 + val 10000 of the seed-1 split (pool_val_into_calibration=True); sha256 64ec9e81e31966ca,20000,"CIFAR test set, 10000 images, chain views seeded seed+300000",30000,200,1.5159000593363494,9.125442285913287,0.16611798221291757,0.36375452441930206,0.16538044313916733,"[128, 128, 128]",0.001,0.001,128,101568.3753652175,101568.3753652175,True,results/gate1/gate1_20260824_v8_bigcal/units/additive_mview__seed1/checkpoints/last.ckpt,2026-08-25 00:09,2026-08-25 17:55,8c556cd,2026-08-24 18:55,trained jointly; loaded from checkpoint (weights_loaded=true); fingerprint covers backbone parameters only,single model point estimate; not a mean
cifar10,final-stage multiview only,final_mview,1,results/validity/bigcal_c10_convergence_final_mview.json,convergence,20000,calibration 10000 + val 10000 of the seed-1 split (pool_val_into_calibration=True); sha256 64ec9e81e31966ca,20000,"CIFAR test set, 10000 images, chain views seeded seed+300000",30000,200,1.9408322024911997,4.019989924578451,0.4827952902630027,0.43957471482979565,0.473184534513394,"[128, 128, 128]",0.001,0.001,128,127083.84592048617,127083.84592048617,True,results/gate1/gate1_20260824_v8_bigcal/units/final_mview__seed1/checkpoints/last.ckpt,2026-08-24 23:22,2026-08-25 17:42,8c556cd,2026-08-24 20:11,trained jointly; loaded from checkpoint (weights_loaded=true); fingerprint covers backbone parameters only,single model point estimate; not a mean
cifar100,hierarchical,product_endpoint,1,results/validity/bigcal_c100_convergence_product_endpoint.json,convergence,20000,calibration 10000 + val 10000 of the seed-1 split (pool_val_into_calibration=True); sha256 64ec9e81e31966ca,20000,"CIFAR test set, 10000 images, chain views seeded seed+300000",30000,200,1.5756679384421948,9.38676418616812,0.16786060746726997,0.569387035863551,0.1670763059700566,"[128, 128, 128]",0.001,0.001,128,111100.77450169106,111100.77450169105,True,results/gate1/gate1_20260824_c100_bigcal/units/product_endpoint__seed1/checkpoints/last.ckpt,2026-08-25 00:05,2026-08-25 17:29,8c556cd,2026-08-24 18:46,trained jointly; loaded from checkpoint (weights_loaded=true); fingerprint covers backbone parameters only,single model point estimate; not a mean
cifar100,adjacent-only,additive_mview,1,results/validity/bigcal_c100_convergence_additive_mview.json,convergence,20000,calibration 10000 + val 10000 of the seed-1 split (pool_val_into_calibration=True); sha256 64ec9e81e31966ca,20000,"CIFAR test set, 10000 images, chain views seeded seed+300000",30000,200,1.5715167494963986,9.223890095928299,0.17037461777543436,0.5150194741431491,0.16952663960588582,"[128, 128, 128]",0.001,0.001,128,100753.43630436902,100753.43630436902,True,results/gate1/gate1_20260824_c100_bigcal/units/additive_mview__seed1/checkpoints/last.ckpt,2026-08-25 01:14,2026-08-25 17:27,8c556cd,2026-08-24 20:05,trained jointly; loaded from checkpoint (weights_loaded=true); fingerprint covers backbone parameters only,single model point estimate; not a mean
cifar100,final-stage multiview only,final_mview,1,results/validity/bigcal_c100_convergence_final_mview.json,convergence,20000,calibration 10000 + val 10000 of the seed-1 split (pool_val_into_calibration=True); sha256 64ec9e81e31966ca,20000,"CIFAR test set, 10000 images, chain views seeded seed+300000",30000,200,2.130958163820135,4.396498148651222,0.484694429923479,0.4456268425217081,0.47578042657865666,"[128, 128, 128]",0.001,0.001,128,126156.44603274453,126156.44603274453,True,results/gate1/gate1_20260824_c100_bigcal/units/final_mview__seed1/checkpoints/last.ckpt,2026-08-25 01:27,2026-08-25 16:46,8c556cd,2026-08-24 20:14,trained jointly; loaded from checkpoint (weights_loaded=true); fingerprint covers backbone parameters only,single model point estimate; not a mean
cifar10,hierarchical (45000-image full ridge model),product_endpoint,1,results/validity/c10_gram_product_endpoint.json,convergence_extended,10000,calibration 2500 + val 2500 + first half of the test set (5000); stage_c evaluates on the other half,10000,second half of the CIFAR test set (5000 images),45000,200,1.3378790138405703,4.202027529907847,0.31838892161420723,1.0008612172662141,0.3224587472008985,"[21, 128, 128]",0.001,0.001,128,98604.20495721737,98604.20495721737,True,results/gate1/gate1_20260820_v8/units/product_endpoint__seed1/checkpoints/last.ckpt,2026-08-20 19:17,2026-08-25 00:39,1c747ea,2026-08-20 12:43,as above,"NOT the protocol of the bigcal rows (different pool, test-half evaluation); no beta0 counterpart exists"
cifar100,hierarchical (45000-image full ridge model),product_endpoint,1,results/validity/c100_gram_product_endpoint.json,convergence_extended,10000,calibration 2500 + val 2500 + first half of the test set (5000); stage_c evaluates on the other half,10000,second half of the CIFAR test set (5000 images),45000,200,2.4500287596226373,9.708450593282059,0.25236042930660635,0.8740776493108352,0.25102691819527156,"[128, 128, 128]",0.001,0.001,128,96137.56832636689,96137.56832636689,True,results/gate1/gate1_20260821_c100pilot/units/product_endpoint__seed1/checkpoints/last.ckpt,2026-08-22 02:46,2026-08-25 00:34,648c54e,2026-08-21 19:03,as above,"NOT the protocol of the bigcal rows (different pool, test-half evaluation); no beta0 counterpart exists"
