epoch,step,train/flat_trace_score,train/loss,val/closure_defect_frobenius,val/flat_trace_score,val/loss,val_score
0,370,62.21162796020508,-62.21162796020508,,,,
1,741,68.20687103271484,-68.20687103271484,,,,
2,1112,76.22048950195312,-76.22048950195312,,,,
3,1483,82.15170288085938,-82.15170288085938,,,,
4,1854,85.60523986816406,-85.60523986816406,,,,
5,2225,88.25093078613281,-88.25093078613281,,,,
6,2596,90.46182250976562,-90.46182250976562,,,,
7,2967,91.97665405273438,-91.97665405273438,,,,
8,3338,93.19035339355469,-93.19035339355469,,,,
9,3709,,,4.74337100982666,94.29814910888672,-94.29814910888672,94.29814910888672
9,3709,94.20049285888672,-94.20049285888672,,,,
10,4080,94.87992858886719,-94.87992858886719,,,,
11,4451,95.5811996459961,-95.5811996459961,,,,
12,4822,96.38768005371094,-96.38768005371094,,,,
13,5193,96.96098327636719,-96.96098327636719,,,,
14,5564,97.42555236816406,-97.42555236816406,,,,
15,5935,97.86551666259766,-97.86551666259766,,,,
16,6306,98.1891860961914,-98.1891860961914,,,,
17,6677,98.5706787109375,-98.5706787109375,,,,
18,7048,98.80005645751953,-98.80005645751953,,,,
19,7419,,,4.771485805511475,97.95064544677734,-97.95064544677734,97.95064544677734
19,7419,99.0464096069336,-99.0464096069336,,,,
20,7790,99.36128997802734,-99.36128997802734,,,,
21,8161,99.45703887939453,-99.45703887939453,,,,
22,8532,99.73859405517578,-99.73859405517578,,,,
23,8903,99.85359191894531,-99.85359191894531,,,,
24,9274,100.00141906738281,-100.00141906738281,,,,
25,9645,100.24028015136719,-100.24028015136719,,,,
26,10016,100.34319305419922,-100.34319305419922,,,,
27,10387,100.51171112060547,-100.51171112060547,,,,
28,10758,100.64270782470703,-100.64270782470703,,,,
29,11129,,,4.777429580688477,99.08806610107422,-99.08806610107422,99.08806610107422
29,11129,100.72503662109375,-100.72503662109375,,,,
30,11500,100.87591552734375,-100.87591552734375,,,,
31,11871,100.94129180908203,-100.94129180908203,,,,
32,12242,101.0879135131836,-101.0879135131836,,,,
33,12613,101.21189880371094,-101.21189880371094,,,,
34,12984,101.34629821777344,-101.34629821777344,,,,
35,13355,101.36943054199219,-101.36943054199219,,,,
36,13726,101.50298309326172,-101.50298309326172,,,,
37,14097,101.60195922851562,-101.60195922851562,,,,
38,14468,101.67527770996094,-101.67527770996094,,,,
39,14839,,,4.79207706451416,100.2080078125,-100.2080078125,100.2080078125
39,14839,101.81488037109375,-101.81488037109375,,,,
40,15210,101.85453033447266,-101.85453033447266,,,,
41,15581,101.98963928222656,-101.98963928222656,,,,
42,15952,102.04900360107422,-102.04900360107422,,,,
43,16323,102.12408447265625,-102.12408447265625,,,,
44,16694,102.20075225830078,-102.20075225830078,,,,
45,17065,102.3484878540039,-102.3484878540039,,,,
46,17436,102.28874969482422,-102.28874969482422,,,,
47,17807,102.52872467041016,-102.52872467041016,,,,
48,18178,102.65106964111328,-102.65106964111328,,,,
49,18549,,,4.809724807739258,100.96691131591797,-100.96691131591797,100.96691131591797
49,18549,102.6646957397461,-102.6646957397461,,,,
50,18920,102.72785949707031,-102.72785949707031,,,,
51,19291,102.78288269042969,-102.78288269042969,,,,
52,19662,103.02690887451172,-103.02690887451172,,,,
53,20033,103.02066040039062,-103.02066040039062,,,,
54,20404,103.11582946777344,-103.11582946777344,,,,
55,20775,103.1695556640625,-103.1695556640625,,,,
56,21146,103.26313018798828,-103.26313018798828,,,,
57,21517,103.3314437866211,-103.3314437866211,,,,
58,21888,103.35987091064453,-103.35987091064453,,,,
59,22259,,,4.8076605796813965,101.72059631347656,-101.72059631347656,101.72059631347656
59,22259,103.59355163574219,-103.59355163574219,,,,
60,22630,103.66509246826172,-103.66509246826172,,,,
61,23001,103.7363510131836,-103.7363510131836,,,,
62,23372,103.75508880615234,-103.75508880615234,,,,
63,23743,103.91143035888672,-103.91143035888672,,,,
64,24114,103.96531677246094,-103.96531677246094,,,,
65,24485,104.05030059814453,-104.05030059814453,,,,
66,24856,104.13423156738281,-104.13423156738281,,,,
67,25227,104.22392272949219,-104.22392272949219,,,,
68,25598,104.42343139648438,-104.42343139648438,,,,
69,25969,,,4.815676212310791,102.48484802246094,-102.48484802246094,102.48484802246094
69,25969,104.36087799072266,-104.36087799072266,,,,
70,26340,104.533447265625,-104.533447265625,,,,
71,26711,104.56358337402344,-104.56358337402344,,,,
72,27082,104.65367126464844,-104.65367126464844,,,,
73,27453,104.78973388671875,-104.78973388671875,,,,
74,27824,104.78976440429688,-104.78976440429688,,,,
75,28195,104.98231506347656,-104.98231506347656,,,,
76,28566,105.04217529296875,-105.04217529296875,,,,
77,28937,105.1344985961914,-105.1344985961914,,,,
78,29308,105.22321319580078,-105.22321319580078,,,,
79,29679,,,4.81997013092041,103.13491821289062,-103.13491821289062,103.13491821289062
79,29679,105.27852630615234,-105.27852630615234,,,,
80,30050,105.3717041015625,-105.3717041015625,,,,
81,30421,105.3984603881836,-105.3984603881836,,,,
82,30792,105.41860961914062,-105.41860961914062,,,,
83,31163,105.48046112060547,-105.48046112060547,,,,
84,31534,105.56901550292969,-105.56901550292969,,,,
85,31905,105.64341735839844,-105.64341735839844,,,,
86,32276,105.73589324951172,-105.73589324951172,,,,
87,32647,105.83878326416016,-105.83878326416016,,,,
88,33018,105.88408660888672,-105.88408660888672,,,,
89,33389,,,4.825356483459473,103.40228271484375,-103.40228271484375,103.40228271484375
89,33389,105.83895874023438,-105.83895874023438,,,,
90,33760,105.93407440185547,-105.93407440185547,,,,
91,34131,105.84227752685547,-105.84227752685547,,,,
92,34502,105.9327163696289,-105.9327163696289,,,,
93,34873,106.01006317138672,-106.01006317138672,,,,
94,35244,106.04230499267578,-106.04230499267578,,,,
95,35615,106.01122283935547,-106.01122283935547,,,,
96,35986,106.03832244873047,-106.03832244873047,,,,
97,36357,106.1102066040039,-106.1102066040039,,,,
98,36728,106.09080505371094,-106.09080505371094,,,,
99,37099,,,4.820893287658691,103.60801696777344,-103.60801696777344,103.60801696777344
99,37099,106.05207824707031,-106.05207824707031,,,,
