epoch,step,train/flat_trace_score,train/loss,val/closure_defect_frobenius,val/flat_trace_score,val/loss,val_score
0,116,18.591188430786133,-18.591188430786133,,,,
1,233,25.955480575561523,-25.955480575561523,,,,
2,350,36.21235275268555,-36.21235275268555,,,,
3,467,42.61244583129883,-42.61244583129883,,,,
4,584,46.95353317260742,-46.95353317260742,,,,
5,701,50.591697692871094,-50.591697692871094,,,,
6,818,53.13499069213867,-53.13499069213867,,,,
7,935,55.45342254638672,-55.45342254638672,,,,
8,1052,57.23267364501953,-57.23267364501953,,,,
9,1169,,,4.482061862945557,58.798492431640625,-58.798492431640625,58.798492431640625
9,1169,59.10975646972656,-59.10975646972656,,,,
10,1286,60.74258041381836,-60.74258041381836,,,,
11,1403,62.43853759765625,-62.43853759765625,,,,
12,1520,63.78512191772461,-63.78512191772461,,,,
13,1637,64.840087890625,-64.840087890625,,,,
14,1754,66.03014373779297,-66.03014373779297,,,,
15,1871,66.89481353759766,-66.89481353759766,,,,
16,1988,67.74930572509766,-67.74930572509766,,,,
17,2105,68.28802490234375,-68.28802490234375,,,,
18,2222,69.15045166015625,-69.15045166015625,,,,
19,2339,,,4.799503326416016,68.4681396484375,-68.4681396484375,68.4681396484375
19,2339,69.70330047607422,-69.70330047607422,,,,
20,2456,70.41584014892578,-70.41584014892578,,,,
21,2573,70.77523803710938,-70.77523803710938,,,,
22,2690,71.45223999023438,-71.45223999023438,,,,
23,2807,71.88648986816406,-71.88648986816406,,,,
24,2924,72.57909393310547,-72.57909393310547,,,,
25,3041,73.03022003173828,-73.03022003173828,,,,
26,3158,73.48942565917969,-73.48942565917969,,,,
27,3275,73.9762954711914,-73.9762954711914,,,,
28,3392,74.16094970703125,-74.16094970703125,,,,
29,3509,,,4.858619689941406,71.88269805908203,-71.88269805908203,71.88269805908203
29,3509,74.72301483154297,-74.72301483154297,,,,
30,3626,74.95417785644531,-74.95417785644531,,,,
31,3743,75.30540466308594,-75.30540466308594,,,,
32,3860,75.68177795410156,-75.68177795410156,,,,
33,3977,75.91097259521484,-75.91097259521484,,,,
34,4094,76.24177551269531,-76.24177551269531,,,,
35,4211,76.7184829711914,-76.7184829711914,,,,
36,4328,76.77635192871094,-76.77635192871094,,,,
37,4445,77.06568908691406,-77.06568908691406,,,,
38,4562,77.3515853881836,-77.3515853881836,,,,
39,4679,,,4.929348468780518,74.8370132446289,-74.8370132446289,74.8370132446289
39,4679,77.63992309570312,-77.63992309570312,,,,
40,4796,77.92931365966797,-77.92931365966797,,,,
41,4913,78.1937255859375,-78.1937255859375,,,,
42,5030,78.27200317382812,-78.27200317382812,,,,
43,5147,78.69397735595703,-78.69397735595703,,,,
44,5264,78.99024963378906,-78.99024963378906,,,,
45,5381,79.12191772460938,-79.12191772460938,,,,
46,5498,79.32794189453125,-79.32794189453125,,,,
47,5615,79.55413055419922,-79.55413055419922,,,,
48,5732,79.63256072998047,-79.63256072998047,,,,
49,5849,,,4.93192195892334,76.66108703613281,-76.66108703613281,76.66108703613281
49,5849,79.93782806396484,-79.93782806396484,,,,
50,5966,80.15399932861328,-80.15399932861328,,,,
51,6083,80.35296630859375,-80.35296630859375,,,,
52,6200,80.4803466796875,-80.4803466796875,,,,
53,6317,80.83672332763672,-80.83672332763672,,,,
54,6434,80.99930572509766,-80.99930572509766,,,,
55,6551,81.09623718261719,-81.09623718261719,,,,
56,6668,81.38671112060547,-81.38671112060547,,,,
57,6785,81.49981689453125,-81.49981689453125,,,,
58,6902,81.54204559326172,-81.54204559326172,,,,
59,7019,,,4.942350387573242,77.48790740966797,-77.48790740966797,77.48790740966797
59,7019,81.76471710205078,-81.76471710205078,,,,
60,7136,81.89051818847656,-81.89051818847656,,,,
61,7253,81.94660949707031,-81.94660949707031,,,,
62,7370,82.23979187011719,-82.23979187011719,,,,
63,7487,82.45616149902344,-82.45616149902344,,,,
64,7604,82.64820098876953,-82.64820098876953,,,,
65,7721,82.6707534790039,-82.6707534790039,,,,
66,7838,83.02616119384766,-83.02616119384766,,,,
67,7955,83.21942901611328,-83.21942901611328,,,,
68,8072,83.3026123046875,-83.3026123046875,,,,
69,8189,,,4.9219441413879395,78.93029022216797,-78.93029022216797,78.93029022216797
69,8189,83.45358276367188,-83.45358276367188,,,,
70,8306,83.53313446044922,-83.53313446044922,,,,
71,8423,83.85066986083984,-83.85066986083984,,,,
72,8540,83.86823272705078,-83.86823272705078,,,,
73,8657,83.8880386352539,-83.8880386352539,,,,
74,8774,84.35839080810547,-84.35839080810547,,,,
75,8891,84.20914459228516,-84.20914459228516,,,,
76,9008,84.44949340820312,-84.44949340820312,,,,
77,9125,84.7459945678711,-84.7459945678711,,,,
78,9242,84.94943237304688,-84.94943237304688,,,,
79,9359,,,4.928063869476318,79.87225341796875,-79.87225341796875,79.87225341796875
79,9359,84.80630493164062,-84.80630493164062,,,,
80,9476,84.95638275146484,-84.95638275146484,,,,
81,9593,85.1407241821289,-85.1407241821289,,,,
82,9710,85.38392639160156,-85.38392639160156,,,,
83,9827,85.49856567382812,-85.49856567382812,,,,
84,9944,85.64363098144531,-85.64363098144531,,,,
85,10061,85.51380920410156,-85.51380920410156,,,,
86,10178,85.76963806152344,-85.76963806152344,,,,
87,10295,85.86241149902344,-85.86241149902344,,,,
88,10412,86.10081481933594,-86.10081481933594,,,,
89,10529,,,4.921353340148926,80.12152862548828,-80.12152862548828,80.12152862548828
89,10529,86.13860321044922,-86.13860321044922,,,,
90,10646,86.20970153808594,-86.20970153808594,,,,
91,10763,86.5225830078125,-86.5225830078125,,,,
92,10880,86.56212615966797,-86.56212615966797,,,,
93,10997,86.60163879394531,-86.60163879394531,,,,
94,11114,86.92092895507812,-86.92092895507812,,,,
95,11231,86.997314453125,-86.997314453125,,,,
96,11348,87.00814056396484,-87.00814056396484,,,,
97,11465,87.20025634765625,-87.20025634765625,,,,
98,11582,87.32933044433594,-87.32933044433594,,,,
