epoch,step,train/base_loss,train/closure_ratio,train/edge_trace_sum,train/loss,train/whitening,val/base_loss,val/closure_ratio,val/edge_trace_sum,val/loss,val/whitening,val_score
0,174,143.64425659179688,1.433024525642395,51.836952209472656,316.7270812988281,0.023214498534798622,,,,,,
1,349,102.73162078857422,1.4359395503997803,44.29400634765625,277.6963195800781,0.02330636791884899,,,,,,
2,524,83.58594512939453,1.2942631244659424,39.33944320678711,241.40707397460938,0.023341171443462372,,,,,,
3,699,76.26387023925781,1.1081607341766357,36.54494094848633,210.82272338867188,0.023340683430433273,,,,,,
4,874,71.73934173583984,0.9187445044517517,34.05357360839844,182.5512237548828,0.023312274366617203,,,,,,
5,1049,64.22784423828125,0.5302920937538147,25.95475196838379,126.93775939941406,0.023449597880244255,,,,,,
6,1224,50.86906433105469,0.2716250419616699,18.162376403808594,82.02852630615234,0.023932823911309242,,,,,,
7,1399,43.25358581542969,0.2068336308002472,18.067527770996094,66.1388168334961,0.0240166038274765,,,,,,
8,1574,38.840328216552734,0.17101329565048218,19.750839233398438,56.80378341674805,0.02392999455332756,,,,,,
9,1749,,,,,,35.0495491027832,0.1380903422832489,21.864194869995117,48.37763595581055,0.025355573743581772,-48.37763595581055
9,1749,35.87737274169922,0.13898544013500214,21.40190887451172,49.41168975830078,0.02457861416041851,,,,,,
10,1924,33.29264450073242,0.11835496872663498,22.784706115722656,43.912166595458984,0.027024783194065094,,,,,,
11,2099,30.873414993286133,0.10598654299974442,23.68589210510254,39.73140335083008,0.02889682725071907,,,,,,
12,2274,28.618518829345703,0.0947403609752655,24.486087799072266,35.87864303588867,0.03058859147131443,,,,,,
13,2449,26.710847854614258,0.08662945032119751,25.201791763305664,32.79180908203125,0.03275032714009285,,,,,,
14,2624,25.151952743530273,0.0819912850856781,25.843448638916016,30.515722274780273,0.0375710092484951,,,,,,
15,2799,24.025463104248047,0.07648535817861557,26.38623046875,28.576129913330078,0.037798307836055756,,,,,,
16,2974,22.950307846069336,0.07263228297233582,26.915990829467773,26.90333366394043,0.039292026311159134,,,,,,
17,3149,21.99428939819336,0.06821969896554947,27.37997817993164,25.29222297668457,0.0418180450797081,,,,,,
18,3324,21.199995040893555,0.06589943170547485,27.81490707397461,24.11646270751953,0.04432569444179535,,,,,,
19,3499,,,,,,21.061277389526367,0.07724922150373459,28.67092514038086,25.25741195678711,0.04241758584976196,-25.25741195678711
19,3499,20.47614097595215,0.06333281099796295,28.336788177490234,22.960901260375977,0.04552429914474487,,,,,,
20,3674,19.76157569885254,0.06131468713283539,28.646127700805664,21.928447723388672,0.047816548496484756,,,,,,
21,3849,19.276153564453125,0.0595766119658947,29.04990005493164,21.14068603515625,0.04869994521141052,,,,,,
22,4024,18.62691307067871,0.05662621557712555,29.413862228393555,20.041719436645508,0.04941987246274948,,,,,,
23,4199,18.072786331176758,0.05436126887798309,29.7691650390625,19.125444412231445,0.04824147745966911,,,,,,
24,4374,17.649295806884766,0.053254421800374985,30.34271812438965,18.446470260620117,0.04915983974933624,,,,,,
25,4549,17.19515037536621,0.05273297429084778,30.711870193481445,17.852752685546875,0.050150517374277115,,,,,,
26,4724,16.863956451416016,0.05153847113251686,31.122451782226562,17.28631591796875,0.04991576075553894,,,,,,
27,4899,16.3648738861084,0.04914173111319542,31.587148666381836,16.38650894165039,0.04891815781593323,,,,,,
28,5074,16.115930557250977,0.04892704635858536,32.03022384643555,16.022714614868164,0.05016821250319481,,,,,,
29,5249,,,,,,16.379302978515625,0.0640249028801918,32.99951171875,18.02243995666504,0.04785166308283806,-18.02243995666504
29,5249,15.764931678771973,0.04823721572756767,32.604164123535156,15.466510772705078,0.04804573208093643,,,,,,
30,5424,15.519293785095215,0.04768085852265358,33.102577209472656,15.04931926727295,0.047400251030921936,,,,,,
31,5599,15.122808456420898,0.04674387350678444,33.56979751586914,14.44075870513916,0.04869258403778076,,,,,,
32,5774,14.990397453308105,0.046073831617832184,34.01365280151367,14.132569313049316,0.04745468869805336,,,,,,
33,5949,14.671616554260254,0.045331235975027084,34.342525482177734,13.653105735778809,0.04760242626070976,,,,,,
34,6124,14.52542781829834,0.04443730041384697,34.73075485229492,13.313569068908691,0.04631626605987549,,,,,,
35,6299,14.287014961242676,0.043231286108493805,35.05204772949219,12.855905532836914,0.04568883776664734,,,,,,
36,6474,13.959587097167969,0.042632363736629486,35.578041076660156,12.34539794921875,0.04448064789175987,,,,,,
37,6649,13.813103675842285,0.042131491005420685,36.18100357055664,12.013985633850098,0.04424698278307915,,,,,,
38,6824,13.626694679260254,0.04238094389438629,36.58064270019531,11.778571128845215,0.04324638471007347,,,,,,
39,6999,,,,,,14.075176239013672,0.06193266063928604,37.024654388427734,14.64006233215332,0.04243597015738487,-14.64006233215332
39,6999,13.565053939819336,0.04181826859712601,36.963191986083984,11.567078590393066,0.04192954674363136,,,,,,
40,7174,13.293255805969238,0.040831178426742554,37.43905258178711,11.07397747039795,0.042137354612350464,,,,,,
41,7349,13.21519660949707,0.040446702390909195,37.77665328979492,10.879293441772461,0.04224761575460434,,,,,,
42,7524,12.994845390319824,0.03977880999445915,38.018165588378906,10.524104118347168,0.04121189936995506,,,,,,
43,7699,12.884843826293945,0.0401637926697731,38.220523834228516,10.421478271484375,0.039773836731910706,,,,,,
44,7874,12.702718734741211,0.03850611671805382,38.517822265625,9.96672534942627,0.03878846392035484,,,,,,
45,8049,12.518338203430176,0.03809916973114014,39.05601119995117,9.622071266174316,0.03823945298790932,,,,,,
46,8224,12.489238739013672,0.03836732730269432,39.749671936035156,9.488415718078613,0.03809071704745293,,,,,,
47,8399,12.304121017456055,0.03796904534101486,40.315250396728516,9.138344764709473,0.037226296961307526,,,,,,
48,8574,12.124011039733887,0.03866160660982132,40.7059326171875,8.967525482177734,0.03601998835802078,,,,,,
49,8749,,,,,,12.796934127807617,0.059378065168857574,41.42280578613281,12.149337768554688,0.03657198324799538,-12.149337768554688
49,8749,12.115761756896973,0.036988094449043274,41.17304611206055,8.651082992553711,0.035450030118227005,,,,,,
