epoch,step,train/cross_trace_sum,train/loss,val/closure_defect_frobenius,val/cross_trace_sum,val/loss,val_score
0,116,85.71446228027344,-85.71446228027344,,,,
1,233,123.81764221191406,-123.81764221191406,,,,
2,350,151.02000427246094,-151.02000427246094,,,,
3,467,165.08131408691406,-165.08131408691406,,,,
4,584,173.8809051513672,-173.8809051513672,,,,
5,701,180.09043884277344,-180.09043884277344,,,,
6,818,185.85462951660156,-185.85462951660156,,,,
7,935,191.72865295410156,-191.72865295410156,,,,
8,1052,195.43946838378906,-195.43946838378906,,,,
9,1169,,,5.714972496032715,197.00770568847656,-197.00770568847656,197.00770568847656
9,1169,198.64418029785156,-198.64418029785156,,,,
10,1286,202.37716674804688,-202.37716674804688,,,,
11,1403,205.8146514892578,-205.8146514892578,,,,
12,1520,209.39154052734375,-209.39154052734375,,,,
13,1637,211.805419921875,-211.805419921875,,,,
14,1754,215.18362426757812,-215.18362426757812,,,,
15,1871,217.29212951660156,-217.29212951660156,,,,
16,1988,219.55056762695312,-219.55056762695312,,,,
17,2105,222.331298828125,-222.331298828125,,,,
18,2222,223.9942169189453,-223.9942169189453,,,,
19,2339,,,5.094372272491455,222.45986938476562,-222.45986938476562,222.45986938476562
19,2339,226.52328491210938,-226.52328491210938,,,,
20,2456,228.750244140625,-228.750244140625,,,,
21,2573,230.9221649169922,-230.9221649169922,,,,
22,2690,231.97802734375,-231.97802734375,,,,
23,2807,233.67210388183594,-233.67210388183594,,,,
24,2924,236.6285400390625,-236.6285400390625,,,,
25,3041,238.37081909179688,-238.37081909179688,,,,
26,3158,239.30181884765625,-239.30181884765625,,,,
27,3275,241.353271484375,-241.353271484375,,,,
28,3392,242.39523315429688,-242.39523315429688,,,,
29,3509,,,4.63810920715332,238.7520294189453,-238.7520294189453,238.7520294189453
29,3509,244.29014587402344,-244.29014587402344,,,,
30,3626,245.5352020263672,-245.5352020263672,,,,
31,3743,246.7371826171875,-246.7371826171875,,,,
32,3860,247.5501708984375,-247.5501708984375,,,,
33,3977,248.7002716064453,-248.7002716064453,,,,
34,4094,249.3640899658203,-249.3640899658203,,,,
35,4211,250.61399841308594,-250.61399841308594,,,,
36,4328,251.73095703125,-251.73095703125,,,,
37,4445,252.4775848388672,-252.4775848388672,,,,
38,4562,253.59165954589844,-253.59165954589844,,,,
39,4679,,,4.373757362365723,249.7222442626953,-249.7222442626953,249.7222442626953
39,4679,254.52267456054688,-254.52267456054688,,,,
40,4796,255.11424255371094,-255.11424255371094,,,,
41,4913,255.36228942871094,-255.36228942871094,,,,
42,5030,256.31182861328125,-256.31182861328125,,,,
43,5147,257.1847229003906,-257.1847229003906,,,,
44,5264,257.6576232910156,-257.6576232910156,,,,
45,5381,258.2746276855469,-258.2746276855469,,,,
46,5498,258.6785583496094,-258.6785583496094,,,,
47,5615,259.06268310546875,-259.06268310546875,,,,
48,5732,260.14337158203125,-260.14337158203125,,,,
49,5849,,,4.293783187866211,254.9154052734375,-254.9154052734375,254.9154052734375
49,5849,260.1959228515625,-260.1959228515625,,,,
50,5966,261.18121337890625,-261.18121337890625,,,,
51,6083,261.32916259765625,-261.32916259765625,,,,
52,6200,262.2585754394531,-262.2585754394531,,,,
53,6317,262.29998779296875,-262.29998779296875,,,,
54,6434,262.8747863769531,-262.8747863769531,,,,
55,6551,263.8844299316406,-263.8844299316406,,,,
56,6668,263.82257080078125,-263.82257080078125,,,,
57,6785,264.066162109375,-264.066162109375,,,,
58,6902,264.80816650390625,-264.80816650390625,,,,
59,7019,,,4.229488372802734,259.0298156738281,-259.0298156738281,259.0298156738281
59,7019,264.6369934082031,-264.6369934082031,,,,
60,7136,265.4774475097656,-265.4774475097656,,,,
61,7253,265.3730773925781,-265.3730773925781,,,,
62,7370,266.52008056640625,-266.52008056640625,,,,
63,7487,266.6806640625,-266.6806640625,,,,
64,7604,267.296630859375,-267.296630859375,,,,
65,7721,267.1915283203125,-267.1915283203125,,,,
66,7838,267.9900207519531,-267.9900207519531,,,,
67,7955,267.67205810546875,-267.67205810546875,,,,
68,8072,268.5738220214844,-268.5738220214844,,,,
69,8189,,,4.206751346588135,261.47564697265625,-261.47564697265625,261.47564697265625
69,8189,268.6294250488281,-268.6294250488281,,,,
70,8306,268.8169860839844,-268.8169860839844,,,,
71,8423,269.3071594238281,-269.3071594238281,,,,
72,8540,269.5874938964844,-269.5874938964844,,,,
73,8657,270.121826171875,-270.121826171875,,,,
74,8774,269.9119567871094,-269.9119567871094,,,,
75,8891,270.5895080566406,-270.5895080566406,,,,
76,9008,270.81561279296875,-270.81561279296875,,,,
77,9125,270.9272155761719,-270.9272155761719,,,,
78,9242,270.9858703613281,-270.9858703613281,,,,
79,9359,,,4.158181190490723,264.6607666015625,-264.6607666015625,264.6607666015625
79,9359,271.67840576171875,-271.67840576171875,,,,
80,9476,271.5633850097656,-271.5633850097656,,,,
81,9593,271.8519592285156,-271.8519592285156,,,,
82,9710,272.2550048828125,-272.2550048828125,,,,
83,9827,272.750244140625,-272.750244140625,,,,
84,9944,272.8287048339844,-272.8287048339844,,,,
85,10061,273.03399658203125,-273.03399658203125,,,,
86,10178,273.50640869140625,-273.50640869140625,,,,
87,10295,273.6505432128906,-273.6505432128906,,,,
88,10412,273.6561279296875,-273.6561279296875,,,,
89,10529,,,4.152318000793457,266.85955810546875,-266.85955810546875,266.85955810546875
89,10529,274.1230163574219,-274.1230163574219,,,,
90,10646,274.25482177734375,-274.25482177734375,,,,
91,10763,274.9365234375,-274.9365234375,,,,
92,10880,275.22723388671875,-275.22723388671875,,,,
93,10997,274.87078857421875,-274.87078857421875,,,,
94,11114,275.318603515625,-275.318603515625,,,,
95,11231,275.5331726074219,-275.5331726074219,,,,
96,11348,275.79718017578125,-275.79718017578125,,,,
97,11465,276.0804443359375,-276.0804443359375,,,,
98,11582,276.00201416015625,-276.00201416015625,,,,
99,11699,,,4.083142280578613,268.5156555175781,-268.5156555175781,268.5156555175781
99,11699,276.5415344238281,-276.5415344238281,,,,
100,11816,276.9924011230469,-276.9924011230469,,,,
101,11933,276.4762878417969,-276.4762878417969,,,,
102,12050,276.88555908203125,-276.88555908203125,,,,
103,12167,277.1316223144531,-277.1316223144531,,,,
104,12284,277.2315979003906,-277.2315979003906,,,,
105,12401,277.2514953613281,-277.2514953613281,,,,
106,12518,277.63232421875,-277.63232421875,,,,
107,12635,278.3061828613281,-278.3061828613281,,,,
108,12752,278.19342041015625,-278.19342041015625,,,,
109,12869,,,4.053865909576416,270.5853271484375,-270.5853271484375,270.5853271484375
109,12869,278.8330078125,-278.8330078125,,,,
110,12986,278.9015197753906,-278.9015197753906,,,,
111,13103,278.556396484375,-278.556396484375,,,,
112,13220,278.7088317871094,-278.7088317871094,,,,
113,13337,278.9847717285156,-278.9847717285156,,,,
114,13454,279.2287902832031,-279.2287902832031,,,,
115,13571,279.67230224609375,-279.67230224609375,,,,
116,13688,279.6679992675781,-279.6679992675781,,,,
117,13805,280.1087646484375,-280.1087646484375,,,,
118,13922,280.0283203125,-280.0283203125,,,,
119,14039,,,4.055972099304199,271.9710998535156,-271.9710998535156,271.9710998535156
119,14039,280.7460632324219,-280.7460632324219,,,,
120,14156,280.6338806152344,-280.6338806152344,,,,
121,14273,280.89990234375,-280.89990234375,,,,
122,14390,280.3604736328125,-280.3604736328125,,,,
123,14507,281.0535583496094,-281.0535583496094,,,,
124,14624,280.84844970703125,-280.84844970703125,,,,
125,14741,281.4054870605469,-281.4054870605469,,,,
126,14858,281.1932067871094,-281.1932067871094,,,,
127,14975,282.2100830078125,-282.2100830078125,,,,
128,15092,281.58734130859375,-281.58734130859375,,,,
129,15209,,,4.04038143157959,273.5474548339844,-273.5474548339844,273.5474548339844
129,15209,282.0765686035156,-282.0765686035156,,,,
130,15326,282.492431640625,-282.492431640625,,,,
131,15443,282.41619873046875,-282.41619873046875,,,,
132,15560,282.3515319824219,-282.3515319824219,,,,
133,15677,282.82196044921875,-282.82196044921875,,,,
134,15794,283.27288818359375,-283.27288818359375,,,,
135,15911,283.3713073730469,-283.3713073730469,,,,
136,16028,283.7790832519531,-283.7790832519531,,,,
137,16145,284.0138854980469,-284.0138854980469,,,,
138,16262,284.0123291015625,-284.0123291015625,,,,
139,16379,,,4.008908271789551,274.59771728515625,-274.59771728515625,274.59771728515625
139,16379,283.9262390136719,-283.9262390136719,,,,
140,16496,284.0232849121094,-284.0232849121094,,,,
141,16613,284.0863952636719,-284.0863952636719,,,,
142,16730,283.89385986328125,-283.89385986328125,,,,
143,16847,284.30108642578125,-284.30108642578125,,,,
144,16964,284.8627014160156,-284.8627014160156,,,,
145,17081,284.59173583984375,-284.59173583984375,,,,
146,17198,285.1396484375,-285.1396484375,,,,
147,17315,285.3724060058594,-285.3724060058594,,,,
148,17432,285.0940856933594,-285.0940856933594,,,,
149,17549,,,3.9931867122650146,275.6152648925781,-275.6152648925781,275.6152648925781
149,17549,285.2509460449219,-285.2509460449219,,,,
150,17666,285.7920227050781,-285.7920227050781,,,,
151,17783,286.0652770996094,-286.0652770996094,,,,
152,17900,285.4495544433594,-285.4495544433594,,,,
153,18017,285.70050048828125,-285.70050048828125,,,,
154,18134,286.4051818847656,-286.4051818847656,,,,
155,18251,285.97418212890625,-285.97418212890625,,,,
156,18368,286.36871337890625,-286.36871337890625,,,,
157,18485,286.0426025390625,-286.0426025390625,,,,
158,18602,286.7779235839844,-286.7779235839844,,,,
159,18719,,,3.9959733486175537,276.5700988769531,-276.5700988769531,276.5700988769531
159,18719,286.8562316894531,-286.8562316894531,,,,
160,18836,286.72552490234375,-286.72552490234375,,,,
161,18953,286.9035339355469,-286.9035339355469,,,,
162,19070,286.9878845214844,-286.9878845214844,,,,
163,19187,287.0263977050781,-287.0263977050781,,,,
164,19304,287.25042724609375,-287.25042724609375,,,,
165,19421,287.0019226074219,-287.0019226074219,,,,
166,19538,287.58056640625,-287.58056640625,,,,
167,19655,287.4543151855469,-287.4543151855469,,,,
168,19772,287.56756591796875,-287.56756591796875,,,,
169,19889,,,3.964406728744507,277.1346130371094,-277.1346130371094,277.1346130371094
169,19889,287.88983154296875,-287.88983154296875,,,,
170,20006,287.69830322265625,-287.69830322265625,,,,
171,20123,287.6148986816406,-287.6148986816406,,,,
