epoch,step,train/loss,train/product_score,train/whitening,val/closure_defect_frobenius,val/loss,val/product_score,val/whitening,val_score
0,116,-0.042816273868083954,0.06596504151821136,0.023148762062191963,,,,,
1,233,-0.07992042601108551,0.10296835750341415,0.023047911003232002,,,,,
2,350,-0.11669938266277313,0.13942228257656097,0.022722890600562096,,,,,
3,467,-0.14638690650463104,0.16881529986858368,0.022428467869758606,,,,,
4,584,-0.17160730063915253,0.19380995631217957,0.02220257557928562,,,,,
5,701,-0.1963617503643036,0.2184481918811798,0.02208641916513443,,,,,
6,818,-0.20801037549972534,0.22994211316108704,0.021931732073426247,,,,,
7,935,-0.22494417428970337,0.24680720269680023,0.021863002330064774,,,,,
8,1052,-0.23110342025756836,0.25275734066963196,0.0216539166867733,,,,,
9,1169,,,,5.67987585067749,-0.23785090446472168,0.25964996218681335,0.0217991154640913,0.23785090446472168
9,1169,-0.247871994972229,0.269184947013855,0.02131301537156105,,,,,
10,1286,-0.25826212763786316,0.2794933021068573,0.021231254562735558,,,,,
11,1403,-0.25812774896621704,0.2796047329902649,0.021476954221725464,,,,,
12,1520,-0.24148844182491302,0.2629159092903137,0.021427495405077934,,,,,
13,1637,-0.2622530460357666,0.2835346460342407,0.02128165401518345,,,,,
14,1754,-0.2699894905090332,0.29118025302886963,0.02119070664048195,,,,,
15,1871,-0.28774911165237427,0.30894604325294495,0.021197065711021423,,,,,
16,1988,-0.30572959780693054,0.3268231749534607,0.02109365351498127,,,,,
17,2105,-0.3198713958263397,0.34066280722618103,0.020791243761777878,,,,,
18,2222,-0.28422796726226807,0.30486997961997986,0.020642058923840523,,,,,
19,2339,,,,5.254159927368164,-0.21922968327999115,0.241037517786026,0.021807795390486717,0.21922968327999115
19,2339,-0.31732431054115295,0.3383272886276245,0.021002989262342453,,,,,
20,2456,-0.2866455912590027,0.3077671527862549,0.021121565252542496,,,,,
21,2573,-0.3296595811843872,0.3506193459033966,0.02095981314778328,,,,,
22,2690,-0.2727213203907013,0.29405632615089417,0.021334964781999588,,,,,
23,2807,-0.32778802514076233,0.3486480712890625,0.02085999585688114,,,,,
24,2924,-0.343646764755249,0.3645024299621582,0.020855579525232315,,,,,
25,3041,-0.3120826184749603,0.332781046628952,0.02069825679063797,,,,,
26,3158,-0.3231971561908722,0.34405386447906494,0.02085665427148342,,,,,
27,3275,-0.3348163664340973,0.35551124811172485,0.020694855600595474,,,,,
28,3392,-0.3133227229118347,0.33441945910453796,0.021096671000123024,,,,,
29,3509,,,,5.20074987411499,-0.2693433463573456,0.29014769196510315,0.020804375410079956,0.2693433463573456
29,3509,-0.3954433500766754,0.41591012477874756,0.02046671137213707,,,,,
30,3626,-0.3553633391857147,0.3756328225135803,0.020269503816962242,,,,,
31,3743,-0.364117294549942,0.3846290707588196,0.02051188424229622,,,,,
32,3860,-0.3269253671169281,0.3475377857685089,0.020612593740224838,,,,,
33,3977,-0.3075691759586334,0.32823124527931213,0.02066200226545334,,,,,
34,4094,-0.37199866771698,0.3926665782928467,0.020667923614382744,,,,,
35,4211,-0.43373700976371765,0.4541913568973541,0.020454082638025284,,,,,
36,4328,-0.37521597743034363,0.3955259323120117,0.020309949293732643,,,,,
37,4445,-0.2997765839099884,0.3205086588859558,0.02073211595416069,,,,,
38,4562,-0.29296013712882996,0.3140047490596771,0.021044636145234108,,,,,
39,4679,,,,5.608824729919434,-0.26568862795829773,0.28664886951446533,0.020960193127393723,0.26568862795829773
39,4679,-0.31323567032814026,0.3340808153152466,0.020845141261816025,,,,,
40,4796,-0.37370482087135315,0.39428335428237915,0.020578507333993912,,,,,
41,4913,-0.39399001002311707,0.4143970012664795,0.02040686272084713,,,,,
