centered,dataset,dimension,failure_rate,minimum_variance_ci95_half_width,minimum_variance_mean,minimum_variance_std,objective,precision,rf_condition_ci95_half_width,rf_condition_mean,rf_condition_std,rg_condition_ci95_half_width,rg_condition_mean,rg_condition_std,ridge_rule,runs,samples,score_ci95_half_width,score_mean,score_std,spectrum_mae_ci95_half_width,spectrum_mae_mean,spectrum_mae_std,spectrum_relative_error_ci95_half_width,spectrum_relative_error_mean,spectrum_relative_error_std,successful_runs,whitening
False,finite,11,0.0,0.005026680204415943,0.038671875,0.011469386365537335,logdet,fp32,0.7297127631782988,3.308452397584915,1.6649870841998793,0.5017081198594737,3.225178575515747,1.1447484294585668,adaptive,20,128,0.014194400142860938,0.44978824257850647,0.03238739144823448,0.0012193400099471164,0.29593743532896044,0.002782170561150023,0.007482430174640775,0.8854367703199386,0.017072676027951424,20,right
False,finite,11,0.0,0.003783539704743221,0.0375,0.008632910178954414,trace,fp32,0.6030660860655964,3.339523822069168,1.3760171054769514,0.31446101466883963,2.920654773712158,0.7175063317072286,fixed,20,128,0.015603096388377397,0.4391937032341957,0.035601616514176856,0.0014141425459828984,0.2955784022808075,0.0032266519007065134,0.00809921225188484,0.8822392046451568,0.0184799889381772,20,right
False,finite,11,0.0,0.002996303489493565,0.040234375,0.006836671718089223,trace,fp64,0.2518132812154498,3.1170238095238094,0.574562871872466,0.28842737567368965,2.8750595238095236,0.658105325079836,adaptive,20,128,0.014895583428982933,0.44834007482180505,0.033987282767066584,0.0013054358241931685,0.294779865914124,0.002978615554244275,0.00867156373952958,0.879267905369027,0.019785924482459614,20,right
False,finite,11,0.0,0.004137955321086636,0.037109375,0.009441581005925192,logdet,fp64,0.7169713976367814,3.3252380952380953,1.6359150847335464,0.4370365887234625,3.1469047619047616,0.9971872663676329,fixed,20,128,0.013767319436620174,0.45514705172918324,0.03141292053901716,0.0011661005628905482,0.2955114149848805,0.0026606940073714636,0.006320710101707336,0.8814454564542917,0.014421976993354301,20,right
True,finite,11,0.0,0.003877933689722035,0.0385284423828125,0.008848289124954131,logdet,fp32,0.341740007847988,2.5410219490528108,0.7797488654891969,0.4768557010460786,3.0480294942855837,1.0880426153034177,adaptive,20,128,0.014463373222073937,0.3512463837862015,0.03300110786582397,0.001251465765428333,0.3044199913740158,0.0028554719622566923,0.005387283036546898,0.9225056827068329,0.012292174575255459,20,right
True,finite,11,0.0,0.0029502484326730974,0.0403564453125,0.0067315878020094465,logdet,fp32,0.24754558601667326,2.58401757478714,0.5648252631258192,0.24533348125075555,2.864572823047638,0.5597778992177139,fixed,20,128,0.017280730386195767,0.3642593502998352,0.039429477392224424,0.0015077871656690824,0.3032741010189056,0.003440321018405924,0.0075529190125110035,0.9162018865346908,0.01723351055155632,20,right
True,finite,11,0.0,0.003978907170711948,0.040313720703125,0.009078680520278855,logdet,fp64,0.2761328040733093,2.73672899304812,0.6300527762505617,0.34490661274075657,2.765617017096897,0.7869741142627824,adaptive,20,128,0.013957367099256742,0.3579673803671824,0.03184655267434401,0.001217007535693812,0.30381096448557277,0.0027768485499396586,0.005978544047181634,0.9171567496773155,0.013641256016300863,20,right
True,finite,11,0.0,0.0045361575898322645,0.0392120361328125,0.010350159926037298,trace,fp64,0.3997698079057834,2.766712929752851,0.9121555773769028,0.3754324813145405,2.707042929182212,0.8566250501844207,fixed,20,128,0.017141066948345416,0.3561446114807051,0.03911080704426044,0.0015582788134859429,0.30307776259266317,0.003555527913114576,0.007958758171673084,0.9136591749100524,0.01815951457994179,20,right
False,finite,11,0.0,0.0033797676067835614,0.0599609375,0.0077116225682855345,trace,fp32,0.09407743475832925,1.704680871963501,0.21465667272288338,0.16565577185102487,1.7597030401229858,0.3779771089021304,adaptive,20,512,0.08618751598956015,4.798782300949097,0.19665422914745567,0.0064551398169418826,0.10017349943518639,0.014728705545864897,0.04372181400649225,0.4405060514807701,0.09976015124297868,20,dual_posthoc
False,finite,11,0.0,0.003172594490765747,0.0595703125,0.007238915251421979,logdet,fp32,0.12446349558729136,1.7093974590301513,0.2839886090310496,0.14019139457700874,1.703490936756134,0.3198749878925377,fixed,20,512,0.23066148315622267,12.183050727844238,0.5263007715594251,0.00929838505481229,0.10707138776779175,0.021216143942375906,0.07031173086630593,0.4902611806988716,0.16043041819666354,20,dual_posthoc
False,finite,11,0.0,0.0019534496029602376,0.05966796875,0.004457189900856189,logdet,fp64,0.05907643214772611,1.7486973081723787,0.13479481443925456,0.10194585925297182,1.6771396009250643,0.23261007276966425,adaptive,20,512,0.14695732723239047,10.700287946675788,0.3353128300850063,0.005697117721265419,0.0991169834637487,0.012999125000579771,0.04413832804291904,0.4376236320218088,0.10071051216035942,20,dual_posthoc
False,finite,11,0.0,0.0029972686380093333,0.06044921875,0.006838873899405184,logdet,fp64,0.1330230427545941,1.7044798660042038,0.3035189450746258,0.10499851201746409,1.619524979186061,0.23957531674222277,fixed,20,512,0.20126517038444355,12.097854824603775,0.45922714539050336,0.007850385073417893,0.10418606849526187,0.017912239462971515,0.05821739932217809,0.47271560923739264,0.13283475750779633,20,dual_posthoc
True,finite,11,0.0,0.00198792433156007,0.057627296447753905,0.004535850958667498,logdet,fp32,0.0680108600244434,1.656135869026184,0.1551805165539576,0.08978400767400078,1.5300020813941955,0.20486035148104953,adaptive,20,512,0.16001939047834113,5.764478302001953,0.36511656615066673,0.003719049999825353,0.029844879731535913,0.008485763889112317,0.027749060205709972,0.18438222222030162,0.06331508666500184,20,dual_posthoc
