centered,dataset,dimension,failure_rate,minimum_variance_ci95_half_width,minimum_variance_mean,minimum_variance_std,objective,precision,rf_condition_ci95_half_width,rf_condition_mean,rf_condition_std,rg_condition_ci95_half_width,rg_condition_mean,rg_condition_std,ridge_rule,runs,samples,score_ci95_half_width,score_mean,score_std,spectrum_mae_ci95_half_width,spectrum_mae_mean,spectrum_mae_std,spectrum_relative_error_ci95_half_width,spectrum_relative_error_mean,spectrum_relative_error_std,successful_runs,whitening
True,finite,11,0.0,0.002392048385946493,0.056758689880371097,0.005457941629025522,trace,fp32,0.09129763526260655,1.6215468287467956,0.20831399860425523,0.09385883510003724,1.652146828174591,0.2141578934414557,fixed,20,512,0.06498929546207224,3.711850905418396,0.14828620659491037,0.0022953037240894766,0.02790357992053032,0.005237199138849481,0.02068521277864237,0.1707830812782049,0.04719749173682822,20,dual_posthoc
True,finite,11,0.0,0.002017122097875584,0.056683349609375,0.004602471560986521,trace,fp64,0.08963447109821811,1.5638148804535192,0.20451915357434278,0.08259651265135658,1.659444148166965,0.18846062958454562,fixed,20,512,0.08677917829036803,3.8381774608708157,0.19800422621309888,0.0029266253649436547,0.03241516700631733,0.0066776870007032064,0.01311799752696318,0.1875967301235408,0.029931361427514087,20,dual
True,finite,11,0.0,0.0018361481004360617,0.05651588439941406,0.004189542825849128,trace,fp64,0.09013749265172549,1.6232003813795923,0.20566689886800613,0.08378653858635657,1.5841605253758395,0.19117591416173718,adaptive,20,512,0.10791443244532192,3.827863924665995,0.2462285782663762,0.0053599789065644195,0.031059160889774156,0.012229874686778608,0.03495535712350214,0.19858556631578234,0.07975770888360438,20,dual_posthoc
True,finite,11,0.0,0.0013480988337648658,0.056611824035644534,0.0030759598292718665,logdet,fp64,0.05487378576381279,1.6074929891151943,0.12520562770474045,0.08021693076264165,1.612803430486548,0.18303113278740896,fixed,20,512,0.14193229740400762,6.002608903316471,0.32384720938579387,0.003880305494190077,0.0326710831866034,0.008853700875994824,0.023452755779440816,0.17975751628003178,0.05351220018625585,20,dual_posthoc
False,gaussian,16,0.0,0.028181820912007514,0.2170004926621914,0.06430251764181012,logdet,fp32,3550646.0208115764,2082508.8481933593,8101516.190381447,1022605.0425510588,851459.9830078125,2333279.9890594212,adaptive,20,128,3.8573083996018718,6.894294399023056,8.80122835886807,0.19790761723512343,0.15570529256947338,0.4515662095946378,0.5210110568265172,1.1229351073503495,1.188791979686835,20,left
False,gaussian,16,0.0,0.01317203043822126,0.19477520287036895,0.030054648430162333,trace,fp32,8742529.07106569,4805870.4698730465,19947846.222623445,561302.2631532499,837183.7515625,1280724.506464431,fixed,20,128,0.2581057550297294,1.982194221019745,0.5889204220718196,0.11665459786477742,0.1763311170041561,0.26617103134035114,0.3297373256223418,1.29544135928154,0.7523623212352444,20,left
False,gaussian,16,0.0,0.012436178647215346,0.20429879524531738,0.028375653913780503,trace,fp64,55068241016932.1,74846970109937.7,125649316648165.64,59688089090405.266,79894158125362.17,136190433319601.8,adaptive,20,128,0.16046136538277897,1.6774987909482966,0.36612502118196466,0.024604519147303383,0.05887015024586854,0.05614018098680156,0.07683913094872986,0.8712029438090166,0.1753240001360897,20,left
False,gaussian,16,0.0,0.017907434794195487,0.20889344147138766,0.04085943010455721,trace,fp64,65858148985164.53,91581385265322.11,150268671431772.12,24813097619211.51,47461322999662.63,56616094907035.85,fixed,20,128,0.23040313998097764,1.879042356080787,0.5257113094151691,0.057692702206221226,0.10654331608380704,0.13163755503955385,0.2313579795776188,1.1266462745005854,0.5278899688495549,20,left
True,gaussian,16,0.0,0.024841765450881303,0.21785537004470826,0.0566815063564044,trace,fp32,492033.592595588,738094.826171875,1122674.041078747,174780.74570463834,268724.9842773437,398797.580156812,adaptive,20,128,0.32580278645718247,2.0663015276193617,0.7433848752827632,0.060307922947440765,0.12272914797067642,0.13760470948193573,0.3439809493821489,1.3321866691112518,0.7848620263095911,20,left
True,gaussian,16,0.0,0.029765244251800004,0.23355168327689171,0.06791541787133641,logdet,fp32,563034.4198722421,870380.7606445312,1284676.7719454,3033024.116348678,2495070.9318359373,6920457.246481506,fixed,20,128,4.720705178684054,11.59063430428505,10.771242531911058,0.6055976381526634,0.4881159695563838,1.381793352982322,1.3766676178032395,2.064988461136818,3.1411452814599423,20,left
True,gaussian,16,0.0,0.014348957186781428,0.20326145899931594,0.03274004456722186,trace,fp64,72755771922621.95,169987017220511.22,166006991606584.97,74823965003712.98,130618936827398.33,170725991933028.1,fixed,20,128,0.21228810461993836,1.9755441438837622,0.4843781966783361,0.013171781128209641,0.06133446306538013,0.030054079579005747,0.3653054291509487,1.6332798976275131,0.8335181348278108,20,dual
True,gaussian,16,0.0,0.021032210462273725,0.213097413836268,0.04798923705176156,logdet,fp64,99052699737931.28,147370293501647.62,226008744866214.25,148191516676251.66,225851154865875.3,338128882629482.06,adaptive,20,128,4.290115423711691,9.042019844276847,9.788765019122096,0.17081874638032907,0.1753455059255748,0.3897574783037877,0.5196673198208457,1.2864269593200628,1.1857259722495255,20,left
True,gaussian,16,0.0,0.016018316703344998,0.20380858945993308,0.03654902554469362,trace,fp64,182817058151675.97,197348384541852.03,417134050483346.5,150034053959538.62,180234825890924.16,342333003666734.56,fixed,20,128,0.23948810607564072,1.9181618129903495,0.5464404948855236,0.12288907760172109,0.1590411372322454,0.2803962563364237,0.27847599202180673,1.2509785192334155,0.6353992329208663,20,left
True,gaussian,16,0.0,0.021937546012802085,0.23157367935714515,0.05005494300423973,trace,fp64,54004735743172.59,68219836305367.06,123222714519027.1,29089456066220.508,48213526725700.15,66373470604655.8,fixed,20,256,0.2947995028055774,1.8337249763607986,0.6726446204147051,0.01825082771113971,0.05257828813757456,0.041642950416066624,0.577887532435037,1.6412271988320377,1.318567148851385,20,dual
False,gaussian,16,0.0,0.012072142261092185,0.24644621089100838,0.027545031356989942,trace,fp32,3253255.5653659957,2088614.492944336,7422959.788099875,1646617.1595605821,1266536.206982422,3757089.695607224,adaptive,20,512,0.23851960592356317,1.8050739586353302,0.5442306661342334,0.014776751744067401,0.05068260724656284,0.033716144271809474,0.259944057694252,1.192878645658493,0.5931148809708926,20,dual
False,gaussian,16,0.0,0.013056705489573914,0.2422814778983593,0.029791511262124436,trace,fp32,4675782.197908629,2909481.260498047,10668741.676027622,112041.87681797131,162395.6763183594,255646.17642004255,fixed,20,512,0.1899428010639463,1.6832069993019103,0.4333928724650034,0.011205011638706333,0.043995168060064316,0.025566497666146607,0.2979947559102841,1.8914115697145462,0.6799352358712781,20,dual
False,gaussian,16,0.0,0.01204007994911515,0.2502091439427879,0.02747187471505478,trace,fp64,107360538898.54591,116933104428.34335,244964758243.01944,299205118283.76074,244621869692.41205,682696922141.1779,adaptive,20,512,0.1883318719823657,1.5159649733032796,0.4297172123289365,0.011153770041095525,0.03355219316987904,0.025449579609479814,0.2036992569639427,1.0913136160147752,0.46478100565058506,20,dual
False,gaussian,16,0.0,0.017013284538258785,0.24781427560274466,0.03881924566131915,logdet,fp64,137969533744.12122,141102181014.82782,314805363546.74097,219143192700.639,206319185772.614,500019464984.6577,fixed,20,512,0.589359306773542,2.4116044016568385,1.3447423195079513,0.010869574170040558,0.04307839048190312,0.024801129317027087,0.5158762853684249,2.2481484643412424,1.1770759612896717,20,dual
False,gaussian,16,0.0,0.016848315219145902,0.2598096236629208,0.0384428348330148,trace,fp64,202000686426.88568,216621276095.89923,460905373828.7097,25636589170.93566,45744334518.18221,58495057242.292984,fixed,20,512,0.2019146097819781,1.7607670119001615,0.4607089725743337,0.012612592605674206,0.04760079253608494,0.028778177998774208,0.41695435615024556,2.043705514249504,0.9513655957822517,20,dual
True,gaussian,16,0.0,0.012840223578406192,0.23677785247564315,0.02929756404858352,logdet,fp32,305152.16846410546,378312.7640625,696266.3185379668,70846.97744983861,185611.8990234375,161651.69140636106,adaptive,20,512,0.819636875108819,2.6418030142784117,1.8701671118457397,0.014143513089657465,0.03617537552490831,0.03227128235625732,0.19551637543331662,0.9430718943476677,0.4461101083502714,20,dual
True,gaussian,16,0.0,0.020572935220087036,0.2514162711799145,0.04694130780491246,trace,fp32,266074.38176706363,367770.5517578125,607102.4537779439,1325403.300751819,971961.1860351562,3024175.385799659,fixed,20,512,0.2600049835301942,1.7004763633012772,0.5932538955737016,0.01585718041933987,0.04462836491875351,0.03618136056032916,0.3213902043672467,1.3384239196777343,0.7333166778241974,20,dual
True,gaussian,16,0.0,0.0119332122453243,0.2396616442241301,0.027228034459671462,trace,fp64,1446108214988.266,2339977133019.936,3299588032178.208,2265499940342.973,3342964897931.931,5169195785335.3125,adaptive,20,512,0.16930710274253588,1.4857774269939314,0.3863083579651544,0.010118546444868651,0.031470201604736646,0.02308750784103585,0.15612565156877026,0.9606863944834686,0.35623221422369084,20,dual
True,gaussian,16,0.0,0.01007415915866518,0.23802092772421216,0.022986229280538194,logdet,fp64,4276669948421.8677,5877221158538.736,9758086451022.262,1705899071945.7668,2969633100313.727,3892353354718.9175,fixed,20,512,0.7081976579766771,2.486933775974742,1.615896025246935,0.014612673618508614,0.035825001783262485,0.03334176688163581,0.29307121337564107,1.1440608558871266,0.6687011789349786,20,dual
True,gaussian,16,0.0,0.01212779320316484,0.23266951225994809,0.027672010223812757,trace,fp64,5709104773237.086,8895355556504.977,13026475881251.68,5484818704486.774,6595351789002.629,12514721905606.898,fixed,20,512,0.2653200355279794,1.6962937024627849,0.6053812604420625,0.015712587931569825,0.045405453423928745,0.03585144358921729,0.3383374273569165,1.3589376993784275,0.7719851907167984,20,dual
True,gaussian,16,0.0,0.01957098912521945,0.255622375313003,0.04465516537846922,trace,fp64,3303756072903.4277,3972635689553.486,7538186898050.832,1753849249701.991,2707310468508.711,4001761372061.8926,fixed,20,512,0.25936605293032344,1.7679539360908667,0.591796046334706,0.015869525488831755,0.04881653739096184,0.036209528330299376,0.28595984655456286,1.2784109674748734,0.6524751589096037,20,dual_posthoc
True,gaussian,16,0.0,0.012999577879009336,0.2514071025125676,0.02966116307782389,trace,fp64,3089607220424.171,3730873826026.5,7049563029227.167,1912854491115.5256,3139012630643.3955,4364563952244.983,fixed,20,512,0.2538043445556485,1.6477695271124393,0.5791058851134783,0.025872994468492668,0.05894521320570163,0.05903446368676087,0.19530355474212377,1.0017893777178903,0.4456245149497349,20,left
True,gaussian,16,0.0,0.013934489504837715,0.2380285845764339,0.0317943528209944,trace,fp64,9286873734197.035,10103444163521.033,21189878538899.883,4248394070587.9155,5598276622181.438,9693569323511.855,fixed,20,512,0.27437888187094733,1.4919425478993726,0.6260508484222684,0.0744443238039889,0.08599948843972381,0.16985976384155604,0.2137284448712728,0.9275401803769447,0.4876646239362064,20,none
True,gaussian,16,0.0,0.012093069688388762,0.23278901929326684,0.027592781510081096,trace,fp64,17799921683321.64,14908034696688.332,40614117222530.28,4723913643426.807,5555927944157.37,10778563292388.82,fixed,20,512,0.20272661882191056,1.3482383571851826,0.4625617352392657,0.24848283604557883,0.16102174377566536,0.5669637884080095,0.5269506445542119,1.036522453440878,1.2023443489903545,20,right
True,gaussian,32,0.0,0.013866591833615074,0.16927259387803412,0.03163943056755792,trace,fp64,45943961597806.18,87726779224561.84,104830429886055.58,226436486877135.66,195747840077413.03,516660589023994.3,fixed,20,512,0.2722732421785468,1.9740006892108508,0.6212464060872385,0.008347196662709784,0.0307074093926673,0.019045815468753533,1.3081675135883895,4.163022657959339,2.9848484554495087,20,dual
True,gaussian,4,0.0,0.07681218690670928,0.5736582624469733,0.1752625218610421,trace,fp64,0.6779579890680383,3.14183835149428,1.5468981116787683,0.9338969740864262,3.717094104394433,2.1308746102434784,fixed,20,512,0.06910485728128077,0.9224322818690093,0.15767669230241338,0.009067414888877648,0.04267466616773956,0.020689138848698087,0.05786388371967317,0.3448513395752978,0.13202814024421694,20,dual
True,gaussian,8,0.0,0.0272663745074463,0.36976685013905,0.06221374173328294,trace,fp64,886.2523999670885,2411.927026403437,2022.1638893354516,764.899822799422,1201.0452569633894,1745.2734691398484,fixed,20,512,0.1628767552046259,1.3988015744775546,0.3716362210123839,0.017932826355158263,0.056548284999757524,0.04091736608044251,0.17595583190826747,0.6753782304676081,0.4014787767187884,20,dual
True,gaussian,16,0.0,0.021930453408289675,0.19078817453545469,0.05003875979421191,trace,fp64,233810969943026.28,265086975489042.44,533486961916088.75,60578210765788.3,140833884493923.88,138221425742461.47,fixed,20,64,0.31627002551137046,2.517938252111162,0.7216339553969562,0.0197189206512292,0.09523150509145924,0.04499270103987032,0.5965423817089083,2.193541245718537,1.361131956082394,20,dual
