centered,dataset,dimension,effective_rank,largest_eigenvalue,minimum_variance,nonfinite,objective,precision,rf_condition,rg_condition,ridge,ridge_rule,run_id,samples,score,seed,spectrum_mae,spectrum_relative_error,state,whitening
True,finite,11,11,0.08686774224042892,0.044677734375,0,logdet,fp32,2.678889751434326,2.518880844116211,0.006700787174766841,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.36995214223861694,20312002,0.3028145134449005,0.9130356311798096,SUCCEEDED,right
True,finite,11,11,0.07612793147563934,0.044677734375,0,logdet,fp32,1.9525010585784912,2.364659309387207,0.006721467447951023,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.31813663244247437,20312003,0.3072949945926666,0.9381368160247803,SUCCEEDED,right
True,finite,11,11,0.0845407098531723,0.03753662109375,0,logdet,fp32,2.0575995445251465,2.8715646266937256,0.006712475681239027,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.37456393241882324,20312004,0.3023294508457184,0.9060887694358826,SUCCEEDED,right
True,finite,11,10,0.0774664580821991,0.03753662109375,0,logdet,fp32,1.823325276374817,3.1333117485046387,0.006709328497035377,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.32190272212028503,20312005,0.3069537878036499,0.9319896697998047,SUCCEEDED,right
True,finite,11,11,0.07879167050123215,0.05169677734375,0,logdet,fp32,2.214714765548706,2.1428580284118652,0.006709778282934329,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.36861759424209595,20312006,0.3028578460216522,0.912029504776001,SUCCEEDED,right
True,finite,11,11,0.08892934024333954,0.03753662109375,0,logdet,fp32,2.0820350646972656,3.1257243156433105,0.006708429583781981,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.3649202287197113,20312007,0.30321672558784485,0.9161120057106018,SUCCEEDED,right
True,finite,11,11,0.07062489539384842,0.02288818359375,0,logdet,fp32,2.892364740371704,5.020458221435547,0.0066855016981920545,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.35408976674079895,20312008,0.3040514886379242,0.9070695638656616,SUCCEEDED,right
True,finite,11,11,0.08526349067687988,0.044677734375,0,logdet,fp32,2.333332061767578,2.1536502838134766,0.006717421350493977,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.38934722542762756,20312009,0.3011223077774048,0.9122909307479858,SUCCEEDED,right
True,finite,11,11,0.0857597216963768,0.044677734375,0,logdet,fp32,2.9990804195404053,2.3260223865509033,0.006694942592258495,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.35417628288269043,20312010,0.30418190360069275,0.9256663918495178,SUCCEEDED,right
True,finite,11,11,0.07365639507770538,0.044677734375,0,logdet,fp32,2.2556064128875732,2.4717025756835938,0.006706181312831728,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.309346079826355,20312011,0.308055579662323,0.9394052028656006,SUCCEEDED,right
True,finite,11,11,0.06040770933032036,0.05169677734375,0,logdet,fp32,1.8070433139801025,2.2510972023010254,0.006726411800116957,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.28421154618263245,20312012,0.3101889193058014,0.9402328133583069,SUCCEEDED,right
True,finite,11,11,0.08222593367099762,0.03753662109375,0,logdet,fp32,2.5919315814971924,3.34464693069458,0.006687300183243356,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.3374393582344055,20312013,0.3056310713291168,0.9283257126808167,SUCCEEDED,right
True,finite,11,11,0.09927928447723389,0.03753662109375,0,logdet,fp32,4.089449405670166,3.0746283531188965,0.006654032490333592,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.34104883670806885,20312014,0.3054475784301758,0.9401857852935791,SUCCEEDED,right
True,finite,11,11,0.09971284121274948,0.02288818359375,0,logdet,fp32,4.323735237121582,5.191925048828125,0.006658527715145082,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.40147870779037476,20312015,0.30010512471199036,0.9056236743927002,SUCCEEDED,right
True,finite,11,11,0.08165420591831207,0.044677734375,0,logdet,fp32,2.0452003479003906,2.7670907974243164,0.006708429583781981,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.3235589861869812,20312016,0.30686646699905396,0.9363269209861755,SUCCEEDED,right
True,finite,11,11,0.07133343815803528,0.0302734375,0,logdet,fp32,1.4250867366790771,3.7088582515716553,0.006720567876153118,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.31566911935806274,20312017,0.30747106671333313,0.9246616363525391,SUCCEEDED,right
True,finite,11,11,0.09151462465524673,0.02288818359375,0,logdet,fp32,2.2631847858428955,5.641907215118408,0.006688199096496751,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.40661147236824036,20312018,0.2996661365032196,0.9118058681488037,SUCCEEDED,right
True,finite,11,11,0.08907350152730942,0.044677734375,0,logdet,fp32,2.2713587284088135,2.230450391769409,0.006715622206898168,adaptive,20260809-020528_postfix-e3-gaussian-finite-estimator-controls-20rep,128,0.3846525251865387,20312019,0.3015317916870117,0.9135291576385498,SUCCEEDED,right
