epoch,step,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/invalid_batch,train/leaf_trace,train/loss,train/retained_min,train/whitening,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/invalid_batch,val/leaf_trace,val/loss,val/retained_min,val/whitening,val_score
0,116,0.8022313117980957,5.910732269287109,31.968318939208984,0.0,18.859792709350586,-31.141075134277344,39.67521286010742,0.023113898932933807,,,,,,,,,,
1,233,0.6413936018943787,9.328595161437988,42.27814865112305,0.0,26.342226028442383,-44.10358428955078,32.0427360534668,0.022867752239108086,,,,,,,,,,
2,350,0.6072291135787964,13.04630184173584,55.071327209472656,0.0,37.6411247253418,-61.67902374267578,30.213674545288086,0.022679660469293594,,,,,,,,,,
3,467,0.5116362571716309,15.063968658447266,60.57773971557617,0.0,45.062747955322266,-72.21878051757812,31.059829711914062,0.023479172959923744,,,,,,,,,,
4,584,0.4841434359550476,16.936023712158203,66.38650512695312,0.0,49.73100280761719,-79.91970825195312,32.74359130859375,0.024607470259070396,,,,,,,,,,
5,701,0.4685141146183014,18.929000854492188,72.46186065673828,0.0,53.30988311767578,-86.70623779296875,34.78632354736328,0.02498481795191765,,,,,,,,,,
6,818,0.4515496492385864,20.975614547729492,77.62592315673828,0.0,56.41850662231445,-92.89442443847656,37.30769348144531,0.024911124259233475,,,,,,,,,,
7,935,0.4255099892616272,23.138545989990234,83.667236328125,0.0,58.61604690551758,-98.46381378173828,40.589744567871094,0.02422667108476162,,,,,,,,,,
8,1052,0.4020712971687317,26.044939041137695,90.2256851196289,0.0,60.89350891113281,-104.95957946777344,45.376068115234375,0.024029284715652466,,,,,,,,,,
9,1169,,,,,,,,,3.5244839191436768,0.40689727663993835,30.63907241821289,96.56504821777344,0.0,62.343013763427734,-112.26983642578125,54.42399978637695,0.025252509862184525,112.26983642578125
9,1169,0.38059353828430176,29.24962615966797,97.19014739990234,0.0,62.75952911376953,-111.42290496826172,50.769229888916016,0.024255044758319855,,,,,,,,,,
10,1286,0.3705107867717743,32.96881866455078,103.85626220703125,0.0,64.35009002685547,-118.06565856933594,57.239315032958984,0.02450975589454174,,,,,,,,,,
11,1403,0.3565818667411804,36.94110107421875,111.33078002929688,0.0,66.05823516845703,-125.24079132080078,64.06837463378906,0.024708619341254234,,,,,,,,,,
12,1520,0.3409363627433777,40.973907470703125,119.15946197509766,0.0,67.56780242919922,-132.34901428222656,71.11111450195312,0.02458026073873043,,,,,,,,,,
13,1637,0.32844507694244385,44.97443771362305,126.5086898803711,0.0,69.08204650878906,-139.33395385742188,77.93162536621094,0.024284686893224716,,,,,,,,,,
14,1754,0.31756171584129333,48.06632614135742,133.36497497558594,0.0,70.27957916259766,-144.9952392578125,82.95726776123047,0.023684583604335785,,,,,,,,,,
15,1871,0.308285117149353,50.77947235107422,139.40985107421875,0.0,71.3148422241211,-149.95281982421875,86.94871520996094,0.023489389568567276,,,,,,,,,,
16,1988,0.29765310883522034,53.50993728637695,144.81346130371094,0.0,72.31695556640625,-154.76629638671875,91.4871826171875,0.02329217828810215,,,,,,,,,,
17,2105,0.29119428992271423,55.65232467651367,149.9553985595703,0.0,73.06315612792969,-158.6837158203125,95.05128479003906,0.022831065580248833,,,,,,,,,,
18,2222,0.2852819263935089,57.61455154418945,153.94338989257812,0.0,73.9500961303711,-162.3310089111328,97.6068344116211,0.022318705916404724,,,,,,,,,,
19,2339,,,,,,,,,4.139642238616943,0.3006882965564728,57.303504943847656,154.36695861816406,0.0,73.00468444824219,-161.1595001220703,100.14559936523438,0.022064823657274246,161.1595001220703
19,2339,0.2763901650905609,59.48149108886719,158.35458374023438,0.0,74.67893981933594,-165.80941772460938,100.52991485595703,0.021919211372733116,,,,,,,,,,
20,2456,0.2713009715080261,61.20089340209961,161.8575439453125,0.0,75.49845886230469,-169.04940795898438,102.9059829711914,0.02150247059762478,,,,,,,,,,
21,2573,0.2674408257007599,62.871795654296875,165.26963806152344,0.0,76.2406997680664,-172.14553833007812,105.23076629638672,0.02084978297352791,,,,,,,,,,
22,2690,0.2617230713367462,63.9942626953125,168.27552795410156,0.0,76.71314239501953,-174.341796875,107.28205108642578,0.020656799897551537,,,,,,,,,,
23,2807,0.2586602568626404,65.63056945800781,171.0052947998047,0.0,77.34431457519531,-177.1553497314453,109.52136993408203,0.020628295838832855,,,,,,,,,,
24,2924,0.25388064980506897,66.72303009033203,174.20407104492188,0.0,77.88359832763672,-179.4268035888672,111.16239166259766,0.02066366747021675,,,,,,,,,,
25,3041,0.25315892696380615,67.82394409179688,176.9213409423828,0.0,78.20410919189453,-181.3915557861328,112.92308044433594,0.020732775330543518,,,,,,,,,,
26,3158,0.24712905287742615,68.78884887695312,178.43275451660156,0.0,78.74182891845703,-183.19650268554688,114.01709747314453,0.02073593996465206,,,,,,,,,,
27,3275,0.24427656829357147,69.81072998046875,180.3688507080078,0.0,79.21401977539062,-185.07774353027344,115.62393188476562,0.020710743963718414,,,,,,,,,,
28,3392,0.2417387068271637,70.94048309326172,182.2262420654297,0.0,79.8482666015625,-187.2132110595703,116.82906341552734,0.020799698308110237,,,,,,,,,,
29,3509,,,,,,,,,4.222256660461426,0.2675075829029083,67.0802993774414,177.64352416992188,0.0,77.61357879638672,-180.20143127441406,113.86720275878906,0.02114018425345421,180.20143127441406
29,3509,0.24034562706947327,71.69415283203125,183.93820190429688,0.0,80.12000274658203,-188.5809326171875,117.94871520996094,0.020841628313064575,,,,,,,,,,
30,3626,0.23693397641181946,72.35469055175781,185.1324920654297,0.0,80.52900695800781,-189.8893585205078,118.87179565429688,0.020802738144993782,,,,,,,,,,
31,3743,0.23655226826667786,72.94648742675781,186.3202667236328,0.0,80.70655822753906,-190.89620971679688,119.75213623046875,0.020908262580633163,,,,,,,,,,
32,3860,0.23118413984775543,73.54573822021484,187.56884765625,0.0,81.05042266845703,-192.08897399902344,120.5897445678711,0.020923543721437454,,,,,,,,,,
33,3977,0.2269568145275116,74.23499298095703,189.38534545898438,0.0,81.52519226074219,-193.6162567138672,121.52991485595703,0.020999610424041748,,,,,,,,,,
34,4094,0.2278272956609726,74.80079650878906,189.8677978515625,0.0,81.82659912109375,-194.5798797607422,122.22222137451172,0.021121995523571968,,,,,,,,,,
35,4211,0.22636115550994873,75.3133544921875,190.8719940185547,0.0,82.15035247802734,-195.6170196533203,122.70085144042969,0.021048661321401596,,,,,,,,,,
36,4328,0.22409887611865997,75.72327423095703,191.676513671875,0.0,82.35433959960938,-196.3917999267578,123.29059600830078,0.021105054765939713,,,,,,,,,,
37,4445,0.22147807478904724,76.07992553710938,192.09335327148438,0.0,82.68013000488281,-197.15760803222656,123.28205108642578,0.021131940186023712,,,,,,,,,,
38,4562,0.22186239063739777,76.54735565185547,192.69427490234375,0.0,82.9145278930664,-197.9795684814453,124.05128479003906,0.02118268422782421,,,,,,,,,,
39,4679,,,,,,,,,4.272215843200684,0.2550056576728821,72.0345458984375,187.34561157226562,0.0,80.17459106445312,-189.65663146972656,123.21119689941406,0.0215984508395195,189.65663146972656
39,4679,0.2216121256351471,77.0315933227539,193.28785705566406,0.0,83.26031494140625,-198.92837524414062,124.47863006591797,0.021142873913049698,,,,,,,,,,
40,4796,0.21990427374839783,77.42549133300781,194.0699005126953,0.0,83.48851776123047,-199.70675659179688,125.0854721069336,0.02120472863316536,,,,,,,,,,
41,4913,0.21894918382167816,77.63563537597656,194.0430145263672,0.0,83.65827941894531,-200.08120727539062,125.05128479003906,0.021283607929944992,,,,,,,,,,
42,5030,0.2158481925725937,78.03388214111328,194.924560546875,0.0,84.00814819335938,-201.0056915283203,125.64957427978516,0.021233832463622093,,,,,,,,,,
43,5147,0.21695105731487274,78.35545349121094,195.0648193359375,0.0,84.20067596435547,-201.54783630371094,125.70940399169922,0.021284231916069984,,,,,,,,,,
44,5264,0.21371197700500488,78.53477478027344,195.16847229003906,0.0,84.35460662841797,-201.90167236328125,125.88888549804688,0.0213287565857172,,,,,,,,,,
45,5381,0.21306250989437103,78.93822479248047,196.09959411621094,0.0,84.63932037353516,-202.77609252929688,126.4017105102539,0.021375268697738647,,,,,,,,,,
46,5498,0.21253818273544312,79.02630615234375,196.5923309326172,0.0,84.7070083618164,-203.03041076660156,126.43589782714844,0.021386820822954178,,,,,,,,,,
47,5615,0.21138647198677063,79.48057556152344,196.69956970214844,0.0,85.06584930419922,-203.86485290527344,126.61538696289062,0.021460119634866714,,,,,,,,,,
48,5732,0.2109355628490448,79.87946319580078,197.1708221435547,0.0,85.31950378417969,-204.6116943359375,127.05982971191406,0.02145497128367424,,,,,,,,,,
49,5849,,,,,,,,,4.194350719451904,0.2377896010875702,74.51209259033203,191.66845703125,0.0,82.34236907958984,-195.1664276123047,126.10399627685547,0.021741706877946854,195.1664276123047
49,5849,0.2097802609205246,79.92692565917969,197.39010620117188,0.0,85.37440490722656,-204.7578582763672,127.12820434570312,0.021477967500686646,,,,,,,,,,
50,5966,0.20798617601394653,80.30364990234375,198.07717895507812,0.0,85.67768096923828,-205.5753173828125,127.4957275390625,0.021485552191734314,,,,,,,,,,
51,6083,0.20792333781719208,80.55914306640625,198.52928161621094,0.0,85.87752532958984,-206.1210479736328,127.47863006591797,0.02152228355407715,,,,,,,,,,
52,6200,0.20778334140777588,80.55742645263672,198.04147338867188,0.0,85.88833618164062,-206.03256225585938,127.46154022216797,0.021520748734474182,,,,,,,,,,
53,6317,0.20747148990631104,80.80490112304688,198.29318237304688,0.0,86.0675277709961,-206.50953674316406,127.52991485595703,0.0215147715061903,,,,,,,,,,
54,6434,0.20647849142551422,80.9871826171875,198.7971649169922,0.0,86.2549057006836,-206.98001098632812,127.74359130859375,0.021548600867390633,,,,,,,,,,
