epoch,step,train/cross_trace_sum,train/loss,val/closure_defect_frobenius,val/cross_trace_sum,val/loss,val_score
0,174,89.50879669189453,-89.50879669189453,,,,
1,349,133.0723114013672,-133.0723114013672,,,,
2,524,158.95103454589844,-158.95103454589844,,,,
3,699,172.3369903564453,-172.3369903564453,,,,
4,874,180.82742309570312,-180.82742309570312,,,,
5,1049,188.0370330810547,-188.0370330810547,,,,
6,1224,194.149169921875,-194.149169921875,,,,
7,1399,199.44363403320312,-199.44363403320312,,,,
8,1574,204.34361267089844,-204.34361267089844,,,,
9,1749,,,5.508942604064941,208.4280242919922,-208.4280242919922,208.4280242919922
9,1749,208.52381896972656,-208.52381896972656,,,,
10,1924,212.35694885253906,-212.35694885253906,,,,
11,2099,217.02113342285156,-217.02113342285156,,,,
12,2274,220.92703247070312,-220.92703247070312,,,,
13,2449,224.40625,-224.40625,,,,
14,2624,227.92076110839844,-227.92076110839844,,,,
15,2799,230.68630981445312,-230.68630981445312,,,,
16,2974,234.16555786132812,-234.16555786132812,,,,
17,3149,237.16429138183594,-237.16429138183594,,,,
18,3324,239.44680786132812,-239.44680786132812,,,,
19,3499,,,4.654928684234619,240.47779846191406,-240.47779846191406,240.47779846191406
19,3499,242.15402221679688,-242.15402221679688,,,,
20,3674,244.28887939453125,-244.28887939453125,,,,
21,3849,246.4076385498047,-246.4076385498047,,,,
22,4024,248.1971893310547,-248.1971893310547,,,,
23,4199,249.59725952148438,-249.59725952148438,,,,
24,4374,250.8336181640625,-250.8336181640625,,,,
25,4549,252.46661376953125,-252.46661376953125,,,,
26,4724,253.84906005859375,-253.84906005859375,,,,
27,4899,254.92156982421875,-254.92156982421875,,,,
28,5074,256.3199462890625,-256.3199462890625,,,,
29,5249,,,4.3962907791137695,253.3715057373047,-253.3715057373047,253.3715057373047
29,5249,256.7878723144531,-256.7878723144531,,,,
30,5424,257.9775695800781,-257.9775695800781,,,,
31,5599,258.8974304199219,-258.8974304199219,,,,
32,5774,259.461181640625,-259.461181640625,,,,
33,5949,260.3038024902344,-260.3038024902344,,,,
34,6124,261.4117736816406,-261.4117736816406,,,,
35,6299,261.9457702636719,-261.9457702636719,,,,
36,6474,262.7408447265625,-262.7408447265625,,,,
37,6649,262.9879455566406,-262.9879455566406,,,,
38,6824,264.0303039550781,-264.0303039550781,,,,
39,6999,,,4.306296348571777,259.5914611816406,-259.5914611816406,259.5914611816406
39,6999,264.4361572265625,-264.4361572265625,,,,
40,7174,264.888916015625,-264.888916015625,,,,
41,7349,265.4761962890625,-265.4761962890625,,,,
42,7524,266.1956787109375,-266.1956787109375,,,,
43,7699,267.09661865234375,-267.09661865234375,,,,
44,7874,267.3133239746094,-267.3133239746094,,,,
45,8049,267.6098327636719,-267.6098327636719,,,,
46,8224,268.1490783691406,-268.1490783691406,,,,
47,8399,268.6014099121094,-268.6014099121094,,,,
48,8574,268.9721374511719,-268.9721374511719,,,,
