run_id,dataset,channel,factor_index,factor_name,top_auc,full_top_accuracy,min_k_95pct_top,mean_top_minus_random,mean_top_minus_eigen_bottom,mean_top_minus_pca_top,mean_top_minus_unranked_first,mean_top_minus_random_rotation_first
20260809-065915_postfix-e7-dsprites-color-seed1-probe,dsprites,default,3,orientation,0.041523622047244094,0.0475,128,0.0010999999999999994,0.0003124999999999994,-0.0010000000000000022,-0.00031250000000000114,0.0010937499999999988
20260809-065915_postfix-e7-dsprites-color-seed1-probe,dsprites,default,4,position_x,0.13941732283464567,0.1855,128,-0.0038750000000000026,-0.007437500000000002,-0.016125000000000004,-0.0007500000000000033,-9.375000000000355e-05
20260809-065915_postfix-e7-dsprites-color-seed1-probe,dsprites,default,5,position_y,0.15413976377952757,0.19,128,-0.0039124999999999984,0.00043749999999999865,-0.0170625,-0.004750000000000002,-0.0021874999999999985
20260809-065916_postfix-e7-dsprites-rotation-seed1-probe,dsprites,default,0,color,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
20260809-065916_postfix-e7-dsprites-rotation-seed1-probe,dsprites,default,1,shape,0.4848248031496063,0.5045,64,0.01977500000000002,0.014125000000000006,-0.0018125000000000016,0.0025624999999999953,0.018406250000000006
20260809-065916_postfix-e7-dsprites-rotation-seed1-probe,dsprites,default,2,scale,0.4018759842519685,0.4245,64,0.0283,0.016124999999999994,-0.004375000000000004,0.0025000000000000022,0.024687499999999998
20260809-065916_postfix-e7-dsprites-rotation-seed1-probe,dsprites,default,3,orientation,0.041783464566929135,0.052,128,-0.0015875000000000004,-0.0016250000000000001,-0.0044375000000000005,-0.0008749999999999999,-0.0024375
20260809-065916_postfix-e7-dsprites-rotation-seed1-probe,dsprites,default,4,position_x,0.16843897637795277,0.2215,128,-0.0010500000000000032,0.002687499999999997,-0.024937500000000005,-0.0015625000000000014,0.0004999999999999987
20260809-065916_postfix-e7-dsprites-rotation-seed1-probe,dsprites,default,5,position_y,0.18290748031496062,0.2515,128,0.00395,0.004562499999999997,-0.016625,0.008874999999999997,-0.0017187499999999998
20260809-070417_postfix-e7-dsprites-blur-seed1-probe,dsprites,default,0,color,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
20260809-070417_postfix-e7-dsprites-blur-seed1-probe,dsprites,default,1,shape,0.467509842519685,0.4775,16,0.00955000000000001,-0.008812500000000001,-0.020874999999999998,0.0006250000000000075,0.0005937499999999901
20260809-070417_postfix-e7-dsprites-blur-seed1-probe,dsprites,default,2,scale,0.399757874015748,0.427,128,0.011812500000000004,-0.0170625,-0.0323125,0.0085,0.005531250000000008
20260809-070417_postfix-e7-dsprites-blur-seed1-probe,dsprites,default,3,orientation,0.04683464566929134,0.054,64,0.0022124999999999996,0.0010625,-0.0009999999999999996,0.0030000000000000005,0.00184375
20260809-070417_postfix-e7-dsprites-blur-seed1-probe,dsprites,default,4,position_x,0.17119488188976378,0.221,128,-0.006775000000000002,-0.004125000000000003,-0.0288125,-0.007062500000000002,-0.0025312500000000022
20260809-070417_postfix-e7-dsprites-blur-seed1-probe,dsprites,default,5,position_y,0.16104330708661418,0.2175,128,-0.00912499999999999,-0.008187499999999997,-0.027312499999999997,-0.0146875,-0.010593749999999996
20260809-070417_postfix-e7-dsprites-grayscale-seed1-probe,dsprites,default,0,color,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
20260809-070417_postfix-e7-dsprites-grayscale-seed1-probe,dsprites,default,1,shape,0.47058858267716536,0.4775,4,0.02202500000000001,0.02587500000000001,-0.0018124999999999947,0.007124999999999999,0.01218750000000001
20260809-070417_postfix-e7-dsprites-grayscale-seed1-probe,dsprites,default,2,scale,0.3851417322834646,0.3995,64,0.04191249999999999,0.051937500000000004,0.0013749999999999943,0.0148125,0.03575
20260809-070417_postfix-e7-dsprites-grayscale-seed1-probe,dsprites,default,3,orientation,0.04470472440944882,0.056,128,-0.0007625000000000006,0.0004375000000000008,-0.001374999999999999,-0.0004999999999999991,-0.0011875000000000006
20260809-070417_postfix-e7-dsprites-grayscale-seed1-probe,dsprites,default,4,position_x,0.15799212598425194,0.205,128,-0.0032874999999999988,-0.007250000000000001,-0.022375,0.0034999999999999996,-0.0008124999999999973
20260809-070417_postfix-e7-dsprites-grayscale-seed1-probe,dsprites,default,5,position_y,0.15498425196850393,0.208,128,0.001812499999999999,0.0020000000000000044,-0.019562499999999997,0.0013750000000000012,0.0014062499999999995
20260809-070918_postfix-e7-dsprites-noise-seed1-probe,dsprites,default,0,color,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
20260809-070918_postfix-e7-dsprites-noise-seed1-probe,dsprites,default,1,shape,0.5014114173228346,0.5345,128,0.020075000000000003,0.025437499999999988,0.0035624999999999823,0.01987499999999999,0.029593750000000002
20260809-070918_postfix-e7-dsprites-noise-seed1-probe,dsprites,default,2,scale,0.41094094488188976,0.442,128,0.029412500000000015,0.030187499999999992,0.0020000000000000018,0.017125,0.03378125000000001
20260809-070918_postfix-e7-dsprites-noise-seed1-probe,dsprites,default,3,orientation,0.06196259842519685,0.088,128,-0.0004624999999999998,-0.0010624999999999996,-0.00037500000000000077,0.0,0.0004687500000000013
20260809-070918_postfix-e7-dsprites-noise-seed1-probe,dsprites,default,4,position_x,0.21378937007874016,0.2815,128,0.003475000000000006,-0.00024999999999999935,-0.0149375,-0.0021249999999999984,0.009000000000000001
20260809-070918_postfix-e7-dsprites-noise-seed1-probe,dsprites,default,5,position_y,0.2337775590551181,0.2935,128,0.002250000000000002,-0.0021250000000000028,-0.016125,0.003562499999999999,0.0014062499999999986
20260809-070918_postfix-e7-shapes3d-default-seed1-probe,shapes3d,default,0,floor_hue,0.8695062992125985,0.9958,64,-0.0068147499999999875,0.019874999999999986,-0.03987500000000001,0.00980000000000001,-0.009002500000000014
20260809-070918_postfix-e7-shapes3d-default-seed1-probe,shapes3d,default,1,wall_hue,0.9272362204724408,0.9982,64,0.0025927499999999944,-0.01590000000000002,-0.02737499999999999,0.0043749999999999935,0.003131249999999971
20260809-070918_postfix-e7-shapes3d-default-seed1-probe,shapes3d,default,2,object_hue,0.6588637795275591,0.869,128,0.0072729999999999705,0.012950000000000014,-0.002049999999999986,0.008350000000000003,0.008638750000000008
20260809-070918_postfix-e7-shapes3d-default-seed1-probe,shapes3d,default,3,scale,0.25418188976377953,0.343,128,0.004110750000000003,0.005750000000000002,0.004875000000000004,0.004300000000000002,0.005247499999999992
20260809-070918_postfix-e7-shapes3d-default-seed1-probe,shapes3d,default,4,shape,0.45389133858267716,0.5642,128,0.004032000000000001,0.014550000000000007,-0.0011499999999999913,0.001575,0.004166249999999989
20260809-070918_postfix-e7-shapes3d-default-seed1-probe,shapes3d,default,5,orientation,0.3145433070866142,0.4698,128,0.004872999999999999,0.01125,-0.0058,5.000000000000317e-05,0.00700624999999999
20260809-071419_postfix-e7-shapes3d-default-seed2-probe,shapes3d,default,0,floor_hue,0.8819307086614173,0.9984,64,-0.02411174999999998,-0.0212,-0.02842500000000003,-0.029200000000000025,-0.024762500000000003
20260809-071419_postfix-e7-shapes3d-default-seed2-probe,shapes3d,default,1,wall_hue,0.9413551181102362,0.997,32,0.021255000000000017,0.029600000000000015,-0.010900000000000017,0.022300000000000004,0.022608749999999983
20260809-071419_postfix-e7-shapes3d-default-seed2-probe,shapes3d,default,2,object_hue,0.648763779527559,0.8658,128,0.0012452500000000172,0.0062500000000000125,-0.008724999999999983,-0.00462499999999998,0.003072500000000023
20260809-071419_postfix-e7-shapes3d-default-seed2-probe,shapes3d,default,3,scale,0.24244173228346458,0.3136,128,0.002507250000000006,-0.000499999999999997,0.003075000000000005,-2.4999999999997247e-05,0.003682500000000005
20260809-071419_postfix-e7-shapes3d-default-seed2-probe,shapes3d,default,4,shape,0.4089062992125984,0.5212,128,-0.005612749999999972,-0.00922499999999999,0.0005250000000000046,-0.009274999999999985,-0.006639999999999979
20260809-071419_postfix-e7-shapes3d-default-seed2-probe,shapes3d,default,5,orientation,0.2866133858267716,0.423,128,0.005256000000000009,0.0019250000000000014,-0.0018499999999999957,2.5000000000000716e-05,0.006930000000000006
20260809-071419_postfix-e7-shapes3d-default-seed3-probe,shapes3d,default,0,floor_hue,0.8858700787401574,0.9958,64,0.010881749999999982,0.021649999999999996,-0.012525000000000012,0.00909999999999999,0.017170000000000005
20260809-071419_postfix-e7-shapes3d-default-seed3-probe,shapes3d,default,1,wall_hue,0.939823622047244,0.9978,32,0.00799374999999998,0.006474999999999984,-0.040300000000000016,-0.006900000000000031,0.010374999999999978
20260809-071419_postfix-e7-shapes3d-default-seed3-probe,shapes3d,default,2,object_hue,0.6443385826771654,0.879,128,-0.007684500000000025,-0.012450000000000003,-0.021350000000000004,-0.0007750000000000049,-0.009417499999999985
20260809-071419_postfix-e7-shapes3d-default-seed3-probe,shapes3d,default,3,scale,0.26200551181102366,0.334,128,0.002099000000000014,0.0056250000000000085,0.0005500000000000158,-0.0001249999999999897,0.0032000000000000084
20260809-071419_postfix-e7-shapes3d-default-seed3-probe,shapes3d,default,4,shape,0.43001496062992123,0.5578,128,-0.008798000000000004,0.0038500000000000027,-0.005024999999999991,-0.007550000000000008,-0.01001625
20260809-071419_postfix-e7-shapes3d-default-seed3-probe,shapes3d,default,5,orientation,0.3165992125984252,0.4922,128,0.00012899999999999197,-4.999999999999796e-05,-0.003574999999999993,-0.008624999999999996,-0.0014237500000000049
20260809-071920_postfix-e7-shapes3d-crop-seed1-probe,shapes3d,default,0,floor_hue,0.8917972440944882,0.9985,64,-0.007199999999999991,-0.0024999999999999988,-0.008687499999999994,0.01868750000000001,0.011156249999999996
20260809-071920_postfix-e7-shapes3d-crop-seed1-probe,shapes3d,default,1,wall_hue,0.9388307086614174,0.9985,32,0.007137499999999984,0.008312500000000021,-0.02856249999999997,-0.008187499999999973,0.006281250000000009
20260809-071920_postfix-e7-shapes3d-crop-seed1-probe,shapes3d,default,2,object_hue,0.6797814960629921,0.888,128,0.007574999999999974,0.014687499999999996,0.0025000000000000022,-0.004937500000000008,0.013562500000000009
20260809-071920_postfix-e7-shapes3d-crop-seed1-probe,shapes3d,default,3,scale,0.2541653543307087,0.319,128,0.006062500000000002,0.019812499999999997,0.0008750000000000008,0.009000000000000005,0.011093750000000003
20260809-071920_postfix-e7-shapes3d-crop-seed1-probe,shapes3d,default,4,shape,0.40763582677165355,0.5385,128,-0.007449999999999998,0.0006875000000000006,-0.004750000000000011,-0.005750000000000005,-0.006343749999999981
20260809-071920_postfix-e7-shapes3d-crop-seed1-probe,shapes3d,default,5,orientation,0.2660846456692913,0.3695,128,0.009049999999999997,0.013125000000000001,-0.007749999999999998,0.0023750000000000056,0.006375000000000004
20260809-071921_postfix-e7-shapes3d-color-seed1-probe,shapes3d,default,0,floor_hue,0.8825118110236221,0.998,64,-0.022962499999999997,-0.0009375000000000216,-0.05200000000000002,-0.039687500000000014,-0.020687500000000004
20260809-071921_postfix-e7-shapes3d-color-seed1-probe,shapes3d,default,1,wall_hue,0.940456692913386,0.9975,32,0.02274999999999998,0.02506250000000001,-0.026500000000000003,0.0074375000000000135,0.025625000000000005
20260809-071921_postfix-e7-shapes3d-color-seed1-probe,shapes3d,default,2,object_hue,0.6270098425196851,0.859,128,-0.00036250000000000865,0.010500000000000002,-0.008812500000000011,0.0085,-0.0003749999999999934
20260809-071921_postfix-e7-shapes3d-color-seed1-probe,shapes3d,default,3,scale,0.24416338582677163,0.3185,128,5.000000000000143e-05,-0.001062500000000001,0.0025625000000000023,0.0001874999999999967,0.0022187499999999968
20260809-071921_postfix-e7-shapes3d-color-seed1-probe,shapes3d,default,4,shape,0.4303602362204725,0.539,128,-0.0018249999999999933,-0.00399999999999999,0.0010625000000000079,0.0074375000000000135,-0.002843750000000013
20260809-071921_postfix-e7-shapes3d-color-seed1-probe,shapes3d,default,5,orientation,0.2929704724409449,0.443,128,0.0008999999999999998,0.003374999999999998,0.004749999999999997,0.005312499999999994,0.007562499999999988
20260809-072422_postfix-e7-shapes3d-blur-seed1-probe,shapes3d,default,0,floor_hue,0.8723110236220473,0.9935,64,-0.01235,0.02475,-0.033937499999999995,-0.0017499999999999877,0.002749999999999992
20260809-072422_postfix-e7-shapes3d-blur-seed1-probe,shapes3d,default,1,wall_hue,0.9388838582677165,0.998,64,0.027174999999999998,0.03068749999999997,-0.03231250000000002,-0.005312500000000029,0.01753124999999998
20260809-072422_postfix-e7-shapes3d-blur-seed1-probe,shapes3d,default,2,object_hue,0.6454291338582677,0.858,128,-0.007737499999999994,0.0050624999999999976,-0.012687499999999997,-0.007687500000000003,-0.0029999999999999957
20260809-072422_postfix-e7-shapes3d-blur-seed1-probe,shapes3d,default,3,scale,0.2388543307086614,0.308,128,0.0009374999999999974,0.002312500000000002,0.002062500000000002,-0.004374999999999997,0.00409375
20260809-072422_postfix-e7-shapes3d-blur-seed1-probe,shapes3d,default,4,shape,0.4208484251968504,0.531,128,-0.0012750000000000122,-0.009250000000000008,0.005187499999999998,0.003374999999999996,-0.009937500000000002
20260809-072422_postfix-e7-shapes3d-blur-seed1-probe,shapes3d,default,5,orientation,0.29772440944881895,0.4605,128,0.0014500000000000016,0.0041874999999999985,-0.006562500000000002,-0.006812500000000003,-0.0031249999999999976
20260809-072422_postfix-e7-shapes3d-rotation-seed1-probe,shapes3d,default,0,floor_hue,0.8690767716535432,0.996,64,-0.014137499999999994,-0.003187500000000003,-0.0418125,-0.024062499999999994,-0.028500000000000015
20260809-072422_postfix-e7-shapes3d-rotation-seed1-probe,shapes3d,default,1,wall_hue,0.9323129921259843,0.997,64,0.0006124999999999742,0.0448125,-0.024062500000000014,-0.007000000000000006,0.008937499999999987
20260809-072422_postfix-e7-shapes3d-rotation-seed1-probe,shapes3d,default,2,object_hue,0.6951751968503938,0.903,128,0.007262499999999981,0.0066874999999999955,-0.012999999999999984,-0.015437499999999993,0.007843749999999986
20260809-072422_postfix-e7-shapes3d-rotation-seed1-probe,shapes3d,default,3,scale,0.24441535433070868,0.32,128,-0.0042874999999999944,-0.011499999999999995,0.0004375000000000021,0.0010625000000000027,-0.0028124999999999973
20260809-072422_postfix-e7-shapes3d-rotation-seed1-probe,shapes3d,default,4,shape,0.4106929133858268,0.5165,128,-0.009937499999999995,-0.005937499999999991,-0.006562500000000006,-0.013437500000000012,-0.015000000000000013
20260809-072422_postfix-e7-shapes3d-rotation-seed1-probe,shapes3d,default,5,orientation,0.24763582677165355,0.369,128,2.5000000000000716e-05,-0.007437500000000001,-0.005937500000000005,-0.0010624999999999992,0.0005625000000000022
20260809-072923_postfix-e7-shapes3d-grayscale-seed1-probe,shapes3d,default,0,floor_hue,0.8851220472440944,0.997,64,0.026424999999999976,0.023562499999999986,-0.01631250000000002,-0.0008125000000000111,0.0223125
20260809-072923_postfix-e7-shapes3d-grayscale-seed1-probe,shapes3d,default,1,wall_hue,0.9240767716535434,0.9975,32,-0.02575000000000001,-0.033187499999999995,-0.0831875,-0.02343749999999998,-0.03199999999999999
20260809-072923_postfix-e7-shapes3d-grayscale-seed1-probe,shapes3d,default,2,object_hue,0.6354881889763779,0.8735,128,-0.009525000000000013,-0.011125000000000013,-0.0209375,-0.00012499999999999317,-0.0035625000000000066
20260809-072923_postfix-e7-shapes3d-grayscale-seed1-probe,shapes3d,default,3,scale,0.26241732283464564,0.336,128,0.009574999999999993,0.001812500000000005,0.0004374999999999969,0.0018750000000000051,0.004437500000000007
20260809-072923_postfix-e7-shapes3d-grayscale-seed1-probe,shapes3d,default,4,shape,0.4324704724409449,0.5445,128,-0.0016124999999999959,-0.010874999999999996,-0.0026250000000000023,-0.00468749999999999,-0.007937499999999993
20260809-072923_postfix-e7-shapes3d-grayscale-seed1-probe,shapes3d,default,5,orientation,0.31610826771653544,0.4885,128,0.009600000000000004,0.0014375000000000013,-0.0029375000000000026,-0.0009375000000000008,0.010562500000000002
20260809-072923_postfix-e7-shapes3d-noise-seed1-probe,shapes3d,default,0,floor_hue,0.9048720472440945,0.999,64,0.01938750000000001,0.0426875,-0.007687500000000007,0.024437499999999987,0.02546875000000002
20260809-072923_postfix-e7-shapes3d-noise-seed1-probe,shapes3d,default,1,wall_hue,0.9424251968503937,0.997,32,0.015662499999999992,0.012749999999999994,-0.0160625,-0.005312500000000015,0.0315625
20260809-072923_postfix-e7-shapes3d-noise-seed1-probe,shapes3d,default,2,object_hue,0.7213937007874015,0.927,128,0.005737499999999993,0.028749999999999998,-0.00687500000000001,0.00781250000000001,0.013312499999999998
20260809-072923_postfix-e7-shapes3d-noise-seed1-probe,shapes3d,default,3,scale,0.2281220472440945,0.279,128,-0.001237499999999999,0.0032499999999999994,0.0023750000000000056,-0.0020624999999999914,0.006281250000000002
20260809-072923_postfix-e7-shapes3d-noise-seed1-probe,shapes3d,default,4,shape,0.4403248031496063,0.55,128,0.0008499999999999966,0.009125000000000008,0.008875000000000008,-0.0037499999999999964,0.0030000000000000027
20260809-072923_postfix-e7-shapes3d-noise-seed1-probe,shapes3d,default,5,orientation,0.1826771653543307,0.2845,128,-0.006649999999999993,-0.002125,-0.005187499999999999,-0.006437499999999999,-0.0041875
20260809-073424_postfix-e7-smallnorb-default-seed1-probe,smallnorb,default,0,category,0.49341417322834646,0.5878,128,-0.009873250000000004,-0.0003750000000000142,-0.030675000000000008,-0.004624999999999997,-0.009249999999999994
20260809-073424_postfix-e7-smallnorb-default-seed1-probe,smallnorb,default,1,instance,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
20260809-073424_postfix-e7-smallnorb-default-seed1-probe,smallnorb,default,2,elevation,0.30026929133858266,0.3488,128,0.012479000000000002,0.019350000000000003,0.006825000000000006,0.011850000000000001,0.01643
20260809-073424_postfix-e7-smallnorb-default-seed1-probe,smallnorb,default,3,azimuth,0.1113496062992126,0.126,128,0.0029857500000000014,0.006574999999999999,-0.0017250000000000008,0.006099999999999998,0.003873749999999998
20260809-073424_postfix-e7-smallnorb-default-seed1-probe,smallnorb,default,4,lighting,0.8488212598425197,0.8932,64,0.00136900000000003,2.5000000000018063e-05,-0.05165,0.0024250000000000105,0.0009312500000000293
20260809-073424_postfix-e7-smallnorb-default-seed2-probe,smallnorb,default,0,category,0.4531661417322834,0.556,128,-0.0009247500000000158,-0.0035000000000000066,-0.01355000000000001,-0.014424999999999997,0.000813750000000002
20260809-073424_postfix-e7-smallnorb-default-seed2-probe,smallnorb,default,1,instance,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
20260809-073424_postfix-e7-smallnorb-default-seed2-probe,smallnorb,default,2,elevation,0.28946614173228347,0.3512,128,0.0067102499999999905,0.007950000000000002,0.003850000000000006,0.011124999999999994,0.005248750000000009
20260809-073424_postfix-e7-smallnorb-default-seed2-probe,smallnorb,default,3,azimuth,0.09658976377952756,0.1114,128,-0.0005532499999999973,0.002474999999999998,-0.0020749999999999996,-0.0013749999999999995,-1.749999999999842e-05
20260809-073424_postfix-e7-smallnorb-default-seed2-probe,smallnorb,default,4,lighting,0.8862708661417322,0.911,16,0.011820249999999997,-0.006774999999999982,-0.033399999999999985,0.011349999999999999,0.01200500000000003
20260809-073925_postfix-e7-smallnorb-default-seed3-probe,smallnorb,default,0,category,0.47059291338582676,0.562,128,0.012753500000000008,0.01175,-0.0018499999999999905,0.027875000000000014,0.01799375
20260809-073925_postfix-e7-smallnorb-default-seed3-probe,smallnorb,default,1,instance,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
20260809-073925_postfix-e7-smallnorb-default-seed3-probe,smallnorb,default,2,elevation,0.2928803149606299,0.3636,128,-0.0008392500000000101,-0.009649999999999995,-0.004975000000000009,-0.012400000000000005,-0.0017537500000000053
20260809-073925_postfix-e7-smallnorb-default-seed3-probe,smallnorb,default,3,azimuth,0.10341496062992127,0.1132,64,-0.0022037500000000026,-0.005474999999999997,-0.005749999999999998,-0.0029749999999999993,-0.0030199999999999984
20260809-073925_postfix-e7-smallnorb-default-seed3-probe,smallnorb,default,4,lighting,0.8766314960629922,0.9106,32,-0.010155500000000005,-0.006325000000000004,-0.051725000000000014,0.013224999999999994,-0.012469999999999988
20260809-073926_postfix-e7-smallnorb-crop-seed1-probe,smallnorb,default,0,category,0.5100905511811025,0.6185,128,0.0014125000000000144,0.0019375000000000052,-0.020874999999999994,-0.008687499999999983,-0.0024375000000000056
20260809-073926_postfix-e7-smallnorb-crop-seed1-probe,smallnorb,default,1,instance,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
20260809-073926_postfix-e7-smallnorb-crop-seed1-probe,smallnorb,default,2,elevation,0.2845137795275591,0.34,128,-4.999999999999276e-05,0.005062499999999996,0.001687499999999998,-0.0010625000000000061,5.204170427930421e-18
20260809-073926_postfix-e7-smallnorb-crop-seed1-probe,smallnorb,default,3,azimuth,0.09553740157480316,0.098,32,-0.002550000000000002,-0.006312500000000003,-0.004062500000000001,-0.0021249999999999984,-0.0018437500000000008
20260809-073926_postfix-e7-smallnorb-crop-seed1-probe,smallnorb,default,4,lighting,0.8491535433070866,0.889,64,-0.0006000000000000102,0.01662500000000003,-0.053312499999999985,0.02156250000000002,0.01056250000000003
20260809-074426_postfix-e7-smallnorb-color-seed1-probe,smallnorb,default,0,category,0.42261220472440947,0.518,128,-0.017800000000000017,-0.013937500000000009,-0.045,-0.015750000000000004,-0.014999999999999993
20260809-074426_postfix-e7-smallnorb-color-seed1-probe,smallnorb,default,1,instance,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
20260809-074426_postfix-e7-smallnorb-color-seed1-probe,smallnorb,default,2,elevation,0.2791200787401575,0.3365,128,0.008075000000000004,0.008562500000000002,0.003312500000000008,0.0106875,0.008468749999999999
20260809-074426_postfix-e7-smallnorb-color-seed1-probe,smallnorb,default,3,azimuth,0.09426181102362206,0.103,64,0.001125000000000001,0.007000000000000003,0.0030000000000000027,0.0027500000000000033,0.0034062500000000013
20260809-074426_postfix-e7-smallnorb-color-seed1-probe,smallnorb,default,4,lighting,0.8673267716535432,0.9035,32,-0.018012500000000015,-0.011250000000000017,-0.057562500000000016,-0.056624999999999995,-0.020656250000000022
20260809-074427_postfix-e7-smallnorb-rotation-seed1-probe,smallnorb,default,0,category,0.4682322834645669,0.592,128,0.0013500000000000005,0.004374999999999997,-0.012750000000000008,0.003874999999999986,0.0034062499999999996
