run_id,dataset,channel,factor_index,factor_name,top_auc,full_top_accuracy,min_k_95pct_top,mean_top_minus_random,mean_top_minus_eigen_bottom,mean_top_minus_pca_top,mean_top_minus_unranked_first,mean_top_minus_random_rotation_first
20260809-064913_postfix-e7-dsprites-default-seed1-probe,dsprites,default,0,color,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
20260809-064913_postfix-e7-dsprites-default-seed1-probe,dsprites,default,1,shape,0.467048031496063,0.4896,64,0.014649249999999989,0.009174999999999989,-0.002674999999999997,0.003124999999999996,0.011973750000000019
20260809-064913_postfix-e7-dsprites-default-seed1-probe,dsprites,default,2,scale,0.3994700787401575,0.4212,64,0.03437,0.019350000000000006,-0.006199999999999997,0.012574999999999996,0.030504999999999997
20260809-064913_postfix-e7-dsprites-default-seed1-probe,dsprites,default,3,orientation,0.05219370078740158,0.066,128,0.0015845000000000017,0.0019000000000000006,0.0011250000000000019,0.002025000000000002,0.0015925000000000006
20260809-064913_postfix-e7-dsprites-default-seed1-probe,dsprites,default,4,position_x,0.18170551181102362,0.2452,128,-0.007555000000000006,-0.009375,-0.02435,-0.015200000000000005,-0.00830125
20260809-064913_postfix-e7-dsprites-default-seed1-probe,dsprites,default,5,position_y,0.18969370078740155,0.2464,128,0.00054725,0.001224999999999996,-0.023149999999999997,0.002099999999999996,0.0001849999999999968
20260809-064913_postfix-e7-dsprites-default-seed2-probe,dsprites,default,0,color,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
20260809-064913_postfix-e7-dsprites-default-seed2-probe,dsprites,default,1,shape,0.4666472440944882,0.4854,64,0.012716250000000005,0.006624999999999999,-0.0022999999999999896,0.0028749999999999956,0.011795000000000014
20260809-064913_postfix-e7-dsprites-default-seed2-probe,dsprites,default,2,scale,0.4062291338582677,0.4258,64,0.032532250000000006,0.02957500000000001,-0.005949999999999997,0.010075000000000014,0.0322825
20260809-064913_postfix-e7-dsprites-default-seed2-probe,dsprites,default,3,orientation,0.05093070866141733,0.07,128,-0.0010919999999999992,0.0014500000000000003,-0.0002749999999999992,-0.0017499999999999972,-0.0006374999999999987
20260809-064913_postfix-e7-dsprites-default-seed2-probe,dsprites,default,4,position_x,0.18795984251968503,0.2636,128,-0.007099250000000001,-0.010075,-0.026025,-0.004900000000000002,-0.008620000000000001
20260809-064913_postfix-e7-dsprites-default-seed2-probe,dsprites,default,5,position_y,0.1829763779527559,0.2566,128,-0.0066475000000000015,-0.007700000000000004,-0.024225000000000003,-0.0002499999999999985,-0.007024999999999992
20260809-065414_postfix-e7-dsprites-default-seed3-probe,dsprites,default,0,color,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
20260809-065414_postfix-e7-dsprites-default-seed3-probe,dsprites,default,1,shape,0.46222440944881893,0.4806,64,0.007025500000000004,0.006350000000000008,-0.009274999999999999,0.006800000000000007,0.005878750000000002
20260809-065414_postfix-e7-dsprites-default-seed3-probe,dsprites,default,2,scale,0.39707086614173226,0.4202,64,0.022327249999999996,0.02755,-0.01625,0.014725000000000009,0.021886249999999996
20260809-065414_postfix-e7-dsprites-default-seed3-probe,dsprites,default,3,orientation,0.05120866141732283,0.0712,128,0.00017524999999999962,0.0011250000000000006,-0.0008500000000000001,-0.001400000000000002,3.125000000000133e-05
20260809-065414_postfix-e7-dsprites-default-seed3-probe,dsprites,default,4,position_x,0.17501496062992125,0.2392,128,-0.0037319999999999966,-0.0017500000000000024,-0.01955,-0.003850000000000001,-0.004086250000000003
20260809-065414_postfix-e7-dsprites-default-seed3-probe,dsprites,default,5,position_y,0.1723850393700787,0.2346,128,-0.004749,-0.002175,-0.017900000000000003,-0.0052499999999999995,-0.004975
20260809-065415_postfix-e7-dsprites-crop-seed1-probe,dsprites,default,0,color,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
20260809-065415_postfix-e7-dsprites-crop-seed1-probe,dsprites,default,1,shape,0.4823838582677165,0.512,128,0.016474999999999997,0.019062500000000003,-0.004750000000000011,-0.003437500000000003,0.025999999999999995
20260809-065415_postfix-e7-dsprites-crop-seed1-probe,dsprites,default,2,scale,0.39735826771653543,0.4285,128,0.031012500000000012,0.023312500000000017,-0.008687499999999994,-0.006874999999999999,0.031187500000000014
20260809-065415_postfix-e7-dsprites-crop-seed1-probe,dsprites,default,3,orientation,0.044620078740157484,0.0615,128,-0.0011500000000000017,-0.0003750000000000012,0.0010624999999999996,-0.0018750000000000008,-0.001062500000000001
20260809-065415_postfix-e7-dsprites-crop-seed1-probe,dsprites,default,4,position_x,0.16861417322834643,0.216,128,0.000849999999999994,-0.0007500000000000007,-0.019187499999999996,0.0031875000000000002,0.0011249999999999993
20260809-065415_postfix-e7-dsprites-crop-seed1-probe,dsprites,default,5,position_y,0.18548622047244095,0.246,128,0.0019125000000000062,0.007812500000000003,-0.012374999999999994,0.007375000000000001,0.006062500000000006
20260809-065915_postfix-e7-dsprites-color-seed1-probe,dsprites,default,0,color,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
20260809-065915_postfix-e7-dsprites-color-seed1-probe,dsprites,default,1,shape,0.4668031496062992,0.488,64,-0.003275000000000014,-0.009312500000000015,-0.024250000000000008,-0.020625000000000004,-0.006687500000000006
20260809-065915_postfix-e7-dsprites-color-seed1-probe,dsprites,default,2,scale,0.3774566929133858,0.4175,64,-0.01305000000000001,-0.032437499999999994,-0.0740625,-0.0649375,-0.015125000000000013
