absolute_train_test_gap_mean,condition,feature_dim,intercept,mae,monotonicity_comparisons,monotonicity_violation_rate,monotonicity_violations,r_squared,run_id,slope,spearman,test_retest_reliability
18.406151003874225,n2048_m1,8,9.313640530544744,18.223237595265005,120,0.30833333333333335,37,0.5165995779665176,20260809-015520_postfix-e7-heldout-tsd-calibration-full,2.7491063754603284,0.7799392097264438,0.9667531712285881
15.11834695313116,n2048_m8,8,3.9699942141364293,14.645452186094342,120,0.25833333333333336,31,0.5804926002819657,20260809-015520_postfix-e7-heldout-tsd-calibration-full,3.0905618414686047,0.8313441647897487,0.9782187341565333
23.20904728169521,n512_m1,8,14.107998053707123,23.36864862017461,120,0.325,39,0.5396395684164105,20260809-015520_postfix-e7-heldout-tsd-calibration-full,2.840880061665464,0.7066191423760688,0.9760129792593237
18.204167147799666,n512_m8,8,8.308375325811316,17.598490347769996,120,0.2833333333333333,34,0.5714121941585933,20260809-015520_postfix-e7-heldout-tsd-calibration-full,2.822503889259177,0.8083925564715402,0.9866510293730755
12.225087194797801,n8192_m1,8,3.00140712964637,12.25003606348069,120,0.15833333333333333,19,0.6307503395334162,20260809-015520_postfix-e7-heldout-tsd-calibration-full,2.816114028675434,0.8784019592836371,0.993529723683396
12.250628341170204,n8192_m8,8,2.2614813942824554,11.91720116139599,120,0.175,21,0.6371951221553882,20260809-015520_postfix-e7-heldout-tsd-calibration-full,2.8712624046539377,0.8851238765826246,0.9361648303921195
7.566772263692471,n2048_m1,4,0.35976287738217844,7.459110245494983,120,0.20833333333333334,25,0.5435452337250537,20260809-015520_postfix-e7-heldout-tsd-calibration-k4,2.89338644959733,0.8872406026546545,0.9533814231505504
6.916394252678737,n2048_m8,4,-0.9113686202933138,6.8107673560522874,120,0.125,15,0.5826220159342907,20260809-015520_postfix-e7-heldout-tsd-calibration-k4,3.0686674666594485,0.9247119022107543,0.9903315797896406
10.859955341058235,n512_m1,4,0.6690398354232131,10.786719018917458,120,0.23333333333333334,28,0.6496422680281586,20260809-015520_postfix-e7-heldout-tsd-calibration-k4,3.8006429071475645,0.8789967418162735,0.9725704638714278
8.975095264624324,n512_m8,4,-0.28782734815582883,8.858688138039195,120,0.23333333333333334,28,0.612450466180814,20260809-015520_postfix-e7-heldout-tsd-calibration-k4,3.4925863350934154,0.8941112155868011,0.9647597480854614
5.401255920920807,n8192_m1,4,-1.8618916375389793,5.348946970744471,120,0.075,9,0.648836130749846,20260809-015520_postfix-e7-heldout-tsd-calibration-k4,2.9782548202684422,0.9447551988804095,0.9950804181019711
5.154958494876745,n8192_m8,4,-1.237135423779225,5.094113592640256,120,0.11666666666666667,14,0.6266986707361086,20260809-015520_postfix-e7-heldout-tsd-calibration-k4,2.717318205230798,0.9433906977761256,0.8869841742159981
17.098221596016504,n2048_m1,8,8.967807334481959,17.3425448127991,120,0.275,33,0.513898472094856,20260809-015520_postfix-e7-tsd-calibration-reliability-20rep,2.6518430610522334,0.8034549867704622,0.9612020349907265
15.158768309824275,n2048_m8,8,5.717059135694436,14.684935968243382,120,0.25833333333333336,31,0.6067281700733258,20260809-015520_postfix-e7-tsd-calibration-reliability-20rep,2.7788382123359474,0.8685749272922089,0.9861921560293309
22.08453479417604,n512_m1,8,15.841046795234572,22.31737857851724,120,0.35,42,0.42614108210134993,20260809-015520_postfix-e7-tsd-calibration-reliability-20rep,2.2729565004284913,0.7194419540355559,0.9224543076102205
20.41809855049966,n512_m8,8,11.564975959275765,19.6936571079313,120,0.2916666666666667,35,0.5211102109561765,20260809-015520_postfix-e7-tsd-calibration-reliability-20rep,2.607248142942148,0.7692156305350857,0.9126437352466886
13.35738897083591,n8192_m1,8,3.4252191733554906,13.320227272514872,120,0.25833333333333336,31,0.6253007227824399,20260809-015520_postfix-e7-tsd-calibration-reliability-20rep,2.946484263094226,0.8553891233517745,0.9722321095444748
11.387819341392673,n8192_m8,8,2.0843491442352025,11.045127799868016,120,0.16666666666666666,20,0.6434767157971637,20260809-015520_postfix-e7-tsd-calibration-reliability-20rep,2.739880777943691,0.898506483566946,0.9893988203549148
6.09072819920369,n131072_m1,8,-0.16571527407100653,6.0109110510999635,60,0.1,6,0.7209177469909208,20260809-015548_postfix-e7-tsd-calibration-high-resource-10rep,2.1747290181616417,0.9459714810602747,0.9523362927967963
7.386243461898573,n131072_m8,8,1.074617657892176,7.2760888142826925,60,0.11666666666666667,7,0.5675099699527247,20260809-015548_postfix-e7-tsd-calibration-high-resource-10rep,2.164610774855413,0.8908931851981453,0.9173130677895844
10.571732595388676,n32768_m1,8,3.6168762194037654,10.519358933751347,60,0.18333333333333332,11,0.5186340763288402,20260809-015548_postfix-e7-tsd-calibration-high-resource-10rep,2.3097489610721658,0.8166039716560232,0.8821485606954202
