run_id,name,dataset,suite,corruption,family,severity,accuracy
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,brightness,,1,0.5914
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,brightness,,2,0.5855
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,brightness,,3,0.5755
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,brightness,,4,0.5589
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,brightness,,5,0.5188
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,contrast,,1,0.5766
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,contrast,,2,0.4954
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,contrast,,3,0.4216
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,contrast,,4,0.3356
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,contrast,,5,0.2157
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,defocus_blur,,1,0.5888
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,defocus_blur,,2,0.583
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,defocus_blur,,3,0.576
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,defocus_blur,,4,0.5656
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,defocus_blur,,5,0.5372
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,elastic_transform,,1,0.5588
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,elastic_transform,,2,0.5592
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,elastic_transform,,3,0.557
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,elastic_transform,,4,0.5467
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,elastic_transform,,5,0.5454
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,fog,,1,0.5838
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,fog,,2,0.533
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,fog,,3,0.4665
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,fog,,4,0.3922
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,fog,,5,0.2583
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,frost,,1,0.574
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,frost,,2,0.5443
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,frost,,3,0.5104
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,frost,,4,0.5103
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,frost,,5,0.4675
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_blur,,1,0.5891
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_blur,,2,0.5741
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_blur,,3,0.5628
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_blur,,4,0.5508
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_blur,,5,0.5152
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_noise,,1,0.5873
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_noise,,2,0.5792
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_noise,,3,0.5644
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_noise,,4,0.5528
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,gaussian_noise,,5,0.5429
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,glass_blur,,1,0.5751
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,glass_blur,,2,0.5658
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,glass_blur,,3,0.5667
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,glass_blur,,4,0.5356
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,glass_blur,,5,0.5266
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,impulse_noise,,1,0.5816
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,impulse_noise,,2,0.5741
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,impulse_noise,,3,0.5529
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,impulse_noise,,4,0.5104
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,impulse_noise,,5,0.4633
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,jpeg_compression,,1,0.5885
