run_id,name,dataset,suite,corruption,family,severity,accuracy
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,jpeg_compression,,2,0.5872
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,jpeg_compression,,3,0.5888
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,jpeg_compression,,4,0.5857
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,jpeg_compression,,5,0.5869
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,motion_blur,,1,0.5762
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,motion_blur,,2,0.5522
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,motion_blur,,3,0.5254
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,motion_blur,,4,0.5291
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,motion_blur,,5,0.4953
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,pixelate,,1,0.5897
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,pixelate,,2,0.5882
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,pixelate,,3,0.5844
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,pixelate,,4,0.5796
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,pixelate,,5,0.5738
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,saturate,,1,0.5729
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,saturate,,2,0.5517
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,saturate,,3,0.5848
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,saturate,,4,0.5483
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,saturate,,5,0.5147
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,shot_noise,,1,0.5921
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,shot_noise,,2,0.5887
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,shot_noise,,3,0.5724
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,shot_noise,,4,0.5602
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,shot_noise,,5,0.5411
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,snow,,1,0.5814
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,snow,,2,0.5583
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,snow,,3,0.5303
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,snow,,4,0.5033
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,snow,,5,0.5092
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,spatter,,1,0.5883
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,spatter,,2,0.5623
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,spatter,,3,0.5167
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,spatter,,4,0.5682
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,spatter,,5,0.5348
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,speckle_noise,,1,0.5899
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,speckle_noise,,2,0.5796
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,speckle_noise,,3,0.5705
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,speckle_noise,,4,0.5488
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,speckle_noise,,5,0.5224
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,zoom_blur,,1,0.5762
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,zoom_blur,,2,0.5761
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,zoom_blur,,3,0.5673
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,zoom_blur,,4,0.5619
20260807-043056_cifar10-2view-5epoch-cifar10c-workers0,cifar10-2view-5epoch-cifar10c-workers0,cifar10,cifar10-c,zoom_blur,,5,0.5467
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,brightness,,1,0.3664
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,brightness,,2,0.3579
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,brightness,,3,0.342
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,brightness,,4,0.3214
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,brightness,,5,0.2698
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,contrast,,1,0.3519
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,contrast,,2,0.2976
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,contrast,,3,0.2522
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,contrast,,4,0.1907
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,contrast,,5,0.0743
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,defocus_blur,,1,0.368
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,defocus_blur,,2,0.3648
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,defocus_blur,,3,0.3579
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,defocus_blur,,4,0.3505
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,defocus_blur,,5,0.3292
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,elastic_transform,,1,0.3444
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,elastic_transform,,2,0.3492
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,elastic_transform,,3,0.3427
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,elastic_transform,,4,0.3335
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,elastic_transform,,5,0.3176
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,fog,,1,0.3608
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,fog,,2,0.3097
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,fog,,3,0.2541
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,fog,,4,0.1957
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,fog,,5,0.1032
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,frost,,1,0.3451
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,frost,,2,0.3156
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,frost,,3,0.2773
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,frost,,4,0.2741
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,frost,,5,0.2351
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_blur,,1,0.368
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_blur,,2,0.3574
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_blur,,3,0.3476
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_blur,,4,0.3387
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_blur,,5,0.3156
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_noise,,1,0.3571
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_noise,,2,0.3321
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_noise,,3,0.298
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_noise,,4,0.2793
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,gaussian_noise,,5,0.2596
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,glass_blur,,1,0.3396
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,glass_blur,,2,0.3417
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,glass_blur,,3,0.3424
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,glass_blur,,4,0.3096
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,glass_blur,,5,0.3084
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,impulse_noise,,1,0.3511
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,impulse_noise,,2,0.3239
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,impulse_noise,,3,0.2901
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,impulse_noise,,4,0.2241
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,impulse_noise,,5,0.1703
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,jpeg_compression,,1,0.3554
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,jpeg_compression,,2,0.3422
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,jpeg_compression,,3,0.3395
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,jpeg_compression,,4,0.3365
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,jpeg_compression,,5,0.3265
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,motion_blur,,1,0.3591
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,motion_blur,,2,0.3472
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,motion_blur,,3,0.3307
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,motion_blur,,4,0.3313
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,motion_blur,,5,0.3143
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,pixelate,,1,0.3673
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,pixelate,,2,0.3665
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,pixelate,,3,0.3642
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,pixelate,,4,0.3626
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,pixelate,,5,0.3539
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,saturate,,1,0.2905
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,saturate,,2,0.2447
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,saturate,,3,0.343
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,saturate,,4,0.2712
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,saturate,,5,0.211
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,shot_noise,,1,0.3619
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,shot_noise,,2,0.3513
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,shot_noise,,3,0.3094
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,shot_noise,,4,0.2961
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,shot_noise,,5,0.2651
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,snow,,1,0.3508
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,snow,,2,0.321
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,snow,,3,0.3002
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,snow,,4,0.272
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,snow,,5,0.2622
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,spatter,,1,0.3587
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,spatter,,2,0.332
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,spatter,,3,0.2839
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,spatter,,4,0.3283
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,spatter,,5,0.2896
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,speckle_noise,,1,0.3556
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,speckle_noise,,2,0.3321
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,speckle_noise,,3,0.3133
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,speckle_noise,,4,0.281
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,speckle_noise,,5,0.2504
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,zoom_blur,,1,0.3591
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,zoom_blur,,2,0.36
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,zoom_blur,,3,0.3563
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,zoom_blur,,4,0.3528
20260807-045122_cifar100-20epoch-cifar100c,cifar100-20epoch-cifar100c,cifar100,cifar100-c,zoom_blur,,5,0.3437
20260807-053140_cifar10-paper-concat-20epoch-cifar10c,cifar10-paper-concat-20epoch-cifar10c,cifar10,cifar10-c,brightness,,1,0.5646
20260807-053140_cifar10-paper-concat-20epoch-cifar10c,cifar10-paper-concat-20epoch-cifar10c,cifar10,cifar10-c,brightness,,2,0.5574
20260807-053140_cifar10-paper-concat-20epoch-cifar10c,cifar10-paper-concat-20epoch-cifar10c,cifar10,cifar10-c,brightness,,3,0.5453
20260807-053140_cifar10-paper-concat-20epoch-cifar10c,cifar10-paper-concat-20epoch-cifar10c,cifar10,cifar10-c,brightness,,4,0.5267
