epoch,step,train/base_loss,train/closure_ratio,train/edge_trace_sum,train/loss,train/whitening,val/base_loss,val/closure_ratio,val/edge_trace_sum,val/loss,val/whitening,val_score
0,174,21.866249084472656,1.431460976600647,51.972801208496094,34.398292541503906,0.023220928385853767,,,,,,
1,349,21.65537452697754,1.4905939102172852,44.24477005004883,36.67924499511719,0.023328350856900215,,,,,,
2,524,21.30072593688965,1.4012261629104614,39.26251220703125,35.891197204589844,0.023357601836323738,,,,,,
3,699,20.934619903564453,1.2472710609436035,36.809505462646484,33.55242156982422,0.023356666788458824,,,,,,
4,874,20.580638885498047,1.0629101991653442,35.376861572265625,30.535175323486328,0.023328520357608795,,,,,,
5,1049,20.229467391967773,0.8216253519058228,33.070068359375,26.784793853759766,0.023333759978413582,,,,,,
6,1224,19.853429794311523,0.4205365777015686,25.679977416992188,21.47059440612793,0.0245815496891737,,,,,,
7,1399,19.345876693725586,0.29065951704978943,26.854557037353516,18.65241050720215,0.02689840830862522,,,,,,
8,1574,19.007238388061523,0.2888275980949402,35.57545852661133,16.54056739807129,0.027182597666978836,,,,,,
9,1749,,,,,,18.661121368408203,0.33659428358078003,61.6695442199707,11.746498107910156,0.033778175711631775,-11.746498107910156
9,1749,18.72258758544922,0.29888561367988586,50.84430694580078,13.370234489440918,0.03433380648493767,,,,,,
10,1924,18.473644256591797,0.26540735363960266,69.59371948242188,8.849852561950684,0.04843374341726303,,,,,,
11,2099,18.1867618560791,0.22266405820846558,77.99080657958984,6.208438396453857,0.05721629410982132,,,,,,
12,2274,17.890583038330078,0.19490711390972137,82.4493179321289,4.575616836547852,0.05637816712260246,,,,,,
13,2449,17.639108657836914,0.1788102388381958,85.12010955810547,3.534738302230835,0.05868972837924957,,,,,,
14,2624,17.390913009643555,0.16327320039272308,87.48139190673828,2.5648584365844727,0.05785074084997177,,,,,,
15,2799,17.18561363220215,0.15017813444137573,89.07805633544922,1.8291704654693604,0.05631781369447708,,,,,,
16,2974,16.985410690307617,0.13936147093772888,90.5435562133789,1.1597774028778076,0.05329320579767227,,,,,,
17,3149,16.816753387451172,0.13266421854496002,91.7004165649414,0.6517392992973328,0.05244491621851921,,,,,,
18,3324,16.684526443481445,0.12801042199134827,92.41973876953125,0.29805031418800354,0.04930261895060539,,,,,,
19,3499,,,,,,16.656818389892578,0.23098215460777283,92.6441879272461,1.8681845664978027,0.044488996267318726,-1.8681845664978027
19,3499,16.517011642456055,0.118646040558815,93.37422180175781,-0.21301651000976562,0.046481307595968246,,,,,,
20,3674,16.406213760375977,0.11636719852685928,93.90728759765625,-0.4686947166919708,0.044679466634988785,,,,,,
21,3849,16.294523239135742,0.11493393033742905,94.52357482910156,-0.7251048684120178,0.046148162335157394,,,,,,
22,4024,16.148330688476562,0.10787761956453323,95.40827178955078,-1.1639701128005981,0.04331367090344429,,,,,,
23,4199,16.029972076416016,0.10643067210912704,95.93836975097656,-1.4078559875488281,0.046958018094301224,,,,,,
24,4374,15.944631576538086,0.10195747017860413,96.23389434814453,-1.626751184463501,0.044077999889850616,,,,,,
25,4549,15.835801124572754,0.10038505494594574,96.7206039428711,-1.8586697578430176,0.04349379986524582,,,,,,
26,4724,15.726456642150879,0.09895409643650055,97.03240203857422,-2.0545787811279297,0.04217870160937309,,,,,,
27,4899,15.61019515991211,0.09291620552539825,97.54862976074219,-2.3721885681152344,0.040682174265384674,,,,,,
28,5074,15.56097412109375,0.09359230101108551,97.84198760986328,-2.4702539443969727,0.0396990031003952,,,,,,
29,5249,,,,,,15.734396934509277,0.4005519151687622,97.59766387939453,2.663602352142334,0.03990760073065758,-2.663602352142334
29,5249,15.468313217163086,0.09122057259082794,98.30199432373047,-2.6908674240112305,0.041697900742292404,,,,,,
30,5424,15.394034385681152,0.09363492578268051,98.36571502685547,-2.7409820556640625,0.039967577904462814,,,,,,
31,5599,15.30411434173584,0.09223975986242294,98.57322692871094,-2.8946850299835205,0.04001646488904953,,,,,,
32,5774,15.210047721862793,0.08909875899553299,98.96510314941406,-3.1189725399017334,0.03841788321733475,,,,,,
33,5949,15.121379852294922,0.08696151524782181,99.15126037597656,-3.27614426612854,0.04133795201778412,,,,,,
34,6124,15.106215476989746,0.0802241712808609,99.4191665649414,-3.4548754692077637,0.0391501821577549,,,,,,
35,6299,15.013385772705078,0.07146648317575455,99.7825927734375,-3.762770414352417,0.036895908415317535,,,,,,
36,6474,14.934805870056152,0.07350637018680573,99.93074798583984,-3.838143825531006,0.03709482029080391,,,,,,
37,6649,14.84328556060791,0.06197069585323334,100.54871368408203,-4.24055290222168,0.03436579182744026,,,,,,
38,6824,14.799511909484863,0.0640871599316597,100.64038848876953,-4.269491672515869,0.033679842948913574,,,,,,
39,6999,,,,,,15.045516014099121,0.2108834683895111,99.8653335571289,-1.5146492719650269,0.038765281438827515,1.5146492719650269
39,6999,14.746418952941895,0.059435561299324036,100.69352722167969,-4.4065728187561035,0.034751955419778824,,,,,,
40,7174,14.672122955322266,0.059019703418016434,100.8963851928711,-4.529520034790039,0.03332100063562393,,,,,,
41,7349,14.621792793273926,0.05359277501702309,100.99927520751953,-4.688446998596191,0.03213657811284065,,,,,,
42,7524,14.512104034423828,0.049331557005643845,101.52081298828125,-4.970559120178223,0.03219679743051529,,,,,,
43,7699,14.483929634094238,0.051243335008621216,101.5239486694336,-4.967941761016846,0.033028583973646164,,,,,,
44,7874,14.414414405822754,0.047631241381168365,101.69960021972656,-5.131435394287109,0.031964074820280075,,,,,,
45,8049,14.373176574707031,0.05449317395687103,101.77833557128906,-5.080698013305664,0.029906202107667923,,,,,,
46,8224,14.319236755371094,0.05075564235448837,102.06439971923828,-5.253524303436279,0.028030453249812126,,,,,,
47,8399,14.241936683654785,0.05012284591794014,102.28117370605469,-5.383846282958984,0.028486624360084534,,,,,,
48,8574,14.167642593383789,0.048237450420856476,102.37716674804688,-5.508142948150635,0.027855750173330307,,,,,,
49,8749,,,,,,14.518404960632324,0.2073909193277359,101.23974609375,-2.3806793689727783,0.030612023547291756,2.3806793689727783
49,8749,14.17008113861084,0.04674422740936279,102.32428741455078,-5.518993377685547,0.027871668338775635,,,,,,
50,8924,14.06854248046875,0.04309559985995293,102.71890258789062,-5.757411479949951,0.0282914862036705,,,,,,
51,9099,14.032771110534668,0.04737091064453125,102.75872802734375,-5.7335662841796875,0.027479387819767,,,,,,
