epoch,step,train/edge_trace_sum,train/loss,val/closure_defect_frobenius,val/edge_trace_sum,val/loss,val_score
0,174,61.52671813964844,-61.52671813964844,,,,
1,349,89.93456268310547,-89.93456268310547,,,,
2,524,109.00332641601562,-109.00332641601562,,,,
3,699,120.4981689453125,-120.4981689453125,,,,
4,874,128.46058654785156,-128.46058654785156,,,,
5,1049,135.05764770507812,-135.05764770507812,,,,
6,1224,140.53062438964844,-140.53062438964844,,,,
7,1399,146.1268310546875,-146.1268310546875,,,,
8,1574,150.97543334960938,-150.97543334960938,,,,
9,1749,,,4.665210723876953,156.33486938476562,-156.33486938476562,156.33486938476562
9,1749,155.67332458496094,-155.67332458496094,,,,
10,1924,159.06211853027344,-159.06211853027344,,,,
11,2099,162.31967163085938,-162.31967163085938,,,,
12,2274,165.73056030273438,-165.73056030273438,,,,
13,2449,167.6316680908203,-167.6316680908203,,,,
14,2624,169.8389434814453,-169.8389434814453,,,,
15,2799,171.6861114501953,-171.6861114501953,,,,
16,2974,173.47007751464844,-173.47007751464844,,,,
17,3149,174.9595947265625,-174.9595947265625,,,,
18,3324,175.684326171875,-175.684326171875,,,,
19,3499,,,4.361492156982422,175.6796112060547,-175.6796112060547,175.6796112060547
19,3499,176.89022827148438,-176.89022827148438,,,,
20,3674,177.94781494140625,-177.94781494140625,,,,
21,3849,179.01580810546875,-179.01580810546875,,,,
22,4024,179.4791259765625,-179.4791259765625,,,,
23,4199,180.52447509765625,-180.52447509765625,,,,
24,4374,181.1343231201172,-181.1343231201172,,,,
25,4549,181.84976196289062,-181.84976196289062,,,,
26,4724,182.34959411621094,-182.34959411621094,,,,
27,4899,182.94358825683594,-182.94358825683594,,,,
28,5074,183.3103790283203,-183.3103790283203,,,,
29,5249,,,4.24565315246582,182.24066162109375,-182.24066162109375,182.24066162109375
29,5249,184.0675048828125,-184.0675048828125,,,,
30,5424,184.55532836914062,-184.55532836914062,,,,
31,5599,184.84530639648438,-184.84530639648438,,,,
32,5774,185.29840087890625,-185.29840087890625,,,,
33,5949,185.43365478515625,-185.43365478515625,,,,
34,6124,186.32957458496094,-186.32957458496094,,,,
35,6299,186.28379821777344,-186.28379821777344,,,,
36,6474,187.06866455078125,-187.06866455078125,,,,
37,6649,187.2614288330078,-187.2614288330078,,,,
38,6824,187.6614990234375,-187.6614990234375,,,,
39,6999,,,4.175093173980713,185.4405059814453,-185.4405059814453,185.4405059814453
39,6999,187.69583129882812,-187.69583129882812,,,,
40,7174,188.1468505859375,-188.1468505859375,,,,
41,7349,188.35276794433594,-188.35276794433594,,,,
42,7524,188.87890625,-188.87890625,,,,
43,7699,189.1624755859375,-189.1624755859375,,,,
44,7874,189.32437133789062,-189.32437133789062,,,,
45,8049,189.444580078125,-189.444580078125,,,,
46,8224,189.81602478027344,-189.81602478027344,,,,
47,8399,189.74354553222656,-189.74354553222656,,,,
48,8574,190.1291046142578,-190.1291046142578,,,,
49,8749,,,4.137862205505371,188.02639770507812,-188.02639770507812,188.02639770507812
49,8749,190.596435546875,-190.596435546875,,,,
50,8924,190.7918701171875,-190.7918701171875,,,,
51,9099,190.9562225341797,-190.9562225341797,,,,
52,9274,191.39694213867188,-191.39694213867188,,,,
53,9449,191.23306274414062,-191.23306274414062,,,,
54,9624,191.52969360351562,-191.52969360351562,,,,
55,9799,191.667724609375,-191.667724609375,,,,
56,9974,192.2205352783203,-192.2205352783203,,,,
57,10149,192.4039764404297,-192.4039764404297,,,,
58,10324,192.339599609375,-192.339599609375,,,,
59,10499,,,4.103957653045654,189.556884765625,-189.556884765625,189.556884765625
59,10499,192.4585418701172,-192.4585418701172,,,,
60,10674,192.89144897460938,-192.89144897460938,,,,
61,10849,192.9221649169922,-192.9221649169922,,,,
62,11024,193.34288024902344,-193.34288024902344,,,,
63,11199,193.33433532714844,-193.33433532714844,,,,
64,11374,193.5327606201172,-193.5327606201172,,,,
