epoch,step,train/loss,train/product_score,train/whitening,val/closure_defect_frobenius,val/loss,val/product_score,val/whitening,val_score
0,174,-0.04923084378242493,0.0724160298705101,0.02318517677485943,,,,,
1,349,-0.09503724426031113,0.11809200048446655,0.023054800927639008,,,,,
2,524,-0.1357392966747284,0.15830554068088531,0.022566232830286026,,,,,
3,699,-0.16766434907913208,0.18989382684230804,0.022229449823498726,,,,,
4,874,-0.19543033838272095,0.21746043860912323,0.02203015424311161,,,,,
5,1049,-0.2137496918439865,0.2356724590063095,0.021922821179032326,,,,,
6,1224,-0.23282819986343384,0.2545190155506134,0.021690823137760162,,,,,
7,1399,-0.2465522736310959,0.2681715488433838,0.02161925472319126,,,,,
8,1574,-0.2384919375181198,0.2600822448730469,0.021590275689959526,,,,,
9,1749,,,,5.769686222076416,-0.254176527261734,0.27577319741249084,0.021596625447273254,0.254176527261734
9,1749,-0.24365781247615814,0.2650030553340912,0.02134525403380394,,,,,
10,1924,-0.2660180926322937,0.28729382157325745,0.02127586118876934,,,,,
11,2099,-0.26848044991493225,0.2895742654800415,0.02109384536743164,,,,,
12,2274,-0.29031288623809814,0.311340868473053,0.02102801948785782,,,,,
13,2449,-0.30049774050712585,0.32132843136787415,0.020830659195780754,,,,,
14,2624,-0.29956862330436707,0.3205673098564148,0.020998826250433922,,,,,
15,2799,-0.3240773379802704,0.34501969814300537,0.02094251848757267,,,,,
16,2974,-0.3154986500740051,0.33599409461021423,0.020495470613241196,,,,,
17,3149,-0.3462265133857727,0.36708107590675354,0.020854653790593147,,,,,
18,3324,-0.3192151188850403,0.33945468068122864,0.020239513367414474,,,,,
19,3499,,,,5.0156168937683105,-0.20273272693157196,0.23065534234046936,0.02792261354625225,0.20273272693157196
19,3499,-0.3338736295700073,0.354936808347702,0.021063052117824554,,,,,
20,3674,-0.3696059286594391,0.3903839588165283,0.020777927711606026,,,,,
21,3849,-0.26598021388053894,0.2868330776691437,0.020853085443377495,,,,,
22,4024,-0.2851392924785614,0.3059634566307068,0.020824171602725983,,,,,
23,4199,-0.3285497725009918,0.3495704233646393,0.02102072164416313,,,,,
24,4374,-0.3604307770729065,0.3811735212802887,0.020742790773510933,,,,,
25,4549,-0.3934922218322754,0.41403186321258545,0.02053949050605297,,,,,
26,4724,-0.38704708218574524,0.4073752164840698,0.02032793127000332,,,,,
27,4899,-0.3535914719104767,0.37360337376594543,0.020011989399790764,,,,,
28,5074,-0.49783316254615784,0.5184667110443115,0.020633669570088387,,,,,
29,5249,,,,5.125564098358154,-0.2575792670249939,0.2794142961502075,0.021835042163729668,0.2575792670249939
29,5249,-0.48751989006996155,0.5084812045097351,0.020961306989192963,,,,,
30,5424,-0.5607894659042358,0.5814885497093201,0.020699189975857735,,,,,
31,5599,-0.6509679555892944,0.6715885400772095,0.020620515570044518,,,,,
32,5774,-0.541075587272644,0.5617064833641052,0.020630618557333946,,,,,
33,5949,-0.5505315065383911,0.5711357593536377,0.020604310557246208,,,,,
34,6124,-0.4542074501514435,0.4746221601963043,0.02041468396782875,,,,,
35,6299,-0.4496678411960602,0.4709935784339905,0.021325724199414253,,,,,
36,6474,-0.37684765458106995,0.3975888788700104,0.020741114392876625,,,,,
37,6649,-0.3684858977794647,0.3890618085861206,0.020575962960720062,,,,,
38,6824,-0.4091293215751648,0.4300239384174347,0.02089465968310833,,,,,
39,6999,,,,5.393318176269531,-0.3116699755191803,0.3315417170524597,0.019871752709150314,0.3116699755191803
39,6999,-0.5250787734985352,0.5460692644119263,0.020990628749132156,,,,,
40,7174,-0.35660186409950256,0.3771778345108032,0.020576022565364838,,,,,
41,7349,-0.5119050741195679,0.5328337550163269,0.020928679034113884,,,,,
42,7524,-0.6072894930839539,0.6281574368476868,0.020867969840765,,,,,
43,7699,-0.4433611333370209,0.46414729952812195,0.020786281675100327,,,,,
44,7874,-0.36578670144081116,0.3864760100841522,0.02068902552127838,,,,,
45,8049,-0.35274818539619446,0.37306317687034607,0.020315177738666534,,,,,
46,8224,-0.4238000810146332,0.44445547461509705,0.020655542612075806,,,,,
47,8399,-0.4252530038356781,0.4462527930736542,0.02099948562681675,,,,,
48,8574,-0.5076113343238831,0.5284757018089294,0.020864341408014297,,,,,
49,8749,,,,5.089972496032715,-0.3238959014415741,0.3456587791442871,0.021762844175100327,0.3238959014415741
49,8749,-0.6407678723335266,0.6615905165672302,0.020822521299123764,,,,,
50,8924,-0.6579982042312622,0.6794335246086121,0.021435465663671494,,,,,
51,9099,-0.5769583582878113,0.5982360243797302,0.021277694031596184,,,,,
52,9274,-0.42789772152900696,0.44872575998306274,0.02082795463502407,,,,,
53,9449,-0.34056317806243896,0.36133813858032227,0.02077506110072136,,,,,
54,9624,-0.4380507171154022,0.45858249068260193,0.02053188532590866,,,,,
55,9799,-0.5260956883430481,0.5468969941139221,0.020801259204745293,,,,,
56,9974,-0.635395348072052,0.6562914252281189,0.020896127447485924,,,,,
57,10149,-0.7418401837348938,0.7628973126411438,0.02105705253779888,,,,,
58,10324,-0.8211217522621155,0.8421951532363892,0.021073490381240845,,,,,
59,10499,,,,3.8541324138641357,6.264610290527344,0.2689990699291229,6.533609390258789,-6.264610290527344
59,10499,-0.8872330188751221,0.9085520505905151,0.021319115534424782,,,,,
60,10674,-0.42992693185806274,0.45111092925071716,0.021184133365750313,,,,,
61,10849,-0.4128277897834778,0.43354862928390503,0.0207208301872015,,,,,
62,11024,-0.6241995692253113,0.6452221274375916,0.021022524684667587,,,,,
63,11199,-0.6857441663742065,0.7070937752723694,0.021349499002099037,,,,,
64,11374,-0.7040123343467712,0.725525438785553,0.021512964740395546,,,,,
65,11549,-0.6936547160148621,0.7145134210586548,0.02085859701037407,,,,,
66,11724,-0.6699610352516174,0.6912446618080139,0.021283511072397232,,,,,
67,11899,-0.41265249252319336,0.43321558833122253,0.020563052967190742,,,,,
68,12074,-0.551203727722168,0.5721727013587952,0.020969092845916748,,,,,
69,12249,,,,4.905782222747803,-0.30863404273986816,0.33067452907562256,0.022040463984012604,0.30863404273986816
69,12249,-0.5583834648132324,0.5795586109161377,0.021175170317292213,,,,,
70,12424,-0.8169046640396118,0.8379868865013123,0.021082064136862755,,,,,
71,12599,-0.40672433376312256,0.4278879165649414,0.02116374298930168,,,,,
72,12774,-0.3979996144771576,0.41906505823135376,0.021065371111035347,,,,,
73,12949,-0.515364408493042,0.5366795659065247,0.02131485380232334,,,,,
74,13124,-0.5446077585220337,0.565698504447937,0.021090814843773842,,,,,
75,13299,-0.6196321845054626,0.6407718062400818,0.021139703691005707,,,,,
76,13474,-0.7858605980873108,0.8070559501647949,0.02119535394012928,,,,,
77,13649,-0.8201437592506409,0.8414320349693298,0.02128828689455986,,,,,
78,13824,-0.9266458749771118,0.9482192397117615,0.021573003381490707,,,,,
79,13999,,,,4.96973180770874,-0.2695247530937195,0.2913457155227661,0.02182096242904663,0.2695247530937195
79,13999,-0.4974769949913025,0.5181273818016052,0.020650548860430717,,,,,
80,14174,-0.4625106453895569,0.48394283652305603,0.021432198584079742,,,,,
81,14349,-0.49667540192604065,0.5180971026420593,0.02142184227705002,,,,,
82,14524,-0.38467633724212646,0.40626591444015503,0.02158956415951252,,,,,
83,14699,-0.6761055588722229,0.6975030303001404,0.02139735408127308,,,,,
84,14874,-0.5751768946647644,0.5964335203170776,0.02125653065741062,,,,,
85,15049,-0.36109697818756104,0.3822769522666931,0.021179987117648125,,,,,
86,15224,-0.4713113009929657,0.49289318919181824,0.021581854671239853,,,,,
87,15399,-0.6906075477600098,0.7121792435646057,0.021571854129433632,,,,,
88,15574,-0.6796271800994873,0.7010863423347473,0.021459370851516724,,,,,
89,15749,,,,4.972844123840332,-0.328534334897995,0.34982430934906006,0.021289993077516556,0.328534334897995
89,15749,-0.691872239112854,0.713313102722168,0.021441364660859108,,,,,
90,15924,-0.6703006029129028,0.6915838718414307,0.021283207461237907,,,,,
91,16099,-0.8321684002876282,0.8535261154174805,0.02135804109275341,,,,,
92,16274,-0.4486810266971588,0.4691757559776306,0.020494824275374413,,,,,
93,16449,-0.5883134603500366,0.6097701787948608,0.0214568879455328,,,,,
94,16624,-0.6224521398544312,0.6438732743263245,0.021421141922473907,,,,,
95,16799,-0.7914445400238037,0.8128396272659302,0.021395152434706688,,,,,
96,16974,-0.5556426644325256,0.5766229629516602,0.020980356261134148,,,,,
97,17149,-0.5295126438140869,0.5508921146392822,0.021379321813583374,,,,,
98,17324,-0.8199790120124817,0.8414167165756226,0.02143733762204647,,,,,
99,17499,,,,4.277024745941162,-0.02588881179690361,0.3262209892272949,0.3003321886062622,0.02588881179690361
99,17499,-0.8125120997428894,0.834015965461731,0.02150413766503334,,,,,
100,17674,-0.9510605931282043,0.9726619124412537,0.021601134911179543,,,,,
101,17849,-0.903888463973999,0.9254286289215088,0.021540390327572823,,,,,
102,18024,-1.0951632261276245,1.1168408393859863,0.02167799323797226,,,,,
103,18199,-0.8396165370941162,0.8612684607505798,0.021651970222592354,,,,,
104,18374,-0.4040478467941284,0.42511865496635437,0.021070651710033417,,,,,
105,18549,-0.41501808166503906,0.43611860275268555,0.02110040746629238,,,,,
106,18724,-0.39159753918647766,0.41269317269325256,0.02109549194574356,,,,,
107,18899,-0.3789965510368347,0.4002987742424011,0.02130204811692238,,,,,
108,19074,-0.5349324941635132,0.5562618374824524,0.021329019218683243,,,,,
109,19249,,,,4.753535270690918,-0.36110323667526245,0.38351601362228394,0.02241281419992447,0.36110323667526245
109,19249,-0.9785277247428894,1.000308871269226,0.021780945360660553,,,,,
110,19424,-0.9428549408912659,0.9647367596626282,0.02188168279826641,,,,,
111,19599,-0.8184323310852051,0.8401476144790649,0.021714994683861732,,,,,
112,19774,-1.029943823814392,1.0514127016067505,0.02146892622113228,,,,,
113,19949,-1.2220373153686523,1.243796467781067,0.02175901085138321,,,,,
114,20124,-1.1963865756988525,1.2181713581085205,0.021784847602248192,,,,,
115,20299,-1.330467700958252,1.3522480726242065,0.02178049273788929,,,,,
116,20474,-1.176748275756836,1.1984397172927856,0.02169143222272396,,,,,
117,20649,-1.0982005596160889,1.1197940111160278,0.02159303054213524,,,,,
118,20824,-0.4187253713607788,0.4395340383052826,0.020808545872569084,,,,,
119,20999,,,,4.807032585144043,-0.3283940553665161,0.3500444293022156,0.021650344133377075,0.3283940553665161
119,20999,-0.3963969945907593,0.4177059531211853,0.0213087797164917,,,,,
120,21174,-0.6975106596946716,0.7187430262565613,0.02123258449137211,,,,,
121,21349,-0.6664203405380249,0.6877950429916382,0.021374942734837532,,,,,
122,21524,-1.014628529548645,1.0362985134124756,0.021670609712600708,,,,,
123,21699,-0.4490058124065399,0.469851553440094,0.02084571123123169,,,,,
124,21874,-0.552428662776947,0.5735388398170471,0.021110283210873604,,,,,
125,22049,-0.8350651264190674,0.8565019965171814,0.021437006071209908,,,,,
126,22224,-0.9604392647743225,0.9821004867553711,0.02166120335459709,,,,,
127,22399,-1.0850441455841064,1.1065584421157837,0.021514464169740677,,,,,
128,22574,-0.4295945465564728,0.45057210326194763,0.020977512001991272,,,,,
129,22749,,,,4.799144744873047,-0.3634135127067566,0.3845866918563843,0.021173160523176193,0.3634135127067566
129,22749,-0.5426505208015442,0.5638124346733093,0.021161919459700584,,,,,
130,22924,-0.4531424939632416,0.47414663434028625,0.0210042055696249,,,,,
131,23099,-0.4058629870414734,0.42634350061416626,0.020480673760175705,,,,,
132,23274,-0.4488706886768341,0.4700443744659424,0.021173952147364616,,,,,
133,23449,-1.0485557317733765,1.0701415538787842,0.02158588543534279,,,,,
134,23624,-1.3688488006591797,1.3906620740890503,0.021813252940773964,,,,,
135,23799,-1.562860131263733,1.5846294164657593,0.021769331768155098,,,,,
136,23974,-0.5333555340766907,0.5541858673095703,0.020830189809203148,,,,,
137,24149,-0.4450789988040924,0.4659253656864166,0.020846430212259293,,,,,
138,24324,-0.5951374173164368,0.6163698434829712,0.02123248390853405,,,,,
139,24499,,,,3.8766655921936035,4.597199440002441,0.30216601490974426,4.899365425109863,-4.597199440002441
139,24499,-0.83226478099823,0.8536660075187683,0.021401213482022285,,,,,
140,24674,-0.5652062296867371,0.58650803565979,0.021301962435245514,,,,,
141,24849,-0.6803845167160034,0.701646625995636,0.02126193977892399,,,,,
142,25024,-1.1412044763565063,1.1629674434661865,0.021762967109680176,,,,,
143,25199,-1.4890284538269043,1.510940432548523,0.02191217802464962,,,,,
144,25374,-1.603402853012085,1.625262975692749,0.021860571578145027,,,,,
145,25549,-1.7455559968948364,1.7673852443695068,0.02183038368821144,,,,,
146,25724,-1.759416103363037,1.7811455726623535,0.021728714928030968,,,,,
147,25899,-1.8366107940673828,1.8582947254180908,0.021685129031538963,,,,,
148,26074,-1.8818929195404053,1.9035698175430298,0.021676531061530113,,,,,
149,26249,,,,2.022893190383911,383368.65625,0.12975656986236572,383368.78125,-383368.65625
149,26249,-1.8554717302322388,1.8771060705184937,0.021635068580508232,,,,,
150,26424,-1.7376723289489746,1.7593222856521606,0.021649649366736412,,,,,
151,26599,-1.6698944568634033,1.691501498222351,0.021606650203466415,,,,,
152,26774,-1.894145131111145,1.9157390594482422,0.021594110876321793,,,,,
153,26949,-1.8414393663406372,1.8629893064498901,0.021550599485635757,,,,,
154,27124,-1.8895372152328491,1.9111177921295166,0.021581055596470833,,,,,
155,27299,-1.971782922744751,1.9932937622070312,0.021510258316993713,,,,,
156,27474,-1.9540958404541016,1.9756141901016235,0.02151879481971264,,,,,
157,27649,-1.9470746517181396,1.9685686826705933,0.02149389311671257,,,,,
158,27824,-1.9097068309783936,1.9311922788619995,0.021485839039087296,,,,,
159,27999,,,,2.66575288772583,153.02447509765625,0.18804927170276642,153.21250915527344,-153.02447509765625
159,27999,-2.0165374279022217,2.0380048751831055,0.021467674523591995,,,,,
160,28174,-2.062030076980591,2.0834767818450928,0.02144651487469673,,,,,
161,28349,-2.0282135009765625,2.0496463775634766,0.02143239788711071,,,,,
162,28524,-1.9881281852722168,2.0095880031585693,0.02145945094525814,,,,,
163,28699,-1.9667037725448608,1.988160252571106,0.02145644649863243,,,,,
164,28874,-2.0799949169158936,2.1014134883880615,0.021417975425720215,,,,,
165,29049,-2.091560125350952,2.1129379272460938,0.021378250792622566,,,,,
166,29224,-2.1004743576049805,2.121856689453125,0.021381918340921402,,,,,
167,29399,-2.056553602218628,2.077890396118164,0.02133619412779808,,,,,
168,29574,-2.1245594024658203,2.145930767059326,0.021370775997638702,,,,,
169,29749,,,,2.261948823928833,786.9448852539062,0.15726611018180847,787.1021728515625,-786.9448852539062
169,29749,-2.118072509765625,2.1394214630126953,0.021348079666495323,,,,,
170,29924,-2.110832452774048,2.1321635246276855,0.02133110538125038,,,,,
171,30099,-2.1281301975250244,2.1494860649108887,0.021356714889407158,,,,,
172,30274,-2.054358720779419,2.075721263885498,0.02136208489537239,,,,,
173,30449,-2.161803960800171,2.18312931060791,0.021325157955288887,,,,,
174,30624,-2.1397502422332764,2.1610774993896484,0.02132752537727356,,,,,
175,30799,-2.1325843334198,2.15391206741333,0.021327825263142586,,,,,
176,30974,-2.1348328590393066,2.156116008758545,0.02128404937684536,,,,,
177,31149,-2.1493046283721924,2.170633316040039,0.021328585222363472,,,,,
178,31324,-2.1663336753845215,2.187622308731079,0.021288936957716942,,,,,
179,31499,,,,1.766099452972412,2759.015625,0.1105729267001152,2759.126220703125,-2759.015625
179,31499,-2.1728291511535645,2.1941311359405518,0.021302074193954468,,,,,
180,31674,-2.192572593688965,2.2138774394989014,0.021305201575160027,,,,,
181,31849,-2.1936841011047363,2.2149927616119385,0.021309422329068184,,,,,
182,32024,-2.1659672260284424,2.187289237976074,0.0213212538510561,,,,,
183,32199,-2.191009759902954,2.212305784225464,0.021296771243214607,,,,,
184,32374,-2.209778308868408,2.2310738563537598,0.021295761689543724,,,,,
185,32549,-2.196491003036499,2.217782497406006,0.021292125806212425,,,,,
186,32724,-2.1797168254852295,2.2009944915771484,0.0212783794850111,,,,,
187,32899,-2.156543731689453,2.1778132915496826,0.021269667893648148,,,,,
188,33074,-2.188908338546753,2.2101962566375732,0.021287791430950165,,,,,
189,33249,,,,3.8329813480377197,3.153825044631958,0.2779730260372162,3.431797981262207,-3.153825044631958
189,33249,-2.2013635635375977,2.222661018371582,0.021296802908182144,,,,,
190,33424,-2.2160146236419678,2.237313985824585,0.02130034565925598,,,,,
191,33599,-2.1759166717529297,2.1971676349639893,0.02125084027647972,,,,,
192,33774,-2.1657557487487793,2.1870296001434326,0.021274585276842117,,,,,
193,33949,-2.187404155731201,2.208686113357544,0.02128194458782673,,,,,
194,34124,-2.2202229499816895,2.241518497467041,0.02129553258419037,,,,,
195,34299,-2.2001407146453857,2.221447706222534,0.02130722627043724,,,,,
196,34474,-2.2005527019500732,2.2218358516693115,0.021282484754920006,,,,,
197,34649,-2.2125844955444336,2.233889102935791,0.021305188536643982,,,,,
198,34824,-2.205321788787842,2.2266037464141846,0.02128344401717186,,,,,
199,34999,,,,2.5445380210876465,4515.0263671875,0.19358214735984802,4515.2197265625,-4515.0263671875
199,34999,-2.173659086227417,2.194948673248291,0.021290116012096405,,,,,
