epoch,step,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/invalid_batch,train/leaf_trace,train/loss,train/mv_retained_min,train/retained_min,train/whitening,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/invalid_batch,val/leaf_trace,val/loss,val/mv_retained_min,val/retained_min,val/whitening,val_score
0,116,0.8739630579948425,7.246525287628174,9.197811126708984,0.0,11.31415843963623,91.48246002197266,40.162391662597656,41.32478713989258,0.015436192974448204,,,,,,,,,,,
1,233,0.22137930989265442,9.162759780883789,9.805437088012695,0.0,10.547266006469727,6.997727394104004,20.179487228393555,28.829059600830078,0.3322857916355133,,,,,,,,,,,
2,350,0.04358255863189697,9.533914566040039,9.697124481201172,0.0,11.173630714416504,-9.886348724365234,17.0,17.39316177368164,7.182058334350586,,,,,,,,,,,
3,467,0.02988826297223568,11.1595458984375,11.251190185546875,0.0,12.305752754211426,-10.265499114990234,17.0,18.0,11.624335289001465,,,,,,,,,,,
4,584,0.02229076810181141,12.157539367675781,12.252742767333984,0.0,13.000443458557129,-12.099562644958496,17.0,18.0,12.655747413635254,,,,,,,,,,,
5,701,0.01883718930184841,12.786456108093262,12.884366989135742,0.0,13.402955055236816,-13.131813049316406,17.0,18.0,13.223307609558105,,,,,,,,,,,
6,818,0.016801584511995316,13.224474906921387,13.264935493469238,0.0,13.692218780517578,-13.885589599609375,17.0,18.0,13.533493041992188,,,,,,,,,,,
7,935,0.014760895632207394,13.602587699890137,13.646841049194336,0.0,13.958742141723633,-14.560235023498535,17.0,18.0,13.841071128845215,,,,,,,,,,,
8,1052,0.012978273443877697,13.932181358337402,13.970061302185059,0.0,14.191097259521484,-15.162175178527832,17.0,18.0,14.093902587890625,,,,,,,,,,,
9,1169,,,,,,,,,,0.424556165933609,0.01306990534067154,14.168132781982422,14.216501235961914,0.0,14.44808578491211,-9.733892440795898,16.993600845336914,17.99519920349121,20.05268096923828,9.733892440795898
9,1169,0.012001984752714634,14.140217781066895,14.206499099731445,0.0,14.350274085998535,-15.545835494995117,17.0,18.0,14.2496976852417,,,,,,,,,,,
10,1286,0.011187275871634483,14.324198722839355,14.384031295776367,0.0,14.482945442199707,-15.838152885437012,17.0,18.0,14.413829803466797,,,,,,,,,,,
11,1403,0.010345383547246456,14.49697208404541,14.54835319519043,0.0,14.599409103393555,-16.150732040405273,17.0,18.0,14.531110763549805,,,,,,,,,,,
12,1520,0.009294034913182259,14.714299201965332,14.76489543914795,0.0,14.756776809692383,-16.56373405456543,17.0,18.0,14.670680046081543,,,,,,,,,,,
13,1637,0.008753977715969086,14.886198997497559,14.923120498657227,0.0,14.874046325683594,-16.8244571685791,17.0,18.0,14.79990005493164,,,,,,,,,,,
14,1754,0.008230015635490417,14.987228393554688,15.048381805419922,0.0,14.940320014953613,-17.016244888305664,17.0,18.0,14.867535591125488,,,,,,,,,,,
15,1871,0.007849866524338722,15.098052978515625,15.114944458007812,0.0,15.013951301574707,-17.20039176940918,17.0,18.0,14.929819107055664,,,,,,,,,,,
16,1988,0.0074379937723279,15.220626831054688,15.231532096862793,0.0,15.100296020507812,-17.379535675048828,17.0,18.0,15.035635948181152,,,,,,,,,,,
17,2105,0.007187908515334129,15.28034782409668,15.300633430480957,0.0,15.15733528137207,-17.516916275024414,17.0,18.0,15.060846328735352,,,,,,,,,,,
18,2222,0.0068178982473909855,15.355220794677734,15.38122272491455,0.0,15.203228950500488,-17.6304988861084,17.0,18.0,15.131501197814941,,,,,,,,,,,
19,2339,,,,,,,,,,0.363819420337677,0.008918208070099354,15.260807991027832,15.285215377807617,0.0,15.223992347717285,-15.581908226013184,16.99519920349121,17.99519920349121,16.81840705871582,15.581908226013184
19,2339,0.006487489677965641,15.462117195129395,15.478650093078613,0.0,15.278656959533691,-17.811254501342773,17.0,18.0,15.194856643676758,,,,,,,,,,,
20,2456,0.006184520665556192,15.521088600158691,15.540733337402344,0.0,15.317819595336914,-17.909337997436523,17.0,18.0,15.246094703674316,,,,,,,,,,,
21,2573,0.006049076560884714,15.562185287475586,15.600666999816895,0.0,15.349327087402344,-17.996435165405273,17.0,18.0,15.260927200317383,,,,,,,,,,,
22,2690,0.005867647472769022,15.643329620361328,15.652148246765137,0.0,15.40709114074707,-18.11178970336914,17.0,18.0,15.317999839782715,,,,,,,,,,,
23,2807,0.005524902604520321,15.716150283813477,15.740105628967285,0.0,15.459659576416016,-18.252466201782227,17.0,18.0,15.364182472229004,,,,,,,,,,,
24,2924,0.005352141801267862,15.758183479309082,15.771760940551758,0.0,15.486547470092773,-18.30752944946289,17.0,18.0,15.406471252441406,,,,,,,,,,,
25,3041,0.005393108818680048,15.781126976013184,15.812323570251465,0.0,15.508281707763672,-18.36779022216797,17.0,18.0,15.393765449523926,,,,,,,,,,,
26,3158,0.005319933407008648,15.81904125213623,15.829427719116211,0.0,15.529674530029297,-18.388280868530273,17.0,18.0,15.445375442504883,,,,,,,,,,,
27,3275,0.005135970655828714,15.844258308410645,15.88344955444336,0.0,15.549407958984375,-18.44639778137207,17.0,18.0,15.46655559539795,,,,,,,,,,,
28,3392,0.004886454902589321,15.906197547912598,15.93269157409668,0.0,15.591118812561035,-18.570688247680664,17.0,18.0,15.487690925598145,,,,,,,,,,,
29,3509,,,,,,,,,,0.34319007396698,0.007861669175326824,15.711732864379883,15.79999828338623,0.0,15.555778503417969,-15.597705841064453,16.99519920349121,17.99519920349121,17.82351303100586,15.597705841064453
29,3509,0.004900719970464706,15.912690162658691,15.94684886932373,0.0,15.596302032470703,-18.57949447631836,17.0,18.0,15.49158000946045,,,,,,,,,,,
30,3626,0.004731880966573954,15.96035385131836,15.981924057006836,0.0,15.630846977233887,-18.65482521057129,17.0,18.0,15.527080535888672,,,,,,,,,,,
31,3743,0.004598010331392288,16.013673782348633,16.037033081054688,0.0,15.663372039794922,-18.736726760864258,17.0,18.0,15.559174537658691,,,,,,,,,,,
32,3860,0.0044929105788469315,16.01667594909668,16.033119201660156,0.0,15.674299240112305,-18.74776268005371,17.0,18.0,15.574743270874023,,,,,,,,,,,
33,3977,0.004588289652019739,16.023229598999023,16.054630279541016,0.0,15.677289009094238,-18.75893783569336,17.0,18.0,15.565205574035645,,,,,,,,,,,
34,4094,0.004501689691096544,16.03673553466797,16.064037322998047,0.0,15.688552856445312,-18.772518157958984,17.0,18.0,15.589360237121582,,,,,,,,,,,
35,4211,0.004271429032087326,16.07172393798828,16.11590576171875,0.0,15.705601692199707,-18.865983963012695,17.0,18.0,15.587780952453613,,,,,,,,,,,
36,4328,0.004410159308463335,16.09813690185547,16.12811279296875,0.0,15.728082656860352,-18.86876678466797,17.0,18.0,15.618571281433105,,,,,,,,,,,
37,4445,0.004396602977067232,16.106613159179688,16.131113052368164,0.0,15.731216430664062,-18.895235061645508,17.0,18.0,15.606047630310059,,,,,,,,,,,
38,4562,0.004463315010070801,16.12877082824707,16.148012161254883,0.0,15.745269775390625,-18.88930320739746,17.0,18.0,15.643037796020508,,,,,,,,,,,
39,4679,,,,,,,,,,0.32713109254837036,0.006933164782822132,15.96481990814209,16.086650848388672,0.0,15.71064567565918,-15.736137390136719,16.99519920349121,17.99519920349121,18.269210815429688,15.736137390136719
