epoch,step,train/loss,train/product_score,train/whitening,val/closure_defect_frobenius,val/loss,val/product_score,val/whitening,val_score
0,116,-0.056556135416030884,0.07972732931375504,0.023171192035079002,,,,,
1,233,-0.09837520122528076,0.12149880081415176,0.023123618215322495,,,,,
2,350,-0.13675008714199066,0.15936724841594696,0.02261722832918167,,,,,
3,467,-0.16417717933654785,0.18645523488521576,0.022278031334280968,,,,,
4,584,-0.18538089096546173,0.2073916643857956,0.02201080322265625,,,,,
5,701,-0.20621369779109955,0.2280266284942627,0.02181287854909897,,,,,
6,818,-0.21999292075634003,0.24175572395324707,0.021762790158391,,,,,
7,935,-0.23094217479228973,0.2525767683982849,0.021634669974446297,,,,,
8,1052,-0.2341468781232834,0.2556516230106354,0.02150476910173893,,,,,
9,1169,,,,5.216858863830566,-0.18466337025165558,0.22909331321716309,0.04442993924021721,0.18466337025165558
9,1169,-0.2621862590312958,0.2837193012237549,0.02153303287923336,,,,,
10,1286,-0.24271823465824127,0.26413416862487793,0.021416012197732925,,,,,
11,1403,-0.2705398201942444,0.29199156165122986,0.021451789885759354,,,,,
12,1520,-0.25244155526161194,0.27386417984962463,0.021422596648335457,,,,,
13,1637,-0.24751341342926025,0.2690577507019043,0.02154439128935337,,,,,
14,1754,-0.26014596223831177,0.28142794966697693,0.02128203585743904,,,,,
15,1871,-0.27595633268356323,0.29721561074256897,0.021259330213069916,,,,,
16,1988,-0.3095158040523529,0.3305864930152893,0.021070759743452072,,,,,
17,2105,-0.28860870003700256,0.3096182942390442,0.021009603515267372,,,,,
18,2222,-0.3640153706073761,0.38482412695884705,0.020808791741728783,,,,,
19,2339,,,,5.291318893432617,-0.2494756132364273,0.2704617381095886,0.020986132323741913,0.2494756132364273
19,2339,-0.3405913710594177,0.3615632951259613,0.02097191847860813,,,,,
20,2456,-0.3389524817466736,0.35976845026016235,0.020815854892134666,,,,,
21,2573,-0.3622472286224365,0.3828727602958679,0.020625414326786995,,,,,
22,2690,-0.30309951305389404,0.3237649202346802,0.020665457472205162,,,,,
23,2807,-0.34624674916267395,0.3667404353618622,0.020493801683187485,,,,,
24,2924,-0.31177568435668945,0.3318650722503662,0.02008945308625698,,,,,
25,3041,-0.3626023828983307,0.38296079635620117,0.02035832777619362,,,,,
26,3158,-0.3303220272064209,0.35054856538772583,0.020226318389177322,,,,,
27,3275,-0.39162155985832214,0.41255488991737366,0.020933331921696663,,,,,
28,3392,-0.3489786684513092,0.36941632628440857,0.020437464118003845,,,,,
29,3509,,,,5.231921672821045,-0.2693155109882355,0.28969600796699524,0.02038060687482357,0.2693155109882355
29,3509,-0.32665008306503296,0.34742844104766846,0.020778149366378784,,,,,
30,3626,-0.3486848473548889,0.3690052330493927,0.02032039500772953,,,,,
31,3743,-0.4167420268058777,0.4374931752681732,0.02075110375881195,,,,,
32,3860,-0.48474252223968506,0.5053991079330444,0.020656460896134377,,,,,
33,3977,-0.3804398477077484,0.40101078152656555,0.020570887252688408,,,,,
34,4094,-0.4761921763420105,0.49703896045684814,0.02084677293896675,,,,,
35,4211,-0.3857716917991638,0.4057962894439697,0.020024528726935387,,,,,
36,4328,-0.5079730153083801,0.5286388397216797,0.02066567912697792,,,,,
37,4445,-0.4851539731025696,0.5059832334518433,0.020829323679208755,,,,,
38,4562,-0.5482341647148132,0.5690207481384277,0.020786594599485397,,,,,
39,4679,,,,5.168939113616943,-0.21761174499988556,0.26771047711372375,0.05009875446557999,0.21761174499988556
39,4679,-0.3902372121810913,0.41095373034477234,0.02071649767458439,,,,,
40,4796,-0.30408647656440735,0.32504597306251526,0.02095966599881649,,,,,
41,4913,-0.3472554385662079,0.36794164776802063,0.02068617381155491,,,,,
42,5030,-0.4557625949382782,0.4763297438621521,0.020567327737808228,,,,,
43,5147,-0.47879108786582947,0.499510794878006,0.02071976661682129,,,,,
44,5264,-0.5263668298721313,0.546772301197052,0.020405396819114685,,,,,
45,5381,-0.3692142367362976,0.38931357860565186,0.020099466666579247,,,,,
46,5498,-0.43173128366470337,0.452404648065567,0.020673224702477455,,,,,
47,5615,-0.45201078057289124,0.47270143032073975,0.020690498873591423,,,,,
48,5732,-0.43028631806373596,0.45040541887283325,0.02011916972696781,,,,,
49,5849,,,,4.746628284454346,-0.2641162872314453,0.28957828879356384,0.025461992248892784,0.2641162872314453
49,5849,-0.48442140221595764,0.5051323771476746,0.02071090042591095,,,,,
50,5966,-0.35042479634284973,0.37036702036857605,0.019942160695791245,,,,,
51,6083,-0.4612223207950592,0.48197704553604126,0.020754650235176086,,,,,
52,6200,-0.6789234280586243,0.6995896100997925,0.020666135475039482,,,,,
53,6317,-0.6512609720230103,0.6721221208572388,0.020861100405454636,,,,,
54,6434,-0.7277505993843079,0.748826265335083,0.02107558213174343,,,,,
55,6551,-0.7760223150253296,0.7970046997070312,0.02098250389099121,,,,,
56,6668,-0.5758459568023682,0.5963931679725647,0.020547369495034218,,,,,
57,6785,-0.39795270562171936,0.41806912422180176,0.02011626772582531,,,,,
58,6902,-0.6589086651802063,0.6798487901687622,0.020940179005265236,,,,,
59,7019,,,,3.338386297225952,22.311662673950195,0.2082262635231018,22.519895553588867,-22.311662673950195
59,7019,-0.8124326467514038,0.8332295417785645,0.020796896889805794,,,,,
60,7136,-0.9401217103004456,0.9614139199256897,0.021291978657245636,,,,,
61,7253,-0.3572494089603424,0.378164142370224,0.020914612337946892,,,,,
62,7370,-0.4292040765285492,0.4502847194671631,0.021080611273646355,,,,,
63,7487,-0.48143863677978516,0.502501368522644,0.02106277085840702,,,,,
64,7604,-0.615212082862854,0.6361770629882812,0.020965004339814186,,,,,
65,7721,-0.7629831433296204,0.7836675643920898,0.020684275776147842,,,,,
66,7838,-0.4628397822380066,0.483145534992218,0.020305568352341652,,,,,
67,7955,-0.7395204901695251,0.7605745792388916,0.02105417661368847,,,,,
68,8072,-0.699309229850769,0.7202455401420593,0.020936643704771996,,,,,
69,8189,,,,4.267080783843994,2.971116065979004,0.31782567501068115,3.2889413833618164,-2.971116065979004
69,8189,-0.6285305023193359,0.6493508815765381,0.020820502191781998,,,,,
70,8306,-0.8307841420173645,0.8518297672271729,0.021045686677098274,,,,,
71,8423,-0.7592491507530212,0.7805167436599731,0.0212679635733366,,,,,
72,8540,-0.6191926598548889,0.6406450271606445,0.02145240269601345,,,,,
73,8657,-0.46371394395828247,0.48460108041763306,0.020887015387415886,,,,,
74,8774,-0.6611911058425903,0.6825778484344482,0.021386565640568733,,,,,
75,8891,-0.7690725922584534,0.7900861501693726,0.021013785153627396,,,,,
76,9008,-0.8123557567596436,0.8337723016738892,0.02141675539314747,,,,,
77,9125,-0.5275591611862183,0.5482564568519592,0.020697448402643204,,,,,
78,9242,-0.3600353002548218,0.3809255063533783,0.020890142768621445,,,,,
79,9359,,,,4.920220851898193,-0.2681446373462677,0.29016754031181335,0.022022923454642296,0.2681446373462677
79,9359,-0.41917261481285095,0.440311998128891,0.021139387041330338,,,,,
80,9476,-0.5658777356147766,0.586883544921875,0.021005794405937195,,,,,
81,9593,-0.7245371341705322,0.7457000613212585,0.021163335070014,,,,,
82,9710,-0.5989677906036377,0.6204724311828613,0.021504618227481842,,,,,
83,9827,-0.6209811568260193,0.6417855024337769,0.020804274827241898,,,,,
84,9944,-0.35529953241348267,0.37669289112091064,0.02139333449304104,,,,,
85,10061,-0.3939725458621979,0.41505396366119385,0.02108130231499672,,,,,
86,10178,-0.35250067710876465,0.3730059564113617,0.02050526812672615,,,,,
87,10295,-0.3755679428577423,0.3963446021080017,0.020776648074388504,,,,,
88,10412,-0.3786647915840149,0.3990885615348816,0.020423663780093193,,,,,
89,10529,,,,4.550704479217529,-0.27991151809692383,0.31377771496772766,0.03386617451906204,0.27991151809692383
89,10529,-0.5982237458229065,0.6189303994178772,0.0207066610455513,,,,,
90,10646,-0.9203051328659058,0.941735029220581,0.021430114284157753,,,,,
91,10763,-0.9510366320610046,0.9723418354988098,0.021305251866579056,,,,,
92,10880,-1.198663592338562,1.2202043533325195,0.02154066227376461,,,,,
93,10997,-1.1588537693023682,1.1803433895111084,0.021489698439836502,,,,,
94,11114,-1.2617807388305664,1.2832105159759521,0.021429523825645447,,,,,
95,11231,-1.0807307958602905,1.1021432876586914,0.021412519738078117,,,,,
96,11348,-0.5793069005012512,0.6009958386421204,0.02168879099190235,,,,,
97,11465,-0.8474280834197998,0.8684150576591492,0.020987076684832573,,,,,
98,11582,-0.3947201073169708,0.4151420295238495,0.020421888679265976,,,,,
99,11699,,,,5.13473653793335,-0.32707592844963074,0.3478061556816101,0.020730193704366684,0.32707592844963074
99,11699,-0.3330118954181671,0.3539031147956848,0.020891284570097923,,,,,
100,11816,-0.35863614082336426,0.3796727955341339,0.021036770194768906,,,,,
101,11933,-0.38679128885269165,0.4078274071216583,0.021036172285676003,,,,,
102,12050,-0.4100395739078522,0.4308438301086426,0.020804213359951973,,,,,
103,12167,-0.3613886833190918,0.382364422082901,0.0209757499396801,,,,,
104,12284,-0.3699631690979004,0.39047926664352417,0.02051609382033348,,,,,
105,12401,-0.3623763918876648,0.3833177983760834,0.020941389724612236,,,,,
106,12518,-0.37770015001296997,0.3986101746559143,0.020910099148750305,,,,,
107,12635,-0.41062986850738525,0.43159613013267517,0.020966170355677605,,,,,
108,12752,-0.36994504928588867,0.39078328013420105,0.020838256925344467,,,,,
109,12869,,,,4.9221038818359375,-0.32838916778564453,0.34872815012931824,0.020339058712124825,0.32838916778564453
109,12869,-0.40246376395225525,0.4231904447078705,0.020726652815937996,,,,,
110,12986,-0.352775514125824,0.3729971945285797,0.020221782848238945,,,,,
111,13103,-0.42890822887420654,0.44970840215682983,0.02080037258565426,,,,,
112,13220,-0.3941915035247803,0.4150996208190918,0.02090798318386078,,,,,
113,13337,-0.5012362599372864,0.5219064354896545,0.02067018486559391,,,,,
114,13454,-0.43936607241630554,0.46024033427238464,0.020874259993433952,,,,,
115,13571,-0.4183899462223053,0.43941426277160645,0.021024392917752266,,,,,
116,13688,-0.6297043561935425,0.6507726907730103,0.0210683923214674,,,,,
117,13805,-0.8079363703727722,0.829079806804657,0.02114308439195156,,,,,
118,13922,-0.9645826816558838,0.9859181046485901,0.021335339173674583,,,,,
119,14039,,,,4.022611141204834,-0.17922405898571014,0.291816771030426,0.11259271204471588,0.17922405898571014
119,14039,-0.5235001444816589,0.5450712442398071,0.021571092307567596,,,,,
120,14156,-1.0410856008529663,1.0626521110534668,0.021567022427916527,,,,,
121,14273,-1.20614492893219,1.2278600931167603,0.02171509899199009,,,,,
122,14390,-1.3062142133712769,1.327890396118164,0.02167619951069355,,,,,
123,14507,-1.475165843963623,1.496734857559204,0.021569162607192993,,,,,
124,14624,-1.5535112619400024,1.575019121170044,0.021508345380425453,,,,,
125,14741,-1.4852449893951416,1.506711483001709,0.021466879174113274,,,,,
126,14858,-1.6634517908096313,1.68491792678833,0.021466460078954697,,,,,
127,14975,-1.5828025341033936,1.6042160987854004,0.021413689479231834,,,,,
128,15092,-0.7457633018493652,0.7665209770202637,0.020758027210831642,,,,,
129,15209,,,,4.721497058868408,-0.4054516851902008,0.42516109347343445,0.01970941387116909,0.4054516851902008
129,15209,-0.41003891825675964,0.4297620356082916,0.01972300000488758,,,,,
130,15326,-0.4147910475730896,0.4344904124736786,0.01969929225742817,,,,,
131,15443,-0.41588953137397766,0.4355800747871399,0.019690467044711113,,,,,
132,15560,-0.4159674346446991,0.435716837644577,0.019749362021684647,,,,,
133,15677,-0.4199267029762268,0.43962934613227844,0.01970265433192253,,,,,
134,15794,-0.4202748239040375,0.4399662911891937,0.019691482186317444,,,,,
135,15911,-0.42289063334465027,0.44258710741996765,0.019696509465575218,,,,,
136,16028,-0.4238297939300537,0.4434966742992401,0.019666995853185654,,,,,
137,16145,-0.4254865050315857,0.44513702392578125,0.019650520756840706,,,,,
138,16262,-0.42679694294929504,0.44657739996910095,0.0197804793715477,,,,,
139,16379,,,,4.742552280426025,-0.3848913013935089,0.40612903237342834,0.021237680688500404,0.3848913013935089
139,16379,-0.6117680668830872,0.6325331926345825,0.020765084773302078,,,,,
140,16496,-0.9470096230506897,0.9678440093994141,0.020834246650338173,,,,,
141,16613,-1.3659279346466064,1.3873900175094604,0.02146237902343273,,,,,
142,16730,-0.9503884315490723,0.9718791842460632,0.021490594372153282,,,,,
143,16847,-0.9061674475669861,0.927687406539917,0.021519681438803673,,,,,
144,16964,-1.5294650793075562,1.5510245561599731,0.021559972316026688,,,,,
145,17081,-0.8731186985969543,0.8944910168647766,0.021372146904468536,,,,,
146,17198,-1.0432634353637695,1.0648280382156372,0.02156483754515648,,,,,
147,17315,-0.6606480479240417,0.6819367408752441,0.021288419142365456,,,,,
148,17432,-0.4074295163154602,0.42790651321411133,0.02047698199748993,,,,,
149,17549,,,,4.725857257843018,-0.4119579493999481,0.4319002032279968,0.019942132756114006,0.4119579493999481
149,17549,-0.41310423612594604,0.4333847761154175,0.020280364900827408,,,,,
150,17666,-0.4209570288658142,0.4408729076385498,0.019915878772735596,,,,,
151,17783,-0.4243626296520233,0.44433078169822693,0.019968153908848763,,,,,
