epoch,step,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/invalid_batch,train/leaf_trace,train/loss,train/mv_retained_min,train/retained_min,train/whitening,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/invalid_batch,val/leaf_trace,val/loss,val/mv_retained_min,val/retained_min,val/whitening,val_score
0,116,0.7264124751091003,5.160229682922363,26.2706356048584,0.0,9.839337348937988,78.00432586669922,40.0512809753418,33.91453170776367,0.02313256449997425,,,,,,,,,,,
1,233,0.39199259877204895,6.496095657348633,32.679962158203125,0.0,8.630861282348633,35.08206558227539,23.170940399169922,33.13675308227539,0.03398585692048073,,,,,,,,,,,
2,350,0.1369965523481369,6.183364391326904,28.91469955444336,0.0,7.950591087341309,5.141961574554443,17.0,18.44444465637207,1.7403546571731567,,,,,,,,,,,
3,467,0.1107790470123291,7.014192581176758,29.684864044189453,0.0,8.545032501220703,5.090888500213623,17.0,19.0,6.470395565032959,,,,,,,,,,,
4,584,0.08790408819913864,7.963863372802734,30.631877899169922,0.0,9.347187042236328,2.574692964553833,17.0,19.0,8.634023666381836,,,,,,,,,,,
5,701,0.07524657249450684,8.894808769226074,31.998916625976562,0.0,10.08228874206543,0.3428167998790741,17.0,19.572649002075195,9.688353538513184,,,,,,,,,,,
6,818,0.06932355463504791,9.63186264038086,33.10271072387695,0.0,10.54061508178711,-1.0028551816940308,17.0,20.0,10.296207427978516,,,,,,,,,,,
7,935,0.06163428723812103,10.327027320861816,34.22897720336914,0.0,10.882904052734375,-2.609248399734497,17.0,20.0,10.711491584777832,,,,,,,,,,,
8,1052,0.05630502849817276,10.840805053710938,34.88274383544922,0.0,11.150468826293945,-3.7451937198638916,17.0,20.0,11.03903579711914,,,,,,,,,,,
9,1169,,,,,,,,,,0.8235616087913513,0.061105646193027496,11.240336418151855,35.62531280517578,0.0,11.416186332702637,-0.27357152104377747,16.99519920349121,19.992000579833984,14.561426162719727,0.27357152104377747
9,1169,0.05305599421262741,11.179649353027344,35.25637435913086,0.0,11.345661163330078,-4.482970714569092,17.0,20.0,11.251168251037598,,,,,,,,,,,
10,1286,0.04945245012640953,11.550416946411133,35.70391845703125,0.0,11.5969877243042,-5.316864967346191,17.0,20.0,11.50062084197998,,,,,,,,,,,
11,1403,0.04627300798892975,11.802781105041504,35.89324951171875,0.0,11.770149230957031,-5.965700626373291,17.0,20.0,11.684284210205078,,,,,,,,,,,
12,1520,0.04436458647251129,12.110076904296875,36.19183349609375,0.0,11.960561752319336,-6.5089006423950195,17.0,20.0,11.883074760437012,,,,,,,,,,,
13,1637,0.041755907237529755,12.354591369628906,36.3674430847168,0.0,12.132616996765137,-7.101562976837158,17.0,20.0,12.040885925292969,,,,,,,,,,,
14,1754,0.039396896958351135,12.570804595947266,36.535728454589844,0.0,12.281248092651367,-7.6169209480285645,17.0,20.0,12.192331314086914,,,,,,,,,,,
15,1871,0.03776269406080246,12.785974502563477,36.743263244628906,0.0,12.415258407592773,-8.03246021270752,17.0,20.0,12.335143089294434,,,,,,,,,,,
16,1988,0.035950906574726105,12.984066009521484,36.84536361694336,0.0,12.541796684265137,-8.46732234954834,17.0,20.0,12.456820487976074,,,,,,,,,,,
17,2105,0.03440602496266365,13.167250633239746,37.089237213134766,0.0,12.664196968078613,-8.846686363220215,17.0,20.0,12.580792427062988,,,,,,,,,,,
18,2222,0.033082783222198486,13.326729774475098,37.14191436767578,0.0,12.76479721069336,-9.18034839630127,17.0,20.0,12.676593780517578,,,,,,,,,,,
19,2339,,,,,,,,,,0.7603462338447571,0.0439780168235302,13.37965202331543,37.458683013916016,0.0,12.900111198425293,-8.02638053894043,16.99519920349121,19.992000579833984,12.624192237854004,8.02638053894043
19,2339,0.031971149146556854,13.494114875793457,37.21881103515625,0.0,12.888922691345215,-9.499056816101074,17.0,20.0,12.791666030883789,,,,,,,,,,,
20,2456,0.031122669577598572,13.612017631530762,37.5053825378418,0.0,12.984294891357422,-9.730055809020996,17.0,20.0,12.882553100585938,,,,,,,,,,,
21,2573,0.029837612062692642,13.748936653137207,37.47813415527344,0.0,13.075201988220215,-10.02952766418457,17.0,20.0,12.975398063659668,,,,,,,,,,,
22,2690,0.02896002307534218,13.8539457321167,37.60773468017578,0.0,13.17016315460205,-10.238222122192383,17.0,20.0,13.079010009765625,,,,,,,,,,,
23,2807,0.02835247479379177,13.977082252502441,37.66242980957031,0.0,13.245604515075684,-10.453034400939941,17.0,20.0,13.140534400939941,,,,,,,,,,,
24,2924,0.02704641968011856,14.083785057067871,37.76652145385742,0.0,13.327435493469238,-10.723725318908691,17.0,20.0,13.225554466247559,,,,,,,,,,,
25,3041,0.026316151022911072,14.21007251739502,37.82565689086914,0.0,13.403695106506348,-10.94789981842041,17.0,20.0,13.297406196594238,,,,,,,,,,,
26,3158,0.025673266500234604,14.303634643554688,37.9248046875,0.0,13.478008270263672,-11.123608589172363,17.0,20.0,13.371856689453125,,,,,,,,,,,
27,3275,0.024832332506775856,14.378335952758789,38.01591110229492,0.0,13.527348518371582,-11.297964096069336,17.0,20.0,13.429178237915039,,,,,,,,,,,
28,3392,0.024970313534140587,14.477060317993164,37.962947845458984,0.0,13.603052139282227,-11.398178100585938,17.0,20.0,13.485737800598145,,,,,,,,,,,
29,3509,,,,,,,,,,0.7238430976867676,0.0376061387360096,14.251527786254883,38.02751159667969,0.0,13.610745429992676,-6.605029106140137,16.993600845336914,19.992000579833984,16.44365692138672,6.605029106140137
29,3509,0.023757005110383034,14.561249732971191,38.10007858276367,0.0,13.657519340515137,-11.624743461608887,17.0,20.0,13.553135871887207,,,,,,,,,,,
30,3626,0.023158688098192215,14.644190788269043,38.1951789855957,0.0,13.730927467346191,-11.795262336730957,17.0,20.0,13.615546226501465,,,,,,,,,,,
31,3743,0.022551117464900017,14.728126525878906,38.22262954711914,0.0,13.780571937561035,-11.948182106018066,17.0,20.0,13.673978805541992,,,,,,,,,,,
32,3860,0.021785954013466835,14.771843910217285,38.319793701171875,0.0,13.810638427734375,-12.098546028137207,17.0,20.0,13.695335388183594,,,,,,,,,,,
33,3977,0.021128997206687927,14.865617752075195,38.409786224365234,0.0,13.881102561950684,-12.271953582763672,17.0,20.0,13.770255088806152,,,,,,,,,,,
34,4094,0.021193647757172585,14.903018951416016,38.40230178833008,0.0,13.897520065307617,-12.302278518676758,17.0,20.0,13.785478591918945,,,,,,,,,,,
35,4211,0.020452911034226418,14.978475570678711,38.57273483276367,0.0,13.949441909790039,-12.476872444152832,17.0,20.0,13.833067893981934,,,,,,,,,,,
36,4328,0.020148342475295067,15.046330451965332,38.4439811706543,0.0,13.999823570251465,-12.57341194152832,17.0,20.0,13.89375114440918,,,,,,,,,,,
37,4445,0.019871575757861137,15.082660675048828,38.52885437011719,0.0,14.02685546875,-12.648117065429688,17.0,20.0,13.91783618927002,,,,,,,,,,,
38,4562,0.01963089033961296,15.128763198852539,38.58406066894531,0.0,14.065937042236328,-12.740890502929688,17.0,20.0,13.941051483154297,,,,,,,,,,,
39,4679,,,,,,,,,,0.7160139679908752,0.03632740303874016,14.550986289978027,38.19267654418945,0.0,13.913629531860352,-5.455554485321045,16.99519920349121,19.992000579833984,18.359153747558594,5.455554485321045
39,4679,0.019256994128227234,15.181132316589355,38.54244613647461,0.0,14.090129852294922,-12.829241752624512,17.0,20.0,13.977140426635742,,,,,,,,,,,
40,4796,0.018942346796393394,15.217782020568848,38.70751953125,0.0,14.122392654418945,-12.918457984924316,17.0,20.0,13.997092247009277,,,,,,,,,,,
41,4913,0.018580181524157524,15.284300804138184,38.705596923828125,0.0,14.16161823272705,-13.031074523925781,17.0,20.0,14.036588668823242,,,,,,,,,,,
42,5030,0.017988355830311775,15.332551956176758,38.7013053894043,0.0,14.193132400512695,-13.1553316116333,17.0,20.0,14.067838668823242,,,,,,,,,,,
43,5147,0.0177946537733078,15.339290618896484,38.75874328613281,0.0,14.207026481628418,-13.184412002563477,17.0,20.0,14.084188461303711,,,,,,,,,,,
44,5264,0.01745561510324478,15.388254165649414,38.76213073730469,0.0,14.232574462890625,-13.27584457397461,17.0,20.0,14.11067008972168,,,,,,,,,,,
45,5381,0.017255954444408417,15.447492599487305,38.80733871459961,0.0,14.278663635253906,-13.36860466003418,17.0,20.0,14.148796081542969,,,,,,,,,,,
46,5498,0.01687399297952652,15.46517276763916,38.800445556640625,0.0,14.285290718078613,-13.415507316589355,17.0,20.0,14.175085067749023,,,,,,,,,,,
47,5615,0.016651133075356483,15.506623268127441,38.86130905151367,0.0,14.307108879089355,-13.513118743896484,17.0,20.0,14.16927433013916,,,,,,,,,,,
48,5732,0.015958182513713837,15.542546272277832,38.93008041381836,0.0,14.325841903686523,-13.623376846313477,17.0,20.0,14.202371597290039,,,,,,,,,,,
49,5849,,,,,,,,,,0.7215823531150818,0.03612261638045311,14.994956016540527,38.42571258544922,0.0,14.191339492797852,-4.851895332336426,16.99519920349121,19.992000579833984,19.710708618164062,4.851895332336426
49,5849,0.015652049332857132,15.59653091430664,38.861106872558594,0.0,14.372848510742188,-13.718085289001465,17.0,20.0,14.247834205627441,,,,,,,,,,,
50,5966,0.015502522699534893,15.621102333068848,38.806549072265625,0.0,14.387308120727539,-13.75695514678955,17.0,20.0,14.26712417602539,,,,,,,,,,,
51,6083,0.0157620869576931,15.637986183166504,38.73390197753906,0.0,14.393228530883789,-13.755693435668945,17.0,20.0,14.257974624633789,,,,,,,,,,,
52,6200,0.01487457100301981,15.672468185424805,38.71110534667969,0.0,14.413826942443848,-13.893941879272461,17.0,20.0,14.28840446472168,,,,,,,,,,,
53,6317,0.014868850819766521,15.72281551361084,38.650299072265625,0.0,14.460747718811035,-13.955134391784668,17.0,20.0,14.32522201538086,,,,,,,,,,,
54,6434,0.01458153035491705,15.72812557220459,38.54691696166992,0.0,14.468253135681152,-13.98135757446289,17.0,20.0,14.348581314086914,,,,,,,,,,,
55,6551,0.01421040203422308,15.742094993591309,38.434478759765625,0.0,14.472886085510254,-14.049100875854492,17.0,20.0,14.346945762634277,,,,,,,,,,,
56,6668,0.013573689386248589,15.752739906311035,38.45614242553711,0.0,14.493738174438477,-14.137466430664062,17.0,20.0,14.371580123901367,,,,,,,,,,,
57,6785,0.013629847206175327,15.828934669494629,38.4202766418457,0.0,14.519451141357422,-14.21255874633789,17.0,20.0,14.391206741333008,,,,,,,,,,,
58,6902,0.012859095819294453,15.831734657287598,38.37007141113281,0.0,14.544698715209961,-14.322676658630371,17.0,20.0,14.407793998718262,,,,,,,,,,,
59,7019,,,,,,,,,,0.7001420259475708,0.0338829904794693,15.187867164611816,37.86992645263672,0.0,14.39926528930664,-6.622738838195801,16.993600845336914,19.992000579833984,18.627370834350586,6.622738838195801
59,7019,0.01313607208430767,15.853843688964844,38.19734191894531,0.0,14.550227165222168,-14.291781425476074,17.0,20.0,14.430867195129395,,,,,,,,,,,
60,7136,0.01255778782069683,15.920881271362305,38.23417282104492,0.0,14.59006404876709,-14.443248748779297,17.0,20.0,14.46030330657959,,,,,,,,,,,
61,7253,0.012846188619732857,15.932462692260742,38.05034255981445,0.0,14.599044799804688,-14.430365562438965,17.0,20.0,14.45683479309082,,,,,,,,,,,
62,7370,0.01235289964824915,15.950946807861328,38.03969955444336,0.0,14.605589866638184,-14.499004364013672,17.0,20.0,14.476361274719238,,,,,,,,,,,
63,7487,0.01234083715826273,15.985868453979492,37.99745178222656,0.0,14.632172584533691,-14.543135643005371,17.0,20.0,14.49528694152832,,,,,,,,,,,
64,7604,0.012123677879571915,15.987763404846191,37.883487701416016,0.0,14.625431060791016,-14.565144538879395,17.0,20.0,14.496212005615234,,,,,,,,,,,
65,7721,0.011879533529281616,16.00720977783203,37.8516845703125,0.0,14.648873329162598,-14.612607955932617,17.0,20.0,14.522890090942383,,,,,,,,,,,
66,7838,0.011353928595781326,16.041784286499023,37.84449768066406,0.0,14.664536476135254,-14.71763801574707,17.0,20.0,14.535385131835938,,,,,,,,,,,
67,7955,0.011276687495410442,16.085773468017578,37.75398254394531,0.0,14.693422317504883,-14.786918640136719,17.0,20.0,14.548861503601074,,,,,,,,,,,
68,8072,0.011365100741386414,16.069480895996094,37.73123550415039,0.0,14.68822193145752,-14.741819381713867,17.0,20.0,14.561156272888184,,,,,,,,,,,
69,8189,,,,,,,,,,0.7001252174377441,0.033829957246780396,15.333091735839844,37.22282409667969,0.0,14.5107421875,-5.572552680969238,16.993600845336914,19.992000579833984,19.94104766845703,5.572552680969238
69,8189,0.01104416698217392,16.0957088470459,37.66595458984375,0.0,14.705981254577637,-14.808952331542969,17.0,20.0,14.579083442687988,,,,,,,,,,,
70,8306,0.011483641341328621,16.130077362060547,37.59967041015625,0.0,14.725163459777832,-14.799436569213867,17.0,20.0,14.585893630981445,,,,,,,,,,,
71,8423,0.011058175936341286,16.13548469543457,37.607948303222656,0.0,14.726791381835938,-14.850393295288086,17.0,20.0,14.596434593200684,,,,,,,,,,,
72,8540,0.010559863410890102,16.170860290527344,37.54652404785156,0.0,14.743654251098633,-14.956425666809082,17.0,20.0,14.60642147064209,,,,,,,,,,,
73,8657,0.010838459245860577,16.190671920776367,37.50817108154297,0.0,14.754467964172363,-14.950793266296387,17.0,20.0,14.607027053833008,,,,,,,,,,,
74,8774,0.010807342827320099,16.24274444580078,37.39657211303711,0.0,14.783029556274414,-14.990665435791016,17.0,20.0,14.651765823364258,,,,,,,,,,,
75,8891,0.010505677200853825,16.297300338745117,37.42273712158203,0.0,14.817283630371094,-15.104328155517578,17.0,20.0,14.665529251098633,,,,,,,,,,,
76,9008,0.010606187395751476,16.262632369995117,37.400596618652344,0.0,14.777288436889648,-15.039427757263184,17.0,20.0,14.64290714263916,,,,,,,,,,,
77,9125,0.010237196460366249,16.27864646911621,37.372859954833984,0.0,14.817832946777344,-15.08838176727295,17.0,20.0,14.697729110717773,,,,,,,,,,,
78,9242,0.010580407455563545,16.316923141479492,37.242374420166016,0.0,14.799173355102539,-15.160414695739746,17.0,20.0,14.601393699645996,,,,,,,,,,,
79,9359,,,,,,,,,,0.7102049589157104,0.034551091492176056,15.344560623168945,36.748477935791016,0.0,14.500144958496094,-7.650402545928955,16.993600845336914,19.992000579833984,17.77176284790039,7.650402545928955
79,9359,0.012250816449522972,16.4530086517334,36.947505950927734,0.0,14.76982307434082,-15.12825870513916,17.0,20.0,14.526470184326172,,,,,,,,,,,
80,9476,0.011589200235903263,16.199369430541992,36.975914001464844,0.0,14.740766525268555,-14.920040130615234,17.0,20.0,14.536676406860352,,,,,,,,,,,
81,9593,0.013234001584351063,16.459476470947266,36.655914306640625,0.0,14.753028869628906,-15.30055046081543,17.0,20.0,14.217994689941406,,,,,,,,,,,
82,9710,0.010079676285386086,16.24448013305664,37.23052215576172,0.0,14.785843849182129,-15.120574951171875,17.0,20.0,14.619551658630371,,,,,,,,,,,
83,9827,0.011632159352302551,16.243505477905273,36.89011001586914,0.0,14.716816902160645,-15.160551071166992,17.0,20.0,14.310856819152832,,,,,,,,,,,
84,9944,0.012690550647675991,16.24518585205078,36.74736785888672,0.0,14.717281341552734,-15.010581970214844,17.0,20.0,14.327499389648438,,,,,,,,,,,
85,10061,0.011648958548903465,16.421506881713867,36.902042388916016,0.0,14.800037384033203,-15.215811729431152,17.0,20.0,14.514667510986328,,,,,,,,,,,
86,10178,0.010885637253522873,16.25023078918457,37.06227493286133,0.0,14.779516220092773,-15.228090286254883,17.0,20.0,14.408291816711426,,,,,,,,,,,
87,10295,0.01103273406624794,16.368667602539062,36.937164306640625,0.0,14.800950050354004,-15.289756774902344,17.0,20.0,14.467672348022461,,,,,,,,,,,
88,10412,0.012741293758153915,16.490280151367188,36.57865524291992,0.0,14.754898071289062,-15.268257141113281,17.0,20.0,14.346038818359375,,,,,,,,,,,
89,10529,,,,,,,,,,0.6711691617965698,0.03141231834888458,15.1231050491333,36.56449508666992,0.0,14.494359016418457,-8.671306610107422,16.993600845336914,19.990400314331055,16.925384521484375,8.671306610107422
89,10529,0.013470771722495556,16.556550979614258,36.41608810424805,0.0,14.774429321289062,-15.481329917907715,17.0,20.0,14.12539005279541,,,,,,,,,,,
90,10646,0.014306622557342052,16.62773323059082,36.475582122802734,0.0,14.76281452178955,-15.365066528320312,17.0,20.0,14.19423770904541,,,,,,,,,,,
91,10763,0.014939452521502972,16.50236701965332,36.45024490356445,0.0,14.740208625793457,-15.014472007751465,17.0,20.0,14.315853118896484,,,,,,,,,,,
92,10880,0.017921168357133865,16.606069564819336,35.909515380859375,0.0,14.653627395629883,-15.130781173706055,17.0,20.0,13.834997177124023,,,,,,,,,,,
93,10997,0.018849695101380348,16.801593780517578,35.8414306640625,0.0,14.696751594543457,-14.918233871459961,17.0,20.0,14.167348861694336,,,,,,,,,,,
94,11114,0.01756059005856514,16.72740936279297,36.05352020263672,0.0,14.690643310546875,-15.152108192443848,17.0,20.0,14.018189430236816,,,,,,,,,,,
95,11231,0.01993827521800995,16.931936264038086,35.586090087890625,0.0,14.6687593460083,-14.794609069824219,17.0,20.0,14.253987312316895,,,,,,,,,,,
96,11348,0.01818626932799816,16.895336151123047,35.96848678588867,0.0,14.704280853271484,-15.40842342376709,17.0,20.0,13.863349914550781,,,,,,,,,,,
97,11465,0.019107339903712273,16.694515228271484,35.95094299316406,0.0,14.656920433044434,-14.957260131835938,17.0,20.0,13.948437690734863,,,,,,,,,,,
98,11582,0.019682617858052254,16.681079864501953,35.96849822998047,0.0,14.638875007629395,-14.97055721282959,17.0,20.0,13.830015182495117,,,,,,,,,,,
99,11699,,,,,,,,,,0.6873710751533508,0.0328286737203598,15.269457817077637,36.481685638427734,0.0,14.50015640258789,-8.489068031311035,16.992000579833984,19.990400314331055,17.078475952148438,8.489068031311035
99,11699,0.01365341991186142,16.24769401550293,36.49277877807617,0.0,14.68142032623291,-15.11524486541748,17.0,20.0,14.066232681274414,,,,,,,,,,,
100,11816,0.016665222123265266,16.757362365722656,36.10271453857422,0.0,14.7442045211792,-15.361912727355957,17.0,20.0,14.006498336791992,,,,,,,,,,,
