states,replicate,chain,lag,direct_singular_values,mae,max_error,one_step_power_prediction
8,17,metastable_reversible,2,"[0.9893817891094716, 0.2425935994787186, 0.2178303549806705, 0.12109995309036028, 0.0602847019501237, 0.028797968258181348, 0.007063650029038441]",1.4373423086664974e-16,4.440892098500626e-16,"[0.9893817891094712, 0.24259359947871875, 0.21783035498067047, 0.12109995309036015, 0.060284701950123705, 0.028797968258181192, 0.0070636500290383476]"
8,17,metastable_reversible,4,"[0.9788763246214589, 0.058851654508041, 0.04745006355100481, 0.014665198638487469, 0.0036342452892152415, 0.0008293229757992252, 4.989515173273675e-05]",1.5089577343097809e-16,8.881784197001252e-16,"[0.978876324621458, 0.058851654508041015, 0.0474500635510049, 0.014665198638487429, 0.0036342452892152485, 0.0008293229757992114, 4.9895151732733456e-05]"
8,17,metastable_reversible,8,"[0.9581988589044157, 0.0034635172383338042, 0.0022515085309944127, 0.00021506805110633708, 1.3207738822156704e-05, 6.877765981930706e-07, 2.489526144110591e-09]",2.4005458878569575e-16,1.5543122344752192e-15,"[0.9581988589044141, 0.0034635172383338246, 0.002251508530994404, 0.00021506805110629352, 1.3207738822183226e-05, 6.877765981884594e-07, 2.4895261664324944e-09]"
8,17,metastable_reversible,16,"[0.9181450532057246, 1.1995951660224534e-05, 5.069290665193695e-06, 4.625426665438177e-08, 1.7444435737902077e-10, 4.730690772948402e-13, 3.846816354012324e-17]",4.862325792168338e-16,3.219646771412954e-15,"[0.9181450532057214, 1.1995951660235563e-05, 5.069290665140579e-06, 4.625426660665929e-08, 1.7444436479500593e-10, 4.730366490156895e-13, 6.197740533352071e-18]"
8,17,directed_cycle_normal,2,"[0.81611222920257, 0.8161122292025699, 0.5266000000000002, 0.5266000000000001, 0.49000000000000005, 0.4554877707974305, 0.4554877707974304]",2.7755575615628914e-16,4.440892098500626e-16,"[0.8161122292025695, 0.8161122292025695, 0.5266, 0.5265999999999996, 0.4900000000000001, 0.4554877707974304, 0.4554877707974301]"
8,17,directed_cycle_normal,4,"[0.6660391706539875, 0.6660391706539874, 0.2773075600000001, 0.27730755999999995, 0.24009999999999992, 0.20746910934601256, 0.20746910934601237]",1.942890293094024e-16,3.885780586188048e-16,"[0.6660391706539873, 0.6660391706539873, 0.2773075599999999, 0.27730755999999956, 0.2401000000000001, 0.20746910934601248, 0.2074691093460122]"
8,17,directed_cycle_normal,8,"[0.4436081768454517, 0.4436081768454515, 0.0768994828331536, 0.07689948283315357, 0.057648010000000034, 0.04304343133282775, 0.04304343133282772]",1.5463820700136108e-16,3.885780586188048e-16,"[0.4436081768454513, 0.4436081768454513, 0.07689948283315355, 0.07689948283315337, 0.05764801000000004, 0.04304343133282768, 0.04304343133282757]"
8,17,directed_cycle_normal,16,"[0.19678821456414547, 0.19678821456414544, 0.005913530460006532, 0.005913530460006505, 0.0033232930569600952, 0.0018527369809038495, 0.0018527369809038209]",1.0368070489454239e-16,3.0531133177191805e-16,"[0.19678821456414516, 0.19678821456414516, 0.005913530460006478, 0.00591353046000645, 0.003323293056960105, 0.0018527369809038519, 0.001852736980903842]"
8,17,directed_nonnormal,2,"[0.5205629757473195, 0.4944620486753916, 0.34448346173315975, 0.3094013106026462, 0.2512976357458908, 0.1666114565863516, 0.10921956079236518]",0.017947736070536242,0.03362306297873924,"[0.5479848849000302, 0.5023102735620647, 0.3638124854096633, 0.31470946408950995, 0.28492069872463005, 0.15151813839103678, 0.09220910067541664]"
8,17,directed_nonnormal,4,"[0.24963944300757235, 0.2493290471480874, 0.10645662896262091, 0.09545469857363086, 0.04139608327092855, 0.03531738525653979, 0.017020684202843427]",0.02054090355453981,0.050647991071327,"[0.30028743407889935, 0.25231561092599625, 0.1323595245399565, 0.09904204678750655, 0.08117980456173139, 0.02295774626148538, 0.00850251824736912]"
8,17,directed_nonnormal,8,"[0.0594565604024614, 0.05831837817568834, 0.010450098643400352, 0.009807604637179449, 0.001433699640044922, 0.0010502175980251192, 0.0004629518197887891]",0.0070288170012452545,0.030715982663227906,"[0.09017254306568931, 0.06366316751695873, 0.01751904373644335, 0.009809327031858639, 0.006590160668680904, 0.0005270581134067459, 7.229281654684486e-05]"
8,17,directed_nonnormal,16,"[0.003456372894087013, 0.0033444735784706517, 0.00010677613507482347, 9.680842652950048e-05, 1.4612634538975879e-06, 1.341962962029504e-06, 2.618899752824475e-07]",0.0008038937181943753,0.00467471462884658,"[0.008131087522933593, 0.004052998898292349, 0.0003069168934394149, 9.62228968179526e-05, 4.343021763902875e-05, 2.7779025490787815e-07, 5.226251324275766e-09]"
8,18,reversible,2,"[0.5054676000875528, 0.4851370304038378, 0.451760166178924, 0.41091983963056355, 0.3739157926074637, 0.35832462248691005, 0.3409127815573825]",1.5860328923216522e-16,4.996003610813204e-16,"[0.5054676000875529, 0.48513703040383777, 0.4517601661789235, 0.4109198396305635, 0.3739157926074634, 0.35832462248691, 0.3409127815573825]"
8,18,reversible,4,"[0.25549749473827016, 0.23535793826905427, 0.20408724774600912, 0.1688551146020082, 0.1398130199612678, 0.12839653508038656, 0.11622152462919164]",1.6851599480917554e-16,5.273559366969494e-16,"[0.2554974947382703, 0.23535793826905418, 0.2040872477460086, 0.16885511460200803, 0.13981301996126758, 0.12839653508038656, 0.11622152462919162]"
8,18,reversible,8,"[0.06527896981753238, 0.05539335910625997, 0.04165160469254093, 0.02851204972725731, 0.019547680550689884, 0.01648567022064898, 0.013507442787133814]",8.05407328132089e-17,2.42861286636753e-16,"[0.06527896981753246, 0.05539335910625992, 0.041651604692540686, 0.028512049727257262, 0.019547680550689804, 0.016485670220648938, 0.013507442787133795]"
8,18,reversible,16,"[0.004261343900438298, 0.0030684242330750954, 0.001734856173463697, 0.0008129369796495734, 0.0003821118149118163, 0.0002717773226239985, 0.00018245101064772804]",1.7536970139953034e-17,3.526367566009103e-17,"[0.004261343900438314, 0.0030684242330750694, 0.0017348561734636771, 0.0008129369796495909, 0.0003821118149118165, 0.0002717773226239912, 0.00018245101064769278]"
8,18,metastable_reversible,2,"[0.9899390761773997, 0.32434756858032177, 0.2938011910233892, 0.15602145111500695, 0.07907624878335678, 0.05926506945804522, 0.02763295034172241]",1.338215252896394e-16,4.440892098500626e-16,"[0.9899390761774002, 0.32434756858032154, 0.2938011910233891, 0.15602145111500695, 0.07907624878335685, 0.05926506945804518, 0.027632950341722362]"
8,18,metastable_reversible,4,"[0.9799793745429642, 0.1052013452439665, 0.08631913984676191, 0.02434269320803252, 0.0062530531216473395, 0.0035123484578669004, 0.000763579944588143]",8.215154746947307e-17,3.3306690738754696e-16,"[0.9799793745429646, 0.10520134524396639, 0.08631913984676196, 0.024342693208032506, 0.0062530531216473464, 0.00351234845786692, 0.000763579944588094]"
8,18,metastable_reversible,8,"[0.960359574529619, 0.011067323041140288, 0.007450993903884881, 0.0005925667126204055, 3.910067334223562e-05, 1.2336591689509868e-05, 5.830543317148936e-07]",1.8680889647778802e-16,9.992007221626409e-16,"[0.96035957452962, 0.01106732304114021, 0.007450993903884848, 0.000592566712620392, 3.910067334214363e-05, 1.233659168948013e-05, 5.830543317771566e-07]"
8,18,metastable_reversible,16,"[0.922290512390711, 0.0001224856392969621, 5.5517310155686545e-05, 3.5113530888621905e-07, 1.5288627210984476e-09, 1.5219149719570183e-10, 3.399437023317613e-13]",2.590305922768231e-16,1.6653345369377348e-15,"[0.9222905123907127, 0.000122485639296953, 5.5517310155729174e-05, 3.5113530890573824e-07, 1.528862655809021e-09, 1.521914945129502e-10, 3.3995235380410657e-13]"
8,18,directed_cycle_normal,2,"[0.81611222920257, 0.8161122292025699, 0.5266000000000002, 0.5266000000000001, 0.49000000000000005, 0.4554877707974305, 0.4554877707974304]",2.7755575615628914e-16,4.440892098500626e-16,"[0.8161122292025695, 0.8161122292025695, 0.5266, 0.5265999999999996, 0.4900000000000001, 0.4554877707974304, 0.4554877707974301]"
8,18,directed_cycle_normal,4,"[0.6660391706539875, 0.6660391706539874, 0.2773075600000001, 0.27730755999999995, 0.24009999999999992, 0.20746910934601256, 0.20746910934601237]",1.942890293094024e-16,3.885780586188048e-16,"[0.6660391706539873, 0.6660391706539873, 0.2773075599999999, 0.27730755999999956, 0.2401000000000001, 0.20746910934601248, 0.2074691093460122]"
8,18,directed_cycle_normal,8,"[0.4436081768454517, 0.4436081768454515, 0.0768994828331536, 0.07689948283315357, 0.057648010000000034, 0.04304343133282775, 0.04304343133282772]",1.5463820700136108e-16,3.885780586188048e-16,"[0.4436081768454513, 0.4436081768454513, 0.07689948283315355, 0.07689948283315337, 0.05764801000000004, 0.04304343133282768, 0.04304343133282757]"
8,18,directed_cycle_normal,16,"[0.19678821456414547, 0.19678821456414544, 0.005913530460006532, 0.005913530460006505, 0.0033232930569600952, 0.0018527369809038495, 0.0018527369809038209]",1.0368070489454239e-16,3.0531133177191805e-16,"[0.19678821456414516, 0.19678821456414516, 0.005913530460006478, 0.00591353046000645, 0.003323293056960105, 0.0018527369809038519, 0.001852736980903842]"
8,18,directed_nonnormal,2,"[0.5832419955020385, 0.4440407702715603, 0.369594105830799, 0.3376454987670774, 0.26525811134432686, 0.1768875390829961, 0.12000525733312833]",0.023364162154634233,0.059209672109959754,"[0.6193077075999063, 0.4684720172745027, 0.42880377794075875, 0.3298793437761642, 0.26056665551494584, 0.15736902268911038, 0.10813888067563861]"
8,18,directed_nonnormal,4,"[0.2689884389713628, 0.2223214871483173, 0.12730461295555187, 0.11477866303168772, 0.049938350790450586, 0.04076793739812844, 0.018615484808738526]",0.03154520415276132,0.11455359772128815,"[0.38354203669265097, 0.219466030969242, 0.18387267997626755, 0.10882038145019272, 0.06789498196624447, 0.024765009302125735, 0.011694017513780006]"
8,18,directed_nonnormal,8,"[0.0681238947478192, 0.05124928879426444, 0.01428301733204149, 0.01355804791721088, 0.0017966561498136547, 0.0014499094477906668, 0.0006227087906387463]",0.015348928821246294,0.0789805991625276,"[0.1471044939103468, 0.048165338749392286, 0.0338091624416549, 0.011841875418965447, 0.004609728576196662, 0.0006133056857343742, 0.0001367500456125935]"
8,18,directed_nonnormal,16,"[0.0036244141634245637, 0.0032758561767087485, 0.0001972794515941751, 0.00018234028866696494, 3.001223080673204e-06, 2.2780857280207847e-06, 4.1190313088380593e-07]",0.002854244013226534,0.018015317965194694,"[0.02163973212861926, 0.00231989985684371, 0.001143059465006208, 0.00014023001343829809, 2.1249597546204103e-05, 3.76143864154111e-07, 1.8700574975046403e-08]"
8,19,reversible,2,"[0.5954039861352927, 0.5661172005558266, 0.5171777575109777, 0.5001021356534775, 0.40568511747668584, 0.36945610551369684, 0.33693551858716836]",1.6653345369377348e-16,3.3306690738754696e-16,"[0.595403986135293, 0.5661172005558267, 0.5171777575109776, 0.5001021356534777, 0.40568511747668606, 0.36945610551369684, 0.3369355185871682]"
8,19,reversible,4,"[0.3545059067057961, 0.320488684765166, 0.26747283286408374, 0.25010214608516923, 0.16458041454207237, 0.13649781390134785, 0.11352554368560408]",1.308477136165363e-16,2.220446049250313e-16,"[0.35450590670579624, 0.3204886847651661, 0.2674728328640836, 0.2501021460851694, 0.1645804145420726, 0.13649781390134788, 0.11352554368560397]"
8,19,reversible,8,"[0.12567443788929858, 0.10271299706250596, 0.07154171632033811, 0.06255108347640732, 0.0270867128508404, 0.018631653199847005, 0.012888049069111937]",6.938893903907228e-17,1.249000902703301e-16,"[0.1256744378892987, 0.10271299706250601, 0.07154171632033798, 0.06255108347640742, 0.027086712850840456, 0.018631653199847, 0.012888049069111975]"
8,19,reversible,16,"[0.01579406433879115, 0.010549959765562372, 0.005118217174059717, 0.003912638044072464, 0.0007336900130638724, 0.00034713850095936013, 0.00016610180880788838]",2.133942204488434e-17,5.0334085857639543e-17,"[0.015794064338791197, 0.010549959765562368, 0.005118217174059714, 0.00391263804407249, 0.0007336900130638854, 0.00034713850095936897, 0.00016610180880783805]"
8,19,metastable_reversible,2,"[0.9886535392574136, 0.3675015955226068, 0.2994415740913017, 0.16763943843115536, 0.07076909690193076, 0.04511799939811783, 0.032150881270555855]",8.524926796228881e-17,1.1102230246251565e-16,"[0.9886535392574135, 0.3675015955226069, 0.29944157409130157, 0.16763943843115547, 0.07076909690193081, 0.0451179993981179, 0.03215088127055588]"
8,19,metastable_reversible,4,"[0.9774358206862106, 0.13505742271166166, 0.08966525629427655, 0.02810298131751311, 0.005008265076314863, 0.002035633869688597, 0.001033679166473404]",1.1610256407073345e-16,4.440892098500626e-16,"[0.9774358206862102, 0.1350574227116618, 0.08966525629427644, 0.028102981317513164, 0.005008265076314873, 0.002035633869688567, 0.0010336791664733811]"
8,19,metastable_reversible,8,"[0.955380783560526, 0.01824050742951643, 0.008039858186318314, 0.0007897775589324494, 2.5082719074588374e-05, 4.1438052514313775e-06, 1.0684926192204353e-06]",1.582365542171808e-16,8.881784197001252e-16,"[0.9553807835605251, 0.018240507429516495, 0.008039858186318279, 0.000789777558932494, 2.508271907463522e-05, 4.14380525142325e-06, 1.068492619201104e-06]"
8,19,metastable_reversible,16,"[0.9127524415967245, 0.0003327161112862359, 6.46393196560926e-05, 6.237485925860343e-07, 6.291427987094015e-10, 1.7171095279812754e-11, 1.1416793078496266e-12]",2.1567044940337297e-16,1.4432899320127035e-15,"[0.9127524415967231, 0.0003327161112862465, 6.463931965610905e-05, 6.23748592593369e-07, 6.291427961770694e-10, 1.7171121961722904e-11, 1.1416764772872354e-12]"
8,19,directed_cycle_normal,2,"[0.81611222920257, 0.8161122292025699, 0.5266000000000002, 0.5266000000000001, 0.49000000000000005, 0.4554877707974305, 0.4554877707974304]",2.7755575615628914e-16,4.440892098500626e-16,"[0.8161122292025695, 0.8161122292025695, 0.5266, 0.5265999999999996, 0.4900000000000001, 0.4554877707974304, 0.4554877707974301]"
8,19,directed_cycle_normal,4,"[0.6660391706539875, 0.6660391706539874, 0.2773075600000001, 0.27730755999999995, 0.24009999999999992, 0.20746910934601256, 0.20746910934601237]",1.942890293094024e-16,3.885780586188048e-16,"[0.6660391706539873, 0.6660391706539873, 0.2773075599999999, 0.27730755999999956, 0.2401000000000001, 0.20746910934601248, 0.2074691093460122]"
8,19,directed_cycle_normal,8,"[0.4436081768454517, 0.4436081768454515, 0.0768994828331536, 0.07689948283315357, 0.057648010000000034, 0.04304343133282775, 0.04304343133282772]",1.5463820700136108e-16,3.885780586188048e-16,"[0.4436081768454513, 0.4436081768454513, 0.07689948283315355, 0.07689948283315337, 0.05764801000000004, 0.04304343133282768, 0.04304343133282757]"
8,19,directed_cycle_normal,16,"[0.19678821456414547, 0.19678821456414544, 0.005913530460006532, 0.005913530460006505, 0.0033232930569600952, 0.0018527369809038495, 0.0018527369809038209]",1.0368070489454239e-16,3.0531133177191805e-16,"[0.19678821456414516, 0.19678821456414516, 0.005913530460006478, 0.00591353046000645, 0.003323293056960105, 0.0018527369809038519, 0.001852736980903842]"
8,19,directed_nonnormal,2,"[0.4783045460120783, 0.40881307389636384, 0.3701447417079255, 0.33791495458347814, 0.24731050819818873, 0.16433315422308759, 0.0974562116645581]",0.027035717412284103,0.060255985247252286,"[0.5385605312593306, 0.453213283731028, 0.40470916526560013, 0.3105289780991774, 0.24915144267145303, 0.16343415989347906, 0.07755271370533404]"
8,19,directed_nonnormal,4,"[0.18516871658895617, 0.17579169756741958, 0.11057014185898188, 0.10373037236062296, 0.043254246006591925, 0.03047026445423706, 0.019070249954912896]",0.03294976667159915,0.1048787292413762,"[0.2900474458303324, 0.20540228055026127, 0.16378950844997883, 0.09642824623931938, 0.06207644138526634, 0.02671072462008728, 0.006014423403061506]"
8,19,directed_nonnormal,8,"[0.02907300499944508, 0.027107317938171973, 0.009653820821049678, 0.009184474491015329, 0.001709334235740823, 0.0012585958518351082, 0.0005857320174721202]",0.012951893042766522,0.05505451583325452,"[0.0841275208326996, 0.042190096855248244, 0.02682700307828569, 0.009298406672790813, 0.0038534845750584083, 0.0007134628097301366, 3.6173288871293945e-05]"
8,19,directed_nonnormal,16,"[0.0007801421703601527, 0.0007495649416118785, 8.646874885880281e-05, 8.291227534294135e-05, 2.094154089097909e-06, 1.4842981103902036e-06, 5.949681845791979e-07]",0.0011398326395201564,0.006297297591096152,"[0.007077439761456305, 0.0017800042726552276, 0.0007196880941623497, 8.646036665260072e-05, 1.4849343370213081e-05, 5.090291808680211e-07, 1.3085068277660784e-09]"
20,0,reversible,2,"[0.539116517658424, 0.5108669563114774, 0.49975220167128576, 0.4886748480390058, 0.47642851290628413, 0.46993769733162266, 0.4665698386700243, 0.45445284316864415]",3.122502256758253e-16,4.996003610813204e-16,"[0.5391165176584238, 0.5108669563114769, 0.4997522016712856, 0.4886748480390056, 0.47642851290628374, 0.4699376973316224, 0.46656983867002394, 0.45445284316864365]"
20,0,reversible,4,"[0.2906466196121461, 0.2609850470509528, 0.24975226307529735, 0.23880310710594527, 0.22698412791009323, 0.22084143937334763, 0.21768741435657235, 0.20652738666406423]",2.185751579730777e-16,4.440892098500626e-16,"[0.29064661961214566, 0.26098504705095255, 0.2497522630752973, 0.2388031071059452, 0.22698412791009298, 0.22084143937334755, 0.21768741435657216, 0.20652738666406384]"
20,0,reversible,8,"[0.08447545749196742, 0.06811319478418802, 0.06237619291123254, 0.05702692396345357, 0.05152179432310553, 0.048770941344492, 0.047387810369250036, 0.042653561442287886]",8.760353553682876e-17,1.5959455978986625e-16,"[0.08447545749196728, 0.06811319478418791, 0.06237619291123251, 0.057026923963453546, 0.05152179432310545, 0.04877094134449194, 0.04738781036924994, 0.04265356144228773]"
20,0,reversible,16,"[0.007136102918477198, 0.0046394073037087325, 0.0038907894420993068, 0.003252070056733509, 0.0026544952902723866, 0.0023786047196278897, 0.002245604571592004, 0.0018193263037110394]",1.4013313079375145e-17,2.688821387764051e-17,"[0.007136102918477171, 0.004639407303708723, 0.003890789442099293, 0.003252070056733512, 0.002654495290272381, 0.0023786047196278737, 0.002245604571591992, 0.0018193263037110145]"
20,0,metastable_reversible,2,"[0.9864364339438192, 0.1602628257190624, 0.1406418987630818, 0.10891590884913704, 0.08410600861260321, 0.07704489791060953, 0.06070971717662569, 0.059972297072402994]",7.632783294297951e-17,2.220446049250313e-16,"[0.9864364339438191, 0.16026282571906236, 0.14064189876308203, 0.108915908849137, 0.08410600861260331, 0.07704489791060956, 0.06070971717662575, 0.059972297072403015]"
20,0,metastable_reversible,4,"[0.9730568382117977, 0.025684173307458546, 0.01978014368768495, 0.01186267520043351, 0.007073820684743313, 0.005935916294056259, 0.003685669759665876, 0.0035966764161405036]",1.1844908734404136e-16,7.771561172376096e-16,"[0.9730568382117984, 0.02568417330745856, 0.01978014368768501, 0.01186267520043352, 0.007073820684743302, 0.00593591629405625, 0.003685669759665888, 0.003596676416140559]"
20,0,metastable_reversible,8,"[0.9468396103907414, 0.0006596767584875501, 0.0003912540843054617, 0.0001407230629109795, 5.003893907988789e-05, 3.523510225006026e-05, 1.3584161577314414e-05, 1.2936081242400517e-05]",1.0657707355532509e-16,7.771561172376096e-16,"[0.9468396103907422, 0.0006596767584875667, 0.0003912540843054652, 0.00014072306291098045, 5.0038939079902196e-05, 3.523510225004248e-05, 1.3584161577315605e-05, 1.2936081242421695e-05]"
20,0,metastable_reversible,16,"[0.8965052478048908, 4.3517342567962714e-07, 1.53079758437562e-07, 1.9802980435528985e-08, 2.503895431950028e-09, 1.2415124415806788e-09, 1.8452944793149148e-10, 1.6734224245203642e-10]",2.0967597572321725e-16,1.5543122344752192e-15,"[0.8965052478048924, 4.3517342568866344e-07, 1.5307975848570806e-07, 1.9802980435047757e-08, 2.5038954242421634e-09, 1.2415124305709489e-09, 1.8452944575861757e-10, 1.6734219791053442e-10]"
20,0,directed_cycle_normal,2,"[0.9666640674410089, 0.9666640674410087, 0.875843989351356, 0.8758439893513554, 0.7519405835488367, 0.7519405835488361, 0.6262546777798677, 0.6262546777798675]",9.575673587391975e-16,3.885780586188048e-15,"[0.9666640674410084, 0.966664067441008, 0.8758439893513555, 0.8758439893513549, 0.7519405835488406, 0.7519405835488356, 0.6262546777798673, 0.6262546777798668]"
20,0,directed_cycle_normal,4,"[0.9344394192815951, 0.9344394192815944, 0.7671026936828982, 0.7671026936828979, 0.565414641187765, 0.5654146411877646, 0.39219492144116563, 0.39219492144116547]",1.4918621893400541e-15,5.995204332975845e-15,"[0.9344394192815944, 0.9344394192815936, 0.7671026936828974, 0.7671026936828963, 0.565414641187771, 0.5654146411877634, 0.39219492144116547, 0.3921949214411648]"
20,0,directed_cycle_normal,8,"[0.873177028307324, 0.8731770283073229, 0.5884465426555582, 0.5884465426555578, 0.31969371646948885, 0.3196937164694888, 0.15381685640424203, 0.15381685640424203]",1.817990202823694e-15,6.938893903907228e-15,"[0.8731770283073234, 0.8731770283073218, 0.5884465426555571, 0.5884465426555554, 0.3196937164694958, 0.31969371646948724, 0.15381685640424192, 0.15381685640424142]"
20,0,directed_cycle_normal,16,"[0.7624381227636087, 0.7624381227636085, 0.3462693335632799, 0.34626933356327944, 0.10220407235007394, 0.10220407235007381, 0.023659625314083207, 0.023659625314083197]",1.6952585168983347e-15,4.427014310692812e-15,"[0.7624381227636082, 0.7624381227636055, 0.3462693335632783, 0.3462693335632764, 0.10220407235007836, 0.10220407235007292, 0.023659625314083183, 0.023659625314083024]"
20,0,directed_nonnormal,2,"[0.340666578223537, 0.3061824219130014, 0.291810474664, 0.24607201978591947, 0.2297418094242809, 0.22342316598568374, 0.20327516510926452, 0.18806763865611414]",0.024193789897714243,0.04643084608377607,"[0.36873295943395007, 0.34529515084715046, 0.32034876442835364, 0.29250286586969554, 0.25283325769143083, 0.23209679365230942, 0.20958413847964097, 0.2013956625409842]"
20,0,directed_nonnormal,4,"[0.09461363395608473, 0.0767358728997101, 0.06829133220237145, 0.05695164264419414, 0.049116751501837946, 0.03986308150596913, 0.038402724528507265, 0.03517365185836401]",0.023313075587289258,0.042492868298846284,"[0.13596399537291906, 0.11922874119855638, 0.10262333087077281, 0.0855579265419851, 0.06392465619486148, 0.053868921623682696, 0.04392551110225332, 0.04056021289032199]"
20,0,directed_nonnormal,8,"[0.006141341919849507, 0.005008230155682136, 0.0031793345145211963, 0.003085487423391944, 0.0029290818723290723, 0.0017748910796371194, 0.0015289008885735805, 0.0013526172129081136]",0.004514540789209348,0.012344866117917647,"[0.018486208037767154, 0.014215492727792333, 0.010531548039012113, 0.007320158794163719, 0.004086361669631242, 0.0029018607168984694, 0.0019294505255941796, 0.001645130869708242]"
20,0,directed_nonnormal,16,"[1.7216180985061006e-05, 1.6004121789355007e-05, 1.3668457957845559e-05, 9.382007105466378e-06, 8.389529091548506e-06, 6.547409782599873e-06, 2.0187720603631026e-06, 1.7886931628363511e-06]",8.310644503359159e-05,0.0003245237066305459,"[0.0003417398876156069, 0.00020208023349391674, 0.00011091350409801988, 5.358472477177244e-05, 1.669835169503143e-05, 8.420795620278499e-06, 3.722779330715656e-06, 2.7064555784669966e-06]"
20,1,reversible,2,"[0.5336985224786713, 0.5218082806974653, 0.5008464316230389, 0.49665616300149773, 0.47545836791384194, 0.4727738264212042, 0.4554573212164874, 0.44640728010951675]",1.0408340855860843e-16,2.220446049250313e-16,"[0.5336985224786716, 0.5218082806974654, 0.500846431623039, 0.4966561630014978, 0.475458367913842, 0.4727738264212042, 0.4554573212164875, 0.4464072801095169]"
20,1,reversible,4,"[0.284834112895917, 0.27228388180444485, 0.25084714806953123, 0.2466673442473702, 0.22606065961929428, 0.22351509094894687, 0.20744137144969854, 0.19927945973477673]",1.1102230246251565e-16,2.7755575615628914e-16,"[0.2848341128959171, 0.2722838818044449, 0.2508471480695315, 0.24666734424737036, 0.22606065961929434, 0.2235150909489469, 0.2074413714496987, 0.1992794597347767]"
20,1,reversible,8,"[0.08113047186920407, 0.0741385122904969, 0.06292429169461737, 0.06084477871805064, 0.051103421827510424, 0.04995899588191599, 0.043031922588931765, 0.03971230307218448]",4.85722573273506e-17,1.1102230246251565e-16,"[0.08113047186920402, 0.07413851229049692, 0.06292429169461745, 0.06084477871805071, 0.05110342182751045, 0.049958995881916005, 0.043031922588931876, 0.03971230307218449]"
20,1,reversible,16,"[0.006582153465719702, 0.0054965190046481595, 0.003959466485269287, 0.0037020870972485505, 0.002611559722480471, 0.002495901269529297, 0.001851746361699806, 0.001577067015297028]",7.453889935837843e-18,1.951563910473908e-17,"[0.006582153465719706, 0.005496519004648162, 0.003959466485269303, 0.003702087097248557, 0.002611559722480472, 0.0024959012695293004, 0.0018517463616998255, 0.001577067015297034]"
20,1,metastable_reversible,2,"[0.986909815694736, 0.11059496423338788, 0.08155003143592945, 0.06369874512022361, 0.05813310321777098, 0.05595600225799368, 0.05001267794083762, 0.04989343853242219]",5.204170427930421e-17,1.734723475976807e-16,"[0.9869098156947361, 0.11059496423338792, 0.08155003143592944, 0.06369874512022364, 0.058133103217771154, 0.05595600225799369, 0.050012677940837615, 0.04989343853242222]"
20,1,metastable_reversible,4,"[0.9739909843146182, 0.012231246113784336, 0.006650407627201086, 0.004057530129891206, 0.003379457689727998, 0.0031310741886965672, 0.002501267954813946, 0.0024893552085885726]",4.277177570455315e-17,2.220446049250313e-16,"[0.973990984314618, 0.012231246113784355, 0.006650407627201081, 0.004057530129891214, 0.003379457689728035, 0.0031310741886965946, 0.002501267954813945, 0.0024893552085885947]"
20,1,metastable_reversible,8,"[0.9486584375261585, 0.0001496033814960037, 4.4227921607934406e-05, 1.6463550754971734e-05, 1.1420734276626643e-05, 9.803625575124326e-06, 6.2563413817971755e-06, 6.196889354534112e-06]",2.6974293600905228e-17,1.1102230246251565e-16,"[0.9486584375261584, 0.0001496033814959649, 4.4227921607934304e-05, 1.6463550754975014e-05, 1.1420734276661945e-05, 9.803625575122038e-06, 6.256341381779136e-06, 6.196889354527166e-06]"
20,1,metastable_reversible,16,"[0.8999528310895725, 2.2381171799577472e-08, 1.956109026022732e-09, 2.710485124966511e-10, 1.304331853865575e-10, 9.611107647612296e-11, 3.9141822786790946e-11, 3.8401430295025775e-11]",5.613663228318905e-17,3.3306690738754696e-16,"[0.8999528310895721, 2.238117175502721e-08, 1.956109049757582e-09, 2.710485034616383e-10, 1.3043317141812104e-10, 9.61110744171869e-11, 3.9141807485362076e-11, 3.840143767225212e-11]"
20,1,directed_cycle_normal,2,"[0.9666640674410089, 0.9666640674410087, 0.875843989351356, 0.8758439893513554, 0.7519405835488367, 0.7519405835488361, 0.6262546777798677, 0.6262546777798675]",9.575673587391975e-16,3.885780586188048e-15,"[0.9666640674410084, 0.966664067441008, 0.8758439893513555, 0.8758439893513549, 0.7519405835488406, 0.7519405835488356, 0.6262546777798673, 0.6262546777798668]"
20,1,directed_cycle_normal,4,"[0.9344394192815951, 0.9344394192815944, 0.7671026936828982, 0.7671026936828979, 0.565414641187765, 0.5654146411877646, 0.39219492144116563, 0.39219492144116547]",1.4918621893400541e-15,5.995204332975845e-15,"[0.9344394192815944, 0.9344394192815936, 0.7671026936828974, 0.7671026936828963, 0.565414641187771, 0.5654146411877634, 0.39219492144116547, 0.3921949214411648]"
20,1,directed_cycle_normal,8,"[0.873177028307324, 0.8731770283073229, 0.5884465426555582, 0.5884465426555578, 0.31969371646948885, 0.3196937164694888, 0.15381685640424203, 0.15381685640424203]",1.817990202823694e-15,6.938893903907228e-15,"[0.8731770283073234, 0.8731770283073218, 0.5884465426555571, 0.5884465426555554, 0.3196937164694958, 0.31969371646948724, 0.15381685640424192, 0.15381685640424142]"
