epoch,step,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/invalid_batch,train/loss,train/retained_min,train/whitening,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/invalid_batch,val/loss,val/retained_min,val/whitening,val_score
0,116,0.7468603849411011,5.113643646240234,25.955963134765625,0.0,85.31644439697266,33.89743423461914,0.023150304332375526,,,,,,,,,
1,233,0.6960976123809814,7.636263847351074,36.7774658203125,0.0,74.13189697265625,41.93162536621094,0.023171477019786835,,,,,,,,,
2,350,0.573606014251709,10.113256454467773,44.17845153808594,0.0,54.495662689208984,43.623931884765625,0.02304975688457489,,,,,,,,,
3,467,0.4180426001548767,11.584216117858887,45.620086669921875,0.0,32.824092864990234,40.21367645263672,0.022886399179697037,,,,,,,,,
4,584,0.34124431014060974,13.105833053588867,49.00190353393555,0.0,20.795818328857422,39.32478713989258,0.022749049589037895,,,,,,,,,
5,701,0.28513139486312866,14.564872741699219,52.08323669433594,0.0,11.537945747375488,39.0512809753418,0.02264608070254326,,,,,,,,,
6,818,0.24614305794239044,15.728646278381348,53.8741569519043,0.0,5.025506019592285,39.0,0.022666608914732933,,,,,,,,,
7,935,0.20905575156211853,16.601770401000977,55.592491149902344,0.0,-0.938304603099823,39.0,0.02282905764877796,,,,,,,,,
8,1052,0.1729792356491089,17.228191375732422,56.87113952636719,0.0,-6.437667369842529,39.0,0.02340659499168396,,,,,,,,,
9,1169,,,,,,,,1.6617838144302368,0.15759874880313873,17.671907424926758,58.88433837890625,0.0,-9.253915786743164,38.96160125732422,0.022215189412236214,9.253915786743164
9,1169,0.14143693447113037,17.819313049316406,58.02337646484375,0.0,-11.295806884765625,39.0,0.024253901094198227,,,,,,,,,
10,1286,0.12516982853412628,18.334991455078125,59.81462478637695,0.0,-14.252016067504883,39.0,0.024163441732525826,,,,,,,,,
11,1403,0.11281103640794754,19.027610778808594,61.685020446777344,0.0,-16.901073455810547,39.0,0.02372676134109497,,,,,,,,,
12,1520,0.10198663175106049,19.605186462402344,62.718631744384766,0.0,-19.070762634277344,39.0,0.02386534959077835,,,,,,,,,
13,1637,0.09609691053628922,20.05276107788086,63.12702941894531,0.0,-20.354162216186523,39.0,0.023591946810483932,,,,,,,,,
14,1754,0.08863402158021927,20.692296981811523,63.589996337890625,0.0,-22.042028427124023,39.0,0.023118868470191956,,,,,,,,,
15,1871,0.08587101846933365,21.114866256713867,63.656837463378906,0.0,-22.831851959228516,39.008548736572266,0.022901471704244614,,,,,,,,,
16,1988,0.08624813705682755,21.434310913085938,64.6053466796875,0.0,-23.292884826660156,40.119659423828125,0.02272801287472248,,,,,,,,,
17,2105,0.08181828260421753,22.226959228515625,65.3736801147461,0.0,-24.80555534362793,41.0,0.023412123322486877,,,,,,,,,
18,2222,0.07956741005182266,22.67158317565918,66.51101684570312,0.0,-25.76691246032715,41.008548736572266,0.022251522168517113,,,,,,,,,
19,2339,,,,,,,,1.4533050060272217,0.093012236058712,23.014461517333984,63.70158004760742,0.0,-23.82767677307129,41.9567985534668,0.021534450352191925,23.82767677307129
19,2339,0.07886280864477158,23.203548431396484,67.08757019042969,0.0,-26.504348754882812,41.341880798339844,0.022283829748630524,,,,,,,,,
20,2456,0.07927761971950531,23.74185562133789,67.63999938964844,0.0,-27.09990119934082,43.02564239501953,0.022426128387451172,,,,,,,,,
21,2573,0.0780206173658371,24.170188903808594,69.10763549804688,0.0,-27.982250213623047,44.0,0.022825319319963455,,,,,,,,,
22,2690,0.08111970871686935,24.1844539642334,68.51142120361328,0.0,-27.479230880737305,44.55555725097656,0.024188995361328125,,,,,,,,,
23,2807,0.07866394519805908,25.150541305541992,69.02250671386719,0.0,-28.860448837280273,44.521366119384766,0.025609169155359268,,,,,,,,,
24,2924,0.07803255319595337,25.086585998535156,67.4575424194336,0.0,-28.56517791748047,44.91453170776367,0.024746257811784744,,,,,,,,,
25,3041,0.07942301034927368,24.874895095825195,66.36674499511719,0.0,-27.95638084411621,44.17948532104492,0.025721848011016846,,,,,,,,,
26,3158,0.08110756427049637,25.151660919189453,66.15470123291016,0.0,-27.976282119750977,44.478633880615234,0.024541907012462616,,,,,,,,,
27,3275,0.08331675082445145,25.28341293334961,65.89810943603516,0.0,-27.773731231689453,44.74359130859375,0.024755291640758514,,,,,,,,,
28,3392,0.07922123372554779,26.050168991088867,68.07301330566406,0.0,-29.497249603271484,43.376068115234375,0.027209192514419556,,,,,,,,,
29,3509,,,,,,,,1.4993672370910645,0.09322989732027054,24.303606033325195,63.832923889160156,0.0,-25.05094337463379,46.308799743652344,0.08581823855638504,25.05094337463379
29,3509,0.08168604969978333,25.308908462524414,65.68782043457031,0.0,-27.963851928710938,46.77777862548828,0.026807734742760658,,,,,,,,,
30,3626,0.07809829711914062,26.377471923828125,68.16181182861328,0.0,-29.9871768951416,46.08546829223633,0.026079582050442696,,,,,,,,,
31,3743,0.07797534763813019,27.82012176513672,71.14604187011719,0.0,-32.04111862182617,44.230770111083984,0.027366815134882927,,,,,,,,,
32,3860,0.07573505491018295,27.082801818847656,68.70232391357422,0.0,-31.103851318359375,44.735042572021484,0.025327786803245544,,,,,,,,,
33,3977,0.07973207533359528,27.233734130859375,68.5979995727539,0.0,-30.723325729370117,45.52991485595703,0.02430674619972706,,,,,,,,,
34,4094,0.0780702605843544,26.660869598388672,67.06061553955078,0.0,-30.056726455688477,45.880340576171875,0.02328117936849594,,,,,,,,,
35,4211,0.0835733488202095,27.68790054321289,69.03263092041016,0.0,-30.774967193603516,48.27350616455078,0.0220667514950037,,,,,,,,,
36,4328,0.09269575029611588,28.159461975097656,70.34182739257812,0.0,-30.340782165527344,49.56410217285156,0.022003673017024994,,,,,,,,,
37,4445,0.09367039054632187,29.421876907348633,74.52883911132812,0.0,-32.315860748291016,51.735042572021484,0.02198519930243492,,,,,,,,,
38,4562,0.09904269874095917,32.094417572021484,80.0692367553711,0.0,-35.4091682434082,53.0,0.021634040400385857,,,,,,,,,
39,4679,,,,,,,,1.9470677375793457,0.12227299809455872,31.354215621948242,82.02259063720703,0.0,-32.08606719970703,52.93920135498047,0.021723967045545578,32.08606719970703
39,4679,0.10381145030260086,32.647300720214844,82.11819458007812,0.0,-35.76142501831055,53.0,0.021645890548825264,,,,,,,,,
