epoch,step,train/alpha_effective,train/closure_ratio,train/dir_trace,train/edge_trace_sum,train/leaf_trace,train/loss,train/whitening,val/alpha_effective,val/closure_defect_frobenius,val/closure_ratio,val/dir_trace,val/edge_trace_sum,val/leaf_trace,val/loss,val/whitening,val_score
0,174,0.0,1.4230092763900757,10.481189727783203,50.14372634887695,18.10498809814453,153.5821990966797,0.023186640813946724,,,,,,,,,
1,349,0.0,1.590552806854248,9.193641662597656,41.859127044677734,17.68536949157715,176.73512268066406,0.023326324298977852,,,,,,,,,
2,524,0.0,1.6309019327163696,8.150914192199707,37.047569274902344,17.34356689453125,183.2843475341797,0.02336331456899643,,,,,,,,,
3,699,0.0,1.5415902137756348,7.378475189208984,34.581363677978516,17.2530460357666,172.71548461914062,0.02336779795587063,,,,,,,,,
4,874,0.0,1.3566514253616333,6.836019992828369,32.80928421020508,17.243576049804688,149.59512329101562,0.023360366001725197,,,,,,,,,
5,1049,0.0,1.0067354440689087,6.271089553833008,28.538911819458008,17.084287643432617,105.5300521850586,0.02330627664923668,,,,,,,,,
6,1224,0.0,0.4796769917011261,5.1800947189331055,18.421825408935547,16.952524185180664,39.289432525634766,0.02339634671807289,,,,,,,,,
7,1399,0.0,0.2520524263381958,4.301996231079102,14.037703514099121,15.956710815429688,12.067142486572266,0.06314655393362045,,,,,,,,,
8,1574,0.0,0.20475603640079498,4.859401226043701,15.406333923339844,18.087339401245117,3.396061658859253,0.1340346783399582,,,,,,,,,
9,1749,,,,,,,,0.0,1.5761494636535645,0.21218173205852509,6.8923516273498535,19.700668334960938,25.08072853088379,-4.767528533935547,0.046288494020700455,4.767528533935547
9,1749,0.0,0.1861260086297989,6.069779396057129,17.93181610107422,22.81100082397461,-4.992618083953857,0.06404262036085129,,,,,,,,,
10,1924,0.0,0.18861663341522217,7.713327884674072,21.372434616088867,28.486406326293945,-12.001646041870117,0.055159661918878555,,,,,,,,,
11,2099,0.0,0.1999892145395279,9.426283836364746,24.411924362182617,37.37586212158203,-21.1143798828125,0.08914713561534882,,,,,,,,,
12,2274,0.0,0.22755122184753418,12.82357406616211,27.81781005859375,47.44035720825195,-31.01757049560547,0.11980850249528885,,,,,,,,,
13,2449,0.0,0.28092652559280396,20.76590347290039,36.656761169433594,54.63516616821289,-39.32133483886719,0.12113998085260391,,,,,,,,,
14,2624,0.0,0.3374886214733124,31.50607681274414,51.1668815612793,59.76895523071289,-47.96786117553711,0.10863230377435684,,,,,,,,,
15,2799,0.0,0.36432328820228577,40.3844108581543,66.93474578857422,63.35255432128906,-57.008419036865234,0.0951552614569664,,,,,,,,,
16,2974,0.0,0.3719688653945923,47.03843307495117,81.61296081542969,66.2578125,-65.59870910644531,0.0855419933795929,,,,,,,,,
17,3149,0.0,0.3695761561393738,51.82612228393555,94.0350570678711,68.29492950439453,-72.73767852783203,0.0775967389345169,,,,,,,,,
18,3324,0.0,0.36283519864082336,55.65857696533203,104.5542984008789,70.16023254394531,-79.3027114868164,0.07318650186061859,,,,,,,,,
19,3499,,,,,,,,0.0,4.476408004760742,0.39038944244384766,57.979637145996094,115.77766418457031,71.0510025024414,-78.98535919189453,0.07541523873806,78.98535919189453
