batch,calibration_examples_per_second,calibration_seconds_mean,calibration_seconds_median,features,iterations,moment_seconds_mean,moment_seconds_median,peak_memory_mb,status,views
512,1669602.577566548,0.0024532784358598293,0.002442620985675603,32,10,0.00028809328796342015,0.000286607479210943,9.3330078125,success,8
512,899233.0561331073,0.004554992693010717,0.0045552944066002965,64,10,0.000288364989683032,0.00028193899197503924,10.5791015625,success,8
512,421555.2871841801,0.009716400492470712,0.00978685199515894,128,10,0.00029394233133643865,0.0002880049869418144,14.626953125,success,8
512,191777.22990974755,0.02135811431799084,0.020585696503985673,256,10,0.0002889159950427711,0.0002870034659281373,21.12841796875,success,8
512,72462.98059150935,0.05652541430899873,0.05587616952834651,512,10,0.00037693738704547286,0.00037327053723856807,34.13134765625,success,8
