epoch,step,train/base_loss,train/closure_ratio,train/edge_trace_sum,train/loss,train/whitening,val/base_loss,val/closure_ratio,val/edge_trace_sum,val/loss,val/whitening,val_score
0,174,20.945180892944336,2.13741135597229,56.55266189575195,9.657777786254883,0.02312292717397213,,,,,,
1,349,19.442304611206055,3.2635996341705322,73.23136901855469,4.819446086883545,0.023413745686411858,,,,,,
2,524,18.657167434692383,2.467623233795166,90.74099731445312,0.532433032989502,0.02346688136458397,,,,,,
3,699,18.147619247436523,2.113056182861328,105.42666625976562,-2.9149928092956543,0.02272704243659973,,,,,,
4,874,17.68660545349121,1.961618423461914,115.65788269042969,-5.422842025756836,0.022128289565443993,,,,,,
5,1049,17.294628143310547,1.8739951848983765,123.30895233154297,-7.345609188079834,0.021553203463554382,,,,,,
6,1224,16.887767791748047,1.8008378744125366,128.55889892578125,-8.802821159362793,0.021191395819187164,,,,,,
7,1399,16.46001434326172,1.7510695457458496,133.24908447265625,-10.169086456298828,0.020721105858683586,,,,,,
8,1574,16.04673194885254,1.6959270238876343,137.3973388671875,-11.412431716918945,0.02030402235686779,,,,,,
9,1749,,,,,,15.911979675292969,1.8274927139282227,140.7210693359375,-12.212224960327148,0.02000378631055355,12.212224960327148
9,1749,15.67595100402832,1.641142725944519,140.25750732421875,-12.355724334716797,0.01982848346233368,,,,,,
10,1924,15.33444595336914,1.624464988708496,142.92898559570312,-13.231940269470215,0.01941141113638878,,,,,,
11,2099,15.013182640075684,1.5880986452102661,145.88121032714844,-14.14409065246582,0.01897633820772171,,,,,,
12,2274,14.74254322052002,1.5576939582824707,147.95851135253906,-14.830473899841309,0.018685437738895416,,,,,,
13,2449,14.470423698425293,1.5121170282363892,149.48226928710938,-15.407607078552246,0.018419547006487846,,,,,,
14,2624,14.271818161010742,1.4809223413467407,151.1527557373047,-15.940528869628906,0.01821952313184738,,,,,,
15,2799,14.095114707946777,1.4576531648635864,152.08575439453125,-16.30394172668457,0.01810269057750702,,,,,,
